id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/18/value
2479773087,6,74,1,0,14,9dntj5dioj5ex52yrgwzxrq9l,1,40.2,5.1,2022-10-30T19:47:09.392Z,2022-10-31T02:22:11Z,3885293739,233,5,3885293707,56,Back,3885902665,178,,3885293709,285,,,,,,,,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773117,6,5,1,0,16,7gnly6999wao1xarwct4p8fe9,1,57.2,101.4,2022-10-30T19:47:11.166Z,2022-10-31T02:22:14Z,3885293839,56,Left,3885293873,233,7,3885293841,347,,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773109,7,5,1,0,16,9dntj5dioj5ex52yrgwzxrq9l,0,42.8,-1.4,2022-10-30T19:47:11.166Z,2022-10-31T02:22:14Z,3885293791,347,,3885315797,233,6,3885293789,56,Back,,,,,,,,,,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773165,7,1,1,0,20,7gnly6999wao1xarwct4p8fe9,1,46.2,100,2022-10-30T19:47:15.541Z,2022-10-31T02:22:29Z,3885294127,140,32.6,3885294125,56,Back,3885294123,107,,3885294129,141,97.9,3885294133,213,3.3,3885294131,212,14.5,,,,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773189,8,1,1,0,24,7gnly6999wao1xarwct4p8fe9,1,30.6,85.2,2022-10-30T19:47:19.168Z,2022-10-31T02:22:36Z,3885294239,213,3.9,3885294235,141,58.5,3885294233,140,13.2,3885294231,56,Back,3885294237,212,25.8,3885903089,178,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773213,9,1,1,0,26,7gnly6999wao1xarwct4p8fe9,0,13.2,58.5,2022-10-30T19:47:21.783Z,2022-10-31T02:22:39Z,3885294369,141,44.6,3885294363,157,,3885294365,56,Center,3885294371,212,47.8,3885903123,178,,3885294373,213,6.1,3885294375,1,,3885294367,140,57.8,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773221,8,44,1,0,29,9dntj5dioj5ex52yrgwzxrq9l,1,42.2,57.7,2022-10-30T19:47:25.034Z,2022-10-31T04:56:34Z,3885294411,233,10,3885294405,56,Back,3885294407,285,,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773217,10,44,1,0,29,7gnly6999wao1xarwct4p8fe9,0,57.8,42.3,2022-10-30T19:47:25.035Z,2022-10-31T02:22:46Z,3885294399,286,,3885832483,233,8,3885294397,56,Center,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773227,9,1,1,0,30,9dntj5dioj5ex52yrgwzxrq9l,1,42,64.5,2022-10-30T19:47:25.158Z,2022-10-31T04:56:34Z,3885294461,213,0.8,3885294447,212,31.0,3885294441,56,Left,3885903239,388,,3885294445,141,97.3,3885294443,140,62.5,3885294439,3,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773287,10,61,1,0,34,9dntj5dioj5ex52yrgwzxrq9l,1,62.5,97.3,2022-10-30T19:47:29.281Z,2022-10-31T02:23:17Z,3885903499,178,,3885294799,56,Left,,,,,,,,,,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773305,11,5,1,0,35,7gnly6999wao1xarwct4p8fe9,1,36.4,-1.4,2022-10-30T19:47:30.165Z,2022-10-31T02:23:21Z,3885295041,233,11,3885294905,347,,3885294903,56,Back,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773301,11,5,1,0,35,9dntj5dioj5ex52yrgwzxrq9l,0,63.6,101.4,2022-10-30T19:47:30.165Z,2022-10-31T02:23:22Z,3885295063,233,11,3885294877,56,Left,3885294879,347,,,,,,,,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773369,12,1,1,0,48,7gnly6999wao1xarwct4p8fe9,1,29.8,0,2022-10-30T19:47:43.277Z,2022-10-31T02:23:25Z,3885295299,56,Back,3885295297,107,,3885295303,141,5.6,3885295305,212,5.1,3885295307,213,1.3,3885295301,140,31.3,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773373,13,1,1,0,49,7gnly6999wao1xarwct4p8fe9,1,31.3,5.6,2022-10-30T19:47:44.148Z,2022-10-31T02:23:30Z,3885903681,178,,3885295341,213,0.3,3885295343,1,,3885295337,141,17.9,3885295331,155,,3885295335,140,61.3,3885295333,56,Right,3885295339,212,32.6,cdrzpuj49ploquvdolgh5c3bp,S. Lukić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773379,14,44,1,0,51,7gnly6999wao1xarwct4p8fe9,1,62.2,17.2,2022-10-30T19:47:46.148Z,2022-10-31T04:56:35Z,3885295463,233,12,3885295365,286,,3885295363,56,Right,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773375,12,44,1,0,51,9dntj5dioj5ex52yrgwzxrq9l,0,37.8,82.8,2022-10-30T19:47:46.149Z,2022-10-31T02:23:42Z,3885295471,233,14,3885295347,56,Back,3885295349,285,,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773381,15,61,1,0,51,7gnly6999wao1xarwct4p8fe9,0,61.3,17.9,2022-10-30T19:47:46.545Z,2022-10-31T04:56:35Z,3885903891,388,,3885295373,56,Right,3885903889,15,,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773391,13,49,1,0,53,9dntj5dioj5ex52yrgwzxrq9l,1,25.5,69.5,2022-10-30T19:47:48.305Z,2022-10-31T02:23:54Z,,,,,,,,,,,,,,,,,,,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773413,14,1,1,0,53,9dntj5dioj5ex52yrgwzxrq9l,1,25.4,69.3,2022-10-30T19:47:48.413Z,2022-10-31T02:23:57Z,3885295495,141,52.1,3885295493,140,8.0,3885295499,213,3.7,3885903965,178,,3885295491,56,Back,3885295497,212,21.7,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773435,15,1,1,0,57,9dntj5dioj5ex52yrgwzxrq9l,1,8,52.1,2022-10-30T19:47:52.268Z,2022-10-31T02:24:01Z,3885295627,140,25.4,3885295629,141,19.8,3885295625,56,Back,3885295633,213,5.4,3885903997,178,,3885295631,212,28.6,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773463,16,1,1,1,3,9dntj5dioj5ex52yrgwzxrq9l,1,31.3,14.6,2022-10-30T19:47:58.414Z,2022-10-31T02:24:10Z,3885295811,56,Back,3885295817,212,21.2,3885295815,141,35.1,3885295813,140,16.1,3885295819,213,2.4,3885904087,178,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773487,17,1,1,1,6,9dntj5dioj5ex52yrgwzxrq9l,1,16.2,36.4,2022-10-30T19:48:01.916Z,2022-10-31T02:24:15Z,3885295983,212,18.4,3885295985,213,2.1,3885295979,140,7.3,3885904135,178,,3885295981,141,59.7,3885295977,56,Back,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773525,18,1,1,1,12,9dntj5dioj5ex52yrgwzxrq9l,0,8.2,55.4,2022-10-30T19:48:07.812Z,2022-10-31T02:24:33Z,3885296191,155,,3885296197,141,52.4,3885296195,140,56.9,3885296193,56,Center,3885296199,212,51.2,3885904289,178,,3885296201,213,6.2,3885296203,1,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773533,20,44,1,1,15,9dntj5dioj5ex52yrgwzxrq9l,1,58.8,50.6,2022-10-30T19:48:10.911Z,2022-10-31T04:56:35Z,3885296227,286,,3885296355,233,16,3885296225,56,Center,,,,,,,,,,,,,,,,1dwwsz1i6v8zwh802ujwf7emt,D. Origi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773529,16,44,1,1,15,7gnly6999wao1xarwct4p8fe9,0,41.2,49.4,2022-10-30T19:48:10.912Z,2022-10-31T02:25:07Z,3885296221,285,,3885296375,233,20,3885296219,56,Back,,,,,,,,,,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773531,19,61,1,1,15,9dntj5dioj5ex52yrgwzxrq9l,0,56.7,52.4,2022-10-30T19:48:10.998Z,2022-10-31T04:56:36Z,3885904647,178,,3885296223,56,Center,3885904645,21,,,,,,,,,,,,,,,,,1dwwsz1i6v8zwh802ujwf7emt,D. Origi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773825,30,61,1,1,16,7gnly6999wao1xarwct4p8fe9,1,46.4,48.9,2022-10-30T19:48:11.790Z,2022-10-31T02:26:01Z,3885904729,178,,3885297977,189,,3885297851,56,Back,,,,,,,,,,,,,,,,e2oeysariwd866ksilu3t4m7e,S. Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773537,17,49,1,1,17,7gnly6999wao1xarwct4p8fe9,1,44.8,41.7,2022-10-30T19:48:12.705Z,2022-10-31T02:26:09Z,,,,,,,,,,,,,,,,,,,,,,,,,cdrzpuj49ploquvdolgh5c3bp,S. Lukić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773569,18,1,1,1,18,7gnly6999wao1xarwct4p8fe9,1,46.1,40.3,2022-10-30T19:48:13.505Z,2022-10-31T02:26:13Z,3885296417,140,31.3,3885296415,56,Back,3885296419,141,31.3,3885905065,178,,3885296421,212,16.7,3885296423,213,3.5,,,,,,,cdrzpuj49ploquvdolgh5c3bp,S. Lukić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773619,19,1,1,1,21,7gnly6999wao1xarwct4p8fe9,1,23.7,37.5,2022-10-30T19:48:16.262Z,2022-10-31T02:26:18Z,3885296697,56,Back,3885905109,178,,3885296701,141,51.2,3885296705,213,2.7,3885296703,212,21.1,3885296699,140,5.7,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773641,20,1,1,1,26,7gnly6999wao1xarwct4p8fe9,1,13.8,63.5,2022-10-30T19:48:21.546Z,2022-10-31T02:26:21Z,3885296813,212,43.2,3885296815,213,0.2,3885296811,141,76.7,3885296817,1,,3885296807,56,Center,3885296809,140,54.0,3885905131,178,,3885296805,155,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773665,21,1,1,1,28,7gnly6999wao1xarwct4p8fe9,1,54,76.7,2022-10-30T19:48:23.736Z,2022-10-31T02:26:37Z,3885905235,178,,3885296941,213,2.2,3885296953,156,,3885296939,212,16.6,3885296933,56,Back,3885296935,140,44.3,3885296931,3,,3885296937,141,95.9,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773673,22,1,1,1,31,7gnly6999wao1xarwct4p8fe9,1,44.3,95.9,2022-10-30T19:48:26.653Z,2022-10-31T02:26:43Z,3885297001,56,Left,3885297007,212,19.1,3885297003,140,59.8,3885297005,141,81.2,3885905295,178,,3885297009,213,5.7,,,,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773679,23,1,1,1,33,7gnly6999wao1xarwct4p8fe9,1,59.8,81.2,2022-10-30T19:48:28.485Z,2022-10-31T02:26:59Z,3885297043,212,8.0,3885297045,213,1.4,3885297041,141,92.8,3885297039,140,61.3,3885905435,178,,3885297037,56,Left,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773685,24,1,1,1,34,7gnly6999wao1xarwct4p8fe9,0,61.3,92.8,2022-10-30T19:48:29.228Z,2022-10-31T02:29:12Z,3885297087,141,89.2,3885297083,56,Left,3885297085,140,62.9,3885297089,212,3.0,3885297091,213,5.3,3885906419,178,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479864761,830,61,1,1,34,9dntj5dioj5ex52yrgwzxrq9l,1,37.4,5.5,2022-10-30T19:48:29.544Z,2022-10-31T02:29:23Z,3885906511,178,,3885791323,56,Back,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773697,25,61,1,1,34,7gnly6999wao1xarwct4p8fe9,1,60,93,2022-10-30T19:48:29.776Z,2022-10-31T02:29:29Z,3885906569,178,,3885297149,56,Left,,,,,,,,,,,,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773703,21,61,1,1,34,9dntj5dioj5ex52yrgwzxrq9l,1,37.6,6.3,2022-10-30T19:48:29.929Z,2022-10-31T02:29:34Z,3885906619,178,,3885297183,56,Back,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479891291,801,67,1,1,36,7gnly6999wao1xarwct4p8fe9,1,65.8,96.2,2022-10-30T19:48:31.709Z,2022-10-31T04:56:36Z,3885926381,233,942,,,,,,,,,,,,,,,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479891287,942,67,1,1,36,9dntj5dioj5ex52yrgwzxrq9l,0,34.2,3.8,2022-10-30T19:48:31.710Z,2022-10-31T03:13:16Z,3885926389,233,801,,,,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773729,26,1,1,1,36,7gnly6999wao1xarwct4p8fe9,1,72.2,96.1,2022-10-30T19:48:31.737Z,2022-10-31T04:56:37Z,3885297313,212,15.3,3885297315,213,6.2,3885297311,141,93.5,3885297307,56,Left,3885906891,178,,3885297309,140,86.7,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773733,27,3,1,1,37,7gnly6999wao1xarwct4p8fe9,0,88.6,94,2022-10-30T19:48:33.040Z,2022-10-31T02:30:18Z,3885791681,465,,3885297427,233,22,3885297335,286,,3885297333,56,Left,3885907007,178,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773741,22,7,1,1,39,9dntj5dioj5ex52yrgwzxrq9l,0,11.4,6,2022-10-30T19:48:34.335Z,2022-10-31T02:30:21Z,3885297405,233,27,3885297375,167,,3885297379,285,,3885297377,56,Back,3885907037,178,,3885791589,385,,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773743,28,61,1,1,39,7gnly6999wao1xarwct4p8fe9,1,88.2,93.5,2022-10-30T19:48:34.500Z,2022-10-31T02:30:25Z,3885907077,178,,3885297383,56,Left,,,,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479773745,23,5,1,1,40,9dntj5dioj5ex52yrgwzxrq9l,1,11.4,-1.6,2022-10-30T19:48:35.165Z,2022-10-31T02:30:28Z,3885297387,347,,3885298685,233,29,3885297385,56,Back,,,,,,,,,,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
