id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/13/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2458152017,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-09-10T17:56:25.336Z,2022-09-10T18:47:47Z,3770398143,30,"e2dn4s6p2f6xnbaje17wd3jyt, jk8n72zhngmdw2ek47zx7f11, 14vhrqvqomi57x5mtsawm44b9, bh4a2zneilpvi1t7etuhkfl61, 5sxy1z2pz5bhlp767lyjte76d, bf67gbxjr8fkha0e59fs6qok5, 6u6mobmk6lpvwebo76ddxr3s9, eqggzoepu1d4t13fw6ybebtn9, mh8eevw5lj4i9c7ue5n9j845, 3yl0m3n14kek9pwkp7catyh9l, c87f30rukjnu7v3f3iqxpkxqt, e8c2o47zyuqa07lcrgzusn97u, bg7t6yere90otrlaxeu636q51, bfjtj20rbx8bqszi5a3wayaqd, cxb8ue6jhyzcnacu7k4jy2ne1, 4cwu3yf14da7zglzpthg28j4l, 1wnzwoisg4ctvcxsh2xnrkj4l, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, awpcf5w245iug4znjqctuebpx",3770398147,59,"1, 24, 3, 4, 25, 21, 37, 8, 10, 11, 7, 2, 5, 13, 14, 18, 23, 27, 28, 29, 30",3770398151,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3770398145,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3770639697,194,jk8n72zhngmdw2ek47zx7f11,3770398149,130,7,3770398153,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3770637563,197,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458152943,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-09-10T17:58:54.307Z,2022-09-10T18:50:17Z,3770404585,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3770404577,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3770664333,197,578,3770404575,30,"3fpnfgoy4lbpapv2th6g60cet, e2vtm1318mm61db2wtj4m5p79, 3tpmw6tlijytn0ahwztvedkut, 9sxg58hszjq17avxgumftdu22, b33rlpjo3kx4477alx82si5wq, ehztjmhg6fsddm1fqb00547o5, 17au7v1ocl4zab872g59821yi, ch5rw8dgb6wh99wyhd8o3t1pl, 5awkzgwwh48prwgvxwewuc5hx, 7ox43isyywsnrfcd56nm65be, 11o903vztwpnmvgrinn208qnd, 7kph61hobc93t2c2tl8l5j105, cknjube5flk1r5ppqthj82c5, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, 3jln1gzc0859ymphvq83i0mp5, wr2f0yl1bf68r73hkjee2pqt, b0me6l44boibnwpbtasxoy02x, 3sezchmdtivxl4kusvgc6j7x1, cfpaejad8i9p2r1fj0wx0g222, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, 9vnr9uog5fmggich2i4vjxwbt, 68cu39v9m8pykapkh2b97ltqt",3770404581,130,8,3770572285,194,e2vtm1318mm61db2wtj4m5p79,3770404583,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3770404579,59,"16, 2, 19, 8, 20, 24, 30, 32, 9, 90, 17, 1, 4, 5, 7, 10, 14, 21, 23, 28, 40, 46, 56, 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458194901,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-09-10T18:45:35.409Z,2022-09-10T18:45:35Z,3770639861,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458194921,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-09-10T18:45:35.409Z,2022-09-10T23:12:32Z,3770639957,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458194951,3,1,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,50.2,49.9,2022-09-10T18:45:35.472Z,2022-09-10T23:38:54Z,3770640123,56,Back,3770640127,141,57.5,3770640129,212,14.2,3770640133,279,S,3770640125,140,37.6,3771541203,178,,3770640131,213,2.8,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195023,4,1,1,0,2,9dntj5dioj5ex52yrgwzxrq9l,1,37.6,57.5,2022-09-10T18:45:37.556Z,2022-09-10T23:38:58Z,3770640471,140,42.3,3770640473,141,79.4,3770640477,213,1.3,3770640469,56,Back,3771541521,178,,3770640475,212,15.7,,,,,,,ch5rw8dgb6wh99wyhd8o3t1pl,T. Pobega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195057,5,1,1,0,4,9dntj5dioj5ex52yrgwzxrq9l,1,42.3,79.4,2022-09-10T18:45:40.211Z,2022-09-10T23:39:02Z,3770640657,56,Back,3770640665,213,2.1,3770640661,141,95.0,3771541763,178,,3770640659,140,36.4,3770640663,212,12.3,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195109,6,1,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,1,36.4,95,2022-09-10T18:45:41.523Z,2022-09-10T23:39:06Z,3770640929,213,0.2,3770640925,141,96.9,3770640927,212,8.1,3770640923,140,44.0,3771541933,178,,3770640921,56,Back,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195137,7,1,1,0,7,9dntj5dioj5ex52yrgwzxrq9l,1,43.6,96.9,2022-09-10T18:45:42.557Z,2022-09-10T23:39:11Z,3770641063,56,Back,3770641067,141,91.5,3770641071,213,3.5,3770641065,140,33.0,3770641069,212,11.7,3771542143,178,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195165,8,1,1,0,10,9dntj5dioj5ex52yrgwzxrq9l,1,33,91.5,2022-09-10T18:45:45.721Z,2022-09-10T23:39:14Z,3770641223,56,Back,3770641227,141,40.9,3771542357,178,,3770641229,212,36.2,3770641233,1,,3770641225,140,22.4,3770641231,213,4.4,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
