id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/11/value,qualifier/13/value,keyPass,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2476913665,4,5,1,0,14,4plikfte18rv8v4l89z803d4y,0,38.8,-1.5,2022-10-24T16:31:09.393Z,2022-10-25T01:11:49Z,3870078985,347,,3870079215,233,8,3870078983,56,Back,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913701,8,5,1,0,14,af91jdcs6x0bqkmdb78rokod2,1,61.2,101.5,2022-10-24T16:31:09.393Z,2022-10-25T01:11:49Z,3870079203,56,Left,3870079207,233,4,3870079205,347,,,,,,,,,,,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913707,9,1,1,0,30,af91jdcs6x0bqkmdb78rokod2,0,67.2,100,2022-10-24T16:31:25.858Z,2022-10-25T01:11:53Z,3870079249,107,,3870079253,140,88.5,3870079259,213,5.9,3870079261,1,,3870079255,141,86.9,3870079251,56,Left,3870079257,212,24.6,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477058123,808,43,1,0,32,4plikfte18rv8v4l89z803d4y,1,0,0,2022-10-24T16:31:27.558Z,2022-10-25T01:44:18Z,3870867039,144,67,3870867029,233,856,,,,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477058121,856,43,1,0,32,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-10-24T16:31:27.559Z,2022-10-25T01:44:19Z,3870867033,233,808,3870867041,144,67,,,,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913709,5,49,1,0,32,4plikfte18rv8v4l89z803d4y,1,9.6,9.2,2022-10-24T16:31:27.574Z,2022-10-25T01:12:00Z,,,,,,,,,,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477058129,809,67,1,0,32,4plikfte18rv8v4l89z803d4y,1,8.4,16.2,2022-10-24T16:31:27.588Z,2022-10-25T05:02:53Z,3870867057,233,857,,,,,,,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477058127,857,67,1,0,32,af91jdcs6x0bqkmdb78rokod2,0,91.6,83.8,2022-10-24T16:31:27.589Z,2022-10-25T01:44:27Z,3870867061,233,809,,,,,,,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913713,6,1,1,0,34,4plikfte18rv8v4l89z803d4y,0,9.9,5.5,2022-10-24T16:31:29.108Z,2022-10-25T01:12:14Z,3870079305,212,16.1,3870079301,140,24.7,3870079297,157,,3870079307,213,6.0,3870079299,56,Back,3870079303,141,0.0,3870855073,178,,3870079309,1,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913717,7,5,1,0,37,4plikfte18rv8v4l89z803d4y,0,24.7,-1.4,2022-10-24T16:31:32.496Z,2022-10-25T01:12:23Z,3870079327,56,Back,3870079329,347,,3870079503,233,10,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913753,10,5,1,0,37,af91jdcs6x0bqkmdb78rokod2,1,75.3,101.4,2022-10-24T16:31:32.496Z,2022-10-25T01:12:23Z,3870079497,347,,3870079499,233,7,3870079495,56,Left,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913759,8,57,1,0,46,4plikfte18rv8v4l89z803d4y,1,0,0,2022-10-24T16:31:41.301Z,2022-10-25T01:12:32Z,3870079537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913761,11,57,1,0,46,af91jdcs6x0bqkmdb78rokod2,0,0,0,2022-10-24T16:31:41.301Z,2022-10-25T01:12:31Z,3870079539,56,Left,,,,,,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913785,9,1,1,1,4,4plikfte18rv8v4l89z803d4y,1,25.2,0,2022-10-24T16:31:59.505Z,2022-10-25T01:12:36Z,3870079739,140,52.5,3870079743,212,34.7,3870079747,1,,3870079737,56,Center,3870079735,107,,3870079745,213,0.6,3870079741,141,27.1,,,,jk8n72zhngmdw2ek47zx7f11,B. Bereszyński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913789,10,1,1,1,6,4plikfte18rv8v4l89z803d4y,1,52.5,27.1,2022-10-24T16:32:01.960Z,2022-10-25T01:12:46Z,3870079775,212,5.9,3870079771,140,47.4,3870079769,56,Back,3870189707,156,,3870079777,213,2.7,3870855247,21,,3870855245,178,,3870079773,141,30.7,mh8eevw5lj4i9c7ue5n9j845,F. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913793,11,1,1,1,7,4plikfte18rv8v4l89z803d4y,0,47.4,30.7,2022-10-24T16:32:02.815Z,2022-10-25T01:12:50Z,3870079799,212,18.2,3870079793,56,Center,3870855287,178,,3870079801,213,0.1,3870079797,141,34.1,3870079795,140,64.6,,,,,,,3yl0m3n14kek9pwkp7catyh9l,A. Sabiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913795,12,49,1,1,9,af91jdcs6x0bqkmdb78rokod2,1,35.2,63.1,2022-10-24T16:32:04.276Z,2022-10-25T01:12:53Z,,,,,,,,,,,,,,,,,,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913801,13,1,1,1,9,af91jdcs6x0bqkmdb78rokod2,0,35.2,63.1,2022-10-24T16:32:04.540Z,2022-10-25T01:12:58Z,3870855399,178,,3870079833,141,70.3,3870079835,212,20.6,3870079831,140,54.3,3870079837,213,0.2,3870079829,56,Center,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913809,12,49,1,1,10,4plikfte18rv8v4l89z803d4y,1,45.9,29.5,2022-10-24T16:32:05.883Z,2022-10-25T01:13:03Z,,,,,,,,,,,,,,,,,,,,,,,,,bg7t6yere90otrlaxeu636q51,V. Verre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913827,13,2,1,1,11,4plikfte18rv8v4l89z803d4y,1,45.9,29.5,2022-10-24T16:32:06.791Z,2022-10-25T01:13:07Z,3870079965,56,Right,3870079967,140,95.5,3870855519,178,,3870079969,141,16.1,3870080327,7,mh8eevw5lj4i9c7ue5n9j845,3870079975,1,,,,,,,,bg7t6yere90otrlaxeu636q51,V. Verre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913881,16,55,1,1,11,af91jdcs6x0bqkmdb78rokod2,1,34.9,74.7,2022-10-24T16:32:06.792Z,2022-10-25T01:13:07Z,,,,,,,,,,,,,,,,,,,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913831,14,43,1,1,18,4plikfte18rv8v4l89z803d4y,1,0,0,2022-10-24T16:32:13.481Z,2022-10-24T16:32:24Z,3870080297,144,1,3870079993,141,23.5,3870080001,233,14,3870079991,140,97.0,3870079999,236,0,3870079987,155,0,3870080005,286,0,3870079985,2,0,mh8eevw5lj4i9c7ue5n9j845,F. Caputo,3870079997,213,1.6,3870079989,56,Center,3870079995,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913829,14,43,1,1,18,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-10-24T16:32:13.581Z,2022-10-24T16:32:36Z,3870079981,185,0,3870080391,144,12,3870079983,56,Back,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913845,15,43,1,1,22,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-10-24T16:32:17.852Z,2022-10-24T16:32:35Z,3870080367,144,49,,,,,,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913903,17,1,1,1,42,af91jdcs6x0bqkmdb78rokod2,1,35.1,83.7,2022-10-24T16:32:37.489Z,2022-10-25T01:13:26Z,3870080467,241,,3870080473,141,96.0,3870080465,5,,3870080469,56,Back,3870080475,212,10.2,3870855729,178,,3870080471,140,40.6,3870080477,213,1.0,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913907,18,1,1,1,44,af91jdcs6x0bqkmdb78rokod2,1,40.6,96,2022-10-24T16:32:39.203Z,2022-10-25T01:13:30Z,3870855811,178,,3870080533,56,Back,3870080543,1,,3870080539,212,53.8,3870080541,213,4.6,3870080535,140,35.1,3870080531,196,,3870080537,141,17.3,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,3870080529,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913913,19,1,1,1,48,af91jdcs6x0bqkmdb78rokod2,1,35.8,16.8,2022-10-24T16:32:43.916Z,2022-10-25T01:13:35Z,3870080571,140,42.7,3870080575,212,10.8,3870080569,56,Back,3870080577,213,0.8,3870855847,178,,3870080573,141,28.5,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913917,20,1,1,1,50,af91jdcs6x0bqkmdb78rokod2,1,42.7,28.5,2022-10-24T16:32:45.907Z,2022-10-25T01:13:39Z,3870080619,140,27.0,3870080617,56,Back,3870855927,178,,3870080625,213,2.6,3870080621,141,43.5,3870080623,212,19.4,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913925,21,1,1,1,54,af91jdcs6x0bqkmdb78rokod2,1,29.2,48.8,2022-10-24T16:32:49.445Z,2022-10-25T01:13:46Z,3870080663,56,Back,3870080671,213,1.4,3870080669,212,25.1,3870856005,178,,3870080665,140,33.0,3870080667,141,85.2,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913931,22,1,1,1,59,af91jdcs6x0bqkmdb78rokod2,1,54.3,84.7,2022-10-24T16:32:54.627Z,2022-10-25T01:14:03Z,3870080715,213,6.1,3870080711,141,78.2,3870080709,140,74.7,3870856187,178,,3870080713,212,21.9,3870080707,56,Center,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913933,23,61,1,2,0,af91jdcs6x0bqkmdb78rokod2,0,74.7,78.2,2022-10-24T16:32:55.360Z,2022-10-25T01:14:07Z,3870080719,56,Center,3870856249,178,,,,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913939,15,1,1,2,1,4plikfte18rv8v4l89z803d4y,0,32.8,15.5,2022-10-24T16:32:56.490Z,2022-10-25T01:14:10Z,3870080745,56,Back,3870080751,212,19.9,3870080747,140,47.3,3870080749,141,34.4,3870080753,213,0.7,3870856357,178,,3870080743,155,,,,,jk8n72zhngmdw2ek47zx7f11,B. Bereszyński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913951,24,1,1,2,3,af91jdcs6x0bqkmdb78rokod2,1,52.9,67.6,2022-10-24T16:32:58.282Z,2022-10-25T01:14:15Z,3870080833,212,13.4,3870080827,56,Back,3870080825,3,,3870080829,140,44.5,3870856411,388,,3870080835,213,2.3,3870080831,141,82.5,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913957,25,1,1,2,8,af91jdcs6x0bqkmdb78rokod2,1,39.8,91.3,2022-10-24T16:33:03.175Z,2022-10-25T01:14:19Z,3870856495,178,,3870080879,212,11.3,3870080881,213,3.9,3870080873,56,Back,3870080875,140,32.3,3870080877,141,79.4,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913967,26,1,1,2,10,af91jdcs6x0bqkmdb78rokod2,1,32.3,79.4,2022-10-24T16:33:05.573Z,2022-10-25T01:14:23Z,3870080933,141,91.3,3870856559,178,,3870080937,213,1.1,3870080929,56,Back,3870080931,140,36.6,3870080935,212,9.3,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913987,27,1,1,2,14,af91jdcs6x0bqkmdb78rokod2,1,34.5,87.9,2022-10-24T16:33:09.772Z,2022-10-25T01:14:25Z,3870081055,196,,3870081065,213,4.6,3870081061,141,23.8,3870081067,1,,3870081057,56,Back,3870856595,178,,3870081053,155,,3870081063,212,44.0,9qrewt049r6yq88c715ymau39,S. Meïté,3870081059,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476913995,28,1,1,2,22,af91jdcs6x0bqkmdb78rokod2,1,42.7,16.5,2022-10-24T16:33:17.284Z,2022-10-25T01:14:29Z,3870856659,178,,3870081127,140,47.8,3870081139,213,5.3,3870081123,56,Back,3870081135,212,10.4,3870081131,141,3.4,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476914013,29,1,1,2,23,af91jdcs6x0bqkmdb78rokod2,1,47.8,3.4,2022-10-24T16:33:18.456Z,2022-10-25T01:14:34Z,3870856763,178,,3870081239,56,Back,3870081243,141,15.6,3870081241,140,39.6,3870081245,212,12.0,3870081247,213,2.4,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476914019,30,1,1,2,27,af91jdcs6x0bqkmdb78rokod2,1,41.8,19,2022-10-24T16:33:22.516Z,2022-10-25T01:14:38Z,3870081283,212,17.6,3870081279,140,54.5,3870081281,141,35.9,3870081285,213,0.7,3870081277,56,Center,3870856823,178,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476914029,31,1,1,2,28,af91jdcs6x0bqkmdb78rokod2,1,54.5,35.9,2022-10-24T16:33:23.514Z,2022-10-25T01:14:44Z,3870856915,178,,3870081341,56,Center,3870081345,141,42.5,3870081343,140,62.8,3870081347,212,9.8,3870081349,213,0.5,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476914033,32,3,1,2,31,af91jdcs6x0bqkmdb78rokod2,0,62.6,47.5,2022-10-24T16:33:26.173Z,2022-10-25T01:14:51Z,3870857027,178,,3870081393,233,16,3870081367,286,,3870547631,464,,3870081365,56,Center,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476914037,16,7,1,2,31,4plikfte18rv8v4l89z803d4y,0,37.4,52.5,2022-10-24T16:33:26.318Z,2022-10-25T01:14:55Z,3870081369,56,Back,3870081383,233,32,3870081371,285,,3870547729,385,,3870857085,178,,,,,,,,,,,bg7t6yere90otrlaxeu636q51,V. Verre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
