id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2533986137,9,1,1,0,18,67z1gqyiuzpmmb15q5fy7ntc4,1,22.5,40.3,2023-04-15T18:45:34.700Z,2023-04-16T01:17:10Z,4192172439,212,14.6,4193435979,178,,4192172435,140,21.3,4192172433,56,Back,4192172437,141,18.9,4192172441,213,4.6,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986199,10,1,1,0,21,67z1gqyiuzpmmb15q5fy7ntc4,1,21.5,18.6,2023-04-15T18:45:37.676Z,2023-04-16T01:17:14Z,4192172819,212,13.6,4192172815,141,5.3,4192172809,56,Back,4193436329,178,,4192172823,213,5.6,4192172811,140,31.2,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986221,11,1,1,0,24,67z1gqyiuzpmmb15q5fy7ntc4,1,27.1,4.6,2023-04-15T18:45:40.542Z,2023-04-16T01:17:20Z,4192172957,212,20.3,4193436875,178,,4192172953,140,9.9,4192172959,213,2.7,4192172955,141,18.2,4192172951,56,Back,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986289,12,1,1,0,27,67z1gqyiuzpmmb15q5fy7ntc4,1,9.9,18.2,2023-04-15T18:45:43.453Z,2023-04-16T01:17:33Z,4192173315,140,2.7,4192173319,212,12.3,4193437971,178,,4192173317,141,32.5,4192173313,56,Back,4192173321,213,2.2,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986343,13,1,1,0,29,67z1gqyiuzpmmb15q5fy7ntc4,1,2.8,34,2023-04-15T18:45:45.350Z,2023-04-16T01:17:40Z,4192173587,56,Back,4192173593,212,31.3,4192173591,141,79.9,4193438413,178,,4192173595,213,1.5,4192173589,140,5.3,,,,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986393,14,1,1,0,33,67z1gqyiuzpmmb15q5fy7ntc4,0,5.5,82.7,2023-04-15T18:45:49.316Z,2023-04-16T01:17:51Z,4192173863,1,,4192173857,141,81.1,4192173861,213,6.3,4192173853,56,Back,4192173851,155,,4193439363,178,,4192173855,140,37.6,4192173859,212,33.7,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986449,3,1,1,0,35,3vo5mpj7catp66nrwwqiuhuup,1,57.2,19.9,2023-04-15T18:45:51.014Z,2023-04-16T01:17:59Z,4192174223,140,68.3,4192174221,56,Right,4193439905,388,,4192174233,213,6.0,4192174229,212,12.3,4192174225,141,14.3,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986455,4,61,1,0,36,3vo5mpj7catp66nrwwqiuhuup,0,68.2,14,2023-04-15T18:45:52.810Z,2023-04-16T01:18:07Z,4193440487,178,,4193440485,21,,4192174247,56,Right,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986493,15,1,1,0,39,67z1gqyiuzpmmb15q5fy7ntc4,0,40.9,93.6,2023-04-15T18:45:55.297Z,2023-04-16T01:18:16Z,4192174437,141,94.6,4192177093,236,,4192174441,213,0.6,4192174433,56,Back,4193441247,178,,4192177099,286,,4192177095,233,6,4192174439,212,1.3,64z85woxiowxzod5e0g0x77x1,S. Sensi,4192174435,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986893,6,74,1,0,39,3vo5mpj7catp66nrwwqiuhuup,1,61.7,7.9,2023-04-15T18:45:55.487Z,2023-04-16T01:57:17Z,4193441689,178,,4192176733,56,Right,4192177125,233,15,4192176735,285,,,,,,,,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986879,5,5,1,0,40,3vo5mpj7catp66nrwwqiuhuup,0,50.4,-1.7,2023-04-15T18:45:56.815Z,2023-04-16T01:18:23Z,4192176679,347,,4192182215,233,16,4192176677,56,Right,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986497,16,5,1,0,40,67z1gqyiuzpmmb15q5fy7ntc4,1,49.6,101.7,2023-04-15T18:45:56.815Z,2023-04-16T01:18:24Z,4192174463,56,Back,4192174465,347,,4192182185,233,5,,,,,,,,,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986777,17,1,1,0,54,67z1gqyiuzpmmb15q5fy7ntc4,1,47.4,100,2023-04-15T18:46:10.538Z,2023-04-16T01:18:27Z,4192176001,140,29.9,4192176013,1,,4192176011,213,3.8,4192175989,107,,4192176007,141,79.3,4192175993,56,Back,4192176009,212,23.7,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986809,18,1,1,0,57,67z1gqyiuzpmmb15q5fy7ntc4,1,29.4,78.7,2023-04-15T18:46:13.431Z,2023-04-16T01:18:30Z,4192176183,212,12.7,4192176179,140,34.2,4193442489,178,,4192176181,141,61.5,4192176177,56,Back,4192176185,213,5.1,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986873,19,1,1,1,0,67z1gqyiuzpmmb15q5fy7ntc4,1,33.9,55.4,2023-04-15T18:46:16.249Z,2023-04-16T01:18:34Z,4193442829,178,,4192176649,56,Back,4192176659,212,26.4,4192176657,141,17.1,4192176661,213,4.9,4192176653,140,38.0,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986907,20,1,1,1,3,67z1gqyiuzpmmb15q5fy7ntc4,1,37.5,19.2,2023-04-15T18:46:19.803Z,2023-04-16T01:18:39Z,4192176799,212,12.4,4192176795,140,37.5,4192176791,56,Back,4193443223,178,,4192176801,213,1.6,4192176797,141,37.4,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533986997,21,1,1,1,6,67z1gqyiuzpmmb15q5fy7ntc4,1,37.8,37.7,2023-04-15T18:46:22.758Z,2023-04-16T01:58:03Z,4193443529,178,,4192177337,140,37.6,4192177341,212,22.4,4192177343,213,1.6,4192177339,141,70.6,4192177335,56,Back,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987049,22,1,1,1,12,67z1gqyiuzpmmb15q5fy7ntc4,1,40.7,74.2,2023-04-15T18:46:28.040Z,2023-04-16T01:18:49Z,4192177615,212,20.6,4192177609,56,Back,4192177617,213,3.8,4192177611,140,25.3,4193443981,178,,4192177613,141,55.5,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987081,23,1,1,1,14,67z1gqyiuzpmmb15q5fy7ntc4,1,25.3,55.5,2023-04-15T18:46:30.713Z,2023-04-16T01:18:54Z,4192177813,212,24.1,4192177805,56,Back,4192177811,141,20.1,4192177815,213,4.8,4193444481,178,,4192177807,140,26.5,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987115,24,1,1,1,17,67z1gqyiuzpmmb15q5fy7ntc4,1,28,17.1,2023-04-15T18:46:33.155Z,2023-04-16T01:18:59Z,4192178029,212,17.1,4192178025,140,44.3,4192178031,213,6.2,4193444869,178,,4192178027,141,16.1,4192178023,56,Back,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987155,25,1,1,1,19,67z1gqyiuzpmmb15q5fy7ntc4,1,43.1,3.1,2023-04-15T18:46:35.560Z,2023-04-16T01:19:36Z,4192178205,213,3.1,4192178197,56,Back,4193445881,178,,4192178201,141,4.7,4192178203,212,18.3,4192178199,140,25.7,,,,,,,duqiler25n63ksi0fxreo50mi,A. Colpani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987195,26,1,1,1,22,67z1gqyiuzpmmb15q5fy7ntc4,1,23.1,13.1,2023-04-15T18:46:38.149Z,2023-04-16T01:19:41Z,4192178427,140,23.9,4192178435,213,1.4,4193447373,178,,4192178429,141,22.7,4192178425,56,Back,4192178431,212,6.6,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987237,27,1,1,1,25,67z1gqyiuzpmmb15q5fy7ntc4,1,24,37.9,2023-04-15T18:46:41.607Z,2023-04-16T01:19:45Z,4192178663,141,39.1,4192178661,140,33.9,4193447631,178,,4192178659,56,Back,4192178669,213,0.1,4192178665,212,10.4,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987253,28,1,1,1,26,67z1gqyiuzpmmb15q5fy7ntc4,1,33.9,39.1,2023-04-15T18:46:42.343Z,2023-04-16T01:58:58Z,4192178777,141,25.2,4193447871,178,,4192178781,213,3.7,4192178773,56,Back,4192178779,212,17.3,4192178775,140,20.1,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987301,29,1,1,1,28,67z1gqyiuzpmmb15q5fy7ntc4,1,20.1,25.2,2023-04-15T18:46:44.849Z,2023-04-16T01:59:41Z,4192179039,212,8.7,4192179035,140,22.0,4193448139,178,,4192179033,56,Back,4192179041,213,1.3,4192179037,141,37.6,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987353,30,1,1,1,31,67z1gqyiuzpmmb15q5fy7ntc4,1,32.1,41,2023-04-15T18:46:47.444Z,2023-04-16T01:59:46Z,4192179327,140,34.5,4192179331,212,26.4,4192179329,141,79.7,4192179325,56,Back,4192179333,213,1.5,4193448365,178,,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987381,31,1,1,1,35,67z1gqyiuzpmmb15q5fy7ntc4,1,45,80.9,2023-04-15T18:46:51.738Z,2023-04-16T01:20:09Z,4192179505,141,94.7,4192179509,213,1.1,4192179497,56,Back,4193449093,178,,4192179501,140,49.0,4192179507,212,10.3,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987519,32,1,1,1,38,67z1gqyiuzpmmb15q5fy7ntc4,1,44.7,90.5,2023-04-15T18:46:54.036Z,2023-04-16T01:20:15Z,4192180353,212,27.8,4192180347,56,Back,4192180351,141,61.5,4192180349,140,26.0,4193449607,178,,4192180355,213,3.9,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987671,33,1,1,1,45,67z1gqyiuzpmmb15q5fy7ntc4,1,35.9,58.1,2023-04-15T18:47:01.546Z,2023-04-16T01:20:19Z,4192181217,212,17.5,4192181211,56,Back,4192181213,140,46.2,4193449975,178,,4192181215,141,78.4,4192181219,213,0.9,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987749,34,1,1,1,55,67z1gqyiuzpmmb15q5fy7ntc4,1,45.7,66.1,2023-04-15T18:47:11.506Z,2023-04-16T01:20:25Z,4192181673,212,12.5,4192181669,140,39.7,4193450455,178,,4192181671,141,50.3,4192181675,213,4.2,4192181667,56,Back,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987793,35,1,1,1,59,67z1gqyiuzpmmb15q5fy7ntc4,1,39.7,50.3,2023-04-15T18:47:15.182Z,2023-04-16T01:20:30Z,4192181899,213,1.0,4192181895,141,60.5,4192181891,56,Back,4192181893,140,43.9,4192181897,212,8.2,4193450839,178,,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987837,36,1,1,2,1,67z1gqyiuzpmmb15q5fy7ntc4,1,46,61.8,2023-04-15T18:47:17.484Z,2023-04-16T02:01:17Z,4192182111,212,14.1,4192182105,56,Center,4192182113,213,0.8,4192182109,141,76.9,4192182107,140,55.2,4193451377,178,,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987873,37,1,1,2,4,67z1gqyiuzpmmb15q5fy7ntc4,1,58.7,80,2023-04-15T18:47:20.599Z,2023-04-16T02:01:21Z,4192182263,140,62.7,4192182261,56,Left,4192182267,212,10.9,4193451681,178,,4192182269,213,1.2,4192182265,141,94.8,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533987943,38,1,1,2,6,67z1gqyiuzpmmb15q5fy7ntc4,1,61.8,93,2023-04-15T18:47:22.288Z,2023-04-16T01:20:45Z,4192182719,213,3.9,4192182715,141,80.0,4192182713,140,53.2,4192182711,56,Left,4192182717,212,12.6,4193451925,178,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988023,39,1,1,2,10,67z1gqyiuzpmmb15q5fy7ntc4,1,54.1,63,2023-04-15T18:47:26.659Z,2023-04-16T01:20:48Z,4192183149,212,41.3,4192183145,140,59.6,4192183139,155,,4192183143,56,Right,4192183151,213,4.9,4192183147,141,2.9,4193452149,178,,4192183141,196,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,4192183153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988051,40,1,1,2,16,67z1gqyiuzpmmb15q5fy7ntc4,1,60,4.3,2023-04-15T18:47:32.358Z,2023-04-16T01:23:40Z,4192183375,141,32.7,4192183379,213,1.5,4193452377,178,,4192183377,212,19.3,4192183371,56,Center,4192183373,140,60.6,,,,,,,duqiler25n63ksi0fxreo50mi,A. Colpani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988073,41,1,1,2,18,67z1gqyiuzpmmb15q5fy7ntc4,1,59.6,25.3,2023-04-15T18:47:34.227Z,2023-04-16T01:20:56Z,4193452689,178,,4192183509,213,4.5,4192183505,212,14.8,4192183499,56,Right,4192183503,141,3.8,4192183501,140,57.2,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988149,42,1,1,2,20,67z1gqyiuzpmmb15q5fy7ntc4,1,55.8,6.1,2023-04-15T18:47:36.155Z,2023-04-16T01:23:48Z,4192183897,212,19.5,4192183891,56,Back,4192183893,140,39.2,4193452961,178,,4192183895,141,18.8,4192183899,213,2.7,,,,,,,duqiler25n63ksi0fxreo50mi,A. Colpani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988297,43,1,1,2,23,67z1gqyiuzpmmb15q5fy7ntc4,1,34,34.3,2023-04-15T18:47:39.869Z,2023-04-16T01:21:05Z,4193453321,178,,4192184785,212,15.8,4192184787,213,2.1,4192184783,141,54.9,4192184779,56,Back,4192184781,140,27.0,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988335,44,1,1,2,34,67z1gqyiuzpmmb15q5fy7ntc4,1,36.9,59.9,2023-04-15T18:47:50.012Z,2023-04-16T01:23:55Z,4192185023,213,1.2,4192185021,212,22.4,4192185017,140,43.7,4192185015,56,Back,4192185019,141,91.1,4193454065,178,,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988369,45,1,1,2,36,67z1gqyiuzpmmb15q5fy7ntc4,1,43.7,91.7,2023-04-15T18:47:52.891Z,2023-04-16T01:24:03Z,4192185241,213,1.0,4192185237,141,96.5,4192185231,56,Back,4193454347,178,,4192185235,140,45.5,4192185239,212,3.8,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988387,46,1,1,2,38,67z1gqyiuzpmmb15q5fy7ntc4,0,45.5,96.5,2023-04-15T18:47:54.697Z,2023-04-16T01:24:09Z,4192185331,56,Back,4192185553,286,,4193454603,178,,4192185343,212,2.8,4192185547,236,,4192185347,213,3.4,4192185549,233,7,4192185335,140,42.9,4d17grk2qflzake218uz76uei,Carlos Augusto,4192185339,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533988405,7,74,1,2,38,3vo5mpj7catp66nrwwqiuhuup,1,52.2,1.7,2023-04-15T18:47:54.773Z,2023-04-16T01:21:36Z,4193455107,178,,4192185585,233,46,4192185443,285,,4192185441,56,Right,,,,,,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
