id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,keyPass,qualifier/14/value,qualifier/13/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2533511857,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-04-15T11:56:48.780Z,2023-04-15T13:13:22Z,4189667889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189667877,30,"4hrmzpx1nt5ze55fpby71mcb9, 1po7tmdv73zfjentt0p20wdlh, 83hpavqn7r5bzcgxvjbcso3px, 5lvdnoyknuoyr6kdruposgctl, 4gmki0xpn2e9o9p7wnm0k8p1x, 3l0mj1zzhytxvm9tryvqv8kix, bdb6j168crcrwje9k0titxv55, 38de1wbyp2ruksgffna791n8p, 5j7hbe94ewys7hkd04ay5bpw5, bpfg11qh1q0zj2x6sqd3srvmx, a46kdc4sdf7e6520s8gm9glm2, 46twjsjrm4ljb7bhobbpwx5h, 6xt6fnmwrs7btha4d2t7wkktm, 6eqqtmbg35rg2stk10ic7q8k5, 56bidwsegakrtx3z1qbbpnc6i, 7e11kdi7wh9tleor9w5o2fdn9, 4zn8zufrd17h9d5xl7qhahbyt, a2n9op95qyb3rkye5pxqjb7bp, 2yijk5l991mdyjprmuudq7qzu, 3cbwh4pfwae5xw072cy14gb85, 9m6yva52cmdq7uu31qrwdrund, 5tfh0jvfxlw1aqfaiiok4pwr8",4189946529,197,551,4189667883,130,4,4189667879,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189667887,194,38de1wbyp2ruksgffna791n8p,4189667881,59,"28, 3, 77, 30, 5, 26, 19, 8, 10, 20, 99, 1, 4, 6, 11, 14, 17, 22, 25, 29, 34, 66",4189667885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533512209,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-04-15T11:57:37.665Z,2023-04-15T12:58:40Z,4189669895,59,"16, 25, 5, 32, 20, 28, 56, 40, 27, 90, 12, 1, 2, 4, 7, 8, 9, 10, 14, 17, 19, 23, 30, 33, 46, 83",4189669891,30,"3fpnfgoy4lbpapv2th6g60cet, ad1n9czqhmfe1saleourqmzth, dmrj53hcw8vcffxx0lfudbob9, ch5rw8dgb6wh99wyhd8o3t1pl, b33rlpjo3kx4477alx82si5wq, cfpaejad8i9p2r1fj0wx0g222, 9vnr9uog5fmggich2i4vjxwbt, 72vim7cq99zdjjwivwtr773vu, 1dwwsz1i6v8zwh802ujwf7emt, 7ox43isyywsnrfcd56nm65be, eyra5urhrm92240e7qbll736d, 7kph61hobc93t2c2tl8l5j105, e2vtm1318mm61db2wtj4m5p79, cknjube5flk1r5ppqthj82c5, 9ncagt0ezp4f41hz3b64af1t5, 9sxg58hszjq17avxgumftdu22, 5awkzgwwh48prwgvxwewuc5hx, 3jln1gzc0859ymphvq83i0mp5, wr2f0yl1bf68r73hkjee2pqt, 11o903vztwpnmvgrinn208qnd, 3tpmw6tlijytn0ahwztvedkut, 3sezchmdtivxl4kusvgc6j7x1, 17au7v1ocl4zab872g59821yi, 3v1fnp5e9pxfzgou5ebrgprrp, enqcaecpt5hy0qv9x5pzmkjc9, 68cu39v9m8pykapkh2b97ltqt",4189669897,130,8,4189669893,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189953095,197,579,4189669901,194,eyra5urhrm92240e7qbll736d,4189669903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189669899,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568067,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-04-15T13:00:43.855Z,2023-04-15T13:00:46Z,4189958555,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568057,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-04-15T13:00:43.855Z,2023-04-15T20:22:28Z,4189958505,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568093,3,1,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,50,50,2023-04-15T13:00:43.882Z,2023-04-15T23:32:58Z,4193035693,178,,4189958709,140,37.3,4189958717,279,S,4189958713,212,13.3,4189958715,213,3.2,4189958705,56,Back,4189958711,141,49.8,,,,5j7hbe94ewys7hkd04ay5bpw5,N. Sansone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568097,4,1,1,0,1,ej5er0oyngdw138yuumwqbyqt,1,37.3,49.8,2023-04-15T13:00:45.218Z,2023-04-15T23:33:05Z,4189958733,56,Back,4189958737,141,66.1,4189958735,140,30.8,4189958739,212,13.0,4193036065,178,,4189958741,213,2.1,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568117,5,1,1,0,3,ej5er0oyngdw138yuumwqbyqt,1,30.7,67.2,2023-04-15T13:00:47.097Z,2023-04-15T23:33:07Z,4189958853,56,Back,4193036213,178,,4189958857,141,94.2,4189958855,140,34.4,4189958859,212,18.8,4189958861,213,1.4,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568139,6,1,1,0,5,ej5er0oyngdw138yuumwqbyqt,1,34.9,94.7,2023-04-15T13:00:49.679Z,2023-04-15T23:33:10Z,4189958967,212,7.6,4189958963,140,41.9,4193036431,178,,4189958965,141,97.8,4189958961,56,Back,4189958969,213,0.3,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568149,7,61,1,0,7,ej5er0oyngdw138yuumwqbyqt,0,43.6,96.8,2023-04-15T13:00:51.585Z,2023-04-15T23:33:13Z,4189959025,56,Back,4193036565,178,,,,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568165,3,61,1,0,8,9dntj5dioj5ex52yrgwzxrq9l,0,53.8,8.7,2023-04-15T13:00:52.696Z,2023-04-15T23:33:17Z,4189959109,56,Right,4193036807,178,,,,,,,,,,,,,,,,,,,,ad1n9czqhmfe1saleourqmzth,A. Florenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
