id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/16/value,qualifier/17/value
2446229483,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-08-14T15:43:00.816Z,2022-08-14T16:41:22Z,3707173701,197,16336,3706974415,194,8wh3u8b2hz7rcygnfng8khh3p,3706974405,30,"4hrmzpx1nt5ze55fpby71mcb9, 3cbwh4pfwae5xw072cy14gb85, 7ohgxs03szerp6mwiiv58ryay, a2n9op95qyb3rkye5pxqjb7bp, 4zn8zufrd17h9d5xl7qhahbyt, 4gmki0xpn2e9o9p7wnm0k8p1x, 5lvdnoyknuoyr6kdruposgctl, 38de1wbyp2ruksgffna791n8p, 8wh3u8b2hz7rcygnfng8khh3p, dccxma9p13p00n0gi1cxk1nf9, 5j7hbe94ewys7hkd04ay5bpw5, 46twjsjrm4ljb7bhobbpwx5h, 3i6ynmsdwm5r79cc8sdjczggk, 1cu7fg8sf90isf9gp21e5fqh, 7e11kdi7wh9tleor9w5o2fdn9, ct2t62s5gte4o5hodlfz9hkb8, bpfg11qh1q0zj2x6sqd3srvmx, x8runqzjfkym8r7kdy3a8t0, b94d67jluhh4076wp2se5fqsq, 3quc6rzjz7jl35bg0lu5gr85w, d6vg86aml1ttoyks4vvvk0smh, 5tfh0jvfxlw1aqfaiiok4pwr8, efow9aip64uaszfwxh1j0l6y2, 3x5ba0vrky5ybpt04ofuv0c7p, a46kdc4sdf7e6520s8gm9glm2",3706974411,130,18,3706974407,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3706974413,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3706974409,59,"28, 29, 50, 22, 17, 5, 30, 8, 21, 9, 10, 1, 3, 7, 14, 18, 20, 23, 33, 39, 55, 66, 82, 92, 99",3706974417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446229513,1,34,16,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-08-14T15:43:03.533Z,2022-08-14T16:28:00Z,3706974585,130,4,3706974581,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3706974583,59,"1, 29, 77, 32, 4, 13, 21, 88, 17, 7, 20, 5, 6, 10, 11, 16, 18, 23, 26, 27, 31, 34, 50, 94",3706974579,30,"71p9z7bqvgzb5t115fmos6fop, 8w2rfa3vnu6t1a37510374nv9, a22hb1s02edsj7t38out5r3rp, 6hlutndh6zstrpi5i0u0mxyvp, 3l76cgequy3tjhhudqnrejglx, 7nwh5uoczypmuiigzi8ylsd1, dkifo6kxxxsv1hr0rzk1q8afp, 7y5qwgl0xu7btfd7yxgeb2gut, 5o80hrbyw554cetm1rbbns0k5, bj2ymzuyq3zxbfjs3xrt3ss7p, cfzvplhlvlfvau521u6b86xud, 9462218yklkts6mod3cbfryz9, 5e13xwlorl1gjrnjjtfnzawa1, 3v6az10hxcowqkewd809cri6t, ho87m362sey4msdjp4n180oa, dteca2exact4dfn48iwxwjk6h, 6eb3jpi6t6z2ergmgzcpckdpm, 62uaf4amxdyz6j2fuvadp0no5, bpzzhdpqxmp8bef77m7pr2r4l, 6km3r9cspyz7g6343o9mri63u, b62gjcajugddud630e9b7ptjp, 5gond4ss348863bc1768s4q, 3a60l8v1wpr9qpapsjcu4bztg, 8n4rruxbnzvjgdomxslnmcno5",3707173975,197,572,3706974591,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3706974587,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3706974589,194,5o80hrbyw554cetm1rbbns0k5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446267831,2,32,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-08-14T16:30:57.416Z,2022-08-14T22:47:19Z,3707183705,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446267821,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-08-14T16:30:57.416Z,2022-08-14T16:31:00Z,3707183665,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446267853,3,1,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,49.8,50.1,2022-08-14T16:30:57.852Z,2022-08-14T23:03:12Z,3708507579,178,,3707183793,140,34.6,3707183799,213,3.4,3707183797,212,16.5,3707183801,279,S,3707183795,141,43.9,3707183791,56,Back,,,,7y5qwgl0xu7btfd7yxgeb2gut,T. Bašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446267869,4,1,1,0,1,btcy9nra9ak4m22ovr2ia6m5v,1,33.6,47.8,2022-08-14T16:30:58.920Z,2022-08-14T23:03:23Z,3708508013,178,,3707183883,141,50.7,3707183885,212,2.1,3707183879,56,Back,3707183881,140,32.8,3707183887,213,2.0,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446301147,270,43,1,0,2,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-08-14T16:31:00.282Z,2022-08-14T17:16:25Z,3707371431,140,35.0,3707371435,212,1.3,3707371437,213,2.1,3707373833,144,1,3707371429,56,Back,3707371433,141,48.2,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446267907,5,1,1,0,3,btcy9nra9ak4m22ovr2ia6m5v,1,35.2,56.1,2022-08-14T16:31:00.587Z,2022-08-14T23:03:27Z,3707184083,157,,3707184095,1,,3707184091,212,47.8,3707184087,140,66.7,3707184089,141,5.3,3707184085,56,Right,3707184093,213,5.5,3708508177,178,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446267917,6,44,1,0,6,btcy9nra9ak4m22ovr2ia6m5v,1,67.8,6.3,2022-08-14T16:31:03.559Z,2022-08-15T01:43:36Z,3707184153,286,,3707184151,56,Right,3707184181,233,3,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446267891,3,44,1,0,6,ej5er0oyngdw138yuumwqbyqt,0,32.2,93.7,2022-08-14T16:31:03.560Z,2022-08-14T23:03:32Z,3707183981,56,Back,3707183983,285,,3707184187,233,6,,,,,,,,,,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
