id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2448695361,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-08-20T17:52:45.706Z,2022-08-20T18:41:08Z,3720057803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720057799,130,4,3720057797,59,"30, 17, 25, 42, 29, 6, 8, 16, 77, 27, 11, 1, 7, 9, 13, 14, 19, 21, 22, 24, 26, 31, 83, 99",3720287525,194,4x1tm440b5cshi5gxkx5k9m95,3720057793,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 1oszv53od5pulbhx566ht984q, 4x1tm440b5cshi5gxkx5k9m95, 6e4y15kfry8fzixh99zpala6t, bkz9b4cqf8f970myv8r49f561, cnexf6pdh1piheuuqzrbb1t61, dd7i0ps16hldpriliccyvxct0, cv8wgka2bmkeqajg3eo9lb4k5, 44f0q2ucrld1rwcwx63vgs7hl, 6gjr3yxp34gj52xx8xfm9nt91, 3iveuhunq47tg8lg0lm3d31sl, 5cjx2i2perp5vr62en4cyer1m, 46yp8iqh0qm7i75d98tfrsbxm, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, almqs7iwjgmimcpmegdkoh3o5, 9t753r5hnyq6qe5o7csuurw15, cntcffa67r95rbcf1154r92zu, 81z0wow5khv1ciq38xsjisdex, f5fzod0s2epaiscc2wenycc2c, a6jwnrv86cly1ti085c9dnn6c, 40g1jre7l8d2efvx9961kyqga, 6dioxrahqm3l316lwtvqstnxm",3720057801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720269441,197,16613,3720057795,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448696307,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-08-20T17:54:08.593Z,2022-08-20T18:41:21Z,3720062891,59,"47, 22, 6, 27, 28, 13, 16, 7, 9, 10, 77, 3, 5, 8, 11, 14, 15, 25, 42, 44, 64, 92",3720062887,30,"1r5gn4osgwz2b2b4sefncbhed, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, ef4thhub6bsd2gtmltknkz8b9, e5fnoxb8f2hycjx4gnmce2wvd, 9rzl0j9m9i30a62o1yofzvaad, 4qejyummzkrfllds8ord642qx, bqer8ajqm2vibthgumtuycbu1, 153ljvbov0n176vm9fdaizoix, m030tubgf3zpgf0axzm7z26t, 83hpavqn7r5bzcgxvjbcso3px, 37kr5th62ugmy4j55i3n45k2d, 7km4xkzmx7pytxxzcu7ugm0np, 74o97lnqpku6m9svks66qbend, 14xoy6tg51xbydm69d5ybyfis, 9k1ytj3z42ggp14vkn39hiymt, 4xnll2f9tb69wrezm04ayg76y, 6k790p49tjwkhlwf9afll9jo5, cc04mat3snly9oe4bt7xaeooa, cxxxfvmrslyjyi9wz9m8kwne2, bpt2fdnjjpb6a5ehdepyedxt6, f2p5457ilcfrtzhe343whhkut",3720062889,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3720062895,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720199557,194,9rzl0j9m9i30a62o1yofzvaad,3720062897,197,590,3720062899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720062893,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739193,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-08-20T18:45:07.553Z,2022-08-20T23:10:14Z,3720308693,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739225,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-08-20T18:45:07.553Z,2022-08-20T18:45:12Z,3720308875,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739309,3,1,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,50,50,2022-08-20T18:45:07.602Z,2022-08-20T23:14:14Z,3720309321,213,3.4,3720309313,56,Back,3720309317,141,44.2,3720309319,212,13.2,3720309315,140,38.0,3721118053,178,,3720309323,279,S,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739337,4,1,1,0,3,6tuibxq39fdryu8ou06wcm0q3,1,38.4,45.4,2022-08-20T18:45:11.217Z,2022-08-20T23:14:17Z,3720309425,140,27.5,3721118127,178,,3720309431,213,2.2,3720309427,141,67.0,3720309429,212,18.6,3720309423,56,Back,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739401,5,1,1,0,5,6tuibxq39fdryu8ou06wcm0q3,1,28.3,67,2022-08-20T18:45:13.516Z,2022-08-20T23:14:22Z,3720309741,56,Back,3720309745,141,26.2,3720309747,212,27.7,3721118337,178,,3720309749,213,4.7,3720309743,140,28.6,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739469,6,1,1,0,8,6tuibxq39fdryu8ou06wcm0q3,1,28.5,25.3,2022-08-20T18:45:16.159Z,2022-08-20T23:14:25Z,3720310133,56,Back,3720310139,212,15.4,3720310137,141,5.0,3721118561,178,,3720310135,140,35.1,3720310141,213,5.2,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739483,7,1,1,0,11,6tuibxq39fdryu8ou06wcm0q3,0,38.2,2.8,2022-08-20T18:45:18.612Z,2022-08-20T23:14:32Z,3720310291,236,,3720310293,233,3,3720310297,286,,3720310207,212,1.7,3720310209,213,6.2,3721119083,178,,3720310203,140,39.8,3720310201,56,Back,5oge5fhmna0oduqvjisoa1djp,J. Toljan,3720310205,141,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739489,3,74,1,0,11,bi1fxjrncd0ram0oi7ja1jyuo,1,65,97.1,2022-08-20T18:45:18.650Z,2022-08-20T23:14:36Z,3720310237,285,,3720310307,233,7,3721119315,178,,3720310235,56,Left,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
