id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/15/value,qualifier/16/value,qualifier/12/value,qualifier/18/value
2495012335,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-04T14:43:19.521Z,2023-01-04T15:35:11Z,3965485957,194,8wh3u8b2hz7rcygnfng8khh3p,3965485959,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965485955,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965545937,197,17289,3965485951,59,"28, 3, 22, 17, 5, 26, 7, 19, 9, 8, 21, 4, 6, 10, 18, 20, 23, 25, 30, 50",3965485947,30,"4hrmzpx1nt5ze55fpby71mcb9, 1po7tmdv73zfjentt0p20wdlh, a2n9op95qyb3rkye5pxqjb7bp, 4zn8zufrd17h9d5xl7qhahbyt, 4gmki0xpn2e9o9p7wnm0k8p1x, 3l0mj1zzhytxvm9tryvqv8kix, 1cu7fg8sf90isf9gp21e5fqh, bdb6j168crcrwje9k0titxv55, dccxma9p13p00n0gi1cxk1nf9, 38de1wbyp2ruksgffna791n8p, 8wh3u8b2hz7rcygnfng8khh3p, 6xt6fnmwrs7btha4d2t7wkktm, 6eqqtmbg35rg2stk10ic7q8k5, 5j7hbe94ewys7hkd04ay5bpw5, ct2t62s5gte4o5hodlfz9hkb8, bpfg11qh1q0zj2x6sqd3srvmx, x8runqzjfkym8r7kdy3a8t0, 2yijk5l991mdyjprmuudq7qzu, 5lvdnoyknuoyr6kdruposgctl, 7ohgxs03szerp6mwiiv58ryay",3965485949,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3965485953,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495014229,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-04T14:51:30.638Z,2023-01-04T15:44:45Z,3965496673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965496671,130,18,3965496677,197,8380,3965496669,59,"1, 19, 92, 3, 6, 23, 4, 68, 7, 21, 22, 8, 9, 14, 17, 20, 24, 37, 52, 59, 62, 63, 77, 99",3965496667,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3965496679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965496675,194,57bin6he6kbdo2bs4i78z2k0l,3965496665,30,"7gu0t0g8nej405k918fwsf8id, 1pkymw7biivk760rxhubin1ed, a1iz91ed6hus61yhhk2r0vkd1, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, d2itdjj8bx0aztqggfgv7amay, 57bin6he6kbdo2bs4i78z2k0l, 93i0gcndi2m8giqqcm4knduxh, eu4xivu8i6yla9fcnuncx1ucp, c5a7z6vphv9tp9ddid5jnrnx1, 363nsa82dww242zeo09wpcslx, a21winmltx1h9oiwqtfditkut, 8u46wgn2upd99tmmchxuw1gbt, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 9ka7y81b5kst146mhq7mom5ed, 4cu8rbv55v6f6jiq50c4xatqs, du4ciqofpkn3nei5q3huwlnje, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, c3mxgqtx2a7xeb84xpol050k4, el58uxf7oaqu95yx1vbgmr7it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023101,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-04T15:31:36.666Z,2023-01-04T15:31:39Z,3965547025,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023097,3,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-04T15:31:36.666Z,2023-01-04T21:34:19Z,3965547011,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023117,4,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,50,50,2023-01-04T15:31:36.763Z,2023-01-04T23:24:54Z,3965547121,279,S,3965547111,56,Back,3965547113,140,42.2,3965547117,212,8.2,3965547119,213,3.1,3966026441,178,,3965547115,141,50.6,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023125,5,1,1,0,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,42.2,50.6,2023-01-04T15:31:38.545Z,2023-01-04T23:24:59Z,3965547171,140,38.0,3966026467,178,,3965547173,141,63.9,3965547177,213,2.0,3965547169,56,Back,3965547175,212,10.1,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023135,6,1,1,0,3,2tk2l9sgktwc9jhzqdd4mpdtb,1,37.8,63,2023-01-04T15:31:40.311Z,2023-01-04T23:25:03Z,3965547223,140,36.6,3966026479,178,,3965547221,56,Back,3965547225,141,88.2,3965547227,212,17.2,3965547229,213,1.6,,,,,,,d2itdjj8bx0aztqggfgv7amay,B. Tahirovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023153,7,1,1,0,5,2tk2l9sgktwc9jhzqdd4mpdtb,1,36,88.5,2023-01-04T15:31:42.477Z,2023-01-04T23:25:06Z,3965547315,141,74.0,3965547319,213,4.0,3965547317,212,13.4,3966026515,178,,3965547311,56,Back,3965547313,140,27.3,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023165,8,1,1,0,8,2tk2l9sgktwc9jhzqdd4mpdtb,1,29,68.9,2023-01-04T15:31:45.100Z,2023-01-04T23:25:11Z,3965547365,140,29.0,3965547369,141,52.2,3966026543,178,,3965547371,212,11.4,3965547363,56,Back,3965547373,213,4.7,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023173,9,1,1,0,11,2tk2l9sgktwc9jhzqdd4mpdtb,0,34.2,47.6,2023-01-04T15:31:48.608Z,2023-01-04T23:25:16Z,3965547403,155,,3965547413,213,0.3,3965547411,212,36.6,3966026577,178,,3965547405,56,Center,3965547409,141,63.2,3965547407,140,67.6,3965547415,1,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023177,3,49,1,0,13,ej5er0oyngdw138yuumwqbyqt,1,25.4,28,2023-01-04T15:31:50.199Z,2023-01-04T23:25:22Z,,,,,,,,,,,,,,,,,,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023199,4,1,1,0,16,ej5er0oyngdw138yuumwqbyqt,1,20.3,33.7,2023-01-04T15:31:52.669Z,2023-01-04T23:25:26Z,3965547513,212,11.1,3966026615,388,,3965547511,141,39.5,3965547507,56,Back,3965547515,213,2.8,3965547509,140,10.4,3965547505,3,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023205,5,52,1,0,17,ej5er0oyngdw138yuumwqbyqt,1,12.6,39.5,2023-01-04T15:31:54.246Z,2023-01-04T23:25:31Z,3965752433,377,,3966026629,178,,,,,,,,,,,,,,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023231,6,1,1,0,25,ej5er0oyngdw138yuumwqbyqt,1,10.3,41.8,2023-01-04T15:32:02.281Z,2023-01-04T23:25:35Z,3966026641,178,,3965547687,56,Back,3965547689,140,15.6,3965547685,123,,3965547695,213,5.0,3965547693,212,21.2,3965547691,141,11.7,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023243,7,1,1,0,29,ej5er0oyngdw138yuumwqbyqt,0,16.8,8.6,2023-01-04T15:32:05.695Z,2023-01-04T23:25:38Z,3965547765,56,Center,3965547775,1,,3965547767,140,56.4,3965547769,141,28.2,3965547771,212,43.7,3965547763,155,,3965547773,213,0.3,3966026661,178,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495111263,807,67,1,0,31,2tk2l9sgktwc9jhzqdd4mpdtb,1,43.4,73.6,2023-01-04T15:32:08.567Z,2023-01-05T01:09:33Z,3966035535,233,1021,,,,,,,,,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495111259,1021,67,1,0,31,ej5er0oyngdw138yuumwqbyqt,0,56.6,26.4,2023-01-04T15:32:08.568Z,2023-01-04T23:59:42Z,3966035539,233,807,,,,,,,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023239,10,8,1,0,31,2tk2l9sgktwc9jhzqdd4mpdtb,1,38.5,76.8,2023-01-04T15:32:08.570Z,2023-01-05T01:09:33Z,3966026703,178,,3965753123,384,,3965547749,56,Back,,,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023247,11,49,1,0,32,2tk2l9sgktwc9jhzqdd4mpdtb,1,53.3,74.7,2023-01-04T15:32:09.126Z,2023-01-04T23:25:54Z,,,,,,,,,,,,,,,,,,,,,,,,,d2itdjj8bx0aztqggfgv7amay,B. Tahirovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023251,12,1,1,0,33,2tk2l9sgktwc9jhzqdd4mpdtb,1,53.3,74.7,2023-01-04T15:32:09.672Z,2023-01-04T23:25:59Z,3965547801,56,Back,3965547803,140,39.6,3965547805,141,87.9,3965547809,213,2.6,3966026775,178,,3965547807,212,17.0,,,,,,,d2itdjj8bx0aztqggfgv7amay,B. Tahirovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023255,13,50,1,0,35,2tk2l9sgktwc9jhzqdd4mpdtb,1,40.2,90.6,2023-01-04T15:32:11.770Z,2023-01-04T23:26:07Z,3965547819,286,,3965547817,56,Back,3965547891,233,8,,,,,,,,,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023257,8,7,1,0,35,ej5er0oyngdw138yuumwqbyqt,1,59.8,9.4,2023-01-04T15:32:11.887Z,2023-01-04T23:26:11Z,3965547821,167,,3965547823,56,Right,3965547867,233,13,3965547825,285,,3966026845,178,,3965753339,385,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023263,9,5,1,0,36,ej5er0oyngdw138yuumwqbyqt,0,59.4,-1.5,2023-01-04T15:32:12.861Z,2023-01-04T23:26:15Z,3965547851,56,Right,3965547949,233,14,3965547853,347,,,,,,,,,,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023279,14,5,1,0,36,2tk2l9sgktwc9jhzqdd4mpdtb,1,40.6,101.5,2023-01-04T15:32:12.861Z,2023-01-04T23:26:14Z,3965547933,347,,3965547945,233,9,3965547931,56,Back,,,,,,,,,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023291,15,1,1,0,43,2tk2l9sgktwc9jhzqdd4mpdtb,1,39.6,100,2023-01-04T15:32:19.964Z,2023-01-04T23:26:19Z,3965548025,107,,3965548029,140,56.7,3965548027,56,Left,3965548035,213,6.0,3965548033,212,18.9,3965548031,141,93.2,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023295,16,50,1,0,45,2tk2l9sgktwc9jhzqdd4mpdtb,1,57.7,92.3,2023-01-04T15:32:21.790Z,2023-01-04T23:26:31Z,3965548051,56,Left,3965548053,286,,3965548075,233,10,,,,,,,,,,,,,,,,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023299,10,7,1,0,45,ej5er0oyngdw138yuumwqbyqt,1,42.3,7.7,2023-01-04T15:32:22.093Z,2023-01-04T23:26:35Z,3965548071,233,16,3965753859,384,,3965548057,285,,3966026985,178,,3965548055,56,Back,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495023301,11,49,1,0,46,ej5er0oyngdw138yuumwqbyqt,1,56.2,10.6,2023-01-04T15:32:23.325Z,2023-01-04T23:26:40Z,,,,,,,,,,,,,,,,,,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
