id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/10/value,qualifier/19/value,qualifier/16/value,qualifier/17/value
2513727261,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-02-28T18:43:07.763Z,2023-02-28T20:12:38Z,4063949237,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4063949227,30,"6ofu6yc2qwp5ii9cerdq1tk9h, pconfrmsdy9aikioqz9s9lg5, 555z9bynvux7oruirg67r8i51, 2raf0uw5y2kajde0v60l4g1qt, d196vatyvq6ycn1q7d477d2i1, 8yv9xuzriaecvvssfm8dlmz85, 418gw0hpjoy8dt0ywaxjgm5pm, 2nddcty9qris2mmeldon0ogd1, 3ua8gs8tzx1dkdi9z88kjk9nt, 7glxasv2ed6ey82dknto1y66t, 5f5e6wufz0x041bvqzor10k16, 9pe3yqjsmcjtxdx7bdne3d4ut, c6nl81c1q4unq5js94s6s942x, f482w50k80zbyb2ykh84yijf9, cv46mxj5i98p4hgtbomxlxs7o, 3zqpvn7r1c779l9vwwh7yukfd, 3nnjep6bxxb6xwhanvqvjt39x, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, erwh25hbq259kqdirfufnbcb8, apdtqouzo9b02ozdxk8mx4zbp, 3o573dblmfc1o3wkkt2nva8k5, 9p621hq50jdkujzy4309sagkq",4063949235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4063949233,130,16,4063983571,194,8yv9xuzriaecvvssfm8dlmz85,4064021337,197,71,4063949229,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4063949231,59,"1, 11, 17, 12, 3, 6, 44, 25, 9, 22, 45, 2, 7, 10, 15, 18, 19, 23, 24, 30, 32, 36, 43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513727859,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-02-28T18:45:29.286Z,2023-02-28T19:43:01Z,4063952291,130,17,4063952289,59,"32, 17, 13, 4, 3, 26, 77, 8, 9, 59, 7, 2, 5, 21, 23, 27, 28, 49, 66, 73, 89, 94",4063952287,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4063952293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4064016669,197,593,4063952285,30,"5syage212151fcixahbq3k8ut, f065kc6qn2cpxjxcm6i08rz3e, 9ak3zczupeken1itsmkherbh1, 22x1ucwwak58wi6r5x1j6ohk9, 2j09251upkf2aid3lfyyos0dl, 8z1ukxgc8mxiyw9udbpwr4ct1, 6ol411t0mogw6m83heiqd0m39, 7hwj9pf9roe74jifvuhiu6n6x, e7tz6hxliohn3gkj4cgl3j1ed, 5wdqva17qr5j2kqbmfi9o91x, ez8vzwaf7iuiv2ceetiwg6ymt, 21p37y6mra4u9kcg35z5dm4q2, 9p5jc07qnxrzpcmnh1cp6b3l5, 43rid94d7jz7u5ba4xzb8bbe2, a2rjxibqk9d2yatzz2dx04nx0, 16kv5p8we3pwqpt5ktwrb7mj9, e2oeysariwd866ksilu3t4m7e, 1tztnrv51q99ewl193qk526z9, 6egg2gwvxxqv2i9hrr0zg4yz8, dnqd5s61ssjofdtgrcfiii8lw, 7p19t0mn8cq7xum09nv2u2lt5, 71bvjduiimaomxmjznjxwdfys",4063952295,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4064016507,194,9ak3zczupeken1itsmkherbh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740577,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-02-28T19:46:27.861Z,2023-03-01T01:52:14Z,4064023749,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740607,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-02-28T19:46:27.861Z,2023-02-28T19:46:29Z,4064023835,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740659,3,1,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,49.9,50.1,2023-02-28T19:46:27.871Z,2023-03-01T02:36:50Z,4064024117,212,24.1,4064024121,279,S,4064024115,141,48.5,4064024113,140,27.0,4064541593,178,,4064024119,213,3.2,4064024111,56,Back,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740687,4,1,1,0,4,bqbbqm98ud8obe45ds9ohgyrd,1,27.2,46.4,2023-02-28T19:46:32.607Z,2023-03-01T02:36:53Z,4064024275,140,28.9,4064024277,141,26.1,4064024281,213,4.8,4064024273,56,Back,4064541611,178,,4064024279,212,13.9,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740709,5,1,1,0,7,bqbbqm98ud8obe45ds9ohgyrd,0,30.9,26.8,2023-02-28T19:46:35.439Z,2023-03-01T02:36:56Z,4064541625,178,,4064024369,141,55.5,4064024371,212,39.2,4064024375,1,,4064024367,140,63.3,4064024365,56,Center,4064024363,155,,4064024373,213,0.5,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740755,3,1,1,0,9,7gnly6999wao1xarwct4p8fe9,1,36.2,45.8,2023-02-28T19:46:37.146Z,2023-03-01T02:36:59Z,4064024563,141,43.5,4064541633,388,,4064024565,212,10.0,4064024559,56,Back,4064024567,213,6.1,4064024561,140,45.6,4064024557,3,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740769,5,1,1,0,9,7gnly6999wao1xarwct4p8fe9,0,45.6,44.7,2023-02-28T19:46:37.376Z,2023-03-01T02:37:04Z,4064024625,56,Center,4064024627,140,58.1,4064024633,213,0.7,4064024631,212,16.6,4064024629,141,59.6,4064541659,178,,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740757,4,49,1,0,10,7gnly6999wao1xarwct4p8fe9,1,45.4,44.1,2023-02-28T19:46:38.279Z,2023-03-01T02:37:02Z,,,,,,,,,,,,,,,,,,,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513842481,778,67,1,0,12,bqbbqm98ud8obe45ds9ohgyrd,1,41.8,37.2,2023-02-28T19:46:40.010Z,2023-03-01T04:31:43Z,4064552473,233,945,,,,,,,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513842479,945,67,1,0,12,7gnly6999wao1xarwct4p8fe9,0,58.2,62.8,2023-02-28T19:46:40.011Z,2023-03-01T03:20:43Z,4064552477,233,778,,,,,,,,,,,,,,,,,,,,,,ez8vzwaf7iuiv2ceetiwg6ymt,Y. Karamoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740817,6,12,1,0,12,bqbbqm98ud8obe45ds9ohgyrd,1,40.5,39.4,2023-02-28T19:46:40.016Z,2023-03-01T04:31:43Z,4064024881,213,1.7,4064024873,56,Back,4064024875,140,34.5,4064024877,141,100.0,4064024909,167,,4064541673,178,,4064024879,212,42.8,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740861,6,5,1,0,15,7gnly6999wao1xarwct4p8fe9,1,63.4,-1.7,2023-02-28T19:46:43.075Z,2023-03-01T02:37:12Z,4064025091,233,7,4064025077,56,Right,4064025079,347,,,,,,,,,,,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740819,7,5,1,0,15,bqbbqm98ud8obe45ds9ohgyrd,0,36.6,101.7,2023-02-28T19:46:43.075Z,2023-03-01T02:37:12Z,4064025115,233,6,4064024893,56,Back,4064024895,347,,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
