id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/14/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2475649093,106,61,1,8,36,9dntj5dioj5ex52yrgwzxrq9l,1,21,89.1,2022-10-22T16:08:43.172Z,2022-10-22T21:37:47Z,3864731591,178,,3863370439,56,Back,,,,,,,,,,,,,,,,,,,ch5rw8dgb6wh99wyhd8o3t1pl,T. Pobega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648521,90,49,1,8,36,67z1gqyiuzpmmb15q5fy7ntc4,1,85.5,27.3,2022-10-22T16:08:43.870Z,2022-10-22T21:37:50Z,,,,,,,,,,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475909327,1331,43,1,8,36,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-10-22T16:08:43.896Z,2022-10-22T22:17:02Z,3864777047,178,0,3864777203,144,82,,,,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648543,91,61,1,8,36,67z1gqyiuzpmmb15q5fy7ntc4,0,85.7,27.3,2022-10-22T16:08:43.899Z,2022-10-22T21:37:59Z,3864731967,178,,3863367433,56,Center,,,,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648539,99,1,1,8,38,9dntj5dioj5ex52yrgwzxrq9l,0,14.5,70.8,2022-10-22T16:08:45.010Z,2022-10-22T21:38:47Z,3863367421,213,1.6,3863429207,236,,3863367409,157,,3863367413,140,14.4,3863367411,56,Back,3863429209,233,97,3863367415,141,72.8,3863429213,286,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,3863367423,1,,3864733001,178,,3863367417,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648877,97,74,1,8,38,67z1gqyiuzpmmb15q5fy7ntc4,1,88.3,25.1,2022-10-22T16:08:45.070Z,2022-10-22T21:38:52Z,3864733083,178,,3863369263,56,Center,3863429231,233,99,3863429183,285,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648563,100,12,1,8,40,9dntj5dioj5ex52yrgwzxrq9l,1,5.6,75.2,2022-10-22T16:08:47.613Z,2022-10-22T21:38:55Z,3864733203,178,,3863367551,56,Back,3863367557,212,18.3,3863367559,213,1.2,3863367553,140,11.6,3863367585,167,,3863367555,141,100.0,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648713,92,5,1,8,41,67z1gqyiuzpmmb15q5fy7ntc4,1,89.3,-1.2,2022-10-22T16:08:48.769Z,2022-10-22T21:39:14Z,3863368319,56,Right,3863368331,233,101,3863368321,347,,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648565,101,5,1,8,41,9dntj5dioj5ex52yrgwzxrq9l,0,10.7,101.2,2022-10-22T16:08:48.769Z,2022-10-22T21:39:15Z,3863367581,347,,3863367565,56,Back,3863368343,233,92,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648747,93,1,1,8,51,67z1gqyiuzpmmb15q5fy7ntc4,1,83.7,0,2022-10-22T16:08:58.190Z,2022-10-22T21:39:22Z,3863368537,56,Right,3863368539,140,90.1,3863368541,141,4.4,3863368535,107,,3863368549,213,0.6,3863368545,212,8.0,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648767,94,1,1,8,55,67z1gqyiuzpmmb15q5fy7ntc4,1,88,4.6,2022-10-22T16:09:02.517Z,2022-10-22T21:42:18Z,3864737275,178,,3863368645,213,5.8,3863368643,212,4.1,3863368637,56,Right,3863368639,140,91.4,3863368641,141,1.7,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648787,95,1,1,8,57,67z1gqyiuzpmmb15q5fy7ntc4,0,93.2,10.5,2022-10-22T16:09:04.564Z,2022-10-22T21:42:21Z,3863368725,56,Center,3863368733,213,1.6,3864737301,178,,3863368727,140,92.8,3863368729,141,39.6,3864245809,224,,3863368721,2,,3864245811,20,,1muwnu7rq4feejspx7no203px,A. Barberis,3863368731,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648807,102,12,1,8,58,9dntj5dioj5ex52yrgwzxrq9l,1,7.4,67.1,2022-10-22T16:09:05.599Z,2022-10-22T21:43:12Z,3863368847,56,Back,3863368857,213,1.2,3863368849,140,15.7,3864738255,178,,3863368853,212,24.8,3863368885,167,,3863368851,141,100.0,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648873,96,5,1,9,1,67z1gqyiuzpmmb15q5fy7ntc4,1,81.7,-1.6,2022-10-22T16:09:07.962Z,2022-10-22T21:43:15Z,3863369253,56,Right,3863369255,347,,3863369269,233,103,,,,,,,,,,,,,,,,1muwnu7rq4feejspx7no203px,A. Barberis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648813,103,5,1,9,1,9dntj5dioj5ex52yrgwzxrq9l,0,18.3,101.6,2022-10-22T16:09:07.962Z,2022-10-22T21:43:15Z,3863369329,233,96,3863368877,347,,3863368875,56,Back,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475648995,98,1,1,9,12,67z1gqyiuzpmmb15q5fy7ntc4,1,81.4,0,2022-10-22T16:09:19.919Z,2022-10-22T21:43:36Z,3863369971,56,Right,3863369977,212,11.2,3863369979,213,1.4,3863369975,141,14.4,3863369973,140,82.7,3863369969,107,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649001,99,1,1,9,15,67z1gqyiuzpmmb15q5fy7ntc4,0,81,12.5,2022-10-22T16:09:22.874Z,2022-10-22T21:43:39Z,3863370011,140,81.0,3863370009,56,Right,3863370013,141,4.6,3863370015,212,5.4,3863370017,213,4.7,3864738663,178,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475909943,1257,67,1,9,16,9dntj5dioj5ex52yrgwzxrq9l,1,22.9,95.2,2022-10-22T16:09:23.415Z,2022-10-22T22:52:59Z,3864780651,233,1377,,,,,,,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475909941,1377,67,1,9,16,67z1gqyiuzpmmb15q5fy7ntc4,0,77.1,4.8,2022-10-22T16:09:23.416Z,2022-10-22T22:18:52Z,3864780659,233,1257,,,,,,,,,,,,,,,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649009,104,8,1,9,16,9dntj5dioj5ex52yrgwzxrq9l,1,22.2,96.2,2022-10-22T16:09:23.454Z,2022-10-22T22:52:59Z,3864738763,178,,3863370057,56,Back,3864246425,385,,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649123,100,5,1,9,16,67z1gqyiuzpmmb15q5fy7ntc4,1,79.2,-1.8,2022-10-22T16:09:23.822Z,2022-10-22T21:43:46Z,3863370623,56,Right,3863370625,347,,3863370641,233,105,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649015,105,5,1,9,16,9dntj5dioj5ex52yrgwzxrq9l,0,20.8,101.8,2022-10-22T16:09:23.822Z,2022-10-22T21:43:46Z,3863370675,233,100,3863370081,347,,3863370079,56,Back,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649165,101,1,1,9,24,67z1gqyiuzpmmb15q5fy7ntc4,1,77.9,0,2022-10-22T16:09:30.957Z,2022-10-22T21:43:49Z,3863370843,141,9.3,3863370845,212,9.5,3863370847,213,2.2,3863370841,140,72.5,3863370839,56,Right,3863370837,107,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475910165,1396,67,1,9,25,67z1gqyiuzpmmb15q5fy7ntc4,1,71.9,9,2022-10-22T16:09:32.103Z,2022-10-22T22:52:59Z,3864781967,233,1266,,,,,,,,,,,,,,,,,,,,,,1muwnu7rq4feejspx7no203px,A. Barberis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475910153,1266,67,1,9,25,9dntj5dioj5ex52yrgwzxrq9l,0,28.1,91,2022-10-22T16:09:32.104Z,2022-10-22T22:19:37Z,3864781971,233,1396,,,,,,,,,,,,,,,,,,,,,,ch5rw8dgb6wh99wyhd8o3t1pl,T. Pobega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649171,102,1,1,9,25,67z1gqyiuzpmmb15q5fy7ntc4,0,72.5,9.3,2022-10-22T16:09:32.105Z,2022-10-22T22:53:00Z,3863370873,56,Right,3863370875,140,79.7,3863370877,141,20.8,3863370879,212,10.9,3863370881,213,0.8,3864739741,178,,,,,,,,1muwnu7rq4feejspx7no203px,A. Barberis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649159,107,49,1,9,26,9dntj5dioj5ex52yrgwzxrq9l,1,23,80.7,2022-10-22T16:09:33.040Z,2022-10-22T21:44:21Z,,,,,,,,,,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649191,108,1,1,9,26,9dntj5dioj5ex52yrgwzxrq9l,1,23,80.7,2022-10-22T16:09:33.080Z,2022-10-22T21:44:24Z,3863370971,213,0.0,3863370961,157,,3864739981,178,,3863370967,141,80.9,3863370973,1,,3863370969,212,24.3,3863370963,56,Back,3863370965,140,46.1,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649231,109,1,1,9,27,9dntj5dioj5ex52yrgwzxrq9l,1,44,78.5,2022-10-22T16:09:34.122Z,2022-10-22T21:45:55Z,3863371087,213,4.2,3863371083,141,68.6,3863371085,212,7.6,3864741893,388,,3864741895,21,,3863371081,140,40.6,3863371079,56,Back,,,,1dwwsz1i6v8zwh802ujwf7emt,D. Origi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649269,110,1,1,9,31,9dntj5dioj5ex52yrgwzxrq9l,1,40.6,59.6,2022-10-22T16:09:38.772Z,2022-10-22T21:46:03Z,3863371279,141,17.0,3863371277,140,38.2,3863371273,56,Back,3863371285,213,4.6,3863371283,212,29.1,3864742019,178,,,,,,,,eyra5urhrm92240e7qbll736d,A. Rebić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649321,111,1,1,9,36,9dntj5dioj5ex52yrgwzxrq9l,1,38.8,17.6,2022-10-22T16:09:43.239Z,2022-10-22T21:46:15Z,3863371601,140,33.1,3863371599,56,Back,3863371607,213,2.1,3864742197,178,,3863371603,141,32.8,3863371605,212,11.9,,,,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649377,112,1,1,9,38,9dntj5dioj5ex52yrgwzxrq9l,1,34.5,28.7,2022-10-22T16:09:45.676Z,2022-10-22T21:46:19Z,3863371851,212,22.9,3864742277,178,,3863371845,56,Back,3863371853,213,1.6,3863371847,140,34.0,3863371849,141,62.4,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649429,113,1,1,9,43,9dntj5dioj5ex52yrgwzxrq9l,1,35.6,49.6,2022-10-22T16:09:50.387Z,2022-10-22T21:46:21Z,3863372153,141,9.7,3863372145,56,Right,3863372161,213,5.3,3863372157,212,31.9,3863372149,140,51.5,3864742329,178,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649443,114,1,1,9,47,9dntj5dioj5ex52yrgwzxrq9l,1,54.7,10.7,2022-10-22T16:09:54.590Z,2022-10-22T21:46:32Z,3863372231,140,63.1,3863372229,56,Right,3864742559,178,,3863372233,141,8.6,3863372235,212,8.9,3863372237,213,6.1,,,,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649487,115,1,1,9,48,9dntj5dioj5ex52yrgwzxrq9l,1,63.1,8.6,2022-10-22T16:09:55.771Z,2022-10-22T21:46:48Z,3863372465,213,3.9,3863372445,56,Right,3864742875,178,,3863372455,141,3.8,3863372449,140,59.9,3863372459,212,4.7,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649507,116,1,1,9,50,9dntj5dioj5ex52yrgwzxrq9l,1,59.9,3.8,2022-10-22T16:09:57.608Z,2022-10-22T21:46:52Z,3863372569,213,2.6,3863372565,212,8.5,3863372557,140,53.1,3863372553,56,Right,3864742953,178,,3863372561,141,10.6,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649539,117,1,1,9,52,9dntj5dioj5ex52yrgwzxrq9l,1,49.2,12.8,2022-10-22T16:09:59.622Z,2022-10-22T21:46:56Z,3863372755,140,39.8,3863372753,56,Back,3864743025,178,,3863372761,213,2.4,3863372757,141,25.1,3863372759,212,12.9,,,,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649547,118,1,1,9,55,9dntj5dioj5ex52yrgwzxrq9l,1,39.7,21.7,2022-10-22T16:10:02.678Z,2022-10-22T21:47:03Z,3863372801,141,8.2,3864743115,178,,3863372803,212,10.7,3863372797,140,44.9,3863372805,213,5.2,3863372795,56,Back,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649571,119,1,1,9,57,9dntj5dioj5ex52yrgwzxrq9l,1,44.8,8.2,2022-10-22T16:10:04.504Z,2022-10-22T21:47:07Z,3863372937,141,33.5,3863372939,212,19.1,3863372933,56,Center,3863372941,213,1.1,3863372935,140,52.6,3864743243,178,,,,,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649595,120,1,1,10,0,9dntj5dioj5ex52yrgwzxrq9l,1,52.7,33.7,2022-10-22T16:10:07.207Z,2022-10-22T21:47:12Z,3863373063,212,18.9,3863373065,213,1.6,3864743309,178,,3863373061,141,61.5,3863373057,56,Center,3863373059,140,52.0,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649637,121,1,1,10,2,9dntj5dioj5ex52yrgwzxrq9l,1,46.4,69.8,2022-10-22T16:10:09.660Z,2022-10-22T21:47:16Z,3863373349,140,62.2,3863373347,56,Left,3863373353,212,24.3,3863373355,213,0.8,3863373351,141,95.9,3864743403,178,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649749,122,1,1,10,5,9dntj5dioj5ex52yrgwzxrq9l,1,59.6,98.4,2022-10-22T16:10:12.246Z,2022-10-22T21:47:20Z,3863373851,140,8.7,3864743457,178,,3863373849,56,Back,3863373859,1,,3863373857,213,3.6,3863373853,141,62.0,3863373855,212,58.9,,,,eyra5urhrm92240e7qbll736d,A. Rebić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649795,123,1,1,10,10,9dntj5dioj5ex52yrgwzxrq9l,1,9.2,52.8,2022-10-22T16:10:17.430Z,2022-10-22T21:47:40Z,3864743737,178,,3863374107,213,5.6,3863374105,212,25.1,3863374103,141,28.4,3863374099,56,Back,3863374101,140,27.2,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649845,124,1,1,10,15,9dntj5dioj5ex52yrgwzxrq9l,0,32,29.8,2022-10-22T16:10:22.821Z,2022-10-22T21:47:45Z,3863374377,155,,3863374381,140,70.7,3863374379,56,Center,3863374385,212,44.1,3863374383,141,54.9,3863374387,213,0.4,3864743835,178,,3863374389,1,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649893,103,1,1,10,18,67z1gqyiuzpmmb15q5fy7ntc4,1,30.3,37.9,2022-10-22T16:10:25.814Z,2022-10-22T21:47:50Z,3863374623,140,52.4,3863374625,141,32.3,3863374627,212,23.5,3864743939,178,,3863374619,3,,3863374629,213,6.1,3863374621,56,Center,,,,1b8uwkohkevu6ltjex0liklpl,V. Antov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649907,104,1,1,10,22,67z1gqyiuzpmmb15q5fy7ntc4,0,52.4,32.3,2022-10-22T16:10:29.223Z,2022-10-22T21:48:03Z,3863374701,140,44.8,3863374707,213,3.1,3863374697,3,,3864744179,388,,3863374699,56,Back,3863374703,141,33.2,3863374705,212,8.0,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649959,125,1,1,10,24,9dntj5dioj5ex52yrgwzxrq9l,1,52.2,61.5,2022-10-22T16:10:31.861Z,2022-10-22T21:48:18Z,3863375025,212,6.9,3863375023,141,69.2,3863375019,56,Back,3864744271,178,,3863375027,213,2.3,3863375021,140,47.9,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649973,126,1,1,10,26,9dntj5dioj5ex52yrgwzxrq9l,1,47.9,69.2,2022-10-22T16:10:32.966Z,2022-10-22T21:48:21Z,3863375091,141,76.4,3864744481,178,,3863375089,140,41.4,3863375087,56,Back,3863375093,212,8.4,3863375097,213,2.5,,,,,,,ch5rw8dgb6wh99wyhd8o3t1pl,T. Pobega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475649983,127,1,1,10,26,9dntj5dioj5ex52yrgwzxrq9l,1,41.4,76.4,2022-10-22T16:10:33.587Z,2022-10-22T21:48:33Z,3863375147,56,Back,3864744639,178,,3863375149,140,37.2,3863375155,213,4.4,3863375153,212,13.5,3863375151,141,57.6,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650031,128,1,1,10,29,9dntj5dioj5ex52yrgwzxrq9l,1,37.2,57.6,2022-10-22T16:10:36.011Z,2022-10-22T21:48:36Z,3863375385,141,15.2,3863375383,140,43.3,3864744691,178,,3863375387,212,29.5,3863375389,213,4.9,3863375381,56,Back,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650071,129,1,1,10,33,9dntj5dioj5ex52yrgwzxrq9l,1,55.2,14.8,2022-10-22T16:10:40.841Z,2022-10-22T21:48:40Z,3863375551,56,Right,3864744793,178,,3863375553,140,57.0,3863375555,141,2.0,3863375559,213,4.9,3863375557,212,8.9,,,,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650119,130,1,1,10,36,9dntj5dioj5ex52yrgwzxrq9l,1,54.8,9.4,2022-10-22T16:10:43.263Z,2022-10-22T21:48:44Z,3863375771,56,Back,3863375777,212,47.3,3863375781,1,,3863375779,213,1.8,3863375773,140,46.0,3864744853,178,,3863375775,141,77.6,3863375769,196,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650191,131,1,1,10,39,9dntj5dioj5ex52yrgwzxrq9l,1,47.8,76.8,2022-10-22T16:10:46.696Z,2022-10-22T21:48:48Z,3863376149,141,64.8,3863376147,140,56.6,3863376153,213,5.6,3863376145,56,Center,3864744931,178,,3863376151,212,12.3,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650199,132,4,1,10,40,9dntj5dioj5ex52yrgwzxrq9l,1,57.8,64.9,2022-10-22T16:10:47.783Z,2022-10-22T21:48:57Z,3863376193,13,,3863376195,56,Center,3863376197,152,,3863376199,265,,3863376217,233,105,3863376201,286,,,,,,,,eyra5urhrm92240e7qbll736d,A. Rebić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650159,105,4,1,10,40,67z1gqyiuzpmmb15q5fy7ntc4,0,42.2,35.1,2022-10-22T16:10:47.784Z,2022-10-22T21:48:56Z,3863375997,56,Back,3863375999,152,,3863375995,13,,3863376003,285,,3863376239,233,132,3863376001,265,,3864745001,178,,,,,1b8uwkohkevu6ltjex0liklpl,V. Antov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650525,133,1,1,11,2,9dntj5dioj5ex52yrgwzxrq9l,1,56.4,66.5,2022-10-22T16:11:09.810Z,2022-10-22T21:49:00Z,3863377649,141,83.0,3863377653,213,1.6,3863377645,140,56.1,3864745085,178,,3863377639,152,,3863377637,5,,3863377651,212,11.2,3863377641,56,Left,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650547,134,1,1,11,4,9dntj5dioj5ex52yrgwzxrq9l,1,56.1,83,2022-10-22T16:11:11.192Z,2022-10-22T21:49:05Z,3864745187,178,,3863377769,140,42.8,3863377775,213,3.9,3863377773,212,18.7,3863377767,56,Back,3863377771,141,64.8,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650585,135,1,1,11,6,9dntj5dioj5ex52yrgwzxrq9l,1,43.2,63.6,2022-10-22T16:11:13.501Z,2022-10-22T21:49:08Z,3864745257,178,,3863378001,213,5.2,3863377997,141,8.9,3863377999,212,41.3,3863377995,140,60.4,3863378003,1,,3863377993,56,Right,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650653,136,1,1,11,11,9dntj5dioj5ex52yrgwzxrq9l,1,64.2,9.5,2022-10-22T16:11:18.011Z,2022-10-22T21:49:19Z,3863378403,213,4.9,3863378397,140,65.1,3863378399,141,3.4,3863378395,56,Right,3863378401,212,4.3,3864745427,178,,,,,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650657,137,50,1,11,15,9dntj5dioj5ex52yrgwzxrq9l,1,70.3,4,2022-10-22T16:11:22.820Z,2022-10-22T21:49:26Z,3863378411,56,Right,3863378511,233,107,3863378415,286,,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650669,107,7,1,11,16,67z1gqyiuzpmmb15q5fy7ntc4,1,29.7,96,2022-10-22T16:11:23.369Z,2022-10-22T21:49:29Z,3863378477,285,,3863378473,167,,3863378501,233,137,3863378475,56,Back,3864745565,178,,3864250847,385,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650673,108,5,1,11,17,67z1gqyiuzpmmb15q5fy7ntc4,0,28.1,101.4,2022-10-22T16:11:24.254Z,2022-10-22T21:49:33Z,3863378485,56,Back,3863378489,347,,3863378569,233,138,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475650677,138,5,1,11,17,9dntj5dioj5ex52yrgwzxrq9l,1,71.9,-1.4,2022-10-22T16:11:24.254Z,2022-10-22T21:49:33Z,3863378537,233,108,3863378515,56,Right,3863378517,347,,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
