id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist
2526803403,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-04-01T17:48:35.393Z,2023-04-01T18:50:12Z,4153964779,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153964771,59,"1, 5, 29, 17, 23, 27, 61, 4, 33, 11, 38, 3, 7, 24, 25, 26, 28, 30, 32, 34, 71",4153964769,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4153964775,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153964767,30,"c7fky0h6gi7wmibnv2tzf6mz9, 68etig279gs3btjb7fv6rvfth, 2q0bx5wsc6b68vpps79hosnah, 9mldc318nq0tli73wjh6ueket, m7fe173js8on94ag3htziy8l, 3tuxipzf6pqvga0a12422gatx, 9sjt5rv156hr2llfu241r6cph, 9l2tdbf7p325xez7wz7wzxzh1, g64b8x11ndowv2zj29r9i311, e5ccnxgbz5jmqwy6fza3gdsl, 83kdacraf2mcnbg038ld68ne2, 7uf7y7xa6hy3gieetcte3td2i, c39nv7jn5c3qzglosgzigif2t, 20f5apcbciifqyln8hp3cziwa, 6mybntbgl188coqd2dl6ulhm2, a9z0jsjwfteq974bxwucvc4ix, kc4qkj63uqu3wnkydxtvmwh5, 448dubo3a0ty03v6ajxpw2k2c, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 7myzcqdjuvtip1b608u21thck",4153964773,130,18,4153964777,194,9l2tdbf7p325xez7wz7wzxzh1,4154280089,197,16329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526805323,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-04-01T17:50:52.251Z,2023-04-01T19:47:57Z,4153974669,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4153974671,59,"1, 11, 2, 6, 3, 15, 44, 45, 18, 14, 5, 9, 12, 17, 20, 22, 23, 24, 30, 36, 43",4154205847,197,71,4153974679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153974677,194,8yv9xuzriaecvvssfm8dlmz85,4153974667,30,"6ofu6yc2qwp5ii9cerdq1tk9h, pconfrmsdy9aikioqz9s9lg5, 9pe3yqjsmcjtxdx7bdne3d4ut, 8yv9xuzriaecvvssfm8dlmz85, d196vatyvq6ycn1q7d477d2i1, cv46mxj5i98p4hgtbomxlxs7o, 418gw0hpjoy8dt0ywaxjgm5pm, 5f5e6wufz0x041bvqzor10k16, 3zqpvn7r1c779l9vwwh7yukfd, 35r56n0i4sbdh7n5arbt7db6d, ahz2npxe4geixkaz25f2pc82d, 3ua8gs8tzx1dkdi9z88kjk9nt, 2raf0uw5y2kajde0v60l4g1qt, 555z9bynvux7oruirg67r8i51, bjob8tftnxojnytcj7juo0ga2, 7glxasv2ed6ey82dknto1y66t, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, erwh25hbq259kqdirfufnbcb8, 3o573dblmfc1o3wkkt2nva8k5, 9p621hq50jdkujzy4309sagkq",4153974673,130,12,4153974675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526855203,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-04-01T18:45:12.257Z,2023-04-01T18:45:12Z,4154252209,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526855285,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-04-01T18:45:12.257Z,2023-04-02T01:14:16Z,4154252685,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526855245,3,1,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,50.1,50,2023-04-01T18:45:12.404Z,2023-04-02T01:18:04Z,4154252469,279,S,4154252459,56,Back,4155679451,178,,4154252461,140,34.3,4154252467,213,3.2,4154252465,212,16.6,4154252463,141,49.1,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526855317,4,1,1,0,3,ap6blbxhq9elm62vw6tutzlwg,0,34.6,48.2,2023-04-01T18:45:15.326Z,2023-04-02T01:18:13Z,4154252871,56,Right,4154252879,213,5.7,4154252869,155,,4154252873,140,88.6,4154252875,141,0.0,4154252877,212,66.1,4154252881,1,,4155680419,178,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526855351,3,5,1,0,8,bqbbqm98ud8obe45ds9ohgyrd,1,14.4,101.8,2023-04-01T18:45:20.670Z,2023-04-02T01:18:20Z,4154253085,233,5,4154253069,56,Back,4154253071,347,,,,,,,,,,,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526855319,5,5,1,0,8,ap6blbxhq9elm62vw6tutzlwg,0,85.6,-1.8,2023-04-01T18:45:20.670Z,2023-04-02T01:18:20Z,4154252883,56,Right,4154252885,347,,4154253169,233,3,,,,,,,,,,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526855627,4,1,1,0,20,bqbbqm98ud8obe45ds9ohgyrd,1,17.9,100,2023-04-01T18:45:32.285Z,2023-04-02T01:18:27Z,4154254695,107,,4154254701,141,96.5,4154254697,56,Back,4154254705,213,6.0,4154254699,140,28.2,4154254703,212,11.4,,,,,,,9pe3yqjsmcjtxdx7bdne3d4ut,M. De Sciglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526855641,5,44,1,0,21,bqbbqm98ud8obe45ds9ohgyrd,1,31.4,96.1,2023-04-01T18:45:33.750Z,2023-04-02T01:58:39Z,4154254767,56,Back,4154254769,285,,4154254855,233,6,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
