id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2449947309,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-08-22T17:37:32.106Z,2022-08-22T18:41:38Z,3726715595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726715589,130,7,3726715583,30,"e2dn4s6p2f6xnbaje17wd3jyt, jk8n72zhngmdw2ek47zx7f11, 14vhrqvqomi57x5mtsawm44b9, cxb8ue6jhyzcnacu7k4jy2ne1, 5sxy1z2pz5bhlp767lyjte76d, 2bitk8s7gg2o7sjnjmolnw9ud, 6u6mobmk6lpvwebo76ddxr3s9, eqggzoepu1d4t13fw6ybebtn9, mh8eevw5lj4i9c7ue5n9j845, 3yl0m3n14kek9pwkp7catyh9l, c87f30rukjnu7v3f3iqxpkxqt, bh4a2zneilpvi1t7etuhkfl61, bg7t6yere90otrlaxeu636q51, 7dejruzkh60ztcio9mhommn6d, 2q0bx5wsc6b68vpps79hosnah, bf67gbxjr8fkha0e59fs6qok5, dz33ybo9w22154xeaiteuca8l, 1wnzwoisg4ctvcxsh2xnrkj4l, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, awpcf5w245iug4znjqctuebpx, crqk7tlewkn3ayk042yo1bfv8",3726859797,197,587,3726715587,59,"1, 24, 3, 14, 25, 15, 37, 8, 10, 11, 7, 4, 5, 6, 12, 21, 22, 23, 27, 28, 29, 30, 31",3726715593,194,jk8n72zhngmdw2ek47zx7f11,3726715591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726715585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449949421,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-08-22T17:43:53.584Z,2022-08-22T18:44:10Z,3726727663,130,4,3726727657,30,"3o573dblmfc1o3wkkt2nva8k5, 8yv9xuzriaecvvssfm8dlmz85, 2raf0uw5y2kajde0v60l4g1qt, ahz2npxe4geixkaz25f2pc82d, bh3b7e2qzh41dltd6h2obpln9, d196vatyvq6ycn1q7d477d2i1, 288nn7pbq5ewriiyb9o7da86h, 2nddcty9qris2mmeldon0ogd1, 3ua8gs8tzx1dkdi9z88kjk9nt, pconfrmsdy9aikioqz9s9lg5, 555z9bynvux7oruirg67r8i51, 9pe3yqjsmcjtxdx7bdne3d4ut, 79e6khfyg3rdauul0yjlixv8q, cv46mxj5i98p4hgtbomxlxs7o, 3zqpvn7r1c779l9vwwh7yukfd, 3nnjep6bxxb6xwhanvqvjt39x, bjob8tftnxojnytcj7juo0ga2, 8rlf5vjyddkcid5ysa3yo7hlh, 2jc6sdkse1kxjztsgystidot1, erwh25hbq259kqdirfufnbcb8, 2fwc6b5gg9sp5o9j044k8bwq2, 418gw0hpjoy8dt0ywaxjgm5pm",3726727661,59,"36, 6, 12, 5, 24, 3, 8, 25, 9, 11, 17, 2, 13, 15, 18, 19, 20, 23, 28, 30, 41, 44",3726865299,197,16153,3726727669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726727667,194,pconfrmsdy9aikioqz9s9lg5,3726727659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726727665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449973669,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-08-22T18:45:21.634Z,2022-08-22T18:45:23Z,3726868437,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449973687,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-08-22T18:45:21.634Z,2022-08-22T23:58:49Z,3726868545,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449973693,3,1,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,50,50,2022-08-22T18:45:21.689Z,2022-08-23T00:10:20Z,3726868587,141,51.6,3726868585,140,37.3,3726868591,213,3.1,3727237813,178,,3726868593,279,S,3726868583,56,Back,3726868589,212,13.4,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449975403,20,1,1,0,1,bqbbqm98ud8obe45ds9ohgyrd,1,33.6,59.4,2022-08-22T18:45:23.126Z,2022-08-23T00:11:15Z,3726880421,213,4.6,3726880415,141,44.3,3726880411,56,Back,3726880419,212,10.3,3726880413,140,32.9,3727238273,178,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449980443,180,1,1,0,2,bqbbqm98ud8obe45ds9ohgyrd,0,36.6,44.5,2022-08-22T18:45:23.981Z,2022-08-23T00:11:21Z,3726909837,155,,3727238349,178,,3726909841,140,95.0,3726909849,1,,3726909843,141,73.6,3726909839,56,Center,3726909845,212,64.4,3726909847,213,0.3,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449973735,3,52,1,0,6,4plikfte18rv8v4l89z803d4y,1,5.1,28.3,2022-08-22T18:45:28.412Z,2022-08-23T00:11:26Z,3727164441,376,,3727238379,178,,,,,,,,,,,,,,,,,,,,e2dn4s6p2f6xnbaje17wd3jyt,E. Audero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449973861,4,1,1,0,13,4plikfte18rv8v4l89z803d4y,1,5.7,43.6,2022-08-22T18:45:35.486Z,2022-08-23T00:11:38Z,3726869647,212,9.1,3727238543,178,,3726869633,56,Back,3726869631,123,,3726869641,141,38.1,3726869637,140,13.6,3726869655,213,5.9,,,,e2dn4s6p2f6xnbaje17wd3jyt,E. Audero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449973889,5,1,1,0,23,4plikfte18rv8v4l89z803d4y,1,29.4,38.1,2022-08-22T18:45:45.107Z,2022-08-23T00:11:48Z,3726869813,141,53.1,3726869811,140,8.5,3726869815,212,24.2,3727238683,178,,3726869817,213,2.7,3726869809,56,Back,,,,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
