id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/14/value,qualifier/16/value,qualifier/17/value
2466411147,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-10-02T12:28:53.301Z,2022-11-13T17:17:38Z,3814244639,59,"1, 24, 3, 4, 21, 15, 23, 8, 10, 11, 7, 2, 5, 13, 14, 18, 22, 25, 27, 28, 29, 37, 70",3814244641,130,7,3814268019,197,587,3814244647,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814244643,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814244637,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814244645,194,jk8n72zhngmdw2ek47zx7f11,3814244635,30,"e2dn4s6p2f6xnbaje17wd3jyt, jk8n72zhngmdw2ek47zx7f11, 14vhrqvqomi57x5mtsawm44b9, bh4a2zneilpvi1t7etuhkfl61, bf67gbxjr8fkha0e59fs6qok5, 2bitk8s7gg2o7sjnjmolnw9ud, 1wnzwoisg4ctvcxsh2xnrkj4l, eqggzoepu1d4t13fw6ybebtn9, mh8eevw5lj4i9c7ue5n9j845, 3yl0m3n14kek9pwkp7catyh9l, c87f30rukjnu7v3f3iqxpkxqt, e8c2o47zyuqa07lcrgzusn97u, bg7t6yere90otrlaxeu636q51, bfjtj20rbx8bqszi5a3wayaqd, cxb8ue6jhyzcnacu7k4jy2ne1, 4cwu3yf14da7zglzpthg28j4l, dz33ybo9w22154xeaiteuca8l, 5sxy1z2pz5bhlp767lyjte76d, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, 6u6mobmk6lpvwebo76ddxr3s9, 888tdbsmzpau9eixoty8slpwq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413347,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-10-02T12:31:53.595Z,2022-10-02T12:55:10Z,3814257009,194,2qdgfxqyh0bjn3alkz97py8k5,3814257001,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814257007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814257003,59,"16, 84, 30, 5, 3, 55, 6, 12, 47, 32, 17, 2, 7, 8, 9, 10, 19, 22, 26, 28, 38, 44, 77, 80, 89, 91",3814257005,130,17,3814257011,197,8477,3814256999,30,"b3hr4q25jvqr7565z5ydqylt5, bcqsti42fhzap385lnfe4auhh, 4d17grk2qflzake218uz76uei, av8588qp8e5wz3s7cg1n2qgnp, erdqr6vrr5tlfypbks3og0dlh, thnje2i2s96fcbuscj57053p, 79e6khfyg3rdauul0yjlixv8q, 64z85woxiowxzod5e0g0x77x1, dq037w5t3ht5zgd75mue4p1pl, 2qdgfxqyh0bjn3alkz97py8k5, 6ck9f1ppvl65nui0x71q80jx1, annamxplmbyakvo2akw63xxw5, 4vonqsqrzoyye4vs6n7dud2p5, 1muwnu7rq4feejspx7no203px, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, 721e4tx2wrwb4kd9w80fcq19l, 2zk88fh1e5js1g2jmfkrjmxka, 1b8uwkohkevu6ltjex0liklpl, duqiler25n63ksi0fxreo50mi, 98x5xrku2jffo0in2u2htazca, chjjcy789cuwlsik2ibmubtyi, 18yip8wsirmu6s0idhvapnaad, rblijalj0qnu455jtjoi3pjo, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",3814257013,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435971,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-10-02T13:00:18.039Z,2022-10-02T13:00:19Z,3814381813,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436043,3,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-10-02T13:00:18.039Z,2022-10-02T18:29:00Z,3814382257,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435993,3,1,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,50,50,2022-10-02T13:00:18.104Z,2022-10-02T18:40:23Z,3814381979,212,14.0,3814381983,279,S,3814381973,56,Back,3814381981,213,3.0,3814381977,141,53.3,3815931683,178,,3814381975,140,36.8,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436037,4,1,1,0,2,67z1gqyiuzpmmb15q5fy7ntc4,1,36.6,57.2,2022-10-02T13:00:20.862Z,2022-10-02T18:40:32Z,3815931895,178,,3814382237,212,21.3,3814382233,141,85.6,3814382239,213,2.0,3814382231,140,28.0,3814382227,56,Back,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436121,5,1,1,0,6,67z1gqyiuzpmmb15q5fy7ntc4,1,28.4,83.3,2022-10-02T13:00:24.419Z,2022-10-02T18:42:55Z,3814382655,1,,3814382643,56,Back,3814382649,141,44.8,3814382651,212,32.4,3814382653,213,4.1,3815938175,178,,3814382645,140,10.3,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436143,6,1,1,0,10,67z1gqyiuzpmmb15q5fy7ntc4,0,11.5,41.9,2022-10-02T13:00:28.676Z,2022-10-02T18:43:01Z,3814382735,141,33.0,3814382729,56,Back,3814384123,157,,3814382739,212,25.7,3814382731,140,35.3,3814384125,1,,3815938503,178,,3814382743,213,6.0,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436173,4,49,1,0,11,4plikfte18rv8v4l89z803d4y,1,65.7,75,2022-10-02T13:00:29.928Z,2022-10-02T18:43:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3yl0m3n14kek9pwkp7catyh9l,A. Sabiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436295,5,1,1,0,14,4plikfte18rv8v4l89z803d4y,1,67.7,80.1,2022-10-02T13:00:32.307Z,2022-10-02T18:43:09Z,3814383513,212,10.4,3815939005,178,,3814383511,141,94.4,3814383507,56,Left,3814383515,213,1.9,3814383509,140,64.2,,,,,,,3yl0m3n14kek9pwkp7catyh9l,A. Sabiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
