id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2495610869,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-01-07T16:09:23.600Z,2023-01-07T16:58:22Z,3968630325,130,12,3968630331,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968630327,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968630329,194,b881arnahhahg0iaix4mx266t,3968630319,30,"93237ztqyi3r4hu3rmgzrgudx, b881arnahhahg0iaix4mx266t, c33x61zuxixolkkalsigc3q0a, 4h1jj93i0v1pfemnjydnoc0dl, ah0f7tonnst92d8q91j1wll62, dkx1rfzizskaplpex70i3q0o9, 13o5eskqs8b88yerwltk0tivp, 60no437awq8i5th7nlffh3dn9, 5152de1kfmrihdzbdotpeo8ut, 6z3a27dxffwacyxof0imvcfvu, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 8zyg5zuzyr6t0idi5od2ypvbp, 22pxty2g6hhtifl32avf4mxud, 8e4wkgb71btkez592um5vts0k, ar0g6o07dm7nwcf2dyzux8ay2, dfckk0xst90yjlep74tvups5x, al3t9fzj4ab55yux0zkd1jkr9, e2xiayt8k5tv4dw5hjop71fqh, bl76cebhta912vfi9z7ky32p6, ewt8nxg2m27fj0n7dr9hbul05, 3z0aknj901kdnvsp4sld6ejv8, dn00381nbniepgi4qj7yjkv84, bf4gvp8pzp50lhtb2fc35zeok, hhv3h90gifzevkeqh97cb504",3968910697,197,17371,3968630321,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968630323,59,"1, 37, 13, 18, 29, 50, 4, 6, 7, 9, 11, 2, 5, 8, 14, 15, 19, 20, 23, 24, 30, 39, 67, 80, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495612675,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-01-07T16:10:55.667Z,2023-01-07T16:57:46Z,3968640237,59,"1, 8, 17, 12, 24, 6, 25, 20, 18, 22, 5, 51, 7, 14, 15, 23, 30, 32, 36, 42, 43, 44, 45",3968640239,130,16,3968640247,194,8yv9xuzriaecvvssfm8dlmz85,3968640253,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968640243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968909159,197,16867,3968640233,30,"6ofu6yc2qwp5ii9cerdq1tk9h, 288nn7pbq5ewriiyb9o7da86h, 555z9bynvux7oruirg67r8i51, 2raf0uw5y2kajde0v60l4g1qt, bh3b7e2qzh41dltd6h2obpln9, 8yv9xuzriaecvvssfm8dlmz85, 2nddcty9qris2mmeldon0ogd1, bjob8tftnxojnytcj7juo0ga2, 3zqpvn7r1c779l9vwwh7yukfd, 7glxasv2ed6ey82dknto1y66t, ahz2npxe4geixkaz25f2pc82d, aii9ha4ztnxw3e4f1uipt3s6i, c6nl81c1q4unq5js94s6s942x, 35r56n0i4sbdh7n5arbt7db6d, cv46mxj5i98p4hgtbomxlxs7o, 8rlf5vjyddkcid5ysa3yo7hlh, erwh25hbq259kqdirfufnbcb8, apdtqouzo9b02ozdxk8mx4zbp, 3o573dblmfc1o3wkkt2nva8k5, 342zbrh4dy6y3ohsew14b2ulm, 9p621hq50jdkujzy4309sagkq, 418gw0hpjoy8dt0ywaxjgm5pm, 5f5e6wufz0x041bvqzor10k16",3968640235,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495666341,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-01-07T17:04:16.461Z,2023-01-07T23:12:12Z,3968928759,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495666347,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-01-07T17:04:16.461Z,2023-01-07T17:04:17Z,3968928771,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495666375,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,50,50,2023-01-07T17:04:16.489Z,2023-01-07T23:30:46Z,3968928913,212,24.8,3968928911,141,48.7,3968928917,279,S,3968928909,140,26.4,3968928907,56,Back,3968928915,213,3.2,3969640815,178,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495666421,4,1,1,0,3,dxq76zcvnokq07cszdx0i6kve,0,27.9,48.2,2023-01-07T17:04:19.634Z,2023-01-07T23:30:52Z,3968929155,212,64.3,3968929157,213,6.2,3969640919,178,,3968929159,1,,3968929153,141,41.6,3968929149,56,Center,3968929147,155,,3968929151,140,89.0,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495666431,3,52,1,0,7,bqbbqm98ud8obe45ds9ohgyrd,1,9.6,64.2,2023-01-07T17:04:23.720Z,2023-01-07T23:30:56Z,3969386865,377,,3969640997,178,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495666493,4,1,1,0,9,bqbbqm98ud8obe45ds9ohgyrd,1,10.3,56,2023-01-07T17:04:25.724Z,2023-01-07T23:31:02Z,3968929595,212,28.9,3968929587,123,,3968929593,141,15.1,3968929589,56,Back,3968929591,140,17.7,3969641065,178,,3968929597,213,5.0,,,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495666515,5,1,1,0,15,bqbbqm98ud8obe45ds9ohgyrd,1,28.1,19.8,2023-01-07T17:04:31.509Z,2023-01-07T23:31:08Z,3968929737,140,46.2,3968929739,141,40.6,3968929743,213,0.6,3968929741,212,23.7,3968929735,56,Back,3969641145,178,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495666521,6,50,1,0,16,bqbbqm98ud8obe45ds9ohgyrd,1,49.1,39.8,2023-01-07T17:04:33.243Z,2023-01-07T23:31:16Z,3968929761,286,,3968929759,56,Back,3968930079,233,5,,,,,,,,,,,,,,,,7glxasv2ed6ey82dknto1y66t,Á. Di María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
