id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/17/value
2479404753,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-10-30T13:03:04.637Z,2022-10-30T14:15:17Z,3883305273,59,"12, 17, 3, 44, 15, 4, 8, 28, 6, 90, 77, 2, 5, 7, 9, 10, 13, 18, 19, 20, 32, 33, 45, 62, 74, 98",3883562793,197,3464,3883305271,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883562791,194,ckzn72wo51pmw475t9tl6vr2t,3883305283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883305279,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883305269,30,"eu9b86opw6n66vftu1r5alfqh, 913rgsi93o890wc2cbuwlbqp5, d9bg5jjv8pz0f8u55x3hg0962, 3jruai7zu28e8f0ooj4t16l05, ckzn72wo51pmw475t9tl6vr2t, ay6tmp6zkxtjzse2gel3rgnl6, 5m5qyz18o5hmta6mh4zk57sh5, 9qrewt049r6yq88c715ymau39, a8ez7qv4n62b8s45pdo8u07o5, 86603cyr3osksy73el0ncy7yt, 1gnc1tbpmomiqt1sty2lktt5, 9ajh8tm9rl0i2sa09c9dfu0h5, 7ojvhhfvbtbn60sc50y4l2ctm, 6ldly9c02sbh2ray6u6j6jro5, 1t1kgb0r5ca32f54emsscfob9, 319knuftqo071luold2fqluqd, g324scl7t7h6j05g973me82y, 86nwv5baekm00h4d3z0suwhyh, a7gi41760sk45wbkpbps3njdh, 74g3ef24ctcgw1kee77d3acr8, bmmahw4ww36w4tokk3xhvvvmd, 1r35ds2obqkw03f7hfpfsqqui, a3o9x85aooe65w5r3ibs8ltk9, euv7d22ahrbpa8cs1gemtc178, enopqyya6qq64lvliw7lw0s4q, 82bv9aeqvp712ut0n0kwkpskp",3883305275,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479407421,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-10-30T13:05:35.672Z,2022-10-30T14:00:21Z,3883318385,30,"93237ztqyi3r4hu3rmgzrgudx, b881arnahhahg0iaix4mx266t, c33x61zuxixolkkalsigc3q0a, e2xiayt8k5tv4dw5hjop71fqh, ah0f7tonnst92d8q91j1wll62, 4h1jj93i0v1pfemnjydnoc0dl, 13o5eskqs8b88yerwltk0tivp, 8zyg5zuzyr6t0idi5od2ypvbp, cjm9hrspcnmjhqttuiz5fkgr9, 5152de1kfmrihdzbdotpeo8ut, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 60no437awq8i5th7nlffh3dn9, 22pxty2g6hhtifl32avf4mxud, 6z3a27dxffwacyxof0imvcfvu, 8e4wkgb71btkez592um5vts0k, 7wjzrrcy3fp8nq6dlanfxvqhh, dfckk0xst90yjlep74tvups5x, al3t9fzj4ab55yux0zkd1jkr9, bl76cebhta912vfi9z7ky32p6, ewt8nxg2m27fj0n7dr9hbul05, hhv3h90gifzevkeqh97cb504",3883318397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883318393,130,12,3883318399,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883567135,197,17371,3883318387,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883318389,59,"1, 37, 13, 23, 29, 18, 4, 5, 10, 7, 11, 2, 6, 8, 9, 14, 17, 19, 20, 24, 30, 99",3883477255,194,b881arnahhahg0iaix4mx266t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456123,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-10-30T14:00:07.474Z,2022-10-30T21:29:12Z,3883570583,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456117,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-10-30T14:00:07.474Z,2022-10-30T14:00:07Z,3883570547,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456173,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,49.9,50.1,2022-10-30T14:00:07.525Z,2022-10-30T21:37:19Z,3883570775,140,38.5,3885610549,178,,3883570777,141,64.7,3883570781,213,2.4,3883570773,56,Back,3883570783,279,S,3883570779,212,15.6,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456217,4,1,1,0,2,dxq76zcvnokq07cszdx0i6kve,0,39.6,64.7,2022-10-30T14:00:10.056Z,2022-10-30T21:37:25Z,3883570993,141,15.8,3883570991,140,68.2,3883570999,1,,3885610761,178,,3883570997,213,5.4,3883570989,56,Right,3883570987,155,,3883570995,212,44.8,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456229,3,1,1,0,4,af91jdcs6x0bqkmdb78rokod2,0,27.5,83.6,2022-10-30T14:00:12.168Z,2022-10-30T21:37:40Z,3885611659,388,,3883571055,140,35.1,3883571061,213,1.0,3883571059,212,14.8,3883571051,3,,3883571053,56,Back,3883571057,141,100.0,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456235,4,5,1,0,7,af91jdcs6x0bqkmdb78rokod2,0,34.8,101.4,2022-10-30T14:00:14.668Z,2022-10-30T21:37:44Z,3883571087,56,Back,3883571529,233,5,3883571089,347,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456311,5,5,1,0,7,dxq76zcvnokq07cszdx0i6kve,1,65.2,-1.4,2022-10-30T14:00:14.668Z,2022-10-30T21:37:44Z,3883571443,347,,3883571441,56,Right,3883571515,233,4,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456363,6,1,1,0,11,dxq76zcvnokq07cszdx0i6kve,1,60.7,0,2022-10-30T14:00:19.145Z,2022-10-30T21:37:52Z,3883571743,1,,3883571737,141,26.6,3883571741,213,2.2,3883571739,212,23.6,3883571731,107,,3883571733,56,Back,3883571735,140,47.4,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
