id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/9/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/15/value
2476371931,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-10-23T14:57:27.941Z,2022-10-23T19:01:09Z,3867171543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867491911,197,548,3867171539,59,"57, 33, 93, 42, 28, 5, 15, 7, 88, 11, 9, 1, 3, 10, 13, 17, 18, 19, 21, 22, 31, 91",3867171545,194,9q01y4w4dwpaqf8lmpv9wnmc5,3867171535,30,"3ww5879aay1xf2a20nl9ihwid, 1oflzbi4gq8wdjlmpa865jj6d, 30oup47g0i12cvub12r7kmxd6, 4cejhrr3ji36591xf54jue3ca, n62gu1fztuvojijr41hyetw5, e5nv028chtw0955vhnh74ukbu, 9q01y4w4dwpaqf8lmpv9wnmc5, 2ugzqrpaooto1r24a6kvqf2ll, 2fsgc0b4mvwpenawmit0q0bmd, 8d04q3yp2kouwog0lj0s7ew2x, ds719g843vjs279iine5otgid, 7drgir9lcwfst8vxz07jboe6t, 6lfje6glfgycun47flgmc9jvt, 2fqlri41xq6p924kine7pjr2t, 4aqkgskbra4wsoo7a8uw7xl9l, d364lpc0km51psy3zwc4a6zca, 4euxcqawlks4c56pqj8xvwbf9, 2idy9ngk2rojseoxxw9n98c7p, 42m78ny1ggvmzmjtka7exyzqi, 7mvqysbmyf6uj3jny3qpqw2ga, 9sdrd6flk2jene11v193nm1n9, 30gsjr0xlmjulnz227zfxga8l",3867171547,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867171537,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3867171541,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476373315,1,34,16,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-10-23T14:59:48.901Z,2022-10-23T15:58:06Z,3867178331,194,dkifo6kxxxsv1hr0rzk1q8afp,3867178321,30,"8n4rruxbnzvjgdomxslnmcno5, 8w2rfa3vnu6t1a37510374nv9, a22hb1s02edsj7t38out5r3rp, 6hlutndh6zstrpi5i0u0mxyvp, 1x10v3yh4e3f1p2ndhtxcck4p, 7nwh5uoczypmuiigzi8ylsd1, dkifo6kxxxsv1hr0rzk1q8afp, 9462218yklkts6mod3cbfryz9, bj2ymzuyq3zxbfjs3xrt3ss7p, d02p1ldr57bkxcpmq12vtvhsl, cfzvplhlvlfvau521u6b86xud, 71p9z7bqvgzb5t115fmos6fop, 3l76cgequy3tjhhudqnrejglx, 5e13xwlorl1gjrnjjtfnzawa1, 3v6az10hxcowqkewd809cri6t, ho87m362sey4msdjp4n180oa, dteca2exact4dfn48iwxwjk6h, 6eb3jpi6t6z2ergmgzcpckdpm, 62uaf4amxdyz6j2fuvadp0no5, bpzzhdpqxmp8bef77m7pr2r4l, b62gjcajugddud630e9b7ptjp, 5gond4ss348863bc1768s4q, 7y5qwgl0xu7btfd7yxgeb2gut",3867494521,197,11876,3867178327,130,4,3867178329,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867178325,59,"94, 29, 77, 32, 15, 13, 21, 5, 7, 9, 20, 1, 4, 6, 10, 11, 16, 18, 23, 26, 31, 34, 88",3867178323,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3867178333,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434577,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-10-23T16:00:03.400Z,2022-10-23T22:22:30Z,3867502181,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434561,2,32,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-10-23T16:00:03.400Z,2022-10-23T16:00:03Z,3867502119,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434609,3,1,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,50.1,50,2022-10-23T16:00:03.425Z,2022-10-23T22:36:25Z,3868830289,178,,3867502289,279,S,3867502283,141,45.4,3867502285,212,17.6,3867502279,56,Back,3867502281,140,33.6,3867502287,213,3.3,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434621,4,1,1,0,1,btcy9nra9ak4m22ovr2ia6m5v,1,33.6,44,2022-10-23T16:00:04.656Z,2022-10-23T22:36:32Z,3868830663,178,,3867502357,141,49.9,3867502363,213,1.9,3867502359,212,4.3,3867502353,56,Back,3867502355,140,32.1,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434655,5,1,1,0,3,btcy9nra9ak4m22ovr2ia6m5v,0,32.7,49.4,2022-10-23T16:00:06.434Z,2022-10-23T22:36:36Z,3867502521,141,13.4,3867502519,140,64.9,3868830807,178,,3867502517,56,Right,3867502523,212,41.7,3867502527,1,,3867502515,155,,3867502525,213,5.7,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434679,3,1,1,0,6,e75syeuawg3ql8nwpi3vr2btz,0,32.3,69.6,2022-10-23T16:00:09.620Z,2022-10-23T22:36:43Z,3867502643,212,9.0,3867502645,213,6.0,3867502639,140,40.6,3867502635,3,,3868831065,178,,3867502637,56,Back,3867502641,141,66.1,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434701,6,1,1,0,7,btcy9nra9ak4m22ovr2ia6m5v,0,60.9,21.6,2022-10-23T16:00:10.769Z,2022-10-23T22:36:48Z,3867502743,212,16.0,3867502739,140,73.0,3867502745,213,5.6,3868831225,178,,3868183059,155,,3867502737,56,Right,3867502741,141,7.4,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434743,4,49,1,0,11,e75syeuawg3ql8nwpi3vr2btz,1,21.9,97.4,2022-10-23T16:00:15.017Z,2022-10-23T22:37:02Z,,,,,,,,,,,,,,,,,,,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
