id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/15/value,assist
2502483967,154,43,1,19,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-01-30T20:05:50.834Z,2023-01-30T20:09:32Z,4004712859,56,Back,4004720061,144,61,,,,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502483979,155,49,1,19,2,ap6blbxhq9elm62vw6tutzlwg,1,4.5,10.9,2023-01-30T20:05:53.261Z,2023-01-31T03:43:12Z,,,,,,,,,,,,,,,,,,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502483987,156,1,1,19,2,ap6blbxhq9elm62vw6tutzlwg,0,4.7,9.4,2023-01-30T20:05:53.287Z,2023-01-31T03:43:09Z,4004712951,56,Back,4004712953,140,42.8,4004712955,141,2.6,4004999057,178,,4004712961,1,,4004712949,157,,4004712959,213,6.2,4004712957,212,40.3,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502483991,191,49,1,19,4,dxq76zcvnokq07cszdx0i6kve,1,55.3,96.7,2023-01-30T20:05:55.287Z,2023-01-31T03:43:19Z,,,,,,,,,,,,,,,,,,,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484047,192,1,1,19,5,dxq76zcvnokq07cszdx0i6kve,1,56,98.5,2023-01-30T20:05:56.473Z,2023-01-31T03:43:29Z,4004713287,213,3.9,4004999185,178,,4004713289,1,,4004713279,56,Back,4004713285,212,49.6,4004713283,141,47.6,4004713281,140,22.2,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484055,193,1,1,19,10,dxq76zcvnokq07cszdx0i6kve,1,24.4,46.4,2023-01-30T20:06:00.698Z,2023-01-31T03:43:38Z,4004912027,189,,4004713329,56,Back,4004713337,213,0.0,4004713335,212,6.9,4004713331,140,31.0,4004713333,141,46.9,4004999237,178,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484065,194,1,1,19,14,dxq76zcvnokq07cszdx0i6kve,1,31,46.9,2023-01-30T20:06:04.938Z,2023-01-31T03:43:43Z,4004999269,178,,4004713377,140,35.0,4004713379,141,41.3,4004713375,56,Back,4004713383,213,5.5,4004713381,212,5.7,,,,,,,dfckk0xst90yjlep74tvups5x,K. Ehizibue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484097,195,1,1,19,16,dxq76zcvnokq07cszdx0i6kve,1,35.2,44.3,2023-01-30T20:06:06.934Z,2023-01-31T03:43:48Z,4004713547,213,3.0,4004713539,56,Back,4004713545,212,20.5,4004713543,141,49.0,4004713541,140,15.9,4004999289,178,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484129,196,1,1,19,27,dxq76zcvnokq07cszdx0i6kve,0,22.8,40.4,2023-01-30T20:06:17.669Z,2023-01-31T03:43:54Z,4004999327,178,,4004713685,56,Center,4004713683,155,,4004713687,140,65.4,4004713689,141,52.4,4004713693,213,0.2,4004713691,212,45.5,4004713695,1,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484131,158,1,1,19,30,ap6blbxhq9elm62vw6tutzlwg,1,32,42.7,2023-01-30T20:06:20.786Z,2023-01-31T03:44:03Z,4004713705,212,13.4,4004999359,178,,4004713701,140,44.4,4004713703,141,47.2,4004713697,3,,4004713699,56,Back,4004713707,213,0.2,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484135,159,49,1,19,32,ap6blbxhq9elm62vw6tutzlwg,1,44.1,46.7,2023-01-30T20:06:22.830Z,2023-01-31T03:44:36Z,,,,,,,,,,,,,,,,,,,,,,,,,8kdamc6zz4bskby51c59uuntg,I. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484161,160,61,1,19,35,ap6blbxhq9elm62vw6tutzlwg,0,36.2,32.1,2023-01-30T20:06:26.375Z,2023-01-31T03:46:41Z,4004999965,389,,4004713851,56,Back,,,,,,,,,,,,,,,,,,,8kdamc6zz4bskby51c59uuntg,I. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484169,197,49,1,19,36,dxq76zcvnokq07cszdx0i6kve,1,59.3,65.6,2023-01-30T20:06:26.757Z,2023-01-31T03:46:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502535851,1077,67,1,19,36,dxq76zcvnokq07cszdx0i6kve,1,59.6,65.9,2023-01-30T20:06:26.772Z,2023-01-31T05:10:03Z,4005013965,233,923,,,,,,,,,,,,,,,,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502535849,923,67,1,19,36,ap6blbxhq9elm62vw6tutzlwg,0,40.4,34.1,2023-01-30T20:06:26.773Z,2023-01-31T04:30:35Z,4005013969,233,1077,,,,,,,,,,,,,,,,,,,,,,8kdamc6zz4bskby51c59uuntg,I. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484173,198,61,1,19,36,dxq76zcvnokq07cszdx0i6kve,1,59.3,65.4,2023-01-30T20:06:27.392Z,2023-01-31T03:46:59Z,4004713895,56,Center,4005000027,178,,,,,,,,,,,,,,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484205,199,1,1,19,41,dxq76zcvnokq07cszdx0i6kve,1,62.5,66.6,2023-01-30T20:06:31.787Z,2023-01-31T03:47:09Z,4005000085,178,,4004714067,56,Center,4004714073,212,7.4,4004714071,141,77.4,4004714069,140,62.1,4004714075,213,1.6,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484249,200,1,1,19,42,dxq76zcvnokq07cszdx0i6kve,1,62.5,77.7,2023-01-30T20:06:33.404Z,2023-01-31T03:47:15Z,4004714307,212,17.9,4004714309,213,0.7,4005000115,178,,4004714305,141,95.0,4004714301,56,Left,4004714303,140,75.4,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502522479,873,3,1,19,48,dxq76zcvnokq07cszdx0i6kve,0,90.4,84.1,2023-01-30T20:06:38.823Z,2023-01-31T03:47:27Z,4004912367,467,2q0bx5wsc6b68vpps79hosnah,4004912363,286,,4004912361,56,Left,4005000183,178,,4004912365,465,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484251,201,1,1,19,50,dxq76zcvnokq07cszdx0i6kve,0,88.5,86,2023-01-30T20:06:40.876Z,2023-01-31T03:47:32Z,4005000203,178,,4004912561,223,,4004714325,213,4.3,4004714323,212,0.9,4004714399,233,162,4004714319,140,88.2,4004714315,155,,4004714403,286,,c33x61zuxixolkkalsigc3q0a,D. Udogie,4004714313,2,4004912563,20,4004714321,141,4004714397,236,,,,84.8,4004714317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,
2502484263,162,12,1,19,50,ap6blbxhq9elm62vw6tutzlwg,1,10.3,19.8,2023-01-30T20:06:40.896Z,2023-01-31T03:47:39Z,4004714405,233,201,4004714395,56,Back,4005000237,178,,4004714393,185,,,,,,,,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484257,161,43,1,19,51,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-01-30T20:06:41.809Z,2023-01-30T20:06:49Z,4004714361,56,Back,4004714629,144,10,4004714357,94,0,,,,,,,,,,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484273,163,49,1,19,53,ap6blbxhq9elm62vw6tutzlwg,1,21.8,56.9,2023-01-30T20:06:43.923Z,2023-01-31T03:47:56Z,,,,,,,,,,,,,,,,,,,,,,,,,6mybntbgl188coqd2dl6ulhm2,J. Braaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484283,164,1,1,19,54,ap6blbxhq9elm62vw6tutzlwg,1,24.4,58.2,2023-01-30T20:06:45.016Z,2023-01-31T03:48:00Z,4004714501,56,Back,4004714503,140,32.7,4004714505,141,57.0,4004714509,213,6.2,4004714507,212,8.8,4005000337,178,,,,,,,,6mybntbgl188coqd2dl6ulhm2,J. Braaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484311,165,1,1,19,55,ap6blbxhq9elm62vw6tutzlwg,1,32.7,57,2023-01-30T20:06:45.812Z,2023-01-31T03:48:05Z,4004714647,141,92.1,4004714649,212,24.0,4004714651,213,1.7,4004714645,140,30.3,4005000369,178,,4004714643,56,Back,,,,,,,dp1y9x5r6z1q120hj3sgyhxat,M. Đurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484341,166,1,1,19,59,ap6blbxhq9elm62vw6tutzlwg,0,32.9,97.3,2023-01-30T20:06:50.050Z,2023-01-31T03:48:09Z,4004714847,1,,4005000383,178,,4004714843,212,45.6,4004714841,141,86.8,4004714845,213,6.1,4004714837,56,Left,4004714839,140,75.8,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484345,202,49,1,20,3,dxq76zcvnokq07cszdx0i6kve,1,25,10.8,2023-01-30T20:06:53.951Z,2023-01-31T03:48:19Z,,,,,,,,,,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484361,203,1,1,20,3,dxq76zcvnokq07cszdx0i6kve,1,22.3,11.5,2023-01-30T20:06:53.965Z,2023-01-31T03:48:23Z,4004714931,140,4.3,4004714933,141,35.0,4004714929,56,Back,4004714935,212,24.8,4005000429,178,,4004714937,213,2.4,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484381,204,1,1,20,5,dxq76zcvnokq07cszdx0i6kve,1,4.3,35,2023-01-30T20:06:56.318Z,2023-01-31T03:48:26Z,4004715065,213,0.9,4004715061,141,57.8,4004715063,212,20.3,4004715057,56,Back,4004715059,140,16.8,4005000437,178,,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484413,205,1,1,20,8,dxq76zcvnokq07cszdx0i6kve,1,21.8,60.1,2023-01-30T20:06:59.317Z,2023-01-31T03:48:30Z,4004715209,141,76.5,4004715207,140,31.5,4004715213,213,0.8,4004715211,212,15.1,4005000455,178,,4004715205,56,Back,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484435,206,1,1,20,14,dxq76zcvnokq07cszdx0i6kve,1,37.5,78.2,2023-01-30T20:07:05.069Z,2023-01-31T03:48:34Z,4004715303,140,37.8,4004715301,56,Back,4004715305,141,69.8,4005000479,178,,4004715309,213,4.8,4004715307,212,5.7,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484455,207,1,1,20,17,dxq76zcvnokq07cszdx0i6kve,1,34.1,65.2,2023-01-30T20:07:07.711Z,2023-01-31T03:48:41Z,4005000501,178,,4004715445,56,Back,4004715449,141,26.9,4004715447,140,23.2,4004715453,213,4.3,4004715451,212,28.4,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484489,208,1,1,20,20,dxq76zcvnokq07cszdx0i6kve,1,22.7,26.9,2023-01-30T20:07:11.020Z,2023-01-31T03:48:45Z,4004715645,212,26.7,4004715641,140,22.1,4004715643,141,66.1,4004715647,213,1.6,4004715639,56,Back,4005000517,178,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484517,209,1,1,20,25,dxq76zcvnokq07cszdx0i6kve,1,28.3,59.4,2023-01-30T20:07:16.075Z,2023-01-31T03:48:51Z,4005000549,178,,4004715777,141,55.7,4004715783,212,26.7,4004715785,213,6.2,4004715769,56,Center,4004715773,140,53.6,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484535,210,1,1,20,29,dxq76zcvnokq07cszdx0i6kve,1,55.8,30.6,2023-01-30T20:07:20.033Z,2023-01-31T03:48:55Z,4004715863,1,,4004715861,213,6.0,4004715853,56,Right,4004715855,140,91.7,4005000575,178,,4004715859,212,39.3,4004715857,141,14.0,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484553,211,1,1,20,32,dxq76zcvnokq07cszdx0i6kve,1,92.1,14,2023-01-30T20:07:23.155Z,2023-01-31T03:48:58Z,4004913051,224,,4004913053,20,,4004715963,2,,4005000585,178,,4004715971,141,47.1,4004715973,212,22.8,4004715967,56,Center,4004715975,213,1.7,dfckk0xst90yjlep74tvups5x,K. Ehizibue,4004715969,140,,,,,,,,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502484583,212,1,1,20,35,dxq76zcvnokq07cszdx0i6kve,1,87.9,45,2023-01-30T20:07:26.434Z,2023-01-31T03:49:29Z,4004716145,141,42.7,4004716143,140,85.9,4004717757,154,,4004717755,210,16,4004716147,212,2.6,4005000653,178,,4004716141,56,Center,4004717759,22,,6z3a27dxffwacyxof0imvcfvu,Beto,4004716149,213,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2502484585,213,16,1,20,37,dxq76zcvnokq07cszdx0i6kve,1,86.2,41.5,2023-01-30T20:07:28.070Z,2023-01-31T03:49:30Z,4005000725,178,,4004716289,374,2023-01-30 20:07:26.907,4004913197,395,96.3,4004717761,76,,4004717771,102,54.3,4004716159,22,,4004717777,230,96.5,4004717763,29,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,4004717765,154,4004717775,328,4004717767,55,4004717773,103,0.6,,,212,4004716163,56,Center,4004717779,231,48.2,4004716161,17,4004716293,375,,4004913199,396,50,4004716285,72,,,,,,,,,,,20:36.337,
2502485013,167,1,1,21,45,ap6blbxhq9elm62vw6tutzlwg,1,50.2,50,2023-01-30T20:08:35.998Z,2023-01-31T03:49:44Z,4004718271,141,47.0,4004718273,212,19.9,4004718267,56,Back,4004718269,140,31.3,4004718275,213,3.2,4005000793,178,,4004718277,279,G,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485025,168,1,1,21,51,ap6blbxhq9elm62vw6tutzlwg,0,35.6,43.3,2023-01-30T20:08:42.045Z,2023-01-31T03:49:48Z,4005000815,178,,4004718345,141,50.4,4004718343,140,72.9,4004718341,56,Center,4004718339,155,,4004718351,1,,4004718347,212,39.5,4004718349,213,0.1,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485039,214,1,1,21,53,dxq76zcvnokq07cszdx0i6kve,1,30.5,49.6,2023-01-30T20:08:43.817Z,2023-01-31T03:49:52Z,4004718457,141,32.3,4005000843,178,,4004718459,212,22.0,4004718461,213,5.7,4004718463,1,,4004718455,140,48.2,4004718453,56,Back,4004718451,157,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485047,215,49,1,21,55,dxq76zcvnokq07cszdx0i6kve,1,48.2,34.4,2023-01-30T20:08:46.038Z,2023-01-31T03:50:00Z,,,,,,,,,,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485053,216,61,1,21,57,dxq76zcvnokq07cszdx0i6kve,0,48.1,41,2023-01-30T20:08:48.049Z,2023-01-31T03:50:19Z,4004718533,56,Back,4005000889,178,,,,,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485065,169,49,1,21,59,ap6blbxhq9elm62vw6tutzlwg,1,43.1,54.2,2023-01-30T20:08:49.876Z,2023-01-31T03:50:26Z,,,,,,,,,,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485087,170,1,1,22,2,ap6blbxhq9elm62vw6tutzlwg,1,39.4,71.1,2023-01-30T20:08:52.691Z,2023-01-31T03:50:38Z,4004718735,141,93.3,4004718733,140,34.1,4005001027,178,,4004718731,56,Back,4004718737,212,16.1,4004718739,213,1.9,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485125,171,1,1,22,3,ap6blbxhq9elm62vw6tutzlwg,1,34.1,93.6,2023-01-30T20:08:54.428Z,2023-01-31T03:50:42Z,4004718925,141,84.8,4005001039,178,,4004718921,56,Back,4004718923,140,27.3,4004718927,212,9.3,4004718929,213,3.8,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485163,172,1,1,22,10,ap6blbxhq9elm62vw6tutzlwg,1,32.1,66.3,2023-01-30T20:09:01.495Z,2023-01-31T03:50:45Z,4004719149,141,16.8,4004719147,140,33.9,4004719155,1,,4004719153,213,4.8,4004719151,212,33.7,4005001045,178,,4004719145,56,Back,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485181,173,1,1,22,16,ap6blbxhq9elm62vw6tutzlwg,1,40.2,16.1,2023-01-30T20:09:07.305Z,2023-01-31T03:50:48Z,4004719231,212,19.4,4004719233,213,1.9,4005001061,178,,4004719225,56,Back,4004719227,140,33.7,4004719229,141,42.8,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485229,174,1,1,22,19,ap6blbxhq9elm62vw6tutzlwg,1,32.7,46.7,2023-01-30T20:09:09.582Z,2023-01-31T03:50:51Z,4004719477,56,Back,4004719479,140,36.4,4005001073,178,,4004719483,212,21.2,4004719481,141,77.3,4004719485,213,1.4,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485235,175,1,1,22,24,ap6blbxhq9elm62vw6tutzlwg,1,38.5,73.6,2023-01-30T20:09:14.585Z,2023-01-31T03:50:54Z,4004719517,213,1.0,4004719515,212,19.4,4004719509,56,Back,4004719513,141,97.5,4004719511,140,48.6,4005001101,178,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485249,176,1,1,22,26,ap6blbxhq9elm62vw6tutzlwg,0,52,99,2023-01-30T20:09:16.673Z,2023-01-31T03:50:58Z,4004719577,213,6.2,4005001109,178,,4004719569,56,Left,4004719575,212,26.5,4004719571,140,77.2,4004719573,141,95.9,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485257,217,12,1,22,29,dxq76zcvnokq07cszdx0i6kve,1,21.7,3.5,2023-01-30T20:09:20.124Z,2023-01-31T03:51:00Z,4004719629,167,,4004719619,141,0.0,4005001125,178,,4004719617,140,27.8,4004719615,56,Back,4004719623,213,5.8,4004719621,212,7.1,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485325,177,5,1,22,30,ap6blbxhq9elm62vw6tutzlwg,1,71.4,101,2023-01-30T20:09:20.734Z,2023-01-31T03:51:03Z,4004720003,233,218,4004719971,56,Left,4004719973,347,,,,,,,,,,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485261,218,5,1,22,30,dxq76zcvnokq07cszdx0i6kve,0,28.6,-1,2023-01-30T20:09:20.734Z,2023-01-31T03:51:04Z,4004720007,233,177,4004719627,347,,4004719625,56,Back,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485419,178,1,1,22,51,ap6blbxhq9elm62vw6tutzlwg,0,78.2,100,2023-01-30T20:09:41.871Z,2023-01-31T03:51:28Z,4004720469,213,5.2,4004720467,212,21.9,4004720471,1,,4004720459,107,,4004720893,189,,4004720463,140,87.2,4004720461,56,Center,4004720465,141,72.1,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485427,219,1,1,22,52,dxq76zcvnokq07cszdx0i6kve,1,14,28.8,2023-01-30T20:09:43.004Z,2023-01-31T03:52:05Z,4004720517,213,6.0,4005001355,388,,4004720511,140,26.9,4004720513,141,22.3,4004720507,3,,4004720509,56,Back,4004720515,212,14.2,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485431,220,49,1,22,53,dxq76zcvnokq07cszdx0i6kve,1,26.9,22.3,2023-01-30T20:09:44.209Z,2023-01-31T03:52:09Z,,,,,,,,,,,,,,,,,,,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485441,221,1,1,22,53,dxq76zcvnokq07cszdx0i6kve,1,26.9,22.3,2023-01-30T20:09:44.249Z,2023-01-31T03:52:14Z,4004720577,213,0.4,4004720569,56,Back,4004720575,212,15.7,4004720573,141,32.1,4004720571,140,40.4,4005001381,178,,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485449,222,1,1,22,57,dxq76zcvnokq07cszdx0i6kve,0,37.5,32.6,2023-01-30T20:09:47.734Z,2023-01-31T03:52:18Z,4004720593,141,33.6,4004720591,140,48.7,4005001393,178,,4004720595,212,11.8,4004720589,56,Back,4004720597,213,0.1,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485453,179,49,1,22,57,ap6blbxhq9elm62vw6tutzlwg,1,49,64.2,2023-01-30T20:09:48.354Z,2023-01-31T03:52:23Z,,,,,,,,,,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485477,180,61,1,23,0,ap6blbxhq9elm62vw6tutzlwg,1,47.2,69.3,2023-01-30T20:09:51.327Z,2023-01-31T03:52:30Z,4004720733,56,Back,4005001431,178,,,,,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485495,181,4,1,23,3,ap6blbxhq9elm62vw6tutzlwg,1,56.2,67.6,2023-01-30T20:09:54.080Z,2023-01-31T03:53:01Z,4004913727,295,,4004720881,233,223,4004720829,286,,4004720821,13,,4004720823,56,Center,4004720825,152,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485505,223,4,1,23,3,dxq76zcvnokq07cszdx0i6kve,0,43.8,32.4,2023-01-30T20:09:54.081Z,2023-01-31T03:53:01Z,4004720879,285,,4004913725,295,,4004720885,233,181,4005001515,178,,4004720871,56,Back,4004720869,13,,4004720875,152,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502485591,182,1,1,23,16,ap6blbxhq9elm62vw6tutzlwg,1,57.9,66.6,2023-01-30T20:10:07.202Z,2023-01-31T03:53:09Z,4004721317,140,46.5,4004721319,141,30.9,4005001559,178,,4004721323,213,4.3,4004721321,212,27.1,4004721315,56,Back,4004721311,5,,4004721313,152,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
