id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2534682441,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-04-16T15:12:55.436Z,2023-04-16T15:57:33Z,4195835637,59,"36, 42, 17, 6, 3, 15, 44, 25, 9, 14, 32, 1, 5, 7, 10, 11, 19, 20, 22, 23, 24, 30, 43",4195835635,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4195835647,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195835639,130,12,4195835641,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195835643,194,8yv9xuzriaecvvssfm8dlmz85,4196058881,197,16867,4195835633,30,"3o573dblmfc1o3wkkt2nva8k5, 342zbrh4dy6y3ohsew14b2ulm, 555z9bynvux7oruirg67r8i51, 8yv9xuzriaecvvssfm8dlmz85, d196vatyvq6ycn1q7d477d2i1, cv46mxj5i98p4hgtbomxlxs7o, 418gw0hpjoy8dt0ywaxjgm5pm, 2nddcty9qris2mmeldon0ogd1, 3ua8gs8tzx1dkdi9z88kjk9nt, 35r56n0i4sbdh7n5arbt7db6d, apdtqouzo9b02ozdxk8mx4zbp, 6ofu6yc2qwp5ii9cerdq1tk9h, ahz2npxe4geixkaz25f2pc82d, c6nl81c1q4unq5js94s6s942x, f482w50k80zbyb2ykh84yijf9, pconfrmsdy9aikioqz9s9lg5, 3nnjep6bxxb6xwhanvqvjt39x, bjob8tftnxojnytcj7juo0ga2, 7glxasv2ed6ey82dknto1y66t, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, erwh25hbq259kqdirfufnbcb8, 9p621hq50jdkujzy4309sagkq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534688589,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-04-16T15:19:40.149Z,2023-04-16T15:59:54Z,4196067519,197,590,4195866921,130,4,4195866929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195866925,194,1r5gn4osgwz2b2b4sefncbhed,4195866915,30,"1r5gn4osgwz2b2b4sefncbhed, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, ef4thhub6bsd2gtmltknkz8b9, e5fnoxb8f2hycjx4gnmce2wvd, cxxxfvmrslyjyi9wz9m8kwne2, 4qejyummzkrfllds8ord642qx, bqer8ajqm2vibthgumtuycbu1, 153ljvbov0n176vm9fdaizoix, 3sehm4zmy7141wm4ecfqqoxd5, 27xj7me8icr5ptta7kwx0kfs9, 37kr5th62ugmy4j55i3n45k2d, 74o97lnqpku6m9svks66qbend, 14xoy6tg51xbydm69d5ybyfis, 9rzl0j9m9i30a62o1yofzvaad, 9k1ytj3z42ggp14vkn39hiymt, 4xnll2f9tb69wrezm04ayg76y, 61c395xuimpxo2439p8mt3y6t, 42m78ny1ggvmzmjtka7exyzqi, 6k790p49tjwkhlwf9afll9jo5, 9tah9hvep4bqppokmuw720qvo, cc04mat3snly9oe4bt7xaeooa, bpt2fdnjjpb6a5ehdepyedxt6, f2p5457ilcfrtzhe343whhkut",4195866919,59,"47, 22, 6, 27, 28, 44, 16, 7, 9, 20, 45, 3, 8, 11, 13, 14, 15, 19, 21, 25, 35, 42, 64, 92",4195866923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195866917,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729237,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-04-16T16:01:05.127Z,2023-04-16T23:49:23Z,4196072131,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729211,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-04-16T16:01:05.127Z,2023-04-16T16:01:05Z,4196072017,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729291,3,1,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,50.1,49.9,2023-04-16T16:01:05.174Z,2023-04-17T01:02:36Z,4196072441,213,3.2,4196072431,141,49.0,4196072437,212,14.1,4196072419,56,Back,4196072443,279,S,4196072425,140,36.7,4197606991,178,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729313,4,1,1,0,1,bqbbqm98ud8obe45ds9ohgyrd,1,37.1,47.5,2023-04-16T16:01:06.768Z,2023-04-17T01:02:47Z,4196072553,56,Back,4196072561,213,4.2,4197607473,178,,4196072559,212,16.9,4196072555,140,29.7,4196072557,141,25.4,,,,,,,apdtqouzo9b02ozdxk8mx4zbp,L. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729359,5,1,1,0,7,bqbbqm98ud8obe45ds9ohgyrd,1,38.8,31.1,2023-04-16T16:01:12.260Z,2023-04-17T01:02:53Z,4196072819,212,29.4,4196072815,140,32.5,4196072817,141,73.2,4196072813,56,Back,4197607589,178,,4196072821,213,1.8,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729385,6,1,1,0,10,bqbbqm98ud8obe45ds9ohgyrd,1,32.7,72.5,2023-04-16T16:01:15.468Z,2023-04-17T01:02:57Z,4196072937,140,41.6,4196072935,56,Back,4196072939,141,62.3,4196072941,212,11.6,4197607665,178,,4196072943,213,5.6,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729445,7,1,1,0,11,bqbbqm98ud8obe45ds9ohgyrd,1,41.6,62.3,2023-04-16T16:01:16.385Z,2023-04-17T01:03:02Z,4196073239,140,28.8,4196073237,56,Back,4196073245,213,3.2,4196073241,141,62.1,4197607809,178,,4196073243,212,13.4,,,,,,,apdtqouzo9b02ozdxk8mx4zbp,L. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729509,8,1,1,0,16,bqbbqm98ud8obe45ds9ohgyrd,1,32.1,58.1,2023-04-16T16:01:22.020Z,2023-04-17T01:03:07Z,4196073635,213,1.4,4197607887,178,,4196073631,141,82.5,4196073633,212,16.8,4196073629,140,34.5,4196073627,56,Back,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729529,9,1,1,0,20,bqbbqm98ud8obe45ds9ohgyrd,1,38,70.8,2023-04-16T16:01:25.642Z,2023-04-17T01:03:17Z,4197608045,178,,4196073725,1,,4196073721,212,42.1,4196073719,141,94.4,4196073715,56,Left,4196073717,140,75.1,4196073723,213,0.4,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729535,10,61,1,0,21,bqbbqm98ud8obe45ds9ohgyrd,0,75.1,94.4,2023-04-16T16:01:26.879Z,2023-04-17T01:03:31Z,4197608381,178,,4196073755,56,Left,,,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729585,3,49,1,0,22,6tuibxq39fdryu8ou06wcm0q3,1,35,4.9,2023-04-16T16:01:27.914Z,2023-04-17T01:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729641,4,1,1,0,24,6tuibxq39fdryu8ou06wcm0q3,1,41,5.6,2023-04-16T16:01:29.414Z,2023-04-17T01:03:43Z,4196074293,140,58.0,4197608699,178,,4196074291,56,Right,4196074297,212,18.0,4196074299,213,0.1,4196074295,141,9.1,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729645,5,1,1,0,25,6tuibxq39fdryu8ou06wcm0q3,1,54.1,9.5,2023-04-16T16:01:30.563Z,2023-04-17T01:04:02Z,4196074313,140,50.3,4197609045,178,,4196074373,156,,4196074317,212,4.0,4196074319,213,3.2,4196074315,141,9.3,4196074311,56,Right,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
