id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2534886869,782,3,1,0,26,6tuibxq39fdryu8ou06wcm0q3,0,55.6,13.6,2023-04-16T16:01:32.049Z,2023-04-17T01:04:12Z,4196932735,464,,4196932737,467,apdtqouzo9b02ozdxk8mx4zbp,4196932733,286,,4196932731,56,Right,4197609383,178,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729679,6,4,1,0,27,6tuibxq39fdryu8ou06wcm0q3,1,54.4,13.8,2023-04-16T16:01:32.478Z,2023-04-17T01:04:21Z,4196074495,265,,4196074489,13,,4196074497,286,,4196074491,56,Right,4196074533,233,11,4196074493,152,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729649,11,4,1,0,27,bqbbqm98ud8obe45ds9ohgyrd,0,45.6,86.2,2023-04-16T16:01:32.479Z,2023-04-17T01:04:20Z,4196074333,13,,4196074343,265,,4197609575,178,,4196074593,233,6,4196074341,152,,4196074345,285,,4196074337,56,Back,,,,apdtqouzo9b02ozdxk8mx4zbp,L. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729879,7,1,1,0,45,6tuibxq39fdryu8ou06wcm0q3,1,55.7,20.7,2023-04-16T16:01:50.734Z,2023-04-17T01:04:55Z,4196075603,140,45.4,4196075629,189,,4196075599,152,,4196075601,56,Back,4196075597,5,,4196075607,212,19.0,4197609881,178,,4196075609,213,2.2,4qejyummzkrfllds8ord642qx,D. Frattesi,4196075605,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729909,8,1,1,0,45,6tuibxq39fdryu8ou06wcm0q3,1,47.4,51.1,2023-04-16T16:01:50.741Z,2023-04-17T01:04:51Z,4197610301,178,,4196325755,189,,4196075769,212,31.7,4196075765,140,57.6,4196075767,141,95.0,4196075771,213,1.2,4196075763,56,Left,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729949,9,1,1,0,49,6tuibxq39fdryu8ou06wcm0q3,1,57.6,95,2023-04-16T16:01:54.620Z,2023-04-17T01:05:11Z,4197610721,178,,4196075981,141,95.1,4196075985,213,0.0,4196075979,140,64.6,4196075983,212,7.4,4196075977,56,Left,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534729993,10,1,1,0,51,6tuibxq39fdryu8ou06wcm0q3,1,58.5,90.8,2023-04-16T16:01:56.851Z,2023-04-17T01:05:34Z,4196076167,141,62.9,4196076169,212,27.2,4196076165,140,40.0,4197611361,178,,4196076171,213,3.9,4196076163,56,Back,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730011,11,1,1,0,54,6tuibxq39fdryu8ou06wcm0q3,1,43,64.1,2023-04-16T16:01:59.650Z,2023-04-17T01:05:43Z,4196076277,213,4.7,4196076259,56,Back,4196076263,140,41.9,4197611535,178,,4196076269,141,33.2,4196076273,212,21.0,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730049,12,1,1,0,57,6tuibxq39fdryu8ou06wcm0q3,1,40.9,26.6,2023-04-16T16:02:02.849Z,2023-04-17T01:05:51Z,4196076463,140,63.5,4197611809,178,,4196076461,56,Right,4196076467,212,27.1,4196076469,213,5.8,4196076465,141,7.3,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730061,13,1,1,0,59,6tuibxq39fdryu8ou06wcm0q3,1,63.5,7.3,2023-04-16T16:02:05.093Z,2023-04-17T01:05:59Z,4196076547,213,1.7,4196076539,56,Center,4197611949,178,,4196076545,212,12.0,4196076543,141,24.7,4196076541,140,61.5,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730075,14,1,1,1,0,6tuibxq39fdryu8ou06wcm0q3,1,61.5,24.7,2023-04-16T16:02:05.978Z,2023-04-17T01:06:04Z,4197612083,178,,4196076633,56,Center,4196076641,213,6.0,4196076637,141,21.7,4196076639,212,7.9,4196076635,140,68.8,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730105,15,1,1,1,2,6tuibxq39fdryu8ou06wcm0q3,1,68.8,21.7,2023-04-16T16:02:07.374Z,2023-04-17T01:06:12Z,4196076795,140,68.9,4197612299,178,,4196076799,212,8.0,4196076797,141,33.5,4196076801,213,1.6,4196076793,56,Center,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730113,16,1,1,1,3,6tuibxq39fdryu8ou06wcm0q3,0,67,36.9,2023-04-16T16:02:08.516Z,2023-04-17T01:06:20Z,4196076833,56,Center,4196076875,236,,4196076837,141,38.8,4196076835,140,67.0,4196076839,212,1.3,4196076877,233,12,4196076841,213,1.6,4196076881,286,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,4197612475,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730119,12,74,1,1,3,bqbbqm98ud8obe45ds9ohgyrd,1,33.3,58.1,2023-04-16T16:02:08.669Z,2023-04-17T01:06:27Z,4197612679,178,,4196076869,285,,4196076867,56,Back,4196076895,233,16,,,,,,,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730129,13,61,1,1,3,bqbbqm98ud8obe45ds9ohgyrd,1,33.3,66.5,2023-04-16T16:02:09.112Z,2023-04-17T01:06:43Z,4196076945,56,Back,4197613089,178,,,,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535025873,861,67,1,1,4,6tuibxq39fdryu8ou06wcm0q3,1,76.5,41.9,2023-04-16T16:02:09.947Z,2023-04-17T02:10:58Z,4197691869,233,1053,,,,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535025871,1053,67,1,1,4,bqbbqm98ud8obe45ds9ohgyrd,0,23.5,58.1,2023-04-16T16:02:09.948Z,2023-04-17T01:51:15Z,4197691901,233,861,,,,,,,,,,,,,,,,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730135,17,1,1,1,4,6tuibxq39fdryu8ou06wcm0q3,1,75.5,42.3,2023-04-16T16:02:10.019Z,2023-04-17T02:10:59Z,4196076977,212,10.5,4197613287,178,,4196076979,213,2.3,4196076975,141,54.2,4196076971,56,Center,4196956423,156,,4196076973,140,69.1,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730153,18,1,1,1,6,6tuibxq39fdryu8ou06wcm0q3,1,69.4,56.3,2023-04-16T16:02:11.159Z,2023-04-17T01:06:59Z,4196077101,56,Center,4197613509,178,,4196077105,141,72.2,4196077109,213,1.0,4196077107,212,13.1,4196077103,140,76.4,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730201,19,1,1,1,8,6tuibxq39fdryu8ou06wcm0q3,1,76.4,72.8,2023-04-16T16:02:13.823Z,2023-04-17T01:07:11Z,4196077381,141,86.1,4196077385,213,0.7,4196077379,140,86.5,4196077383,212,13.9,4196077377,56,Left,4197613809,178,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730215,20,1,1,1,10,6tuibxq39fdryu8ou06wcm0q3,0,86.5,86.1,2023-04-16T16:02:16.122Z,2023-04-17T01:07:52Z,4196077439,2,,4196978269,72,,4196978265,225,,4196978267,386,,4196077449,56,Left,4197615247,178,,4196077519,233,14,4196077523,286,,4vis4wltntxil2m9z16mi6j8p,Rogério,4196077453,141,80.9,4196077517,236,4196077457,213,4.9,4196077455,212,3.6,4196077451,140,87.3,,,,,,,,,,,,,,,,,,,,,
2534730179,14,12,1,1,11,bqbbqm98ud8obe45ds9ohgyrd,1,8.1,18.5,2023-04-16T16:02:16.334Z,2023-04-17T01:08:01Z,4197615583,178,,4196077253,185,,4196077571,233,20,4196077257,56,Back,,,,,,,,,,,,,342zbrh4dy6y3ohsew14b2ulm,T. Barbieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730209,15,5,1,1,14,bqbbqm98ud8obe45ds9ohgyrd,0,25.8,-1.1,2023-04-16T16:02:19.192Z,2023-04-17T01:08:11Z,4196077421,56,Back,4196077423,347,,4196077955,233,21,,,,,,,,,,,,,,,,342zbrh4dy6y3ohsew14b2ulm,T. Barbieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730303,21,5,1,1,14,6tuibxq39fdryu8ou06wcm0q3,1,74.2,101.1,2023-04-16T16:02:19.192Z,2023-04-17T01:08:11Z,4196077909,347,,4196077907,56,Left,4196077919,233,15,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730337,22,1,1,1,19,6tuibxq39fdryu8ou06wcm0q3,1,76.4,100,2023-04-16T16:02:24.950Z,2023-04-17T01:08:21Z,4196078101,107,,4196332613,189,,4196078111,213,5.2,4196078105,140,78.2,4196078109,212,4.3,4196078107,141,95.0,4196078103,56,Left,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730343,23,1,1,1,21,6tuibxq39fdryu8ou06wcm0q3,1,79.6,88.2,2023-04-16T16:02:26.322Z,2023-04-17T01:08:28Z,4196078143,56,Left,4196078153,213,2.1,4197616421,178,,4196078151,212,6.2,4196332539,189,,4196078145,140,76.8,4196078147,141,96.2,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534777517,384,1,1,1,25,6tuibxq39fdryu8ou06wcm0q3,1,74.7,90.8,2023-04-16T16:02:30.518Z,2023-04-17T01:08:42Z,4196333629,213,1.0,4196333625,141,96.3,4196333627,212,4.5,4196333621,56,Left,4197616981,178,,4196333623,140,77.0,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730351,24,1,1,1,27,6tuibxq39fdryu8ou06wcm0q3,0,77.9,96,2023-04-16T16:02:32.732Z,2023-04-17T01:08:51Z,4196078199,212,2.2,4197617259,178,,4196078195,140,78.8,4196078189,2,,4196078197,141,93.1,4196099405,286,,4196078201,213,5.2,4196078191,155,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,4196986021,223,,4196099401,233,4196986023,20,,4196078193,56,Left,4196099399,236,,16,,,,,,,,,,,,,,,,,,,,
2534730377,16,12,1,1,27,bqbbqm98ud8obe45ds9ohgyrd,1,21.4,6,2023-04-16T16:02:32.739Z,2023-04-17T01:08:58Z,4197617479,178,,4196099549,233,24,4196099337,185,,4196078327,56,Back,,,,,,,,,,,,,apdtqouzo9b02ozdxk8mx4zbp,L. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730389,17,49,1,1,28,bqbbqm98ud8obe45ds9ohgyrd,1,40.4,31.2,2023-04-16T16:02:33.536Z,2023-04-17T01:09:09Z,,,,,,,,,,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730491,18,1,1,1,31,bqbbqm98ud8obe45ds9ohgyrd,1,39.7,34.6,2023-04-16T16:02:36.532Z,2023-04-17T01:09:15Z,4196078893,196,,4196078903,213,0.8,4196078901,212,55.7,4196078891,155,,4197618081,178,,4196078897,140,75.5,4196078895,56,Left,4196078905,1,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,4196078899,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730647,20,61,1,1,36,bqbbqm98ud8obe45ds9ohgyrd,0,73.3,94.8,2023-04-16T16:02:42.097Z,2023-04-17T01:09:26Z,4197618441,178,,4196079697,56,Left,,,,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730661,21,5,1,1,37,bqbbqm98ud8obe45ds9ohgyrd,0,75,100.6,2023-04-16T16:02:42.670Z,2023-04-17T01:09:41Z,4196080085,233,25,4196079793,347,,4196079791,56,Left,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730699,25,5,1,1,37,6tuibxq39fdryu8ou06wcm0q3,1,25,-0.6,2023-04-16T16:02:42.670Z,2023-04-17T01:09:40Z,4196080011,347,,4196080019,233,21,4196080007,56,Back,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730639,19,43,1,1,40,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-04-16T16:02:45.388Z,2023-04-16T16:02:57Z,4196079661,140,46.6,4196079663,141,89.7,4196079659,56,Back,4196079665,212,26.2,4196079939,144,1,4196079667,213,3.2,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730727,26,1,1,1,48,6tuibxq39fdryu8ou06wcm0q3,1,28.6,0,2023-04-16T16:02:53.664Z,2023-04-17T01:09:47Z,4196080171,213,2.3,4196080163,56,Back,4196080167,141,19.4,4196080169,212,19.2,4196080165,140,16.1,4196080161,107,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730765,27,1,1,1,52,6tuibxq39fdryu8ou06wcm0q3,1,16.1,22.9,2023-04-16T16:02:57.920Z,2023-04-17T01:09:51Z,4196080391,212,31.7,4196080389,141,69.0,4196080385,56,Back,4196080387,140,20.8,4197619125,178,,4196080393,213,1.4,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730797,28,1,1,1,55,6tuibxq39fdryu8ou06wcm0q3,1,22.2,69.3,2023-04-16T16:03:00.780Z,2023-04-17T01:09:57Z,4196080555,213,1.1,4197619301,178,,4196080547,56,Back,4196080551,141,90.8,4196080549,140,28.8,4196080553,212,16.2,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534730843,29,1,1,1,59,6tuibxq39fdryu8ou06wcm0q3,1,29.5,89.9,2023-04-16T16:03:04.738Z,2023-04-17T01:10:01Z,4196080805,213,4.1,4196080801,141,75.5,4197619459,178,,4196080797,56,Back,4196080803,212,12.3,4196080799,140,22.4,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
