id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,assist,qualifier/19/id,qualifier/19/qualifierId
2456326081,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-09-05T15:39:05.461Z,2022-09-05T16:30:04Z,3760680353,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3760680349,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3760680345,59,"13, 30, 65, 5, 34, 33, 32, 14, 9, 7, 8, 1, 3, 4, 6, 10, 11, 17, 18, 20, 21, 22, 25",3760680343,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3760680347,130,23,3760680341,30,"h12c7ocq35slzrop3ltnrsnp, dmza22ad3iars2svmghrwhfit, 8dgh4fzut8khpt32d6dsrljsa, 1fdgli7rrzvlhcs1exckc0r11, 54mmovmx3osoxgbloe9rzmx9l, cnk07o3823zl5gd7qr2bdks7p, d7xfjvw4kun7fx4j9ldr6cb11, 2hbduprkyabq8g1nhe6b4g3bp, c68syh6axbkqmcmvrpumqb8mi, ewwo2c7kw1b1okrngjl4j4dm1, 2l87vg4m0glbbdvnrg4zud51x, 9jx56wcoj1htd69i749wfwkx5, an5eip4p2zmw49hh9eqksigo9, dnk24js88d4ie661mwo7jkq95, 95r0jtkw03vjohzwc8os8ielm, 3sehm4zmy7141wm4ecfqqoxd5, cxjuod6b1ro67656dxwhpqqc5, 4az5n8aekw6ipzu7fagqhkys4, 9cy6lgb0e0cq4a7ht389qaklx, 39504a9fwi439uhqbwc809ene, 6e9fu9o226zn6jzx02jutvi3u, 4494989zl7g13nw17wan5adp1, 1lota2za1imhl3oydwa89u5l",3760744725,197,2195,3760680351,194,cnk07o3823zl5gd7qr2bdks7p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456326469,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-09-05T15:40:41.890Z,2022-09-05T16:32:01Z,3760682539,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3760743255,197,3166,3760682541,59,"33, 87, 30, 17, 23, 2, 18, 10, 9, 29, 25, 1, 3, 5, 6, 11, 14, 20, 28, 35, 39, 71, 98, 99",3760682547,194,3ftcqipzb86lzdztg4j1oz2s5,3760682543,130,12,3760682545,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3760682549,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3760682537,30,"d1e3dsz9lf7g69g2l6zfurpp1, c9shobonlrg7guoyb3iwnwdsl, etryzuxz65dmn5ewmocse66l1, 3ftcqipzb86lzdztg4j1oz2s5, 2mloh2yrhs60s1uwrfycc2i8l, blo3zmhar2mujyp9z7kjnsut, 7pg1pu4ptby6hi0rp29hv4jxl, 7j0c36u6kk97eur4virjoka8l, 19gglji6ai70jiu7iqpkaxbyt, 3mqhkh4iz4kesvmqui3hupgmi, q281ehu1acmc9v96sv9g8bmx, 68jk3onf54kl1mdfz8zuicvkl, b0e6d3zgwzbzysmt9b2ycvf56, 4u281v53ges3kimtgac0tidm2, ezpkmoz1z08da3o3g45m12lzp, 53dvtfms2uxd500y87x5jf2eh, bhu3hiq2ln2cso48ndqe17bvt, drljavudmjvyj9mvyzq7gz2s5, 6lev0lne8w9snmho4a6hjiifp, 91dt2qi4j797auqtkydbdlel0, 488q58xm2ahxuvpeyfpgwfklw, 635lkjxjnrk1ytgjmz5qcr4a2, 3coml6cxqa86px9up8yy3oz1m, 240qnsj5nj6l6s3cc618691at",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456337245,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-09-05T16:30:41.657Z,2022-09-06T00:38:14Z,3760745501,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456337249,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-09-05T16:30:41.657Z,2022-09-05T16:30:42Z,3760745505,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456337255,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,49.6,50.1,2022-09-05T16:30:41.679Z,2022-09-06T00:42:52Z,3760745521,56,Back,3760745531,279,S,3760745527,212,20.8,3760745523,140,31.0,3760745525,141,60.8,3760745529,213,2.8,3761470253,178,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456337285,4,1,1,0,3,49rkyo4do8uwj06geomw0xr4i,0,32.2,58.4,2022-09-05T16:30:44.737Z,2022-09-06T00:42:56Z,3760745673,213,0.5,3760745675,1,,3760745667,140,77.3,3760745669,141,100.0,3760745665,56,Left,3761327761,157,,3760745671,212,55.2,3761470357,178,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456337311,3,5,1,0,6,8le3orkfz6iix3jns6g9ojqjg,1,25.3,-0.8,2022-09-05T16:30:48.046Z,2022-09-06T00:43:01Z,3760745783,56,Back,3760745785,347,,3760745787,233,5,,,,,,,,,,,,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456337287,5,5,1,0,6,49rkyo4do8uwj06geomw0xr4i,0,74.7,100.8,2022-09-05T16:30:48.046Z,2022-09-06T00:43:01Z,3760745793,233,3,3760745679,347,,3760745677,56,Left,,,,,,,,,,,,,,,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456337319,4,1,1,0,11,8le3orkfz6iix3jns6g9ojqjg,1,27.9,0,2022-09-05T16:30:53.331Z,2022-09-06T01:01:38Z,3760745811,140,30.1,3760745807,107,,3760745817,213,1.2,3760745813,141,8.8,3760745809,56,Back,3760745815,212,7.2,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456337321,5,1,1,0,13,8le3orkfz6iix3jns6g9ojqjg,1,30.1,8.8,2022-09-05T16:30:55.133Z,2022-09-06T01:01:41Z,3760745869,212,4.3,3760745865,140,26.8,3760745871,213,3.8,3760745863,56,Back,3761488193,178,,3760745867,141,5.0,,,,,,,1fdgli7rrzvlhcs1exckc0r11,A. Grassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
