id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/18/value
2508731951,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-02-17T18:44:15.522Z,2023-02-17T19:43:19Z,4037772245,194,1r5gn4osgwz2b2b4sefncbhed,4037605499,59,"47, 21, 6, 27, 28, 44, 16, 7, 92, 20, 45, 3, 8, 9, 10, 11, 13, 14, 15, 17, 25, 35, 42, 64",4037605495,30,"1r5gn4osgwz2b2b4sefncbhed, 42m78ny1ggvmzmjtka7exyzqi, 4vis4wltntxil2m9z16mi6j8p, ef4thhub6bsd2gtmltknkz8b9, e5fnoxb8f2hycjx4gnmce2wvd, cxxxfvmrslyjyi9wz9m8kwne2, 4qejyummzkrfllds8ord642qx, bqer8ajqm2vibthgumtuycbu1, f2p5457ilcfrtzhe343whhkut, 3sehm4zmy7141wm4ecfqqoxd5, 27xj7me8icr5ptta7kwx0kfs9, 37kr5th62ugmy4j55i3n45k2d, 74o97lnqpku6m9svks66qbend, 153ljvbov0n176vm9fdaizoix, m030tubgf3zpgf0axzm7z26t, 14xoy6tg51xbydm69d5ybyfis, 9rzl0j9m9i30a62o1yofzvaad, 9k1ytj3z42ggp14vkn39hiymt, 4xnll2f9tb69wrezm04ayg76y, b6ueapn1crd5m3hiig2m8ybxl, 6k790p49tjwkhlwf9afll9jo5, 9tah9hvep4bqppokmuw720qvo, cc04mat3snly9oe4bt7xaeooa, bpt2fdnjjpb6a5ehdepyedxt6",4037742099,197,590,4037605501,130,4,4037605497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037605505,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037605503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508733593,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-02-17T18:48:31.693Z,2023-02-17T19:47:01Z,4037614171,130,4,4037614165,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, 896uaqjrz22q6fqjfzuwf77jd, 9y8fnvazj02vy31ljx3du0d79, 2kfkjjqh7vrfcfbgr4aa85dqt, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, 72im0m7d8rqpsclo4f5crqmsp, 1wynwp4x95o9w5tt4cdog6i1, 9bba1hgnx5mzpkzeazsoikn9x, 4zy4d60v2qmaplm9xbe51y1gp, cv0p6dzx3res3affivdwcpolx, 8n0c5t5wzfkoauryyzy8be0gl, ypfascbq81vkjbe57108cpn9, cen5nxf8sb8binjr7apt9nb2t, copo8qsmvy2fhpi1aev6f46i1, cp13vthbds3tl1wtfelfx2evp, jk8n72zhngmdw2ek47zx7f11, dpcws493fepch23sk26m1a8yd, 7knk2xsg4690hgq9us9us8ull, 9c9g2havtsf29fpt5582y8ne2, 40msbo4o5bwx0oeuz4743w161, 1ct0gujao4wvj1ff3aebqgqnd, bcqutyzafpahp2ni41u2xt4gl, u60zu48a4zqnupyxp2d0mqqd",4037777055,197,545,4037783765,194,5d9i8ubibyiecxecr9jjvxexh,4037614173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037614175,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037614167,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037614169,59,"1, 22, 17, 68, 13, 3, 99, 7, 9, 21, 77, 4, 5, 6, 11, 12, 18, 19, 20, 23, 31, 55, 70, 91, 95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508766253,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-02-17T19:45:14.940Z,2023-02-17T19:45:17Z,4037778357,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508766257,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-02-17T19:45:14.940Z,2023-02-18T00:23:19Z,4037778391,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508766269,3,1,1,0,0,gi0l1habji5hpgar77dl5jqe,1,49.9,49.5,2023-02-17T19:45:15.059Z,2023-02-18T00:38:12Z,4037778459,212,13.0,4037778457,141,43.3,4037778461,213,3.5,4038289599,178,,4037778455,140,38.2,4037778453,56,Back,4037778463,279,S,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508804375,526,1,1,0,1,gi0l1habji5hpgar77dl5jqe,1,36,43.3,2023-02-17T19:45:16.226Z,2023-02-18T00:38:16Z,4038289743,178,,4037981307,141,47.6,4037981305,140,36.2,4037981303,56,Back,4037981311,213,1.5,4037981309,212,2.9,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508766305,4,1,1,0,2,gi0l1habji5hpgar77dl5jqe,0,35.3,46.1,2023-02-17T19:45:17.419Z,2023-02-18T00:38:19Z,4037778659,1,,4037778649,56,Right,4037778651,140,86.2,4038289815,178,,4037778657,213,6.0,4037778653,141,18.9,4037778655,212,56.6,4037778647,155,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508766307,3,44,1,0,6,6tuibxq39fdryu8ou06wcm0q3,1,15.2,83.1,2023-02-17T19:45:20.968Z,2023-02-18T01:26:46Z,4037778745,233,5,4037778665,56,Back,4037778667,285,,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508766309,5,44,1,0,6,gi0l1habji5hpgar77dl5jqe,0,84.8,16.9,2023-02-17T19:45:20.969Z,2023-02-18T00:38:22Z,4037778763,233,3,4037778673,286,,4037778671,56,Right,,,,,,,,,,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508766317,4,1,1,0,6,6tuibxq39fdryu8ou06wcm0q3,0,16.6,85.1,2023-02-17T19:45:21.064Z,2023-02-18T01:26:46Z,4037778729,213,6.2,4037778725,141,83.0,4037778723,140,28.4,4038289919,388,,4037778721,56,Back,4037778719,3,,4037778727,212,12.5,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
