id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/14/value,qualifier/18/value,qualifier/17/value
2451844533,4,44,1,0,13,ej5er0oyngdw138yuumwqbyqt,0,34.1,44.4,2022-08-27T18:45:40.108Z,2022-08-28T02:09:25Z,3736774223,56,Back,3736774225,285,,3736774451,233,7,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844603,8,1,1,0,13,9dntj5dioj5ex52yrgwzxrq9l,0,65.3,54.5,2022-08-27T18:45:40.196Z,2022-08-28T02:46:16Z,3736774589,56,Right,3736774587,3,,3736774593,140,70.5,3736774601,212,23.4,3736774597,141,21.1,3736774605,213,4.9,3738459781,388,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844583,5,49,1,0,15,ej5er0oyngdw138yuumwqbyqt,1,28.2,75.9,2022-08-27T18:45:42.381Z,2022-08-28T02:09:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844689,6,1,1,0,18,ej5er0oyngdw138yuumwqbyqt,1,27.5,84.2,2022-08-27T18:45:45.194Z,2022-08-28T02:09:36Z,3736775089,141,78.3,3736775085,56,Back,3738460225,178,,3736775091,212,21.4,3736775087,140,7.5,3736775093,213,3.3,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844741,7,1,1,0,21,ej5er0oyngdw138yuumwqbyqt,1,7.5,78.2,2022-08-27T18:45:47.797Z,2022-08-28T02:09:38Z,3736775425,141,68.4,3738460331,178,,3736775427,212,7.3,3736775423,140,4.6,3736775421,56,Back,3736775429,213,4.3,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844761,8,12,1,0,23,ej5er0oyngdw138yuumwqbyqt,1,4.6,68.4,2022-08-27T18:45:49.565Z,2022-08-28T02:09:40Z,3736775553,213,1.3,3736775579,167,,3738460425,178,,3736775551,212,23.7,3736775549,141,100.0,3736775547,140,11.6,3736775545,56,Back,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844777,9,5,1,0,24,9dntj5dioj5ex52yrgwzxrq9l,1,87.2,-1.6,2022-08-27T18:45:50.531Z,2022-08-28T02:09:41Z,3736775671,233,9,3736775607,56,Right,3736775609,347,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844769,9,5,1,0,24,ej5er0oyngdw138yuumwqbyqt,0,12.8,101.6,2022-08-27T18:45:50.531Z,2022-08-28T02:09:42Z,3736775565,347,,3736775563,56,Back,3736775691,233,9,,,,,,,,,,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845005,10,1,1,0,35,9dntj5dioj5ex52yrgwzxrq9l,0,86.1,0,2022-08-27T18:46:01.619Z,2022-08-28T02:09:44Z,3736776841,107,,3736776859,1,,3736776847,140,92.4,3736776845,56,Center,3736776857,213,1.3,3736776855,212,29.3,3736776851,141,40.3,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844985,10,49,1,0,37,ej5er0oyngdw138yuumwqbyqt,1,5.8,57,2022-08-27T18:46:03.661Z,2022-08-28T02:09:47Z,,,,,,,,,,,,,,,,,,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845111,11,1,1,0,38,ej5er0oyngdw138yuumwqbyqt,1,4.4,57.8,2022-08-27T18:46:04.526Z,2022-08-28T02:09:50Z,3736777455,1,,3738460751,178,,3736777449,141,90.5,3736777451,212,31.0,3736777453,213,0.8,3736777443,157,,3736777445,56,Back,3736777447,140,25.0,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845123,12,3,1,0,42,ej5er0oyngdw138yuumwqbyqt,0,24.4,82,2022-08-27T18:46:08.793Z,2022-08-28T02:09:55Z,3738460945,178,,3736777519,285,,3736777613,233,11,3737853919,464,,3736777517,56,Back,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845125,11,7,1,0,42,9dntj5dioj5ex52yrgwzxrq9l,0,75.6,18,2022-08-27T18:46:08.989Z,2022-08-28T02:09:57Z,3736777543,56,Right,3736777545,286,,3738461057,178,,3736777587,233,12,3737854129,384,,,,,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845153,13,1,1,0,44,ej5er0oyngdw138yuumwqbyqt,1,30.9,77.9,2022-08-27T18:46:10.494Z,2022-08-28T02:10:00Z,3738461193,178,,3736777747,141,72.9,3736777745,140,36.4,3736777743,56,Back,3736777751,213,5.8,3736777749,212,6.7,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845225,14,1,1,0,46,ej5er0oyngdw138yuumwqbyqt,1,34.9,77,2022-08-27T18:46:12.498Z,2022-08-28T02:10:06Z,3736778177,140,35.8,3736778175,56,Back,3736778183,213,1.5,3736778181,212,14.2,3736778179,141,97.8,3738461421,178,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845253,15,1,1,0,50,ej5er0oyngdw138yuumwqbyqt,1,37.3,97.4,2022-08-27T18:46:17.268Z,2022-08-28T02:10:09Z,3736778345,140,46.1,3736778347,141,87.2,3736778343,56,Back,3736778349,212,11.6,3736778351,213,5.6,3738461541,178,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845259,16,1,1,0,51,ej5er0oyngdw138yuumwqbyqt,0,46.1,87.2,2022-08-27T18:46:18.102Z,2022-08-28T02:10:13Z,3736778377,56,Back,3738461691,178,,3736778379,140,42.8,3736778381,141,92.4,3737070283,156,,3736778387,213,2.3,3736778385,212,5.0,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845275,12,8,1,0,52,9dntj5dioj5ex52yrgwzxrq9l,1,54.3,5.8,2022-08-27T18:46:18.685Z,2022-08-28T02:10:16Z,3737855301,385,,3738461809,178,,3736778493,56,Right,,,,,,,,,,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845401,17,1,1,0,55,ej5er0oyngdw138yuumwqbyqt,1,29.5,54.6,2022-08-27T18:46:22.157Z,2022-08-28T02:10:18Z,3736779201,56,Back,3736779203,140,37.5,3736779207,212,25.4,3736779205,141,19.4,3738461883,178,,3736779209,213,5.0,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845541,18,1,1,1,0,ej5er0oyngdw138yuumwqbyqt,1,56.6,16,2022-08-27T18:46:27.012Z,2022-08-28T02:10:23Z,3736779977,212,15.1,3736779975,141,5.6,3736779973,140,69.3,3736779971,56,Right,3738462081,178,,3736779979,213,5.8,,,,,,,b94d67jluhh4076wp2se5fqsq,D. Kasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452156775,836,83,1,1,3,9dntj5dioj5ex52yrgwzxrq9l,1,29,88,2022-08-27T18:46:30.103Z,2022-08-28T02:29:08Z,3738514397,399,244290,,,,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845607,19,1,1,1,7,ej5er0oyngdw138yuumwqbyqt,1,74,18.2,2022-08-27T18:46:33.522Z,2022-08-28T02:10:28Z,3736780383,212,7.5,3736780381,141,28.6,3736780379,140,76.5,3736781035,210,13,3736780385,213,1.2,3736780377,56,Center,3738462139,178,,,,,d6vg86aml1ttoyks4vvvk0smh,E. Vignato,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845617,20,13,1,1,9,ej5er0oyngdw138yuumwqbyqt,1,80.6,27.9,2022-08-27T18:46:35.857Z,2022-08-28T02:10:28Z,3736781069,81,,3738462289,178,,3737856267,121,,3736780447,56,Center,3736780445,18,,3736781077,102,39.8,3736780443,22,,3736781071,29,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,3736781073,55,19,3736781079,103,56.9,3736781081,215,3736781083,230,98.1,3736780649,20,3736781085,231,46.9,,,,,,,,,,,,,,,,,,,,,
2451845631,13,5,1,1,10,9dntj5dioj5ex52yrgwzxrq9l,1,-1.2,58.3,2022-08-27T18:46:36.756Z,2022-08-28T02:10:30Z,3736780553,233,21,3736780525,56,Back,3736780527,346,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845625,21,5,1,1,10,ej5er0oyngdw138yuumwqbyqt,0,101.2,41.7,2022-08-27T18:46:36.756Z,2022-08-28T02:10:30Z,3736780501,346,,3736780499,56,Center,3736780599,233,13,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845947,14,1,1,1,23,9dntj5dioj5ex52yrgwzxrq9l,1,4.2,58.2,2022-08-27T18:46:49.832Z,2022-08-28T02:10:36Z,3736782233,140,4.6,3736782227,124,,3736782235,141,47.2,3736782249,237,,3736782229,56,Back,3736782241,213,4.8,3736782239,212,7.5,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846097,15,1,1,1,30,9dntj5dioj5ex52yrgwzxrq9l,0,9.7,47.3,2022-08-27T18:46:56.716Z,2022-08-28T02:10:38Z,3736783095,141,51.0,3736783083,155,,3736783097,212,56.9,3736783091,140,63.8,3736783087,56,Center,3736783099,213,0.0,3738462899,178,,3736783101,1,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846117,22,1,1,1,33,ej5er0oyngdw138yuumwqbyqt,1,36.7,51.9,2022-08-27T18:46:59.847Z,2022-08-28T02:10:45Z,3738463197,178,,3736783219,141,44.9,3736783213,3,,3736783221,212,4.8,3736783215,56,Back,3736783223,213,4.7,3736783217,140,36.7,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846123,23,49,1,1,33,ej5er0oyngdw138yuumwqbyqt,1,36.4,45.4,2022-08-27T18:47:00.264Z,2022-08-28T02:10:51Z,,,,,,,,,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846149,24,1,1,1,34,ej5er0oyngdw138yuumwqbyqt,1,36.4,45.4,2022-08-27T18:47:01.073Z,2022-08-28T02:10:53Z,3736783371,141,43.6,3736783373,212,8.8,3736783375,213,6.1,3736783369,140,44.7,3736783367,56,Back,3738463531,178,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846193,25,1,1,1,35,ej5er0oyngdw138yuumwqbyqt,1,44.7,43.6,2022-08-27T18:47:02.020Z,2022-08-28T02:10:56Z,3738463689,178,,3736783627,213,4.5,3736783617,56,Back,3736783621,141,19.4,3736783623,212,16.8,3736783619,140,41.4,,,,,,,d6vg86aml1ttoyks4vvvk0smh,E. Vignato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846217,26,1,1,1,37,ej5er0oyngdw138yuumwqbyqt,0,41.2,19.4,2022-08-27T18:47:03.787Z,2022-08-28T02:10:59Z,3736828505,157,,3736783789,141,31.1,3736828519,1,,3736783795,213,0.3,3736783787,140,64.7,3738463837,178,,3736783793,212,25.9,3736783785,56,Center,b94d67jluhh4076wp2se5fqsq,D. Kasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846263,16,1,1,1,39,9dntj5dioj5ex52yrgwzxrq9l,1,35.5,69.2,2022-08-27T18:47:06.219Z,2022-08-28T02:11:11Z,3736784033,141,80.7,3736784027,3,,3736784031,140,56.7,3736784037,213,0.3,3736784035,212,23.6,3736784029,56,Left,3738464339,178,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846269,17,49,1,1,41,9dntj5dioj5ex52yrgwzxrq9l,1,56.7,80.7,2022-08-27T18:47:07.905Z,2022-08-28T02:11:16Z,,,,,,,,,,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846291,18,3,1,1,42,9dntj5dioj5ex52yrgwzxrq9l,0,54.3,76.3,2022-08-27T18:47:09.010Z,2022-08-28T02:11:19Z,3736784205,211,,3736784143,56,Center,3738464703,178,,3737858221,464,,3736784145,286,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846353,27,49,1,1,45,ej5er0oyngdw138yuumwqbyqt,1,29.8,8.2,2022-08-27T18:47:11.648Z,2022-08-28T02:11:24Z,,,,,,,,,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846455,28,1,1,1,45,ej5er0oyngdw138yuumwqbyqt,1,31.3,3.8,2022-08-27T18:47:11.682Z,2022-08-28T02:11:27Z,3736785055,213,2.4,3736785051,141,38.4,3736785053,212,33.6,3736785049,140,8.5,3736785047,56,Back,3737858735,1,,3738465069,178,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846511,29,1,1,1,50,ej5er0oyngdw138yuumwqbyqt,1,8.1,48.5,2022-08-27T18:47:16.667Z,2022-08-28T02:11:30Z,3738465245,178,,3736785447,56,Back,3736785457,1,,3736785455,213,1.1,3736785451,141,98.9,3736785453,212,37.8,3736785449,140,23.2,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846557,30,1,1,1,52,ej5er0oyngdw138yuumwqbyqt,1,24.4,95.9,2022-08-27T18:47:19.178Z,2022-08-28T02:11:33Z,3736785735,56,Back,3736785737,140,18.9,3736785739,141,76.8,3736785741,212,14.2,3736785743,213,4.3,3738465359,178,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846601,31,1,1,1,55,ej5er0oyngdw138yuumwqbyqt,1,18.9,76.8,2022-08-27T18:47:21.560Z,2022-08-28T02:11:35Z,3738465499,178,,3736785973,56,Back,3736785977,141,59.3,3736785975,140,3.6,3736785979,212,20.0,3736785981,213,3.8,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846655,32,1,1,1,58,ej5er0oyngdw138yuumwqbyqt,1,3.3,52.8,2022-08-27T18:47:25.094Z,2022-08-28T02:11:38Z,3736786289,213,5.4,3736786281,56,Back,3736786279,155,,3736786283,140,28.7,3738465627,178,,3736786291,1,,3736786287,212,41.0,3736786285,141,7.0,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846733,33,1,1,2,1,ej5er0oyngdw138yuumwqbyqt,1,28.7,7,2022-08-27T18:47:27.899Z,2022-08-28T02:11:41Z,3736786729,56,Right,3736786739,213,6.2,3736786731,140,53.8,3736786727,3,,3736786733,141,3.1,3738465751,388,,3736786735,212,26.5,,,,b94d67jluhh4076wp2se5fqsq,D. Kasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452157905,884,67,1,2,5,ej5er0oyngdw138yuumwqbyqt,1,54.1,3.5,2022-08-27T18:47:31.647Z,2022-08-28T02:46:17Z,3738519683,233,846,,,,,,,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
