id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2530392801,5,1,1,0,42,ap6blbxhq9elm62vw6tutzlwg,0,4.6,42.1,2023-04-08T16:32:08.310Z,2023-04-09T00:47:55Z,4173036805,213,5.7,4173036803,212,54.9,4173036797,56,Back,4173036799,140,48.4,4173036801,141,0.0,4173036809,74,,4173036807,1,,4173036795,124,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530392803,6,5,1,0,45,ap6blbxhq9elm62vw6tutzlwg,0,51,-1.8,2023-04-08T16:32:11.619Z,2023-04-09T00:47:58Z,4173036905,233,7,4173036813,347,,4173036811,56,Right,,,,,,,,,,,,,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530392821,7,5,1,0,45,6tuibxq39fdryu8ou06wcm0q3,1,49,101.8,2023-04-08T16:32:11.619Z,2023-04-09T00:47:58Z,4173036881,56,Back,4173036895,233,6,4173036883,347,,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530392949,8,1,1,0,54,6tuibxq39fdryu8ou06wcm0q3,1,53,100,2023-04-08T16:32:20.113Z,2023-04-09T00:48:03Z,4173037517,213,3.4,4173037511,140,39.2,4173037509,56,Back,4173037507,107,,4173037515,212,14.9,4173037513,141,96.4,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393055,9,1,1,0,57,6tuibxq39fdryu8ou06wcm0q3,1,29.9,93.4,2023-04-08T16:32:23.073Z,2023-04-09T00:48:07Z,4173038099,56,Back,4173038107,213,4.0,4173038101,140,13.9,4173038105,212,26.7,4174631051,178,,4173038103,141,62.8,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393091,10,1,1,1,5,6tuibxq39fdryu8ou06wcm0q3,1,17.8,57.3,2023-04-08T16:32:31.864Z,2023-04-09T00:48:10Z,4173038271,155,,4173038279,212,35.9,4173038277,141,94.0,4173038283,1,,4174631397,178,,4173038273,56,Back,4173038281,213,0.8,4173038275,140,42.4,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393117,11,1,1,1,10,6tuibxq39fdryu8ou06wcm0q3,1,53.4,93.2,2023-04-08T16:32:36.913Z,2023-04-09T00:48:13Z,4173038421,213,0.2,4173038419,212,5.3,4173038417,141,95.1,4174631677,178,,4173038415,140,58.3,4173038413,56,Left,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393119,12,4,1,1,13,6tuibxq39fdryu8ou06wcm0q3,1,54.8,91.4,2023-04-08T16:32:39.909Z,2023-04-09T01:19:09Z,4173038841,13,,4173038427,286,,4173038843,152,,4173038853,233,7,4173038845,265,,4173038425,56,Left,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393203,7,4,1,1,13,ap6blbxhq9elm62vw6tutzlwg,0,45.2,8.6,2023-04-08T16:32:39.910Z,2023-04-09T01:19:09Z,4173038825,285,,4173038823,265,,4173038821,152,,4173038819,56,Back,4173038817,13,,4173038875,233,12,4174632007,178,,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393335,13,1,1,1,32,6tuibxq39fdryu8ou06wcm0q3,1,58.1,95.1,2023-04-08T16:32:58.104Z,2023-04-09T00:48:21Z,4173039519,212,5.3,4173039517,141,87.8,4173039511,152,,4173039521,213,5.1,4173039509,5,,4173039515,140,59.9,4174632223,178,,4173039513,56,Left,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393343,14,1,1,1,32,6tuibxq39fdryu8ou06wcm0q3,1,59.9,87.8,2023-04-08T16:32:58.850Z,2023-04-09T00:48:23Z,4173039563,56,Left,4173039565,140,53.7,4173039571,213,2.4,4174632573,178,,4173039567,141,96.0,4173039569,212,8.6,,,,,,,74o97lnqpku6m9svks66qbend,A. Harroui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393399,15,1,1,1,34,6tuibxq39fdryu8ou06wcm0q3,1,53.7,96,2023-04-08T16:33:00.840Z,2023-04-09T00:48:31Z,4173039863,212,29.3,4173039859,140,38.5,4173039857,56,Back,4173039865,213,4.1,4173039861,141,59.8,4174633417,178,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393455,16,1,1,1,38,6tuibxq39fdryu8ou06wcm0q3,1,38.3,59.1,2023-04-08T16:33:04.033Z,2023-04-09T00:48:35Z,4173040133,140,41.5,4173040135,141,15.4,4173040139,213,4.8,4173040131,56,Back,4173040137,212,29.9,4174633815,178,,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393483,17,1,1,1,41,6tuibxq39fdryu8ou06wcm0q3,0,44.9,13,2023-04-08T16:33:07.367Z,2023-04-09T00:48:40Z,4173040253,141,13.2,4173040251,140,64.2,4173040257,213,0.0,4173040255,212,20.3,4174634285,178,,4173040249,56,Right,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393463,8,49,1,1,42,ap6blbxhq9elm62vw6tutzlwg,1,34.8,96.5,2023-04-08T16:33:08.237Z,2023-04-09T00:48:43Z,,,,,,,,,,,,,,,,,,,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393497,9,1,1,1,43,ap6blbxhq9elm62vw6tutzlwg,1,33,89.9,2023-04-08T16:33:09.470Z,2023-04-09T00:48:47Z,4173040319,56,Back,4173040329,212,8.8,4173040327,141,77.8,4173040331,213,5.1,4173040323,140,36.1,4174634873,178,,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393513,10,1,1,1,44,ap6blbxhq9elm62vw6tutzlwg,1,36.3,77.8,2023-04-08T16:33:10.105Z,2023-04-09T00:48:50Z,4173040411,155,,4173040419,212,8.4,4173040417,141,87.7,4173040421,213,0.9,4174635113,178,,4173040415,140,41.1,4173040413,56,Back,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393491,18,43,1,1,44,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-04-08T16:33:10.482Z,2023-04-08T16:37:40Z,4173040289,56,Right,4173040293,141,11.5,4173040297,213,0.8,4173040295,212,1.6,4173040291,140,65.6,4173059165,144,1,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393517,11,44,1,1,45,ap6blbxhq9elm62vw6tutzlwg,1,39.6,87.2,2023-04-08T16:33:11.437Z,2023-04-09T02:44:49Z,4173040439,285,,4173040437,56,Back,4173040469,233,19,,,,,,,,,,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393523,19,44,1,1,45,6tuibxq39fdryu8ou06wcm0q3,0,60.4,12.8,2023-04-08T16:33:11.438Z,2023-04-09T00:48:54Z,4173040463,286,,4173040461,56,Right,4173040511,233,11,,,,,,,,,,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393543,12,1,1,1,45,ap6blbxhq9elm62vw6tutzlwg,1,41.9,87,2023-04-08T16:33:11.557Z,2023-04-09T02:44:50Z,4173040573,140,47.3,4173040579,213,5.3,4173040577,212,10.6,4173040571,56,Back,4173040569,168,,4173040567,3,,4173040575,141,73.8,4174635649,388,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393565,13,1,1,1,46,ap6blbxhq9elm62vw6tutzlwg,0,48.1,74.6,2023-04-08T16:33:12.717Z,2023-04-09T00:49:05Z,4174635819,178,,4173040673,141,62.7,4173040675,212,34.3,4174146653,1,,4173040669,56,Center,4173040677,213,6.0,4173040671,140,79.8,,,,c39nv7jn5c3qzglosgzigif2t,S. Verdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393591,20,49,1,1,51,6tuibxq39fdryu8ou06wcm0q3,1,21.8,42.8,2023-04-08T16:33:17.092Z,2023-04-09T00:49:09Z,,,,,,,,,,,,,,,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393735,21,1,1,1,52,6tuibxq39fdryu8ou06wcm0q3,1,21.9,42.8,2023-04-08T16:33:18.376Z,2023-04-09T00:49:13Z,4173041419,212,27.5,4173041417,141,82.0,4173041421,213,1.3,4174636843,178,,4173041413,56,Back,4173041415,140,28.2,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393877,22,1,1,2,2,6tuibxq39fdryu8ou06wcm0q3,1,57.2,92,2023-04-08T16:33:28.105Z,2023-04-09T00:49:17Z,4174637089,178,,4173042025,213,0.2,4173042023,212,10.0,4173042017,56,Left,4173042019,140,66.6,4173042021,141,94.3,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393891,23,1,1,2,9,6tuibxq39fdryu8ou06wcm0q3,0,71.1,77.1,2023-04-08T16:33:34.994Z,2023-04-09T00:49:20Z,4173042111,212,5.8,4173042109,141,71.6,4173042107,140,75.3,4174637347,178,,4173042113,213,5.6,4173042105,56,Center,,,,,,,74o97lnqpku6m9svks66qbend,A. Harroui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530718987,745,67,1,2,9,ap6blbxhq9elm62vw6tutzlwg,1,30.5,24.2,2023-04-08T16:33:35.801Z,2023-04-09T02:44:50Z,4174786789,233,926,,,,,,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530718977,926,67,1,2,9,6tuibxq39fdryu8ou06wcm0q3,0,69.5,75.8,2023-04-08T16:33:35.802Z,2023-04-09T01:20:57Z,4174786809,233,745,,,,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393883,14,8,1,2,9,ap6blbxhq9elm62vw6tutzlwg,1,24.1,30.7,2023-04-08T16:33:35.910Z,2023-04-09T02:44:50Z,4173042065,56,Back,4174147143,383,,4174637855,178,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393911,15,49,1,2,10,ap6blbxhq9elm62vw6tutzlwg,1,27.9,24.4,2023-04-08T16:33:36.722Z,2023-04-09T00:49:28Z,,,,,,,,,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393941,16,50,1,2,12,ap6blbxhq9elm62vw6tutzlwg,1,32,21.1,2023-04-08T16:33:38.594Z,2023-04-09T00:50:07Z,4173042449,233,24,4173042367,56,Back,4173042369,285,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393945,24,7,1,2,13,6tuibxq39fdryu8ou06wcm0q3,0,68,78.9,2023-04-08T16:33:39.385Z,2023-04-09T00:50:11Z,4173042381,56,Left,4174147333,383,,4174641661,178,,4173042455,233,16,4173042385,286,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393967,25,50,1,2,13,6tuibxq39fdryu8ou06wcm0q3,1,66.2,78.8,2023-04-08T16:33:39.694Z,2023-04-09T00:50:14Z,4173042661,233,17,4173042505,56,Center,4173042507,286,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393975,17,7,1,2,13,ap6blbxhq9elm62vw6tutzlwg,1,33.8,21.2,2023-04-08T16:33:39.799Z,2023-04-09T00:50:17Z,4173042561,285,,4173042613,233,25,4174149227,383,,4174642169,178,,4173042559,56,Back,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393981,18,3,1,2,14,ap6blbxhq9elm62vw6tutzlwg,0,34.4,21.2,2023-04-08T16:33:40.775Z,2023-04-09T00:50:22Z,4174149539,465,,4174642635,178,,4173042573,286,,4173042717,233,26,4173042571,56,Back,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530393977,26,7,1,2,15,6tuibxq39fdryu8ou06wcm0q3,0,65.6,78.8,2023-04-08T16:33:41.481Z,2023-04-09T00:50:29Z,4174643157,178,,4174149707,384,,4173042629,285,,4173042563,56,Center,4173042625,233,18,,,,,,,,,,74o97lnqpku6m9svks66qbend,A. Harroui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394017,19,1,1,2,17,ap6blbxhq9elm62vw6tutzlwg,0,29.1,15.6,2023-04-08T16:33:43.180Z,2023-04-09T00:50:35Z,4173042773,212,4.7,4174643483,389,,4173042833,233,27,4173042767,56,Back,4173042769,140,33.6,4173042837,286,,4173042831,236,,4173042777,1,,20f5apcbciifqyln8hp3cziwa,F. Terracciano,4173042771,141,15.5,4173042765,157,4173042775,213,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394019,27,74,1,2,17,6tuibxq39fdryu8ou06wcm0q3,1,70.1,83.9,2023-04-08T16:33:43.255Z,2023-04-09T00:50:40Z,4173042853,233,19,4173042785,56,Left,4173042787,285,,4174643853,178,,,,,,,,,,,,,,74o97lnqpku6m9svks66qbend,A. Harroui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394279,20,5,1,2,19,ap6blbxhq9elm62vw6tutzlwg,1,38.4,-2,2023-04-08T16:33:45.469Z,2023-04-09T00:50:43Z,4173044117,56,Back,4173044119,347,,4173044135,233,28,,,,,,,,,,,,,,,,20f5apcbciifqyln8hp3cziwa,F. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394037,28,5,1,2,19,6tuibxq39fdryu8ou06wcm0q3,0,61.6,102,2023-04-08T16:33:45.469Z,2023-04-09T00:50:44Z,4173042913,347,,4173044177,233,20,4173042907,56,Left,,,,,,,,,,,,,,,,74o97lnqpku6m9svks66qbend,A. Harroui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394297,21,1,1,2,36,ap6blbxhq9elm62vw6tutzlwg,1,43.2,0,2023-04-08T16:34:02.089Z,2023-04-09T00:50:44Z,4173044217,213,2.4,4173044211,140,34.6,4173044209,56,Back,4173044323,189,,4173044207,107,,4173044215,212,12.4,4173044213,141,10.6,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394315,22,1,1,2,39,ap6blbxhq9elm62vw6tutzlwg,1,28.3,13.8,2023-04-08T16:34:05.052Z,2023-04-09T00:50:48Z,4173044303,140,9.6,4174644555,178,,4173044301,56,Back,4173044309,213,2.6,4173044307,212,22.3,4173044305,141,29.4,,,,,,,20f5apcbciifqyln8hp3cziwa,F. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394361,23,1,1,2,41,ap6blbxhq9elm62vw6tutzlwg,1,10.4,35.7,2023-04-08T16:34:07.487Z,2023-04-09T00:50:51Z,4173044555,213,1.9,4173044553,212,17.4,4173044551,141,59.6,4174644761,178,,4173044547,56,Back,4173044549,140,4.5,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394419,24,1,1,2,45,ap6blbxhq9elm62vw6tutzlwg,0,7.3,64.5,2023-04-08T16:34:11.110Z,2023-04-09T00:50:54Z,4174644983,178,,4173044803,141,78.5,4173044799,140,45.5,4173044795,155,,4173044797,56,Back,4173044811,213,0.2,4173044807,212,41.2,4173044813,1,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530394437,29,44,1,2,48,6tuibxq39fdryu8ou06wcm0q3,1,54.9,20.1,2023-04-08T16:34:14.167Z,2023-04-09T02:44:51Z,4173044941,233,25,4173044917,286,,4173044915,56,Right,,,,,,,,,,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
