id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2482595437,1,34,16,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-11-06T16:11:24.656Z,2022-11-06T17:01:48Z,3900028991,197,11876,3900028989,194,6hlutndh6zstrpi5i0u0mxyvp,3900028983,59,"94, 29, 77, 32, 15, 13, 5, 10, 7, 9, 20, 1, 4, 6, 11, 16, 17, 18, 23, 26, 31, 34, 88",3900028979,30,"8n4rruxbnzvjgdomxslnmcno5, 8w2rfa3vnu6t1a37510374nv9, a22hb1s02edsj7t38out5r3rp, 6hlutndh6zstrpi5i0u0mxyvp, 1x10v3yh4e3f1p2ndhtxcck4p, 7nwh5uoczypmuiigzi8ylsd1, 9462218yklkts6mod3cbfryz9, 3v6az10hxcowqkewd809cri6t, bj2ymzuyq3zxbfjs3xrt3ss7p, d02p1ldr57bkxcpmq12vtvhsl, cfzvplhlvlfvau521u6b86xud, 71p9z7bqvgzb5t115fmos6fop, 3l76cgequy3tjhhudqnrejglx, 5e13xwlorl1gjrnjjtfnzawa1, ho87m362sey4msdjp4n180oa, dteca2exact4dfn48iwxwjk6h, 5o80hrbyw554cetm1rbbns0k5, 6eb3jpi6t6z2ergmgzcpckdpm, 62uaf4amxdyz6j2fuvadp0no5, bpzzhdpqxmp8bef77m7pr2r4l, b62gjcajugddud630e9b7ptjp, 5gond4ss348863bc1768s4q, 7y5qwgl0xu7btfd7yxgeb2gut",3900028981,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3900028993,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900028987,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900028985,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482596669,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-11-06T16:12:34.150Z,2022-12-03T17:48:10Z,3900035721,194,57bin6he6kbdo2bs4i78z2k0l,3900035719,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900035713,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3900035725,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900035711,30,"7gu0t0g8nej405k918fwsf8id, 8lgsqmwavspz4fv7t11rb6j9, du4ciqofpkn3nei5q3huwlnje, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, z0nxnl93yjtz8mty3qi5542x, 1ftejgsl4hho40cceqne1hcyd, 363nsa82dww242zeo09wpcslx, eu4xivu8i6yla9fcnuncx1ucp, 57bin6he6kbdo2bs4i78z2k0l, c5a7z6vphv9tp9ddid5jnrnx1, 97mmzzi3dwdos6jtj2m05w4ph, a21winmltx1h9oiwqtfditkut, 8u46wgn2upd99tmmchxuw1gbt, 1pkymw7biivk760rxhubin1ed, cddggachzf198p1yhq9owtofd, 4cu8rbv55v6f6jiq50c4xatqs, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, bqokrpmzy2l5xyn2rgzxotzpw, d2itdjj8bx0aztqggfgv7amay, 2q6ecss80nse0z2fneo73vgus, 2vc68n3a4bmvrg09042ndt4pg, a1iz91ed6hus61yhhk2r0vkd1, el58uxf7oaqu95yx1vbgmr7it",3900035717,130,17,3900035723,197,8380,3900035715,59,"1, 2, 59, 3, 6, 23, 20, 4, 9, 22, 7, 8, 11, 14, 17, 19, 24, 52, 62, 63, 65, 68, 72, 73, 92, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482641023,2,32,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-11-06T17:01:50.229Z,2022-11-06T17:01:52Z,3900278961,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482641003,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-11-06T17:01:50.229Z,2022-11-07T00:47:17Z,3900278849,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482641031,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,49.9,49.9,2022-11-06T17:01:50.236Z,2022-11-07T01:16:02Z,3900279007,141,39.2,3900279011,213,3.5,3900279005,140,33.2,3900279009,212,19.0,3900279003,56,Back,3900279013,279,S,3901563595,178,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482641061,4,1,1,0,3,2tk2l9sgktwc9jhzqdd4mpdtb,0,29.3,34.5,2022-11-06T17:01:53.284Z,2022-11-07T01:16:08Z,3900279197,140,75.5,3900279189,155,,3901563695,178,,3900279203,213,0.8,3900279195,56,Left,3900279199,141,100.0,3900279193,196,,3900279205,1,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,3900279201,212,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482641071,3,5,1,0,7,btcy9nra9ak4m22ovr2ia6m5v,1,21.6,-1.5,2022-11-06T17:01:58.027Z,2022-11-07T01:16:15Z,3900279253,233,5,3900279237,347,,3900279235,56,Back,,,,,,,,,,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482641065,5,5,1,0,7,2tk2l9sgktwc9jhzqdd4mpdtb,0,78.4,101.5,2022-11-06T17:01:58.027Z,2022-11-07T01:16:16Z,3900279213,347,,3900279211,56,Left,3900279283,233,3,,,,,,,,,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482641223,4,1,1,0,19,btcy9nra9ak4m22ovr2ia6m5v,1,26.2,0,2022-11-06T17:02:09.880Z,2022-11-07T01:16:20Z,3900280009,141,4.9,3900280003,107,,3900280013,213,0.4,3900280011,212,11.6,3900280007,140,36.4,3900280005,56,Back,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482641275,5,1,1,0,21,btcy9nra9ak4m22ovr2ia6m5v,0,38.9,4.4,2022-11-06T17:02:12.050Z,2022-11-07T01:16:29Z,3900280271,56,Right,3900280277,141,15.2,3901563949,178,,3900280279,212,29.5,3900280273,140,66.1,3900280283,213,0.3,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
