id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2453819061,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-08-31T15:47:46.474Z,2022-08-31T16:31:49Z,3747337993,59,"1, 23, 15, 38, 28, 98, 72, 14, 9, 99, 8, 2, 3, 4, 7, 11, 16, 24, 31, 33, 34, 42, 55, 95",3747337999,194,i4yzdkusjs6qn4v06oxj6qxh,3747338003,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747337991,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747337989,30,"2udciji4n7tr07ft7twe2r9w5, i4yzdkusjs6qn4v06oxj6qxh, 3jtsqwoi9w0dxxneld0mt5rs9, dpnp9rguhhs04of6vmlw5spg5, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, 963czsr3yecwk4s3p1wby5x3p, d9sakxlp96siw0z1jltszdlgp, 4mk6bbc9a8rhtmk8f4jj6onvt, 6gjn7pt0i34q45g4porckuj8p, 6gab9bfl0kj0hy1z0u75pl42d, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, bhi4ivjgojkot4d7za72gu2nd, 21pztrby95djexvw3m9hhzgt1, b5cqy1xamdj38bh87gvz4iac5, 476nfumr6aadvufrqk72tq5be, 7358y8d8v19qn6s8h0kx7tn11, f8kcf2l4h2qzdww1vof5x9t5, b7vmywgydbcs4m9pcjcoabt62, 4kfx8fzf54bli2a2o0i3fvhed, 5bi4t2dob5mo0okdbv6sna6fo, dtuwn06lnvxugaj637i553r2t, u60zu48a4zqnupyxp2d0mqqd",3747338001,197,563,3747337997,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747337995,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453819147,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-08-31T15:49:51.803Z,2022-08-31T16:40:06Z,3747369431,197,8396,3747338459,130,12,3747338461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747338453,30,"93237ztqyi3r4hu3rmgzrgudx, b881arnahhahg0iaix4mx266t, c33x61zuxixolkkalsigc3q0a, 6gzi8qf8szxn99dnwh3h6gkb9, ah0f7tonnst92d8q91j1wll62, dkx1rfzizskaplpex70i3q0o9, 13o5eskqs8b88yerwltk0tivp, 60no437awq8i5th7nlffh3dn9, 6z3a27dxffwacyxof0imvcfvu, cjm9hrspcnmjhqttuiz5fkgr9, 18jovwk0ysx6ajb8y75179j9x, dfckk0xst90yjlep74tvups5x, 96d5il3afakek9qvsbtldu162, 8zyg5zuzyr6t0idi5od2ypvbp, 5152de1kfmrihdzbdotpeo8ut, 22pxty2g6hhtifl32avf4mxud, 7wjzrrcy3fp8nq6dlanfxvqhh, al3t9fzj4ab55yux0zkd1jkr9, dgcngardsbyl2mme63dhqm5be, e2xiayt8k5tv4dw5hjop71fqh, bl76cebhta912vfi9z7ky32p6, eahcgnvlq1tkswvjuovyzxxw5, ewt8nxg2m27fj0n7dr9hbul05, hhv3h90gifzevkeqh97cb504",3747338455,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747338457,59,"1, 37, 13, 3, 29, 50, 4, 6, 9, 10, 11, 19, 2, 5, 7, 8, 17, 20, 21, 23, 24, 28, 30, 99",3747369429,194,b881arnahhahg0iaix4mx266t,3747338463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825419,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-08-31T16:31:11.149Z,2022-08-31T16:31:11Z,3747373409,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825423,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-08-31T16:31:11.149Z,2022-09-01T01:08:54Z,3747373439,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825431,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,49.6,50.5,2022-08-31T16:31:11.215Z,2022-09-01T01:58:42Z,3747373473,56,Back,3748744879,178,,3747373481,213,2.9,3747373479,212,10.7,3747373483,279,S,3747373475,140,39.7,3747373477,141,54.0,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825455,4,1,1,0,1,dxq76zcvnokq07cszdx0i6kve,1,39.7,52.7,2022-08-31T16:31:13.141Z,2022-09-01T01:58:48Z,3747373615,212,14.7,3747373617,213,6.1,3747373611,140,53.5,3748745467,178,,3747373613,141,49.0,3747373609,56,Center,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825463,5,1,1,0,3,dxq76zcvnokq07cszdx0i6kve,1,53.5,49,2022-08-31T16:31:14.188Z,2022-09-01T01:58:53Z,3747373661,212,3.2,3747373659,141,45.2,3747373663,213,4.1,3748745669,178,,3747373657,140,51.7,3747373655,56,Center,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825469,6,1,1,0,4,dxq76zcvnokq07cszdx0i6kve,0,51.7,45.2,2022-08-31T16:31:15.182Z,2022-09-01T01:58:56Z,3747373703,141,66.1,3747373699,56,Center,3747373701,140,77.0,3747373697,155,,3747373705,212,30.1,3747373707,213,0.5,3748745823,178,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825479,3,44,1,0,5,4raiad4l2j5lkfaz92pk4osb,1,24,32,2022-08-31T16:31:16.977Z,2022-09-01T06:06:16Z,3747373751,285,,3747373869,233,7,3747373749,56,Back,,,,,,,,,,,,,,,,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825491,7,44,1,0,5,dxq76zcvnokq07cszdx0i6kve,0,76,68,2022-08-31T16:31:16.978Z,2022-09-01T01:58:59Z,3747373793,56,Center,3747373795,286,,3747373873,233,3,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825497,4,1,1,0,5,4raiad4l2j5lkfaz92pk4osb,1,25.1,30.1,2022-08-31T16:31:17.095Z,2022-09-01T06:06:17Z,3747373821,3,,3747373831,213,5.1,3748746103,388,,3747373827,141,7.3,3747373825,140,31.8,3747373823,56,Back,3747373829,212,17.0,,,,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454086911,652,83,1,0,9,dxq76zcvnokq07cszdx0i6kve,1,65.4,91.4,2022-08-31T16:31:20.893Z,2022-09-01T02:38:32Z,3748824547,399,232061,,,,,,,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825501,5,49,1,0,10,4raiad4l2j5lkfaz92pk4osb,1,31.8,7.3,2022-08-31T16:31:21.889Z,2022-09-01T01:59:16Z,,,,,,,,,,,,,,,,,,,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825569,6,1,1,0,12,4raiad4l2j5lkfaz92pk4osb,1,29.7,2.2,2022-08-31T16:31:23.920Z,2022-09-01T01:59:22Z,3747374179,140,5.7,3747374181,141,19.6,3748746769,178,,3747374185,213,2.7,3747374177,56,Back,3747374183,212,27.8,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825581,7,1,1,0,17,4raiad4l2j5lkfaz92pk4osb,0,8,24.8,2022-08-31T16:31:28.304Z,2022-09-01T01:59:39Z,3747374251,56,Back,3747374263,213,0.7,3747374255,140,31.4,3747374247,155,,3747374261,212,31.4,3747374259,141,53.6,3748747339,178,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453984811,617,49,1,0,18,dxq76zcvnokq07cszdx0i6kve,1,69.3,40.6,2022-08-31T16:31:29.857Z,2022-09-01T01:59:50Z,,,,,,,,,,,,,,,,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825585,8,1,1,0,18,dxq76zcvnokq07cszdx0i6kve,1,70.4,33.4,2022-08-31T16:31:29.937Z,2022-09-01T01:59:54Z,3747374281,56,Center,3747374287,212,9.2,3747374285,141,45.8,3747374283,140,67.0,3748747959,388,,3747374289,213,2.0,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825587,9,43,1,0,20,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-08-31T16:31:31.666Z,2022-08-31T21:44:02Z,3748254543,144,49,,,,,,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825607,10,1,1,0,22,dxq76zcvnokq07cszdx0i6kve,1,66.1,47.2,2022-08-31T16:31:33.496Z,2022-09-01T02:00:00Z,3747374385,213,1.8,3748748225,178,,3747374381,141,64.6,3747374379,140,63.6,3747374383,212,12.1,3747374377,56,Center,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825615,11,1,1,0,24,dxq76zcvnokq07cszdx0i6kve,1,63.8,62.4,2022-08-31T16:31:35.281Z,2022-09-01T02:00:03Z,3747374427,56,Center,3747374435,213,4.7,3747374431,141,37.7,3748748365,178,,3747374429,140,63.0,3747374433,212,16.8,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453825621,12,1,1,0,25,dxq76zcvnokq07cszdx0i6kve,1,63,37.7,2022-08-31T16:31:36.564Z,2022-09-01T02:00:11Z,3747374467,56,Center,3747374473,212,10.7,3747374475,213,3.0,3747374469,140,52.9,3748748685,178,,3747374471,141,39.2,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
