id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value
2501619979,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-01-28T18:47:01.250Z,2023-01-28T20:49:42Z,4000168801,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000168799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000168793,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4000170331,194,e2dn4s6p2f6xnbaje17wd3jyt,4000414881,197,8484,4000168791,30,"e2dn4s6p2f6xnbaje17wd3jyt, 6u6mobmk6lpvwebo76ddxr3s9, 14vhrqvqomi57x5mtsawm44b9, 6l8t99gerta358od16upuhqz9, 7wjzrrcy3fp8nq6dlanfxvqhh, e8c2o47zyuqa07lcrgzusn97u, 5qfa3h4gut5jlnfkexq5m1djp, eqggzoepu1d4t13fw6ybebtn9, ewwo2c7kw1b1okrngjl4j4dm1, 1wnzwoisg4ctvcxsh2xnrkj4l, c87f30rukjnu7v3f3iqxpkxqt, 34fm990bf5wm1xkdig1pjon6y, cxb8ue6jhyzcnacu7k4jy2ne1, bf67gbxjr8fkha0e59fs6qok5, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, awpcf5w245iug4znjqctuebpx, crqk7tlewkn3ayk042yo1bfv8, 5enlho0lp6pftf8pc2q2xewpg, 7kbn6vt37rfgd9yszzvx9idm2",4000168797,130,17,4000168795,59,"1, 37, 3, 29, 17, 2, 20, 8, 10, 23, 7, 22, 14, 21, 27, 28, 30, 31, 36, 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501620015,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-01-28T18:47:06.003Z,2023-01-28T19:34:31Z,4000168967,194,cm6iy4b06qv9y6ww0hthqlwb9,4000168959,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4000168965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000168961,59,"1, 33, 3, 42, 19, 2, 15, 7, 17, 11, 10, 5, 9, 13, 21, 22, 23, 28, 31, 57, 88, 91, 93",4000366139,197,548,4000168957,30,"7drgir9lcwfst8vxz07jboe6t, 1oflzbi4gq8wdjlmpa865jj6d, 6lfje6glfgycun47flgmc9jvt, 4cejhrr3ji36591xf54jue3ca, 2idy9ngk2rojseoxxw9n98c7p, cm6iy4b06qv9y6ww0hthqlwb9, 9q01y4w4dwpaqf8lmpv9wnmc5, 2ugzqrpaooto1r24a6kvqf2ll, d364lpc0km51psy3zwc4a6zca, 8d04q3yp2kouwog0lj0s7ew2x, 2fqlri41xq6p924kine7pjr2t, e5nv028chtw0955vhnh74ukbu, ds719g843vjs279iine5otgid, 4aqkgskbra4wsoo7a8uw7xl9l, 42m78ny1ggvmzmjtka7exyzqi, 7mvqysbmyf6uj3jny3qpqw2ga, 46qb4onowewc5f2euc159lz6y, n62gu1fztuvojijr41hyetw5, 9sdrd6flk2jene11v193nm1n9, 3ww5879aay1xf2a20nl9ihwid, 2fsgc0b4mvwpenawmit0q0bmd, 30gsjr0xlmjulnz227zfxga8l, 30oup47g0i12cvub12r7kmxd6",4000168963,130,17,4000168969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666381,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-01-28T19:47:26.227Z,2023-01-28T19:47:26Z,4000423261,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666387,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-01-28T19:47:26.227Z,2023-01-29T02:56:34Z,4000423281,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666451,3,1,1,0,0,4plikfte18rv8v4l89z803d4y,1,50.1,50,2023-01-28T19:47:26.301Z,2023-01-29T03:33:42Z,4000423599,212,21.3,4000423603,279,S,4000423601,213,3.2,4000423595,140,29.8,4000423597,141,48.8,4001241103,178,,4000423591,56,Back,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666535,4,1,1,0,3,4plikfte18rv8v4l89z803d4y,0,29.7,48.5,2023-01-28T19:47:29.740Z,2023-01-29T03:33:49Z,4000423995,56,Center,4000423997,140,66.3,4000424003,213,5.9,4001241171,178,,4000424001,212,42.2,4000423993,155,,4000423999,141,23.0,4000424005,1,,7wjzrrcy3fp8nq6dlanfxvqhh,B. Nuytinck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666539,3,44,1,0,6,e75syeuawg3ql8nwpi3vr2btz,1,33.8,75.2,2023-01-28T19:47:32.394Z,2023-01-29T04:04:46Z,4000424025,285,,4000424023,56,Back,4000424061,233,5,,,,,,,,,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666543,5,44,1,0,6,4plikfte18rv8v4l89z803d4y,0,66.2,24.8,2023-01-28T19:47:32.395Z,2023-01-29T03:33:54Z,4000424039,56,Center,4000424041,286,,4000424173,233,3,,,,,,,,,,,,,,,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666555,4,1,1,0,6,e75syeuawg3ql8nwpi3vr2btz,0,33.9,73.5,2023-01-28T19:47:32.421Z,2023-01-29T04:04:47Z,4000424089,140,37.2,4000424097,212,9.2,4000424103,213,1.2,4000424093,141,86.1,4001241355,388,,4000424081,3,,4000424085,56,Back,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666593,6,1,1,0,8,4plikfte18rv8v4l89z803d4y,1,65.1,12.6,2023-01-28T19:47:34.364Z,2023-01-29T03:34:06Z,4001241481,388,,4000424293,212,6.6,4000424287,56,Right,4000424285,3,,4000424291,141,17.7,4000424289,140,70.5,4000424295,213,0.5,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501666605,7,1,1,0,8,4plikfte18rv8v4l89z803d4y,1,70.5,17.7,2023-01-28T19:47:35.183Z,2023-01-29T03:34:11Z,4000424329,141,15.5,4000955655,156,,4000424333,213,3.5,4000424327,140,66.8,4001241581,178,,4000424331,212,4.2,4000424325,56,Right,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
