id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value
2455860441,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-09-04T15:04:01.426Z,2022-09-04T15:57:22Z,3758190247,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758190235,30,"e2dn4s6p2f6xnbaje17wd3jyt, jk8n72zhngmdw2ek47zx7f11, 14vhrqvqomi57x5mtsawm44b9, cxb8ue6jhyzcnacu7k4jy2ne1, 5sxy1z2pz5bhlp767lyjte76d, 2bitk8s7gg2o7sjnjmolnw9ud, eqggzoepu1d4t13fw6ybebtn9, 3yl0m3n14kek9pwkp7catyh9l, bgpoqigjsb92lt6n5vrmshwwl, mh8eevw5lj4i9c7ue5n9j845, bg7t6yere90otrlaxeu636q51, 4cwu3yf14da7zglzpthg28j4l, e8c2o47zyuqa07lcrgzusn97u, bh4a2zneilpvi1t7etuhkfl61, c87f30rukjnu7v3f3iqxpkxqt, bfjtj20rbx8bqszi5a3wayaqd, bf67gbxjr8fkha0e59fs6qok5, 1wnzwoisg4ctvcxsh2xnrkj4l, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, awpcf5w245iug4znjqctuebpx, 6u6mobmk6lpvwebo76ddxr3s9",3758190239,59,"1, 24, 3, 14, 25, 15, 8, 11, 27, 10, 5, 18, 2, 4, 7, 13, 21, 23, 28, 29, 30, 37",3758190241,130,23,3758375737,197,8484,3758190243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758190245,194,bgpoqigjsb92lt6n5vrmshwwl,3758190237,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455863393,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-09-04T15:08:55.002Z,2022-09-04T16:02:55Z,3758204903,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3758204909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758204913,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758204907,130,12,3758204911,194,9l2tdbf7p325xez7wz7wzxzh1,3758204901,30,"c7fky0h6gi7wmibnv2tzf6mz9, 20f5apcbciifqyln8hp3cziwa, 7uf7y7xa6hy3gieetcte3td2i, 8o8o4rxbdhv002pj0q21l0f84, 130pg17ru5fzq4igokx0k73e1, 3tuxipzf6pqvga0a12422gatx, 7hwj9pf9roe74jifvuhiu6n6x, bo98qzo4gu0npm4pewc25ovyt, e5ccnxgbz5jmqwy6fza3gdsl, 4mab6p97p5t3w0fipzp22nxsl, 9l2tdbf7p325xez7wz7wzxzh1, 68etig279gs3btjb7fv6rvfth, c39nv7jn5c3qzglosgzigif2t, 2zwe056wfzof0v5jv01dv9uc5, 1fd1lcymbfebccx0vhgez4oyy, 9mldc318nq0tli73wjh6ueket, bsi12817nc1ul082qn48d4rft, dp1y9x5r6z1q120hj3sgyhxat, acss55nkdwdtvt9zl6p1ry09h, 2q0bx5wsc6b68vpps79hosnah, 448dubo3a0ty03v6ajxpw2k2c, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 9sjt5rv156hr2llfu241r6cph, bp1q4oept06hp1xgq7flotyzu, 8kdamc6zz4bskby51c59uuntg",3758376149,197,16329,3758204905,59,"1, 24, 3, 42, 6, 27, 14, 8, 11, 9, 4, 5, 7, 10, 16, 17, 18, 19, 21, 29, 30, 32, 34, 61, 72, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455897617,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-09-04T16:00:31.529Z,2022-09-04T16:00:31Z,3758387661,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455897635,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-09-04T16:00:31.529Z,2022-09-04T22:12:08Z,3758387739,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455897663,3,1,1,0,0,4plikfte18rv8v4l89z803d4y,1,49.8,49.9,2022-09-04T16:00:31.549Z,2022-09-04T22:23:10Z,3758387865,140,30.0,3758387871,213,3.0,3758387873,279,S,3759623703,178,,3758387869,212,21.1,3758387863,56,Back,3758387867,141,54.8,,,,bgpoqigjsb92lt6n5vrmshwwl,F. Quagliarella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455897665,4,61,1,0,1,4plikfte18rv8v4l89z803d4y,1,29.5,54.9,2022-09-04T16:00:32.829Z,2022-09-04T22:23:25Z,3758387881,56,Back,3759624185,178,,,,,,,,,,,,,,,,,,,,2bitk8s7gg2o7sjnjmolnw9ud,O. Colley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455897731,5,1,1,0,2,4plikfte18rv8v4l89z803d4y,1,30.3,69.4,2022-09-04T16:00:33.990Z,2022-09-04T22:23:32Z,3758388163,56,Back,3759624425,178,,3758388169,212,20.6,3758388167,141,95.0,3758388171,213,1.0,3758388165,140,40.8,,,,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455897765,6,1,1,0,6,4plikfte18rv8v4l89z803d4y,1,41,94.8,2022-09-04T16:00:38.488Z,2022-09-04T22:23:37Z,3758388369,140,60.6,3758388383,213,5.8,3758388365,56,Left,3759624637,178,,3758388373,141,79.6,3758388379,212,23.0,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455897779,7,43,1,0,10,4plikfte18rv8v4l89z803d4y,1,0,0,2022-09-04T16:00:41.629Z,2022-09-04T16:00:58Z,3758389879,144,1,3758388447,141,93.6,3758388451,213,1.8,3758388445,140,55.9,3758388449,212,7.9,3758388443,56,Left,,,,,,,3yl0m3n14kek9pwkp7catyh9l,A. Sabiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455897865,9,4,1,0,10,4plikfte18rv8v4l89z803d4y,1,56.6,77.8,2022-09-04T16:00:41.729Z,2022-09-04T22:23:46Z,3758388863,56,Center,3758388869,286,,3758388861,13,,3758388867,265,,3758389047,233,3,3758388865,152,,,,,,,,3yl0m3n14kek9pwkp7catyh9l,A. Sabiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
