id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2469604285,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-10-09T12:29:04.125Z,2022-10-09T12:56:01Z,3831355627,30,"93237ztqyi3r4hu3rmgzrgudx, b881arnahhahg0iaix4mx266t, c33x61zuxixolkkalsigc3q0a, e2xiayt8k5tv4dw5hjop71fqh, ah0f7tonnst92d8q91j1wll62, 4h1jj93i0v1pfemnjydnoc0dl, 13o5eskqs8b88yerwltk0tivp, 60no437awq8i5th7nlffh3dn9, cjm9hrspcnmjhqttuiz5fkgr9, 6z3a27dxffwacyxof0imvcfvu, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 8zyg5zuzyr6t0idi5od2ypvbp, 5152de1kfmrihdzbdotpeo8ut, 22pxty2g6hhtifl32avf4mxud, 8e4wkgb71btkez592um5vts0k, 7wjzrrcy3fp8nq6dlanfxvqhh, dfckk0xst90yjlep74tvups5x, al3t9fzj4ab55yux0zkd1jkr9, bl76cebhta912vfi9z7ky32p6, ewt8nxg2m27fj0n7dr9hbul05, 3z0aknj901kdnvsp4sld6ejv8, dn00381nbniepgi4qj7yjkv84, hhv3h90gifzevkeqh97cb504",3831355629,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831487377,197,8396,3831355635,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831355631,59,"1, 37, 13, 23, 29, 18, 4, 6, 10, 9, 11, 2, 5, 7, 8, 14, 17, 19, 20, 24, 30, 39, 67, 99",3831355639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831355637,194,b881arnahhahg0iaix4mx266t,3831355633,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469606057,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-10-09T12:31:57.976Z,2022-10-09T12:58:56Z,3831364013,194,9q01y4w4dwpaqf8lmpv9wnmc5,3831364009,130,18,3831364011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831364007,59,"57, 33, 3, 42, 28, 5, 15, 7, 88, 11, 9, 10, 13, 17, 18, 21, 22, 31, 47, 93",3831364003,30,"3ww5879aay1xf2a20nl9ihwid, 1oflzbi4gq8wdjlmpa865jj6d, 6lfje6glfgycun47flgmc9jvt, 4cejhrr3ji36591xf54jue3ca, n62gu1fztuvojijr41hyetw5, e5nv028chtw0955vhnh74ukbu, 9q01y4w4dwpaqf8lmpv9wnmc5, 2ugzqrpaooto1r24a6kvqf2ll, 2fsgc0b4mvwpenawmit0q0bmd, 8d04q3yp2kouwog0lj0s7ew2x, ds719g843vjs279iine5otgid, 2fqlri41xq6p924kine7pjr2t, 4aqkgskbra4wsoo7a8uw7xl9l, d364lpc0km51psy3zwc4a6zca, 4euxcqawlks4c56pqj8xvwbf9, 42m78ny1ggvmzmjtka7exyzqi, 7mvqysbmyf6uj3jny3qpqw2ga, 9sdrd6flk2jene11v193nm1n9, elu1m62cks40q11dz0tql9yxg, 30oup47g0i12cvub12r7kmxd6",3831498151,197,17195,3831364015,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831364005,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637453,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-10-09T13:01:48.735Z,2022-10-09T13:01:49Z,3831512339,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637425,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-10-09T13:01:48.735Z,2022-10-09T20:15:19Z,3831512221,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637515,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,50.1,50.2,2022-10-09T13:01:48.776Z,2022-10-09T20:38:02Z,3833630125,178,,3831512629,56,Back,3831512635,212,24.4,3831512633,141,49.5,3831512637,213,3.2,3831512631,140,26.9,3831512639,279,S,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637567,4,1,1,0,1,dxq76zcvnokq07cszdx0i6kve,1,26.8,49.5,2022-10-09T13:01:50.422Z,2022-10-09T20:38:09Z,3831512833,212,12.2,3831512831,141,31.6,3831512829,140,26.3,3833630541,178,,3831512835,213,4.7,3831512827,56,Back,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637637,5,1,1,0,4,dxq76zcvnokq07cszdx0i6kve,1,26.3,31.6,2022-10-09T13:01:52.910Z,2022-10-09T20:38:14Z,3833630943,178,,3831513153,213,5.1,3831513147,140,32.4,3831513149,141,10.8,3831513151,212,15.5,3831513145,56,Back,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637725,6,1,1,0,6,dxq76zcvnokq07cszdx0i6kve,0,33,10.6,2022-10-09T13:01:55.196Z,2022-10-09T20:43:16Z,3831513555,213,0.3,3831513545,155,,3833654813,178,,3831513551,141,33.4,3831513549,140,90.3,3831513547,56,Center,3831513553,212,62.1,3831513557,1,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637797,3,49,1,0,10,e75syeuawg3ql8nwpi3vr2btz,1,7.6,70.3,2022-10-09T13:01:59.559Z,2022-10-09T20:43:20Z,,,,,,,,,,,,,,,,,,,,,,,,,3ww5879aay1xf2a20nl9ihwid,M. Sportiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637883,4,1,1,0,13,e75syeuawg3ql8nwpi3vr2btz,1,8.4,64.9,2022-10-09T13:02:02.680Z,2022-10-09T20:43:24Z,3831514307,212,27.5,3831514311,213,5.0,3831514303,140,15.5,3831514301,56,Back,3831514305,141,26.0,3833655331,178,,,,,,,,3ww5879aay1xf2a20nl9ihwid,M. Sportiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
