id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/15/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2469822069,6,1,1,0,10,af91jdcs6x0bqkmdb78rokod2,1,33.5,90.6,2022-10-09T16:00:13.921Z,2022-10-10T00:42:19Z,3832491195,141,58.7,3832491193,140,32.5,3832491199,213,4.7,3832491197,212,21.7,3834250045,178,,3832491191,56,Back,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822077,7,1,1,0,12,af91jdcs6x0bqkmdb78rokod2,0,32.5,58.7,2022-10-09T16:00:15.928Z,2022-10-10T00:42:25Z,3832491229,3,,3832491231,56,Back,3834250261,388,,3832491237,212,13.7,3832491235,141,66.0,3832491233,140,44.7,3832491239,213,0.4,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822103,6,1,1,0,13,gi0l1habji5hpgar77dl5jqe,0,52.8,26.2,2022-10-09T16:00:16.923Z,2022-10-10T00:42:30Z,3834250393,178,,3832491337,56,Center,3832491343,212,10.6,3832491339,140,62.9,3832491345,213,6.3,3832491341,141,26.1,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822117,8,1,1,0,14,af91jdcs6x0bqkmdb78rokod2,1,38.2,65.9,2022-10-09T16:00:18.222Z,2022-10-10T00:42:36Z,3834250505,388,,3832491421,212,21.9,3832491415,56,Center,3832491413,3,,3832491419,141,73.1,3832491423,213,0.2,3832491417,140,58.5,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822119,9,61,1,0,15,af91jdcs6x0bqkmdb78rokod2,0,58.4,72.5,2022-10-09T16:00:19.726Z,2022-10-10T00:47:10Z,3832491427,56,Center,3834256019,178,,,,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822125,7,49,1,0,16,gi0l1habji5hpgar77dl5jqe,1,35.3,37.4,2022-10-09T16:00:20.855Z,2022-10-10T00:47:15Z,,,,,,,,,,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822143,8,1,1,0,17,gi0l1habji5hpgar77dl5jqe,0,35.3,37.4,2022-10-09T16:00:21Z,2022-10-10T00:47:21Z,3832491541,212,12.5,3832491531,56,Back,3834256307,178,,3832491539,141,29.2,3832491535,140,46.0,3832491543,213,5.8,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822163,10,50,1,0,18,af91jdcs6x0bqkmdb78rokod2,1,55.8,69.5,2022-10-09T16:00:22.422Z,2022-10-10T00:47:29Z,3832491729,233,9,3832491637,286,,3832491635,56,Center,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822169,9,7,1,0,18,gi0l1habji5hpgar77dl5jqe,1,44.2,30.5,2022-10-09T16:00:22.757Z,2022-10-10T00:47:34Z,3833463395,383,,3832491663,56,Back,3832491665,285,,3834256607,178,,3832491697,233,10,,,,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822171,10,49,1,0,20,gi0l1habji5hpgar77dl5jqe,1,42.2,30,2022-10-09T16:00:23.993Z,2022-10-10T00:47:42Z,,,,,,,,,,,,,,,,,,,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822181,11,1,1,0,20,gi0l1habji5hpgar77dl5jqe,1,42.2,30,2022-10-09T16:00:24.081Z,2022-10-10T00:47:46Z,3832491731,56,Center,3834256905,178,,3832491737,141,33.0,3832491739,212,15.5,3832491733,140,56.8,3832491743,213,0.1,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822191,12,1,1,0,20,gi0l1habji5hpgar77dl5jqe,1,57,33.1,2022-10-09T16:00:24.423Z,2022-10-10T00:47:52Z,3832491783,140,53.8,3832491789,213,4.2,3832491785,141,25.2,3834257043,178,,3832491787,212,6.3,3832491781,56,Center,,,,,,,abq67eup8kd31w8da2i0eftgp,G. Raspadori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505197917,946,45,1,0,21,af91jdcs6x0bqkmdb78rokod2,0,37.8,82.4,2022-10-09T16:00:24.885Z,2023-02-07T15:23:40Z,4018923559,56,Back,4018923561,285,,4018923773,233,1977,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505197915,1977,3,1,0,21,gi0l1habji5hpgar77dl5jqe,1,62.2,17.6,2022-10-09T16:00:24.885Z,2023-02-07T15:23:44Z,4018923715,464,,4018923557,286,,4018923769,233,946,4018923555,56,Right,,,,,,,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822241,13,1,1,0,26,gi0l1habji5hpgar77dl5jqe,1,52.8,3.1,2022-10-09T16:00:30.221Z,2022-10-10T00:48:05Z,3834257303,178,,3832492027,141,8.9,3832492025,140,38.3,3832492031,213,2.9,3832492029,212,15.7,3832492023,56,Back,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822269,14,1,1,0,27,gi0l1habji5hpgar77dl5jqe,1,38.3,8.9,2022-10-09T16:00:31.802Z,2022-10-10T00:48:10Z,3832492167,212,20.6,3832492163,140,25.7,3832492169,213,2.3,3832492165,141,32.1,3832492161,56,Back,3834257385,178,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822317,15,1,1,0,32,gi0l1habji5hpgar77dl5jqe,1,32.6,43.1,2022-10-09T16:00:36.111Z,2022-10-10T00:48:18Z,3832492425,141,90.5,3832492431,1,,3832492423,140,37.4,3832492429,213,1.4,3832492427,212,32.6,3834257509,178,,3832492421,56,Back,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822347,16,1,1,0,36,gi0l1habji5hpgar77dl5jqe,1,40.4,87.2,2022-10-09T16:00:40.673Z,2022-10-10T00:48:22Z,3832492625,212,6.6,3832492623,141,79.6,3832492619,56,Back,3832492627,213,5.4,3832492621,140,44.3,3834257573,178,,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822361,17,1,1,0,37,gi0l1habji5hpgar77dl5jqe,1,42,75,2022-10-09T16:00:41.840Z,2022-10-10T00:48:27Z,3832492691,140,28.9,3832492697,212,14.3,3832492699,213,3.4,3834257705,178,,3832492693,141,69.1,3832492689,56,Back,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822385,18,1,1,0,39,gi0l1habji5hpgar77dl5jqe,1,28.9,69.1,2022-10-09T16:00:42.942Z,2022-10-10T00:48:34Z,3832492821,213,0.0,3832492815,140,36.4,3832492813,56,Back,3832492819,212,7.9,3834257853,178,,3832492817,141,69.4,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822453,19,1,1,0,40,gi0l1habji5hpgar77dl5jqe,1,36.5,67.8,2022-10-09T16:00:43.953Z,2022-10-10T00:48:38Z,3832493093,140,31.2,3832493099,213,4.5,3832493095,141,36.6,3834257931,178,,3832493097,212,21.9,3832493091,56,Back,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822487,20,1,1,0,44,gi0l1habji5hpgar77dl5jqe,1,53.5,30.6,2022-10-09T16:00:48.723Z,2022-10-10T00:48:45Z,3832493237,141,40.6,3834258061,178,,3832493235,140,65.8,3832493243,213,0.5,3832493239,212,14.6,3832493233,56,Center,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822511,21,1,1,0,45,gi0l1habji5hpgar77dl5jqe,1,65.9,40.6,2022-10-09T16:00:49.742Z,2022-10-10T00:48:50Z,3832493361,56,Center,3832493397,156,,3832493367,212,13.6,3834258161,178,,3832493369,213,2.8,3832493363,140,53.9,3832493365,141,48.1,,,,abq67eup8kd31w8da2i0eftgp,G. Raspadori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822579,22,1,1,0,47,gi0l1habji5hpgar77dl5jqe,1,54.3,50.6,2022-10-09T16:00:51.842Z,2022-10-10T00:49:08Z,3832493683,141,92.0,3832493685,212,29.5,3832493679,56,Left,3832493687,213,1.3,3834258513,178,,3832493681,140,62.8,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822613,23,1,1,0,51,gi0l1habji5hpgar77dl5jqe,1,68.6,90.5,2022-10-09T16:00:55.383Z,2022-10-10T00:49:14Z,3834258661,178,,3832493869,140,73.4,3832493871,141,57.9,3832493867,56,Center,3832493873,212,22.7,3832493875,213,4.9,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822627,24,1,1,0,53,gi0l1habji5hpgar77dl5jqe,1,72.9,57.8,2022-10-09T16:00:57.252Z,2022-10-10T00:49:22Z,3832493989,156,,3832493961,141,61.7,3832493957,56,Center,3832493963,212,7.7,3832493965,213,2.8,3832493959,140,66.0,3834258867,178,,,,,abq67eup8kd31w8da2i0eftgp,G. Raspadori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822663,25,1,1,0,55,gi0l1habji5hpgar77dl5jqe,1,64.1,64.9,2022-10-09T16:00:59.761Z,2022-10-10T00:49:29Z,3832494157,213,3.2,3832494155,212,9.2,3834259085,178,,3832494153,141,63.9,3832494151,140,55.4,3832494149,56,Center,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822687,26,1,1,0,57,gi0l1habji5hpgar77dl5jqe,1,64,58.5,2022-10-09T16:01:01.133Z,2022-10-10T00:49:34Z,3832494281,213,4.4,3832494277,141,30.6,3834259217,178,,3832494275,140,59.0,3832494273,56,Center,3832494279,212,19.7,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822719,27,1,1,0,59,gi0l1habji5hpgar77dl5jqe,1,57.6,28.9,2022-10-09T16:01:03.632Z,2022-10-10T00:49:42Z,3832494459,140,66.5,3834259475,178,,3832494465,213,5.3,3832494463,212,16.2,3832494457,56,Right,3832494461,141,9.5,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470153095,1962,67,1,1,1,gi0l1habji5hpgar77dl5jqe,1,67.1,10.8,2022-10-09T16:01:05.440Z,2022-10-10T02:50:08Z,3834358185,233,933,,,,,,,,,,,,,,,,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470153093,933,67,1,1,1,af91jdcs6x0bqkmdb78rokod2,0,32.9,89.2,2022-10-09T16:01:05.441Z,2022-10-10T02:33:36Z,3834358197,233,1962,,,,,,,,,,,,,,,,,,,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822727,28,3,1,1,1,gi0l1habji5hpgar77dl5jqe,0,68.4,9,2022-10-09T16:01:05.501Z,2022-10-10T00:49:50Z,3832494809,233,11,3833466007,465,,3832494511,56,Right,3834259689,178,,3832494513,286,,,,,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822775,11,7,1,1,1,af91jdcs6x0bqkmdb78rokod2,1,31.6,91,2022-10-09T16:01:05.546Z,2022-10-10T00:49:55Z,3834259801,178,,3833466351,384,,3832494795,233,28,3832494745,285,,3832494743,56,Back,,,,,,,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822783,12,49,1,1,3,af91jdcs6x0bqkmdb78rokod2,1,41.1,71.6,2022-10-09T16:01:07.436Z,2022-10-10T00:50:01Z,,,,,,,,,,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822809,13,1,1,1,3,af91jdcs6x0bqkmdb78rokod2,1,41.1,71.6,2022-10-09T16:01:07.453Z,2022-10-10T00:50:07Z,3834259977,178,,3832494905,140,53.7,3832494903,56,Left,3832494909,212,20.2,3832494911,213,0.9,3832494907,141,94.1,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822831,14,1,1,1,7,af91jdcs6x0bqkmdb78rokod2,0,62.1,94.8,2022-10-09T16:01:11.436Z,2022-10-10T00:50:14Z,3832494997,155,,3832494999,56,Center,3832495001,140,75.8,3832495003,141,58.4,3832495005,212,28.6,3834260213,178,,3832495007,213,5.2,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822855,29,1,1,1,9,gi0l1habji5hpgar77dl5jqe,1,25.4,44.8,2022-10-09T16:01:12.883Z,2022-10-10T00:51:07Z,3832495187,213,5.6,3832495183,141,41.0,3834261415,178,,3832495185,212,4.2,3832495179,56,Back,3832495181,140,28.5,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822867,30,49,1,1,10,gi0l1habji5hpgar77dl5jqe,1,28.6,41,2022-10-09T16:01:14.093Z,2022-10-10T00:51:13Z,,,,,,,,,,,,,,,,,,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822919,31,1,1,1,10,gi0l1habji5hpgar77dl5jqe,1,28.6,41,2022-10-09T16:01:14.232Z,2022-10-10T00:51:20Z,3832495487,56,Back,3832495489,140,27.1,3832495493,212,20.7,3832495495,213,1.6,3834261753,178,,3832495491,141,71.4,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469822957,32,1,1,1,17,gi0l1habji5hpgar77dl5jqe,1,52.6,87.4,2022-10-09T16:01:21.841Z,2022-10-10T00:51:29Z,3832495685,141,79.3,3834261941,178,,3832495689,213,4.5,3832495683,140,51.3,3832495687,212,5.7,3832495681,56,Left,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469823001,33,1,1,1,20,gi0l1habji5hpgar77dl5jqe,1,53.8,72.7,2022-10-09T16:01:24.303Z,2022-10-10T00:51:33Z,3834262049,178,,3832495925,141,54.8,3832495929,212,12.3,3832495917,56,Center,3832495919,140,52.3,3832495933,213,4.6,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469823049,34,1,1,1,22,gi0l1habji5hpgar77dl5jqe,1,52.3,51.3,2022-10-09T16:01:26.382Z,2022-10-10T00:51:37Z,3832496193,141,30.9,3832496189,140,52.1,3832496185,56,Center,3832496197,212,13.9,3832496201,213,4.7,3834262195,178,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469823119,35,1,1,1,25,gi0l1habji5hpgar77dl5jqe,1,54.5,16.5,2022-10-09T16:01:29.219Z,2022-10-10T00:51:43Z,3832496557,213,5.3,3834262365,178,,3832496555,212,11.3,3832496553,141,2.5,3832496551,140,60.3,3832496549,56,Right,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
