id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2456004181,7,5,1,0,9,dxq76zcvnokq07cszdx0i6kve,0,82.4,-1.5,2022-09-04T18:45:19.575Z,2022-09-05T03:18:26Z,3758988069,56,Right,3758988071,347,,3758988339,233,4,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004275,5,1,1,0,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,25.3,100,2022-09-04T18:45:23.689Z,2022-09-05T03:18:31Z,3758988599,212,12.8,3758988595,140,36.9,3758988601,213,6.0,3758988593,56,Back,3758988597,141,95.6,3758988591,107,,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004291,6,1,1,0,15,2tk2l9sgktwc9jhzqdd4mpdtb,0,36.9,95.6,2022-09-04T18:45:25.171Z,2022-09-05T03:18:48Z,3758988685,213,5.4,3758988683,212,7.6,3758988677,56,Back,3758988679,140,41.7,3760062623,178,,3758988681,141,87.2,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004303,8,61,1,0,16,dxq76zcvnokq07cszdx0i6kve,0,58.5,15.1,2022-09-04T18:45:25.842Z,2022-09-05T03:18:55Z,3760062739,178,,3758988719,56,Right,3760062737,21,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004317,7,1,1,0,18,2tk2l9sgktwc9jhzqdd4mpdtb,1,38.5,89.4,2022-09-04T18:45:28.186Z,2022-09-05T03:19:00Z,3760062789,178,,3758988791,141,86.4,3758988795,213,6.0,3758988793,212,7.8,3758988787,56,Back,3758988789,140,45.7,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004365,8,1,1,0,19,2tk2l9sgktwc9jhzqdd4mpdtb,1,45.7,86.4,2022-09-04T18:45:28.965Z,2022-09-05T03:19:15Z,3758989065,141,77.1,3758989063,140,51.6,3758989067,212,8.9,3758990033,210,13,3758989069,213,5.5,3760062927,178,,3758989061,56,Center,,,,363nsa82dww242zeo09wpcslx,T. Abraham,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004377,9,13,1,0,25,2tk2l9sgktwc9jhzqdd4mpdtb,1,81.3,68.8,2022-09-04T18:45:34.886Z,2022-09-05T03:19:16Z,3758990059,231,52.9,3758989113,56,Center,3758990045,29,,3758990053,103,2.8,3758990057,230,98.0,3758990051,102,41.3,3758990043,84,,3758990055,215,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,3758990047,55,8,3758989109,22,3760063027,178,3759697007,18,3758990041,72,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004397,9,5,1,0,26,dxq76zcvnokq07cszdx0i6kve,1,-1.3,59.8,2022-09-04T18:45:36.075Z,2022-09-05T03:19:18Z,3758989235,346,,3758989233,56,Back,3758989249,233,10,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004391,10,5,1,0,26,2tk2l9sgktwc9jhzqdd4mpdtb,0,101.3,40.2,2022-09-04T18:45:36.075Z,2022-09-05T03:19:18Z,3758989207,346,,3758989299,233,9,3758989205,56,Center,,,,,,,,,,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004579,10,1,1,0,48,dxq76zcvnokq07cszdx0i6kve,1,4.8,49.9,2022-09-04T18:45:57.736Z,2022-09-05T03:19:24Z,3758990401,213,5.4,3758990391,124,,3758990393,56,Back,3758990395,140,17.2,3758990405,237,,3758990397,141,27.0,3758990399,212,20.3,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004617,11,1,1,0,49,dxq76zcvnokq07cszdx0i6kve,1,17.4,27,2022-09-04T18:45:58.655Z,2022-09-05T03:19:28Z,3758990619,213,5.6,3760063143,178,,3758990615,141,9.7,3758990613,140,31.6,3758990617,212,19.0,3758990611,56,Back,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004623,12,1,1,0,53,dxq76zcvnokq07cszdx0i6kve,0,46.1,2.6,2022-09-04T18:46:03.413Z,2022-09-05T03:19:31Z,3760063175,178,,3758990631,140,45.1,3758990635,212,5.3,3758990633,141,10.3,3758990637,213,1.8,3758990629,56,Back,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456200053,855,43,1,0,54,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-09-04T18:46:04.554Z,2022-09-05T03:45:18Z,3760081237,178,0,3760081273,144,82,,,,,,,,,,,,,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004627,11,49,1,0,54,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.6,87.2,2022-09-04T18:46:04.573Z,2022-09-05T03:19:34Z,,,,,,,,,,,,,,,,,,,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004659,12,1,1,0,56,2tk2l9sgktwc9jhzqdd4mpdtb,1,54,84.5,2022-09-04T18:46:06.035Z,2022-09-05T03:19:37Z,3758990797,213,5.5,3758990787,56,Center,3758990795,212,16.9,3758990793,141,66.6,3760063231,178,,3758990791,140,65.1,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004691,13,1,1,0,57,2tk2l9sgktwc9jhzqdd4mpdtb,0,64.1,67.2,2022-09-04T18:46:07.017Z,2022-09-05T03:19:41Z,3758990991,212,42.8,3760063279,178,,3758990989,141,100.0,3758990987,140,98.4,3758990985,56,Left,3758990993,213,0.6,3758990995,1,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004891,13,5,1,1,2,dxq76zcvnokq07cszdx0i6kve,1,2,-1,2022-09-04T18:46:12.114Z,2022-09-05T03:19:43Z,3758992083,347,,3758992081,56,Back,3758992107,233,14,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004699,14,5,1,1,2,2tk2l9sgktwc9jhzqdd4mpdtb,0,98,101,2022-09-04T18:46:12.114Z,2022-09-05T03:19:43Z,3758992135,233,13,3758991045,56,Left,3758991047,347,,,,,,,,,,,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004925,14,1,1,1,25,dxq76zcvnokq07cszdx0i6kve,0,9.7,0,2022-09-04T18:46:35.218Z,2022-09-05T03:19:46Z,3758992251,140,42.6,3758992247,107,,3758992257,213,0.2,3758992253,141,10.4,3758992255,212,35.5,3758992249,56,Back,3758992259,1,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004957,15,1,1,1,28,2tk2l9sgktwc9jhzqdd4mpdtb,0,57.8,87.6,2022-09-04T18:46:38.443Z,2022-09-05T03:19:49Z,3758992389,140,71.4,3758992385,3,,3758992393,212,14.3,3758992395,213,0.1,3758992387,56,Left,3760063403,388,,3758992391,141,89.4,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004999,15,1,1,1,30,dxq76zcvnokq07cszdx0i6kve,0,31.2,12.9,2022-09-04T18:46:40.431Z,2022-09-05T03:19:53Z,3758992617,212,10.7,3758992615,141,26.2,3758992613,140,36.7,3758992619,213,1.0,3758992611,56,Back,3758992609,3,,3760063467,388,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005007,16,61,1,1,34,2tk2l9sgktwc9jhzqdd4mpdtb,0,67.4,76.2,2022-09-04T18:46:44.428Z,2022-09-05T03:20:00Z,3760063551,178,,3758992637,56,Center,,,,,,,,,,,,,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005027,16,1,1,1,35,dxq76zcvnokq07cszdx0i6kve,0,34.6,25,2022-09-04T18:46:45.116Z,2022-09-05T03:20:08Z,3758992739,212,3.5,3758992741,213,5.1,3760063613,388,,3758992735,140,35.8,3758992733,56,Back,3758992737,141,20.2,3758992731,3,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005039,17,1,1,1,36,2tk2l9sgktwc9jhzqdd4mpdtb,1,65.4,80.7,2022-09-04T18:46:46.166Z,2022-09-05T03:20:22Z,3758992819,141,88.8,3758992823,213,2.1,3758992815,56,Left,3758992817,140,62.6,3760063681,178,,3758992821,212,6.2,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005059,18,1,1,1,37,2tk2l9sgktwc9jhzqdd4mpdtb,0,62.6,88.8,2022-09-04T18:46:47.146Z,2022-09-05T03:20:25Z,3758992935,1,,3758992933,213,6.1,3758992929,141,86.4,3760063791,178,,3758992927,140,71.8,3758992925,56,Left,3758992923,157,,3758992931,212,9.8,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005105,17,1,1,1,41,dxq76zcvnokq07cszdx0i6kve,0,32.2,7.3,2022-09-04T18:46:50.755Z,2022-09-05T03:20:30Z,3758993139,213,5.5,3758993137,212,8.7,3758993133,140,38.1,3758993135,141,0.0,3758993131,56,Back,3760063863,178,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005113,18,5,1,1,42,dxq76zcvnokq07cszdx0i6kve,0,36.4,-1.5,2022-09-04T18:46:51.685Z,2022-09-05T03:20:35Z,3758993179,347,,3758993235,233,19,3758993177,56,Back,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005103,19,5,1,1,42,2tk2l9sgktwc9jhzqdd4mpdtb,1,63.6,101.5,2022-09-04T18:46:51.685Z,2022-09-05T03:20:36Z,3758993217,233,18,3758993119,56,Left,3758993121,347,,,,,,,,,,,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005281,20,1,1,1,59,2tk2l9sgktwc9jhzqdd4mpdtb,1,63.4,100,2022-09-04T18:47:08.626Z,2022-09-05T03:20:40Z,3758994093,141,95.4,3758994095,212,9.6,3758994087,107,,3758994097,213,5.9,3758994089,56,Left,3758994091,140,71.7,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005283,21,4,1,2,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,69.2,94,2022-09-04T18:47:10.084Z,2022-09-05T03:20:46Z,3758994483,13,,3758994485,152,,3758994497,233,19,3758994487,265,,3758994105,56,Left,3758994107,286,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005293,19,4,1,2,0,dxq76zcvnokq07cszdx0i6kve,0,30.8,6,2022-09-04T18:47:10.085Z,2022-09-05T03:20:46Z,3758994507,233,21,3758994461,265,,3758994457,152,,3760064045,178,,3758994145,56,Back,3758994147,285,,3758994451,13,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005295,20,43,1,2,3,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-04T18:47:12.632Z,2022-09-04T18:47:19Z,3758994513,144,49,,,,,,,,,,,,,,,,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005937,22,1,1,3,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,67.2,92.9,2022-09-04T18:48:10.761Z,2022-09-05T03:20:53Z,3759699727,224,,3758997641,2,,3758997665,213,5.4,3759699729,72,,3758997647,152,,3759003895,154,,3758997643,5,,3758997649,56,Center,93i0gcndi2m8giqqcm4knduxh,P. Dybala,1,3760064075,178,,3759003893,210,3758997657,141,3758997661,212,3758997645,155,13,61.2,28.5,3758997653,140,84.9,,,,,,,,,,,,,,,,,,,,
2456005943,23,13,1,3,2,2tk2l9sgktwc9jhzqdd4mpdtb,1,88.2,57.1,2022-09-04T18:48:12.324Z,2022-09-05T03:20:53Z,3759003905,154,,3759003911,102,37.0,3759003913,103,15.3,3758998209,24,,3759003903,29,,3758997703,56,Center,3759003901,75,,3759003915,153,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,3760064117,388,,3758997701,17,3758998215,328,3759003919,147,3759003917,146,,,52.3,3759003907,55,22,89.0,3759003921,230,98.4,3759003923,231,52.2,3758998211,15,,,,,,,,,,,
2456005913,21,61,1,3,2,dxq76zcvnokq07cszdx0i6kve,1,10.1,48.5,2022-09-04T18:48:12.385Z,2022-09-05T03:21:01Z,3758997531,56,Back,3760064229,21,,3760064231,388,,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005951,22,52,1,3,4,dxq76zcvnokq07cszdx0i6kve,1,2.3,51.1,2022-09-04T18:48:13.665Z,2022-09-05T03:21:05Z,3760064299,178,,3759700041,377,,,,,,,,,,,,,,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456006061,23,1,1,3,12,dxq76zcvnokq07cszdx0i6kve,1,14.9,48.7,2022-09-04T18:48:21.935Z,2022-09-05T03:21:09Z,3760064343,178,,3758998351,141,28.0,3758998349,140,20.3,3758998355,213,5.1,3758998353,212,15.2,3758998345,123,,3758998347,56,Back,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456006079,24,1,1,3,14,dxq76zcvnokq07cszdx0i6kve,1,21.8,23.1,2022-09-04T18:48:23.749Z,2022-09-05T03:21:12Z,3758998443,140,26.8,3758998445,141,3.6,3758998447,212,14.3,3760064371,178,,3758998441,56,Back,3758998451,213,5.1,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456200361,869,83,1,3,16,2tk2l9sgktwc9jhzqdd4mpdtb,1,75.4,89.8,2022-09-04T18:48:26.141Z,2022-09-05T03:47:17Z,3760082523,399,61566,,,,,,,,,,,,,,,,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456006131,25,1,1,3,17,dxq76zcvnokq07cszdx0i6kve,1,23.2,13.7,2022-09-04T18:48:27.436Z,2022-09-05T03:21:14Z,3758998721,140,3.6,3760064415,178,,3758998727,213,2.5,3758998723,141,35.5,3758998719,56,Back,3758998725,212,25.4,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456006185,26,1,1,3,21,dxq76zcvnokq07cszdx0i6kve,1,3.3,36.3,2022-09-04T18:48:31.075Z,2022-09-05T03:21:18Z,3758999015,213,1.1,3758999013,212,30.3,3758999009,140,15.7,3758999011,141,76.5,3760064447,178,,3758999007,56,Back,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456006207,27,1,1,3,28,dxq76zcvnokq07cszdx0i6kve,1,36.7,74.5,2022-09-04T18:48:37.696Z,2022-09-05T03:21:20Z,3758999121,141,97.1,3760064471,178,,3758999117,56,Back,3758999119,140,40.7,3758999123,212,15.9,3758999125,213,1.3,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456006227,28,1,1,3,30,dxq76zcvnokq07cszdx0i6kve,1,39.1,95.7,2022-09-04T18:48:40.240Z,2022-09-05T03:21:57Z,3758999235,141,84.5,3758999233,140,27.7,3758999237,212,14.2,3760064815,178,,3758999239,213,3.7,3758999231,56,Back,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
