id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2472909083,127,5,1,15,26,dxq76zcvnokq07cszdx0i6kve,1,34.7,101.4,2022-10-16T13:15:59.311Z,2022-10-16T19:18:12Z,3848929753,347,,3848929751,56,Back,3848930613,233,146,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909167,146,5,1,15,26,btcy9nra9ak4m22ovr2ia6m5v,0,65.3,-1.4,2022-10-16T13:15:59.311Z,2022-10-16T19:18:12Z,3848930165,347,,3848930659,233,127,3848930163,56,Right,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909189,128,1,1,15,30,dxq76zcvnokq07cszdx0i6kve,1,35.8,100,2022-10-16T13:16:03.011Z,2022-10-16T19:18:15Z,3848930281,56,Back,3848930279,107,,3848930283,140,28.7,3848930285,141,91.7,3848930287,212,9.8,3848930289,213,3.9,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909313,129,1,1,15,33,dxq76zcvnokq07cszdx0i6kve,1,28.5,85.1,2022-10-16T13:16:06.641Z,2022-10-16T19:18:20Z,3850639547,178,,3848930871,140,28.3,3848930875,212,29.0,3848930873,141,42.4,3848930869,56,Back,3848930877,213,4.7,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909381,130,1,1,15,40,dxq76zcvnokq07cszdx0i6kve,1,44,27.7,2022-10-16T13:16:13.016Z,2022-10-16T19:18:26Z,3848931209,56,Right,3848931221,212,17.1,3850639591,178,,3848931223,213,5.3,3848931213,140,52.4,3848931215,141,6.2,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909463,131,1,1,15,43,dxq76zcvnokq07cszdx0i6kve,1,41.6,8.9,2022-10-16T13:16:16.033Z,2022-10-16T19:18:30Z,3848931599,1,,3848931597,213,2.6,3850640243,178,,3848931593,141,32.7,3848931595,212,33.4,3848931589,56,Back,3848931591,140,13.8,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909569,132,1,1,15,46,dxq76zcvnokq07cszdx0i6kve,1,13.8,32.7,2022-10-16T13:16:19.304Z,2022-10-16T19:18:33Z,3848932191,212,7.6,3848932185,56,Back,3848932189,141,28.5,3848932187,140,20.5,3850640517,178,,3848932193,213,5.9,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909629,133,1,1,15,51,dxq76zcvnokq07cszdx0i6kve,1,21.4,43.3,2022-10-16T13:16:23.900Z,2022-10-16T19:18:36Z,3848932419,140,24.7,3848932417,56,Back,3850640747,178,,3848932423,212,18.1,3848932425,213,1.4,3848932421,141,69.4,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909727,134,1,1,15,53,dxq76zcvnokq07cszdx0i6kve,1,24.7,69.4,2022-10-16T13:16:26.447Z,2022-10-16T19:18:39Z,3850640999,178,,3848932991,213,1.3,3848932985,140,29.9,3848932983,56,Back,3848932989,212,18.7,3848932987,141,95.7,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909733,135,50,1,15,56,dxq76zcvnokq07cszdx0i6kve,1,34.8,83.7,2022-10-16T13:16:28.963Z,2022-10-16T19:18:46Z,3848933293,286,,3848933017,56,Back,3848933295,233,147,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909757,147,7,1,15,56,btcy9nra9ak4m22ovr2ia6m5v,0,65.2,16.3,2022-10-16T13:16:29.707Z,2022-10-16T19:18:50Z,3850641917,178,,3848933141,56,Right,3848933231,233,135,3849997651,384,,3848933143,285,,,,,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909853,136,1,1,15,58,dxq76zcvnokq07cszdx0i6kve,1,29.4,76,2022-10-16T13:16:31.763Z,2022-10-16T19:18:54Z,3848933665,213,3.0,3848933663,212,9.8,3848933657,140,20.1,3848933659,141,77.8,3848933655,56,Back,3850642227,178,,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472909935,137,1,1,16,1,dxq76zcvnokq07cszdx0i6kve,1,23.2,69.3,2022-10-16T13:16:34.603Z,2022-10-16T19:18:57Z,3848934043,56,Back,3848934045,140,26.7,3848934049,212,18.9,3848934047,141,42.1,3848934051,213,4.9,3850642525,178,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910009,138,1,1,16,4,dxq76zcvnokq07cszdx0i6kve,1,26.8,40.1,2022-10-16T13:16:37.296Z,2022-10-16T19:19:00Z,3850642887,178,,3848934433,155,,3848934437,56,Right,3848934455,213,5.7,3848934453,212,41.1,3848934443,140,59.5,3848934457,1,,3848934449,141,6.8,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910087,139,1,1,16,8,dxq76zcvnokq07cszdx0i6kve,1,59.6,4.6,2022-10-16T13:16:40.955Z,2022-10-16T19:19:04Z,3848934791,140,46.8,3848934789,56,Back,3848934793,141,9.8,3848934795,212,13.9,3848934797,213,2.9,3850643233,178,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910137,140,1,1,16,10,dxq76zcvnokq07cszdx0i6kve,1,47.3,8.6,2022-10-16T13:16:42.993Z,2022-10-16T19:19:07Z,3848934999,56,Right,3848935003,141,12.8,3848935005,212,13.9,3848935007,213,0.2,3850643453,178,,3848935001,140,60.3,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910149,141,50,1,16,11,dxq76zcvnokq07cszdx0i6kve,1,64,8.5,2022-10-16T13:16:44.324Z,2022-10-16T19:19:10Z,3848935065,56,Right,3848935601,233,148,3848935069,286,,,,,,,,,,,,,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910215,148,7,1,16,11,btcy9nra9ak4m22ovr2ia6m5v,0,36,91.5,2022-10-16T13:16:44.783Z,2022-10-16T19:19:14Z,3849999421,385,,3848935425,56,Back,3848935541,233,141,3848935427,285,,3850644039,178,,,,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910257,142,1,1,16,13,dxq76zcvnokq07cszdx0i6kve,1,59.8,1.6,2022-10-16T13:16:46.683Z,2022-10-16T19:19:33Z,3848935639,140,68.2,3848935635,56,Right,3850644333,178,,3848935647,213,0.0,3848935645,212,8.8,3848935643,141,1.7,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910335,143,1,1,16,15,dxq76zcvnokq07cszdx0i6kve,1,68,2.2,2022-10-16T13:16:48.377Z,2022-10-16T19:19:36Z,3848936083,141,5.9,3848936085,212,22.2,3848936087,213,0.1,3850645559,178,,3848936079,56,Right,3848936081,140,89.0,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473249881,1077,43,1,16,19,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-10-16T13:16:52.311Z,2022-10-16T19:50:52Z,3850755033,178,0,3850755287,144,82,,,,,,,,,,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910361,144,3,1,16,19,dxq76zcvnokq07cszdx0i6kve,0,96.4,18.4,2022-10-16T13:16:52.316Z,2022-10-16T19:19:39Z,3848936179,286,,3850000923,465,,3850645855,178,,3848936177,56,Right,3848936471,233,149,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910403,149,7,1,16,19,btcy9nra9ak4m22ovr2ia6m5v,0,3.6,81.6,2022-10-16T13:16:52.527Z,2022-10-16T19:19:42Z,3850646127,178,,3848936403,285,,3848936457,233,144,3848936401,56,Back,3850001213,383,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910387,145,61,1,16,19,dxq76zcvnokq07cszdx0i6kve,1,97.3,20.2,2022-10-16T13:16:52.648Z,2022-10-16T19:19:49Z,3850646681,178,,3848936325,56,Right,,,,,,,,,,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910435,150,61,1,16,20,btcy9nra9ak4m22ovr2ia6m5v,1,3.4,79.6,2022-10-16T13:16:52.991Z,2022-10-16T19:19:59Z,3848936547,56,Back,3850647429,178,,,,,,,,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910497,146,1,1,16,22,dxq76zcvnokq07cszdx0i6kve,1,88.8,18.8,2022-10-16T13:16:55.811Z,2022-10-16T20:03:18Z,3848936833,212,23.6,3848936827,56,Center,3850002487,223,,3848936825,155,,3848939179,154,,3848936835,213,1.4,3850002489,72,,3848936829,140,91.9,b881arnahhahg0iaix4mx266t,R. Pereyra,1,3848936823,2,,3848939177,210,13,3850647773,178,3848936831,141,,,,,,,,53.2,,,,,,,,,,,,,,,
2472910521,147,44,1,16,24,dxq76zcvnokq07cszdx0i6kve,1,93,54.2,2022-10-16T13:16:57.203Z,2022-10-16T20:03:18Z,3848937067,233,151,3848936935,56,Center,3848936937,286,,,,,,,,,,,,,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910535,151,44,1,16,24,btcy9nra9ak4m22ovr2ia6m5v,0,7,45.8,2022-10-16T13:16:57.204Z,2022-10-16T19:20:09Z,3848937017,285,,3848937107,233,147,3848937015,56,Back,,,,,,,,,,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910527,148,13,1,16,24,dxq76zcvnokq07cszdx0i6kve,1,92.9,53.2,2022-10-16T13:16:57.357Z,2022-10-16T20:03:19Z,3848939245,231,52.3,3848939225,55,146,3850648451,178,,3848939239,146,99.9,3848939233,102,60.8,3848936985,22,,3848939237,153,,3848975927,21,,6z3a27dxffwacyxof0imvcfvu,Beto,,3848936989,56,Center,3848939221,154,,3848939213,73,3848939241,147,3848936987,17,3848939243,230,3848939235,103,18.1,59.4,,,3848939217,29,,,98.1,,,,,,,,
2472910593,152,52,1,16,26,btcy9nra9ak4m22ovr2ia6m5v,1,3,33.6,2022-10-16T13:16:59.104Z,2022-10-16T19:20:18Z,3850006745,377,,3850648895,178,,,,,,,,,,,,,,,,,,,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910907,153,1,1,16,40,btcy9nra9ak4m22ovr2ia6m5v,1,9.3,58.5,2022-10-16T13:17:13.267Z,2022-10-16T19:20:20Z,3850649023,178,,3848938821,140,20.1,3848938825,212,23.9,3848938823,141,89.4,3848938819,56,Back,3850013691,189,,3848938827,213,1.1,3848938817,123,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910935,154,1,1,16,42,btcy9nra9ak4m22ovr2ia6m5v,1,20.1,89.4,2022-10-16T13:17:15.214Z,2022-10-16T19:20:27Z,3848938943,212,9.5,3848938947,213,4.7,3850649473,178,,3848938935,56,Back,3848938939,141,75.5,3848938937,140,20.0,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472910951,155,1,1,16,43,btcy9nra9ak4m22ovr2ia6m5v,1,20,75.5,2022-10-16T13:17:16.364Z,2022-10-16T19:20:32Z,3848939019,140,11.9,3848939025,213,3.4,3848939023,212,8.8,3848939015,56,Back,3850649869,178,,3848939021,141,72.2,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911005,156,1,1,16,44,btcy9nra9ak4m22ovr2ia6m5v,1,11.9,72.2,2022-10-16T13:17:17.521Z,2022-10-16T19:20:35Z,3848939299,56,Back,3848939301,140,19.4,3848939307,213,1.0,3850650027,178,,3848939303,141,91.0,3848939305,212,15.0,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911035,157,1,1,16,45,btcy9nra9ak4m22ovr2ia6m5v,1,19.4,91,2022-10-16T13:17:18.863Z,2022-10-16T19:20:39Z,3850650311,178,,3848939459,213,5.6,3848939447,56,Back,3848939457,212,29.9,3848939455,141,64.4,3848939453,140,42.1,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911057,158,1,1,16,47,btcy9nra9ak4m22ovr2ia6m5v,1,42.1,64.4,2022-10-16T13:17:20.761Z,2022-10-16T19:20:45Z,3850650749,178,,3848939551,56,Back,3848939557,141,54.8,3848939559,212,7.2,3848939553,140,39.1,3848939561,213,4.3,,,,,,,5o80hrbyw554cetm1rbbns0k5,C. Immobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911167,159,1,1,16,49,btcy9nra9ak4m22ovr2ia6m5v,0,39.1,54.8,2022-10-16T13:17:22.480Z,2022-10-16T19:21:29Z,3848940131,212,41.7,3850653939,178,,3848940125,56,Left,3848940129,141,79.8,3848940135,1,,3848940127,140,75.4,3848940133,213,0.4,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911177,149,49,1,16,53,dxq76zcvnokq07cszdx0i6kve,1,20.5,15.5,2022-10-16T13:17:26.677Z,2022-10-16T19:21:36Z,,,,,,,,,,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911239,150,1,1,16,53,dxq76zcvnokq07cszdx0i6kve,1,19.6,14.7,2022-10-16T13:17:26.771Z,2022-10-16T19:21:39Z,3848940465,141,37.1,3848940463,140,3.8,3848940469,213,2.4,3848940467,212,22.5,3848940461,56,Back,3850654727,178,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911371,151,1,1,16,55,dxq76zcvnokq07cszdx0i6kve,1,3.8,37.1,2022-10-16T13:17:28.827Z,2022-10-16T19:21:43Z,3848941121,212,21.6,3848941123,213,5.4,3848941115,56,Back,3848941119,141,11.7,3850655045,178,,3848941117,140,16.2,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911461,152,1,1,17,1,dxq76zcvnokq07cszdx0i6kve,1,20.1,9.8,2022-10-16T13:17:34.137Z,2022-10-16T19:21:47Z,3848941579,56,Back,3848941581,140,4.3,3848941587,213,2.3,3848941585,212,26.3,3850655325,178,,3848941583,141,39.8,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911517,153,1,1,17,4,dxq76zcvnokq07cszdx0i6kve,1,4.1,39.7,2022-10-16T13:17:37.442Z,2022-10-16T19:21:51Z,3848941813,213,0.9,3848941811,212,15.5,3850655695,178,,3848941805,56,Back,3848941809,141,57.6,3848941807,140,13.2,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911547,154,1,1,17,7,dxq76zcvnokq07cszdx0i6kve,1,17.7,61.7,2022-10-16T13:17:40.439Z,2022-10-16T19:21:54Z,3848942001,213,1.1,3848941991,56,Back,3848941997,212,24.4,3850655947,178,,3848941995,141,94.2,3848941993,140,27.5,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911575,155,1,1,17,10,dxq76zcvnokq07cszdx0i6kve,1,27.7,94.5,2022-10-16T13:17:43.359Z,2022-10-16T19:21:58Z,3850656327,178,,3848942163,213,5.2,3848942157,140,30.9,3848942159,141,84.5,3848942153,56,Back,3848942161,212,7.6,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911645,156,1,1,17,11,dxq76zcvnokq07cszdx0i6kve,1,30.4,84.5,2022-10-16T13:17:44.596Z,2022-10-16T19:22:02Z,3848942583,212,16.7,3848942585,213,5.7,3850656591,178,,3848942581,141,72.0,3848942579,140,44.1,3848942577,56,Back,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473303257,1550,83,1,17,13,btcy9nra9ak4m22ovr2ia6m5v,1,53.8,27.7,2022-10-16T13:17:46.640Z,2022-10-16T21:54:31Z,3851059009,399,486385,,,,,,,,,,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911649,157,61,1,17,14,dxq76zcvnokq07cszdx0i6kve,0,48.1,71.7,2022-10-16T13:17:47.419Z,2022-10-16T19:22:15Z,3850657597,178,,3848942605,56,Back,,,,,,,,,,,,,,,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911663,160,49,1,17,15,btcy9nra9ak4m22ovr2ia6m5v,1,45.5,28.3,2022-10-16T13:17:48.477Z,2022-10-16T19:22:18Z,,,,,,,,,,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911695,161,1,1,17,15,btcy9nra9ak4m22ovr2ia6m5v,1,45.5,28.3,2022-10-16T13:17:48.701Z,2022-10-16T19:22:21Z,3848942865,140,37.3,3848942863,56,Back,3848942869,212,11.7,3850658211,178,,3848942867,141,40.0,3848942871,213,2.4,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911767,162,1,1,17,16,btcy9nra9ak4m22ovr2ia6m5v,1,37.3,40,2022-10-16T13:17:49.572Z,2022-10-16T19:22:28Z,3848943257,213,2.8,3850658761,178,,3848943249,56,Back,3848943255,212,25.4,3848943253,141,54.1,3848943251,140,14.9,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911831,163,1,1,17,22,btcy9nra9ak4m22ovr2ia6m5v,1,18.1,54,2022-10-16T13:17:55.669Z,2022-10-16T19:22:30Z,3848943531,56,Back,3848943535,141,28.5,3848943533,140,29.4,3848943539,213,5.3,3848943537,212,21.0,3850659059,178,,,,,,,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911895,164,1,1,17,27,btcy9nra9ak4m22ovr2ia6m5v,1,35.5,23.1,2022-10-16T13:18:00.730Z,2022-10-16T19:22:33Z,3848943897,213,5.7,3850659325,178,,3848943893,212,21.4,3848943887,140,52.9,3848943891,141,6.6,3848943885,56,Right,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911913,165,1,1,17,29,btcy9nra9ak4m22ovr2ia6m5v,1,52.9,6.6,2022-10-16T13:18:02.243Z,2022-10-16T19:22:38Z,3850659895,178,,3848943991,56,Right,3848943993,140,63.8,3848943995,141,12.8,3848943997,212,12.2,3848943999,213,0.4,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911947,166,1,1,17,30,btcy9nra9ak4m22ovr2ia6m5v,0,63.8,12.8,2022-10-16T13:18:03.296Z,2022-10-16T19:22:43Z,3850660371,178,,3848944151,140,78.0,3848944153,141,4.4,3848944155,212,16.0,3848944149,56,Right,3848944147,168,,3848944157,213,5.9,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472911967,158,49,1,17,33,dxq76zcvnokq07cszdx0i6kve,1,21.5,95.6,2022-10-16T13:18:06.149Z,2022-10-16T19:22:47Z,,,,,,,,,,,,,,,,,,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912009,159,1,1,17,33,dxq76zcvnokq07cszdx0i6kve,1,20.7,95.7,2022-10-16T13:18:06.294Z,2022-10-16T19:22:50Z,3848944467,212,25.4,3848944463,141,66.7,3848944471,213,4.0,3848944459,56,Back,3850660923,178,,3848944461,140,5.4,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912077,160,1,1,17,35,dxq76zcvnokq07cszdx0i6kve,1,8.3,70.7,2022-10-16T13:18:08.253Z,2022-10-16T19:22:54Z,3848944861,212,48.2,3848944855,140,53.4,3850661193,178,,3848944853,56,Left,3848944859,141,83.7,3848944851,155,,3848944863,213,0.2,3848944865,1,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912131,162,1,1,17,38,dxq76zcvnokq07cszdx0i6kve,0,53.4,83.9,2022-10-16T13:18:11.197Z,2022-10-16T19:23:01Z,3848945169,56,Back,3848945173,141,74.8,3848945167,3,,3848945175,212,9.9,3848945177,213,3.8,3848945171,140,46.0,3850661811,178,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912097,161,43,1,17,39,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-10-16T13:18:12.894Z,2022-10-16T13:25:42Z,3848992681,144,44,3848944967,56,Back,3848944969,285,0,,,,,,,,,,,,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912115,167,43,1,17,39,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-10-16T13:18:12.895Z,2022-10-16T13:18:50Z,3848945115,233,161,3848945067,56,Right,3848948491,144,44,3848945119,286,0,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912133,168,49,1,17,40,btcy9nra9ak4m22ovr2ia6m5v,1,58.5,31.4,2022-10-16T13:18:13.081Z,2022-10-16T19:23:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912141,169,1,1,17,40,btcy9nra9ak4m22ovr2ia6m5v,1,58.5,31.4,2022-10-16T13:18:13.158Z,2022-10-16T19:23:17Z,3848945221,141,31.2,3848945225,213,6.3,3850663109,178,,3848945223,212,4.8,3848945217,56,Center,3848945219,140,63.1,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912149,170,1,1,17,42,btcy9nra9ak4m22ovr2ia6m5v,0,63.1,31.2,2022-10-16T13:18:15.347Z,2022-10-16T19:23:26Z,3848945269,213,1.1,3848945267,212,7.8,3848945265,141,41.2,3848945263,140,66.7,3848945261,56,Center,3850663645,178,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912171,163,61,1,17,42,dxq76zcvnokq07cszdx0i6kve,0,31.9,59.6,2022-10-16T13:18:15.806Z,2022-10-16T19:23:31Z,3850664157,178,,3848945395,56,Back,,,,,,,,,,,,,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912261,171,1,1,17,44,btcy9nra9ak4m22ovr2ia6m5v,1,63.5,50.3,2022-10-16T13:18:17.092Z,2022-10-16T19:23:36Z,3848945913,140,54.4,3848945923,213,2.2,3850664559,178,,3848945917,141,68.0,3848945921,212,15.4,3848945909,56,Center,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472912285,172,1,1,17,46,btcy9nra9ak4m22ovr2ia6m5v,1,53.6,68,2022-10-16T13:18:19.700Z,2022-10-16T19:23:51Z,3848946049,212,17.8,3848946047,141,89.6,3850665721,178,,3848946045,140,63.1,3848946043,56,Left,3848946051,213,1.0,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
