id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/15/value
2452649241,19,1,1,0,47,4raiad4l2j5lkfaz92pk4osb,1,39.2,76.7,2022-08-28T18:46:48.020Z,2022-08-29T02:24:33Z,3741115981,212,24.2,3741115977,140,58.5,3741115979,141,96.2,3741115983,213,0.6,3741115973,56,Left,3742404741,178,,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649247,20,1,1,0,48,4raiad4l2j5lkfaz92pk4osb,0,58.5,96.2,2022-08-28T18:46:49.270Z,2022-08-29T02:24:37Z,3741116033,213,5.7,3741116029,141,88.3,3742404783,178,,3741116027,140,66.4,3741116025,56,Left,3741116031,212,9.9,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452902161,901,67,1,0,49,gi0l1habji5hpgar77dl5jqe,1,40.3,7.9,2022-08-28T18:46:50.466Z,2022-08-29T06:11:56Z,3742492643,233,887,,,,,,,,,,,,,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452902159,887,67,1,0,49,4raiad4l2j5lkfaz92pk4osb,0,59.7,92.1,2022-08-28T18:46:50.467Z,2022-08-29T04:20:00Z,3742492655,233,901,,,,,,,,,,,,,,,,,,,,,,b7vmywgydbcs4m9pcjcoabt62,R. Sottil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649243,3,8,1,0,49,gi0l1habji5hpgar77dl5jqe,1,40.1,7.7,2022-08-28T18:46:50.500Z,2022-08-29T06:11:56Z,3741812985,384,,3742404821,178,,3741115995,56,Back,,,,,,,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649325,4,1,1,0,50,gi0l1habji5hpgar77dl5jqe,1,51.5,16.6,2022-08-28T18:46:51.397Z,2022-08-29T02:24:48Z,3741116431,213,3.7,3741116429,212,15.6,3741116425,140,38.6,3741116427,141,5.2,3742404963,178,,3741116423,56,Back,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649327,5,49,1,0,52,gi0l1habji5hpgar77dl5jqe,1,38.6,5.2,2022-08-28T18:46:52.851Z,2022-08-29T02:24:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cen5nxf8sb8binjr7apt9nb2t,H. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649349,6,1,1,0,52,gi0l1habji5hpgar77dl5jqe,1,38.6,5.2,2022-08-28T18:46:52.885Z,2022-08-29T02:25:02Z,3741116545,213,2.0,3741116539,140,34.0,3741116537,56,Back,3742405095,178,,3741116543,212,11.8,3741116541,141,21.1,,,,,,,cen5nxf8sb8binjr7apt9nb2t,H. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649365,7,1,1,0,53,gi0l1habji5hpgar77dl5jqe,1,34,21.1,2022-08-28T18:46:54.031Z,2022-08-29T02:25:06Z,3742405181,178,,3741116613,56,Back,3741116621,213,3.9,3741116615,140,27.4,3741116619,212,9.2,3741116617,141,12.1,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649393,8,1,1,0,55,gi0l1habji5hpgar77dl5jqe,1,27.4,12.1,2022-08-28T18:46:56.309Z,2022-08-29T02:25:09Z,3742405245,178,,3741116751,56,Back,3741116753,140,10.6,3741116759,213,2.8,3741116757,212,19.0,3741116755,141,22.4,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649465,9,1,1,0,58,gi0l1habji5hpgar77dl5jqe,1,10.4,22.4,2022-08-28T18:46:58.893Z,2022-08-29T02:25:12Z,3741117133,213,1.9,3741117121,56,Back,3741117123,140,4.0,3742405273,178,,3741117129,212,18.4,3741117125,141,47.6,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649507,10,1,1,1,3,gi0l1habji5hpgar77dl5jqe,1,7.9,47.6,2022-08-28T18:47:04.651Z,2022-08-29T02:25:15Z,3741117363,213,4.8,3741117359,141,23.9,3741117355,56,Back,3741117357,140,9.8,3741117361,212,16.2,3742405317,178,,,,,,,,af58rhtg8ck7c8g7nwfs67d91,A. Meret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649569,11,1,1,1,6,gi0l1habji5hpgar77dl5jqe,1,9.3,22.1,2022-08-28T18:47:07.371Z,2022-08-29T02:25:19Z,3741117683,140,6.5,3741117693,213,1.7,3741117681,56,Back,3742405385,178,,3741117687,212,16.5,3741117685,141,46.0,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649647,12,1,1,1,9,gi0l1habji5hpgar77dl5jqe,1,6.6,46,2022-08-28T18:47:10.526Z,2022-08-29T02:25:23Z,3742405419,178,,3741118127,213,5.9,3741118125,212,16.7,3741118119,56,Back,3741118123,141,36.4,3741118121,140,21.2,,,,,,,af58rhtg8ck7c8g7nwfs67d91,A. Meret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649707,13,1,1,1,13,gi0l1habji5hpgar77dl5jqe,1,26.1,47.8,2022-08-28T18:47:14.345Z,2022-08-29T02:25:27Z,3742405489,178,,3741118459,56,Back,3741118463,141,95.3,3741118461,140,26.1,3741118469,1,,3741118467,213,1.6,3741118465,212,32.3,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649733,14,1,1,1,17,gi0l1habji5hpgar77dl5jqe,1,26.1,95.3,2022-08-28T18:47:17.751Z,2022-08-29T02:25:31Z,3741118597,213,5.3,3741118595,212,12.1,3741118589,56,Back,3742405591,178,,3741118593,141,80.1,3741118591,140,32.1,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649809,15,1,1,1,18,gi0l1habji5hpgar77dl5jqe,1,32.2,80.1,2022-08-28T18:47:19.632Z,2022-08-29T02:25:38Z,3741119005,213,0.8,3741118997,56,Back,3741118999,140,36.6,3741119003,212,6.7,3742405737,178,,3741119001,141,87.2,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649823,16,50,1,1,19,gi0l1habji5hpgar77dl5jqe,1,39.1,92.4,2022-08-28T18:47:20.423Z,2022-08-29T02:25:44Z,3741119065,56,Back,3741119067,286,,3741119139,233,21,,,,,,,,,,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649831,21,7,1,1,20,4raiad4l2j5lkfaz92pk4osb,1,60.9,7.6,2022-08-28T18:47:21.272Z,2022-08-29T02:25:48Z,3742405931,178,,3741813777,383,,3741119093,285,,3741119091,56,Right,3741119135,233,16,,,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649839,22,49,1,1,22,4raiad4l2j5lkfaz92pk4osb,1,58.3,5.2,2022-08-28T18:47:22.711Z,2022-08-29T02:25:53Z,,,,,,,,,,,,,,,,,,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649913,23,1,1,1,25,4raiad4l2j5lkfaz92pk4osb,1,46.3,8.5,2022-08-28T18:47:26.223Z,2022-08-29T02:25:56Z,3741119519,141,16.2,3741119515,56,Back,3741119517,140,35.2,3741119523,213,2.7,3741119521,212,12.8,3742406103,178,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649947,24,1,1,1,27,4raiad4l2j5lkfaz92pk4osb,1,34.8,15.9,2022-08-28T18:47:28.128Z,2022-08-29T02:25:59Z,3741119673,56,Right,3741119687,212,27.1,3741119689,213,6.0,3742406129,178,,3741119679,140,59.3,3741119683,141,3.5,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649965,25,1,1,1,28,4raiad4l2j5lkfaz92pk4osb,1,59.3,3.5,2022-08-28T18:47:29.383Z,2022-08-29T02:26:04Z,3741119773,212,14.1,3742406183,178,,3741119771,141,8.6,3741119775,213,2.9,3741119769,140,46.3,3741119767,56,Back,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649993,26,1,1,1,30,4raiad4l2j5lkfaz92pk4osb,1,46,8.6,2022-08-28T18:47:31.113Z,2022-08-29T02:26:08Z,3741119923,140,39.0,3742406267,178,,3741119921,56,Back,3741119925,141,3.8,3741119927,212,8.0,3741119929,213,3.6,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452650069,27,1,1,1,32,4raiad4l2j5lkfaz92pk4osb,1,37.4,4.3,2022-08-28T18:47:32.924Z,2022-08-29T02:26:11Z,3742406327,178,,3741120369,140,28.1,3741120367,56,Back,3741120375,212,14.1,3741120377,213,2.3,3741120373,141,19.2,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452650123,28,1,1,1,34,4raiad4l2j5lkfaz92pk4osb,1,25.6,24.3,2022-08-28T18:47:35.654Z,2022-08-29T02:26:15Z,3741120699,213,0.5,3741120697,212,7.6,3741120695,141,29.8,3741120691,56,Back,3742406385,178,,3741120693,140,31.9,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452902217,915,83,1,1,37,gi0l1habji5hpgar77dl5jqe,1,69.2,67.1,2022-08-28T18:47:37.844Z,2022-08-29T04:20:08Z,3742492801,399,172912,,,,,,,,,,,,,,,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452650177,29,1,1,1,38,4raiad4l2j5lkfaz92pk4osb,1,26.6,37.4,2022-08-28T18:47:39.505Z,2022-08-29T02:26:19Z,3741121041,212,17.6,3741121037,140,21.5,3741121039,141,62.0,3741121035,56,Back,3742406465,178,,3741121043,213,1.9,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452650201,30,1,1,1,41,4raiad4l2j5lkfaz92pk4osb,1,24,80.5,2022-08-28T18:47:42.550Z,2022-08-29T02:26:21Z,3741121183,141,93.6,3742406491,178,,3741121179,56,Back,3741121181,140,25.2,3741121185,212,9.0,3741121187,213,1.4,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452650281,31,1,1,1,43,4raiad4l2j5lkfaz92pk4osb,1,27.3,96.3,2022-08-28T18:47:43.982Z,2022-08-29T02:26:24Z,3741121633,213,0.0,3741121621,140,42.5,3742406535,178,,3741121617,56,Back,3741121625,141,96.3,3741121629,212,16.0,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452902227,895,43,1,1,44,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-08-28T18:47:45.545Z,2022-08-29T06:11:56Z,3742554317,144,67,3742492831,233,916,,,,,,,,,,,,,,,,,,,b7vmywgydbcs4m9pcjcoabt62,R. Sottil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452902223,916,43,1,1,44,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-08-28T18:47:45.546Z,2022-08-29T06:11:55Z,3742492835,233,895,3742554311,144,67,,,,,,,,,,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452650327,32,1,1,1,48,4raiad4l2j5lkfaz92pk4osb,1,40.1,96.5,2022-08-28T18:47:49.455Z,2022-08-29T02:26:26Z,3741121821,141,96.2,3741121817,56,Back,3741121819,140,22.3,3741121823,212,18.7,3741121825,213,3.2,3742406569,178,,,,,,,,b7vmywgydbcs4m9pcjcoabt62,R. Sottil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452650401,33,1,1,1,50,4raiad4l2j5lkfaz92pk4osb,1,21.1,96.2,2022-08-28T18:47:51.253Z,2022-08-29T02:26:30Z,3741122211,140,6.4,3741122209,56,Back,3741122213,141,75.6,3742406615,178,,3741122215,212,20.8,3741122217,213,3.9,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452650447,34,1,1,1,55,4raiad4l2j5lkfaz92pk4osb,0,3.6,62.7,2022-08-28T18:47:55.805Z,2022-08-29T02:26:32Z,3741122501,196,,3741122499,155,,3742406641,178,,3741122503,56,Back,3741122513,1,,3741122507,141,0.0,3741122505,140,30.5,3741122509,212,52.3,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,3741122511,213,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
