id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/11/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/15/value
2497793743,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-15T15:57:00.417Z,2023-01-15T17:02:57Z,3980150185,130,18,3980150187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980150183,59,"13, 87, 3, 98, 17, 66, 18, 41, 10, 99, 29, 1, 6, 8, 9, 11, 14, 16, 20, 23, 28, 71",3980348517,197,9006,3980150189,194,3ftcqipzb86lzdztg4j1oz2s5,3980150181,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3980150179,30,"2luxnwcabb7msig7odfq5p5g5, c9shobonlrg7guoyb3iwnwdsl, b0e6d3zgwzbzysmt9b2ycvf56, 3coml6cxqa86px9up8yy3oz1m, 3ftcqipzb86lzdztg4j1oz2s5, 4b7yhrh526hzn4vj8bh395v8q, 7pg1pu4ptby6hi0rp29hv4jxl, a6lo3s66xv87llkhwveoq1vqh, 7j0c36u6kk97eur4virjoka8l, 240qnsj5nj6l6s3cc618691at, 3mqhkh4iz4kesvmqui3hupgmi, 68jk3onf54kl1mdfz8zuicvkl, ezpkmoz1z08da3o3g45m12lzp, d6sstsibcsfxporots5k9cicp, 19gglji6ai70jiu7iqpkaxbyt, 53dvtfms2uxd500y87x5jf2eh, bhu3hiq2ln2cso48ndqe17bvt, rnahabpvj34tsl9q53gt2rit, drljavudmjvyj9mvyzq7gz2s5, 2mloh2yrhs60s1uwrfycc2i8l, 6lev0lne8w9snmho4a6hjiifp, 635lkjxjnrk1ytgjmz5qcr4a2",3980150191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796693,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-01-15T16:02:42.431Z,2023-01-15T16:58:01Z,3980166167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980166155,59,"1, 77, 22, 42, 6, 2, 15, 7, 17, 11, 10, 3, 5, 9, 13, 19, 21, 28, 31, 33, 57, 88, 91, 93",3980166157,130,13,3980166153,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3980166151,30,"7drgir9lcwfst8vxz07jboe6t, a69r2pf2w8da4dl0zl4k5vil1, 7mvqysbmyf6uj3jny3qpqw2ga, 4cejhrr3ji36591xf54jue3ca, 45ubqc5i6yn2l5kdtlt8tbw7p, cm6iy4b06qv9y6ww0hthqlwb9, 9q01y4w4dwpaqf8lmpv9wnmc5, 2ugzqrpaooto1r24a6kvqf2ll, d364lpc0km51psy3zwc4a6zca, 8d04q3yp2kouwog0lj0s7ew2x, 2fqlri41xq6p924kine7pjr2t, 6lfje6glfgycun47flgmc9jvt, e5nv028chtw0955vhnh74ukbu, ds719g843vjs279iine5otgid, 4aqkgskbra4wsoo7a8uw7xl9l, 2idy9ngk2rojseoxxw9n98c7p, 42m78ny1ggvmzmjtka7exyzqi, n62gu1fztuvojijr41hyetw5, 9sdrd6flk2jene11v193nm1n9, 1oflzbi4gq8wdjlmpa865jj6d, 3ww5879aay1xf2a20nl9ihwid, 2fsgc0b4mvwpenawmit0q0bmd, 30gsjr0xlmjulnz227zfxga8l, 30oup47g0i12cvub12r7kmxd6",3980166159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980166163,194,cm6iy4b06qv9y6ww0hthqlwb9,3980342757,197,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830647,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-15T17:01:28.869Z,2023-01-15T17:01:29Z,3980352483,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830655,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-01-15T17:01:28.869Z,2023-01-15T22:31:02Z,3980352513,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830675,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,50,50,2023-01-15T17:01:28.885Z,2023-01-16T03:10:04Z,3980352607,279,S,3980951941,178,,3980352605,213,3.2,3980352599,140,34.7,3980352601,141,48.4,3980352597,56,Back,3980352603,212,16.1,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830695,4,1,1,0,2,49rkyo4do8uwj06geomw0xr4i,1,34.6,49.8,2023-01-15T17:01:31.460Z,2023-01-16T03:10:08Z,3980352735,140,33.2,3980352737,141,82.6,3980352733,56,Back,3980352741,213,1.6,3980352739,212,22.4,3980951963,178,,,,,,,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830701,5,1,1,0,5,49rkyo4do8uwj06geomw0xr4i,0,33.6,83.9,2023-01-15T17:01:34.142Z,2023-01-16T03:10:11Z,3980352787,141,100.0,3980352785,140,57.3,3980352789,212,27.8,3980951983,178,,3980352791,213,0.5,3980352783,56,Left,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830711,3,5,1,0,6,e75syeuawg3ql8nwpi3vr2btz,1,46.7,-1.4,2023-01-15T17:01:35.598Z,2023-01-16T03:10:14Z,3980352827,56,Back,3980352829,347,,3980352833,233,6,,,,,,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830705,6,5,1,0,6,49rkyo4do8uwj06geomw0xr4i,0,53.3,101.4,2023-01-15T17:01:35.598Z,2023-01-16T03:10:15Z,3980352845,233,3,3980352805,56,Left,3980352807,347,,,,,,,,,,,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830745,4,1,1,0,11,e75syeuawg3ql8nwpi3vr2btz,0,55.1,0,2023-01-15T17:01:40.551Z,2023-01-16T03:10:18Z,3980353083,140,77.2,3980353081,56,Right,3980353089,213,0.6,3980353091,1,,3980353079,107,,3980353085,141,19.9,3980353087,212,27.4,,,,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
