id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,assist,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2484915751,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-11-12T18:56:25.420Z,2022-11-12T20:00:36Z,3912129855,59,"28, 3, 22, 8, 5, 26, 20, 17, 9, 19, 21, 1, 4, 6, 7, 10, 11, 12, 29, 30, 50, 55, 99",3912129857,130,8,3912129859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912129861,194,8wh3u8b2hz7rcygnfng8khh3p,3912129853,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3912129851,30,"4hrmzpx1nt5ze55fpby71mcb9, 1po7tmdv73zfjentt0p20wdlh, a2n9op95qyb3rkye5pxqjb7bp, 38de1wbyp2ruksgffna791n8p, 4gmki0xpn2e9o9p7wnm0k8p1x, 3l0mj1zzhytxvm9tryvqv8kix, bpfg11qh1q0zj2x6sqd3srvmx, 4zn8zufrd17h9d5xl7qhahbyt, dccxma9p13p00n0gi1cxk1nf9, bdb6j168crcrwje9k0titxv55, 8wh3u8b2hz7rcygnfng8khh3p, 46twjsjrm4ljb7bhobbpwx5h, 6xt6fnmwrs7btha4d2t7wkktm, 6eqqtmbg35rg2stk10ic7q8k5, 1cu7fg8sf90isf9gp21e5fqh, 5j7hbe94ewys7hkd04ay5bpw5, 56bidwsegakrtx3z1qbbpnc6i, gwvkwrniek35ag79q0a18rh0, 3cbwh4pfwae5xw072cy14gb85, 5lvdnoyknuoyr6kdruposgctl, 7ohgxs03szerp6mwiiv58ryay, d6vg86aml1ttoyks4vvvk0smh, a46kdc4sdf7e6520s8gm9glm2",3912129863,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912347029,197,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484917393,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-11-12T19:00:18.984Z,2022-11-12T19:43:13Z,3912139249,130,4,3912139251,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912139253,194,9rzl0j9m9i30a62o1yofzvaad,3912139243,30,"1r5gn4osgwz2b2b4sefncbhed, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, 9k1ytj3z42ggp14vkn39hiymt, 7km4xkzmx7pytxxzcu7ugm0np, 9rzl0j9m9i30a62o1yofzvaad, 4qejyummzkrfllds8ord642qx, cc04mat3snly9oe4bt7xaeooa, 153ljvbov0n176vm9fdaizoix, ctq9si3nbc6n8cznhlcvtixd6, 27xj7me8icr5ptta7kwx0kfs9, 37kr5th62ugmy4j55i3n45k2d, bqer8ajqm2vibthgumtuycbu1, 74o97lnqpku6m9svks66qbend, m030tubgf3zpgf0axzm7z26t, 14xoy6tg51xbydm69d5ybyfis, 4xnll2f9tb69wrezm04ayg76y, elnhkklafq2cwl0hit66b5vmy, 61c395xuimpxo2439p8mt3y6t, 6k790p49tjwkhlwf9afll9jo5, e5fnoxb8f2hycjx4gnmce2wvd, 1vzkayk22kpci17ggh5kkc3u2, 9tah9hvep4bqppokmuw720qvo, cxxxfvmrslyjyi9wz9m8kwne2, 83hpavqn7r5bzcgxvjbcso3px",3912139255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912139245,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3912139247,59,"47, 22, 6, 14, 5, 13, 16, 42, 9, 23, 45, 3, 7, 8, 10, 11, 15, 18, 19, 25, 28, 30, 35, 44, 77",3912336369,197,17280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957331,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-11-12T19:47:28.815Z,2022-11-13T03:05:34Z,3912353705,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957337,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-11-12T19:47:28.815Z,2022-11-12T19:47:31Z,3912353763,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957351,3,1,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,50,50,2022-11-12T19:47:28.850Z,2022-11-13T07:30:47Z,3912353879,141,52.8,3912353883,213,3.0,3913017443,178,,3912353881,212,15.1,3912353885,279,S,3912353877,140,35.7,3912353875,56,Back,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957397,4,1,1,0,2,ej5er0oyngdw138yuumwqbyqt,1,36.4,52.1,2022-11-12T19:47:31.202Z,2022-11-13T04:13:26Z,3912354141,155,,3913017565,178,,3912354143,56,Right,3912354149,212,45.0,3912354147,141,3.1,3912354145,140,65.2,3912354153,1,,3912354151,213,5.4,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957399,5,44,1,0,4,ej5er0oyngdw138yuumwqbyqt,1,67.8,3.5,2022-11-12T19:47:33.498Z,2022-11-13T06:39:11Z,3912354167,286,,3912354165,56,Right,3912354171,233,3,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957387,3,44,1,0,4,6tuibxq39fdryu8ou06wcm0q3,0,32.2,96.5,2022-11-12T19:47:33.499Z,2022-11-13T04:13:31Z,3912354201,233,5,3912354087,285,,3912354085,56,Back,,,,,,,,,,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957407,6,1,1,0,4,ej5er0oyngdw138yuumwqbyqt,1,65.7,2.5,2022-11-12T19:47:33.642Z,2022-11-13T06:39:12Z,3912354217,56,Right,3912354223,212,7.9,3912354221,141,3.4,3912354219,140,73.2,3913017743,388,,3912354215,3,,3912354225,213,0.1,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484961583,95,1,1,0,6,ej5er0oyngdw138yuumwqbyqt,0,72.9,2,2022-11-12T19:47:35.335Z,2022-11-13T04:14:18Z,3912377687,140,86.0,3912377685,56,Right,3912377691,212,14.3,3912377693,213,0.3,3912377689,141,7.9,3912377683,155,,3913018379,178,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
