id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,keyPass
2497465707,9,1,1,0,18,3vo5mpj7catp66nrwwqiuhuup,1,27.1,37.7,2023-01-14T19:45:30.422Z,2023-01-15T03:32:56Z,3978411359,213,6.0,3978871889,178,,3978411357,212,18.9,3978411351,56,Back,3978411353,140,44.5,3978411355,141,30.4,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465711,10,61,1,0,19,3vo5mpj7catp66nrwwqiuhuup,0,44.3,30.4,2023-01-14T19:45:31.786Z,2023-01-15T03:33:01Z,3978871919,178,,3978411363,56,Back,,,,,,,,,,,,,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465727,3,49,1,0,20,ap6blbxhq9elm62vw6tutzlwg,1,55.8,84,2023-01-14T19:45:33.120Z,2023-01-15T03:33:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465735,4,1,1,0,22,ap6blbxhq9elm62vw6tutzlwg,1,55.8,84,2023-01-14T19:45:34.635Z,2023-01-15T03:33:11Z,3978411471,140,55.9,3978411477,213,4.7,3978411473,141,73.5,3978411475,212,7.1,3978871955,178,,3978411469,56,Center,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465757,5,1,1,0,22,ap6blbxhq9elm62vw6tutzlwg,1,55.9,73.5,2023-01-14T19:45:35.243Z,2023-01-15T03:33:14Z,3978411571,140,61.1,3978871961,178,,3978411577,213,1.2,3978411575,212,14.5,3978411573,141,93.3,3978411569,56,Left,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465775,6,1,1,0,26,ap6blbxhq9elm62vw6tutzlwg,0,61,93.3,2023-01-14T19:45:38.575Z,2023-01-15T03:33:18Z,3978871977,178,,3978411659,155,,3978411663,140,88.9,3978411671,212,29.8,3978411665,141,100.0,3978411675,213,0.2,3978411661,56,Left,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465779,7,5,1,0,30,ap6blbxhq9elm62vw6tutzlwg,0,91,101.5,2023-01-14T19:45:42.648Z,2023-01-15T03:33:22Z,3978411685,347,,3978411683,56,Left,3978411939,233,11,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465831,11,5,1,0,30,3vo5mpj7catp66nrwwqiuhuup,1,9,-1.5,2023-01-14T19:45:42.648Z,2023-01-15T03:33:22Z,3978411907,233,7,3978411905,347,,3978411903,56,Back,,,,,,,,,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465857,12,1,1,0,39,3vo5mpj7catp66nrwwqiuhuup,1,10,0,2023-01-14T19:45:51.538Z,2023-01-15T03:33:24Z,3978412017,107,,3978412025,212,8.0,3978412023,141,9.1,3978412027,213,2.0,3978412019,56,Back,3978412021,140,6.6,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465871,13,1,1,0,41,3vo5mpj7catp66nrwwqiuhuup,0,7.3,8.2,2023-01-14T19:45:53.890Z,2023-01-15T03:33:29Z,3978412095,212,57.0,3978412089,56,Right,3978412093,141,0.0,3978412097,213,6.2,3978412091,140,61.2,3978872093,178,,3978412087,157,,3978412099,1,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465887,8,5,1,0,46,ap6blbxhq9elm62vw6tutzlwg,1,41.3,101.4,2023-01-14T19:45:58.399Z,2023-01-15T03:33:30Z,3978412189,56,Back,3978412193,233,14,3978412191,347,,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465873,14,5,1,0,46,3vo5mpj7catp66nrwwqiuhuup,0,58.7,-1.4,2023-01-14T19:45:58.399Z,2023-01-15T03:33:31Z,3978412101,56,Right,3978412197,233,8,3978412103,347,,,,,,,,,,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465991,9,1,1,1,4,ap6blbxhq9elm62vw6tutzlwg,0,46.8,100,2023-01-14T19:46:17.093Z,2023-01-15T03:34:47Z,3978412707,1,,3978412699,140,66.5,3978412701,141,83.9,3978412697,56,Left,3978412695,107,,3978412705,213,5.8,3978412703,212,24.0,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497560213,1502,83,1,1,7,3vo5mpj7catp66nrwwqiuhuup,1,32.2,26.9,2023-01-14T19:46:19.529Z,2023-01-15T04:38:29Z,3978909781,399,49203,,,,,,,,,,,,,,,,,,,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465995,10,61,1,1,8,ap6blbxhq9elm62vw6tutzlwg,0,67,76.1,2023-01-14T19:46:21.174Z,2023-01-15T03:34:53Z,3978872325,15,,3978872219,178,,3978412715,56,Center,,,,,,,,,,,,,,,,dp1y9x5r6z1q120hj3sgyhxat,M. Đurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466003,15,44,1,1,9,3vo5mpj7catp66nrwwqiuhuup,1,34.3,27.6,2023-01-14T19:46:21.798Z,2023-01-15T05:37:08Z,3978412735,285,,3978412733,56,Back,3978412737,233,11,,,,,,,,,,,,,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497465997,11,44,1,1,9,ap6blbxhq9elm62vw6tutzlwg,0,65.7,72.4,2023-01-14T19:46:21.799Z,2023-01-15T03:34:47Z,3978412741,233,15,3978412717,56,Center,3978412719,286,,,,,,,,,,,,,,,,,dp1y9x5r6z1q120hj3sgyhxat,M. Đurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466011,16,1,1,1,9,3vo5mpj7catp66nrwwqiuhuup,1,36,30,2023-01-14T19:46:21.873Z,2023-01-15T05:37:08Z,3978412785,212,3.7,3978412783,141,32.8,3978412779,56,Back,3978412781,140,33.0,3978412777,3,,3978872627,388,,3978412789,213,2.6,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466015,17,49,1,1,10,3vo5mpj7catp66nrwwqiuhuup,1,36.8,23.9,2023-01-14T19:46:22.764Z,2023-01-15T03:35:02Z,,,,,,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466017,18,50,1,1,12,3vo5mpj7catp66nrwwqiuhuup,1,36.1,16,2023-01-14T19:46:24.760Z,2023-01-15T03:36:17Z,3978412871,233,12,3978412805,286,,3978412803,56,Back,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466029,12,7,1,1,13,ap6blbxhq9elm62vw6tutzlwg,0,63.9,84,2023-01-14T19:46:25.931Z,2023-01-15T03:36:19Z,3978412841,285,,3978676441,385,,3978412857,233,18,3978873229,178,,3978412839,56,Left,,,,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466027,19,61,1,1,13,3vo5mpj7catp66nrwwqiuhuup,1,37.3,22.8,2023-01-14T19:46:26.010Z,2023-01-15T03:36:23Z,3978412837,56,Back,3978873257,178,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497555997,853,67,1,1,14,ap6blbxhq9elm62vw6tutzlwg,1,64.6,91.8,2023-01-14T19:46:26.767Z,2023-01-15T05:37:09Z,3978890793,233,1042,,,,,,,,,,,,,,,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497555995,1042,67,1,1,14,3vo5mpj7catp66nrwwqiuhuup,0,35.4,8.2,2023-01-14T19:46:26.768Z,2023-01-15T04:07:58Z,3978890803,233,853,,,,,,,,,,,,,,,,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466113,15,1,1,1,14,ap6blbxhq9elm62vw6tutzlwg,0,64,86.4,2023-01-14T19:46:26.816Z,2023-01-15T05:37:09Z,3978413283,212,4.2,3978413285,213,4.8,3978873301,178,,3978413269,141,80.3,3978413265,56,Left,3978413267,140,64.3,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466043,20,1,1,1,15,3vo5mpj7catp66nrwwqiuhuup,0,38.9,26.4,2023-01-14T19:46:28.331Z,2023-01-15T03:36:34Z,3978873339,178,,3978412929,140,42.2,3978412931,141,22.7,3978412933,212,4.3,3978412935,213,5.7,3978412927,56,Back,,,,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466047,13,49,1,1,16,ap6blbxhq9elm62vw6tutzlwg,1,58.8,78.9,2023-01-14T19:46:28.720Z,2023-01-15T05:33:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497467879,64,3,1,1,16,ap6blbxhq9elm62vw6tutzlwg,1,60.3,82.7,2023-01-14T19:46:29.175Z,2023-01-15T03:36:47Z,3978422095,233,65,3978422037,286,,3978873445,178,,3978422035,56,Left,3978676603,464,,,,,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497467781,65,45,1,1,16,3vo5mpj7catp66nrwwqiuhuup,0,39.7,17.3,2023-01-14T19:46:29.175Z,2023-01-15T03:36:47Z,3978421571,56,Back,3978421573,285,,3978422109,233,64,,,,,,,,,,,,,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466067,14,50,1,1,18,ap6blbxhq9elm62vw6tutzlwg,1,56.5,70.6,2023-01-14T19:46:31.150Z,2023-01-15T03:36:55Z,3978413033,286,,3978413029,56,Center,3978413165,233,21,,,,,,,,,,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466083,21,7,1,1,18,3vo5mpj7catp66nrwwqiuhuup,0,43.5,29.4,2023-01-14T19:46:31.319Z,2023-01-15T03:36:59Z,3978676631,385,,3978873621,178,,3978413097,285,,3978413145,233,14,3978413093,56,Back,,,,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497515563,785,61,1,1,19,ap6blbxhq9elm62vw6tutzlwg,1,53.6,69.7,2023-01-14T19:46:31.442Z,2023-01-15T03:37:04Z,3978676749,56,Center,3978873653,178,,,,,,,,,,,,,,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466087,22,49,1,1,20,3vo5mpj7catp66nrwwqiuhuup,1,56.5,38.9,2023-01-14T19:46:32.423Z,2023-01-15T03:37:10Z,,,,,,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466107,23,1,1,1,21,3vo5mpj7catp66nrwwqiuhuup,1,56.5,40.4,2023-01-14T19:46:34.001Z,2023-01-15T03:37:12Z,3978413241,141,62.1,3978413239,140,57.6,3978413243,212,14.8,3978413237,56,Center,3978413245,213,1.5,3978873727,178,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466123,24,1,1,1,25,3vo5mpj7catp66nrwwqiuhuup,0,71,68.7,2023-01-14T19:46:37.411Z,2023-01-15T03:37:14Z,3978413325,212,27.4,3978413323,141,70.0,3978413319,56,Center,3978413327,213,0.0,3978873745,178,,3978413321,140,97.1,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466139,16,49,1,1,26,ap6blbxhq9elm62vw6tutzlwg,1,6.6,30.4,2023-01-14T19:46:39.232Z,2023-01-15T04:09:09Z,,,,,,,,,,,,,,,,,,,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466157,17,1,1,1,29,ap6blbxhq9elm62vw6tutzlwg,0,6.5,29.3,2023-01-14T19:46:41.426Z,2023-01-15T03:37:29Z,3978413539,141,2.6,3978873837,178,,3978413549,1,,3978413529,56,Right,3978413543,212,58.8,3978413525,157,,3978413533,140,59.8,3978413547,213,6.0,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466161,25,49,1,1,34,3vo5mpj7catp66nrwwqiuhuup,1,45.8,97.4,2023-01-14T19:46:47.319Z,2023-01-15T03:37:36Z,,,,,,,,,,,,,,,,,,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466219,26,1,1,1,41,3vo5mpj7catp66nrwwqiuhuup,1,43.7,73.9,2023-01-14T19:46:53.633Z,2023-01-15T03:37:39Z,3978413799,141,39.2,3978413801,212,25.0,3978413795,56,Back,3978873913,178,,3978413803,213,4.4,3978413797,140,35.9,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466235,27,1,1,1,44,3vo5mpj7catp66nrwwqiuhuup,1,35.4,44.6,2023-01-14T19:46:57.242Z,2023-01-15T03:37:41Z,3978413883,56,Back,3978413885,140,36.6,3978413887,141,74.4,3978413891,213,1.5,3978873937,178,,3978413889,212,20.3,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466255,28,1,1,1,47,3vo5mpj7catp66nrwwqiuhuup,1,35.9,75,2023-01-14T19:47:00.009Z,2023-01-15T03:37:44Z,3978414001,213,1.3,3978413999,212,14.2,3978413993,56,Back,3978413995,140,38.9,3978873979,178,,3978413997,141,95.4,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466285,29,1,1,1,52,3vo5mpj7catp66nrwwqiuhuup,1,26.9,71.4,2023-01-14T19:47:04.411Z,2023-01-15T03:37:47Z,3978414185,212,21.7,3978414183,141,52.8,3978414179,56,Back,3978414181,140,10.1,3978414187,213,3.8,3978874013,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466303,30,1,1,1,58,3vo5mpj7catp66nrwwqiuhuup,1,14.7,51.8,2023-01-14T19:47:10.490Z,2023-01-15T03:37:50Z,3978414269,212,11.6,3978414267,141,51.8,3978874035,178,,3978414263,56,Back,3978414265,140,25.7,3978414271,213,0,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466375,31,1,1,1,59,3vo5mpj7catp66nrwwqiuhuup,1,25.7,51.8,2023-01-14T19:47:11.895Z,2023-01-15T03:37:56Z,3978414577,141,52.4,3978874119,178,,3978414575,140,11.2,3978414573,56,Back,3978414579,212,15.2,3978414581,213,3.1,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466387,32,1,1,2,13,3vo5mpj7catp66nrwwqiuhuup,1,15.5,40.9,2023-01-14T19:47:25.780Z,2023-01-15T03:38:00Z,3978414639,213,0.2,3978414631,56,Back,3978414637,212,34.6,3978414633,140,47.9,3978414635,141,49.9,3978874187,178,,3978414641,1,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466403,33,1,1,2,15,3vo5mpj7catp66nrwwqiuhuup,1,47.9,49.9,2023-01-14T19:47:27.524Z,2023-01-15T03:38:04Z,3978414713,140,43.1,3978414715,141,65.2,3978414711,56,Back,3978414717,212,11.6,3978874215,178,,3978414719,213,2.0,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497466419,34,1,1,2,16,3vo5mpj7catp66nrwwqiuhuup,1,43.1,65.2,2023-01-14T19:47:28.843Z,2023-01-15T05:33:41Z,3978947361,389,,3978414797,140,47.8,3978414803,213,1.1,3978414801,212,10.1,3978414795,56,Back,3978414799,141,78.2,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
