id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2484331497,13,50,1,0,25,af91jdcs6x0bqkmdb78rokod2,1,66.2,9.6,2022-11-11T19:46:44.031Z,2022-11-12T01:28:52Z,3909071625,233,4,3909071283,56,Right,3909071285,286,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331549,4,7,1,0,26,8le3orkfz6iix3jns6g9ojqjg,1,33.8,90.4,2022-11-11T19:46:44.769Z,2022-11-12T01:28:56Z,3909356421,384,,3909360903,178,,3909071527,56,Back,3909071529,285,,3909071581,233,13,,,,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331555,5,49,1,0,27,8le3orkfz6iix3jns6g9ojqjg,1,28.9,88.9,2022-11-11T19:46:46.164Z,2022-11-12T01:29:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1fdgli7rrzvlhcs1exckc0r11,A. Grassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331573,6,1,1,0,28,8le3orkfz6iix3jns6g9ojqjg,1,28.9,88.9,2022-11-11T19:46:46.495Z,2022-11-12T01:29:08Z,3909071669,140,36.0,3909360941,178,,3909071679,213,5.2,3909071673,141,66.9,3909071677,212,16.7,3909071667,56,Back,,,,,,,1fdgli7rrzvlhcs1exckc0r11,A. Grassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331605,7,1,1,0,31,8le3orkfz6iix3jns6g9ojqjg,0,36,66.9,2022-11-11T19:46:50.085Z,2022-11-12T01:29:20Z,3909071809,212,7.2,3909071803,56,Back,3909071805,140,37.6,3909071811,213,4.9,3909071807,141,56.6,3909360961,178,,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484386443,916,67,1,0,32,af91jdcs6x0bqkmdb78rokod2,1,60.6,39.3,2022-11-11T19:46:50.835Z,2022-11-12T05:05:00Z,3909370311,233,934,,,,,,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484386435,934,67,1,0,32,8le3orkfz6iix3jns6g9ojqjg,0,39.4,60.7,2022-11-11T19:46:50.836Z,2022-11-12T02:04:29Z,3909370315,233,916,,,,,,,,,,,,,,,,,,,,,,cxjuod6b1ro67656dxwhpqqc5,J. Akpa Akpro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331601,14,8,1,0,32,af91jdcs6x0bqkmdb78rokod2,1,60.4,39,2022-11-11T19:46:50.873Z,2022-11-12T05:05:01Z,3909071797,56,Center,3909356449,384,,3909360989,178,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331629,16,61,1,0,32,af91jdcs6x0bqkmdb78rokod2,1,54.4,54.8,2022-11-11T19:46:51.185Z,2022-11-12T01:29:41Z,3909071913,56,Center,3909361033,178,,,,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331625,15,49,1,0,35,af91jdcs6x0bqkmdb78rokod2,1,54.9,52,2022-11-11T19:46:53.447Z,2022-11-12T01:29:50Z,,,,,,,,,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331655,17,1,1,0,35,af91jdcs6x0bqkmdb78rokod2,1,53.3,62.1,2022-11-11T19:46:53.555Z,2022-11-12T01:29:56Z,3909361083,178,,3909072057,141,54.6,3909072061,213,5.8,3909072053,56,Center,3909072055,140,62.2,3909072059,212,10.6,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331661,18,1,1,0,37,af91jdcs6x0bqkmdb78rokod2,0,62.2,54.3,2022-11-11T19:46:56.322Z,2022-11-12T01:30:01Z,3909361105,178,,3909072103,212,4.9,3909072107,213,5.1,3909072095,140,63.8,3909072099,141,47.6,3909072091,56,Center,,,,,,,319knuftqo071luold2fqluqd,C. Buonaiuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331669,8,49,1,0,38,8le3orkfz6iix3jns6g9ojqjg,1,29.9,51.1,2022-11-11T19:46:56.535Z,2022-11-12T01:30:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331781,9,1,1,0,41,8le3orkfz6iix3jns6g9ojqjg,1,36,33.3,2022-11-11T19:47:00.197Z,2022-11-12T01:30:17Z,3909072705,212,35.4,3909072709,1,,3909072699,56,Right,3909072703,141,8.1,3909072701,140,65.5,3909072707,213,5.8,3909361177,178,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331801,10,1,1,0,50,8le3orkfz6iix3jns6g9ojqjg,1,66.4,16.8,2022-11-11T19:47:08.627Z,2022-11-12T01:30:26Z,3909072837,213,1.7,3909361211,178,,3909072829,56,Center,3909072833,141,39.4,3909072835,212,15.5,3909072831,140,64.8,,,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331843,11,1,1,0,52,8le3orkfz6iix3jns6g9ojqjg,1,61.2,44,2022-11-11T19:47:10.981Z,2022-11-12T01:30:30Z,3909073107,212,21.7,3909361229,178,,3909073109,213,2.4,3909073103,140,45.8,3909073105,141,65.2,3909073101,56,Back,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331879,12,1,1,0,55,8le3orkfz6iix3jns6g9ojqjg,1,44.9,66.1,2022-11-11T19:47:14.288Z,2022-11-12T01:30:33Z,3909361249,178,,3909073277,212,31.9,3909073279,213,4.5,3909073275,141,20.4,3909073273,140,38.1,3909073271,56,Back,,,,,,,dnk24js88d4ie661mwo7jkq95,S. Walukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331901,13,1,1,0,58,8le3orkfz6iix3jns6g9ojqjg,1,39.7,19.1,2022-11-11T19:47:16.867Z,2022-11-12T01:30:36Z,3909073367,212,17.8,3909361257,178,,3909073361,56,Right,3909073363,140,53.6,3909073365,141,4.0,3909073369,213,5.7,,,,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331933,14,1,1,1,1,8le3orkfz6iix3jns6g9ojqjg,1,54,4.4,2022-11-11T19:47:20.044Z,2022-11-12T01:30:44Z,3909073517,141,15.3,3909073523,213,2.7,3909073511,56,Back,3909361289,178,,3909073519,212,18.4,3909073513,140,38.0,,,,,,,f0o0jfa9hp54otpnwe09d591,T. Ebuehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331973,15,1,1,1,3,8le3orkfz6iix3jns6g9ojqjg,1,36.6,21.1,2022-11-11T19:47:21.615Z,2022-11-12T01:30:49Z,3909073711,213,1.6,3909073709,212,24.3,3909073703,56,Back,3909073705,140,35.7,3909361315,178,,3909073707,141,56.8,,,,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484331997,16,1,1,1,7,8le3orkfz6iix3jns6g9ojqjg,1,44.6,69.3,2022-11-11T19:47:25.888Z,2022-11-12T01:30:53Z,3909073837,213,0.4,3909361339,178,,3909073831,140,70.2,3909073835,212,29.5,3909073833,141,87.0,3909073829,56,Left,,,,,,,dnk24js88d4ie661mwo7jkq95,S. Walukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332059,17,1,1,1,8,8le3orkfz6iix3jns6g9ojqjg,1,70.2,87,2022-11-11T19:47:27.104Z,2022-11-12T01:31:00Z,3909074113,212,8.9,3909074115,213,4.9,3909074111,141,74.1,3909074109,140,71.5,3909361363,178,,3909074107,56,Center,,,,,,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332061,18,50,1,1,13,8le3orkfz6iix3jns6g9ojqjg,1,92.8,87.8,2022-11-11T19:47:32.371Z,2022-11-12T01:31:13Z,3909074119,56,Left,3909074161,233,19,3909074121,286,,,,,,,,,,,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332065,19,7,1,1,14,af91jdcs6x0bqkmdb78rokod2,0,7.2,12.2,2022-11-11T19:47:32.859Z,2022-11-12T01:31:20Z,3909074155,233,18,3909361437,178,,3909074135,56,Back,3909074137,285,,3909356477,385,,,,,,,,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332069,19,61,1,1,14,8le3orkfz6iix3jns6g9ojqjg,1,93.9,89.5,2022-11-11T19:47:33.130Z,2022-11-12T01:31:31Z,3909074151,56,Left,3909361471,178,,,,,,,,,,,,,,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332099,20,1,1,1,16,8le3orkfz6iix3jns6g9ojqjg,0,93.8,92.4,2022-11-11T19:47:34.523Z,2022-11-12T01:31:36Z,3909356479,224,,3909074283,56,Center,3909361489,178,,3909074297,213,4.8,3909074295,212,25.7,3909356481,72,,3909074275,2,,3909074279,155,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,3909074291,141,54.7,3909074287,140,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332129,20,12,1,1,17,af91jdcs6x0bqkmdb78rokod2,1,5.4,50.8,2022-11-11T19:47:35.827Z,2022-11-12T01:31:44Z,3909074417,212,20.2,3909361513,178,,3909074441,167,,3909074413,140,0.0,3909074415,141,22.4,3909074419,213,4.4,3909074411,56,Back,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332131,21,6,1,1,18,af91jdcs6x0bqkmdb78rokod2,0,2.2,33.8,2022-11-11T19:47:37.280Z,2022-11-12T01:31:47Z,3909074439,73,,3909074483,233,21,3909074437,56,Back,,,,,,,,,,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332117,21,6,1,1,18,8le3orkfz6iix3jns6g9ojqjg,1,97.8,66.2,2022-11-11T19:47:37.280Z,2022-11-12T01:31:47Z,3909074477,233,21,3909074349,56,Center,3909074351,73,,,,,,,,,,,,,,,,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332397,22,1,1,1,46,8le3orkfz6iix3jns6g9ojqjg,1,99.5,99.5,2022-11-11T19:48:04.632Z,2022-11-12T01:31:57Z,3909076157,210,15,3909356489,20,,3909075799,141,55.7,3909075793,223,,3909075787,2,,3909075801,212,31.2,3909075789,6,,3909075797,140,90.8,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,3909361539,178,,3909075803,213,4.4,1,3909075795,56,Center,3909075791,155,3909076159,154,,,,,,,,,,,,,,,,,,,,,,,,,
2484332403,23,15,1,1,47,8le3orkfz6iix3jns6g9ojqjg,1,90.8,55.7,2022-11-11T19:48:06.095Z,2022-11-12T01:31:57Z,3909076189,146,98.6,3909075945,25,,3909075819,17,,3909076175,79,,3909076185,102,51.0,3909075951,328,,3909076179,154,,3909076177,29,,1fdgli7rrzvlhcs1exckc0r11,A. Grassi,3909075947,15,,3909076191,147,50.4,,3909076181,55,22,3909075969,233,3909361565,178,23,3909076187,103,30.4,3909075821,56,Center,,,,,,,,,,,,,,,,,,
2484332413,23,10,1,1,48,af91jdcs6x0bqkmdb78rokod2,1,1.1,49.3,2022-11-11T19:48:06.933Z,2022-11-12T01:32:05Z,3909075973,233,23,3909356495,378,,3909075857,178,,3909075855,176,,3909075859,182,,3909075861,56,Back,,,,,,,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332409,22,52,1,1,49,af91jdcs6x0bqkmdb78rokod2,1,1.8,48.3,2022-11-11T19:48:07.533Z,2022-11-12T01:32:09Z,3909356497,378,,3909361619,178,,,,,,,,,,,,,,,,,,,,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332457,24,80,1,1,59,af91jdcs6x0bqkmdb78rokod2,0,14.8,53,2022-11-11T19:48:17.725Z,2022-11-12T01:32:13Z,3909361629,178,,,,,,,,,,,,,,,,,,,,,,,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332521,25,1,1,2,0,af91jdcs6x0bqkmdb78rokod2,1,14.8,53,2022-11-11T19:48:19.232Z,2022-11-12T01:32:21Z,3909076457,140,16.4,3909361665,178,,3909076455,56,Back,3909076459,141,54.9,3909076461,212,2.1,3909076463,213,0.7,,,,,,,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332553,26,1,1,2,7,af91jdcs6x0bqkmdb78rokod2,1,22.5,44.3,2022-11-11T19:48:25.504Z,2022-11-12T01:32:26Z,3909076585,56,Back,3909076589,141,19.7,3909361685,178,,3909076591,212,16.7,3909076587,140,23.0,3909076593,213,4.7,,,,,,,9ajh8tm9rl0i2sa09c9dfu0h5,J. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332581,27,1,1,2,10,af91jdcs6x0bqkmdb78rokod2,1,16.2,31.6,2022-11-11T19:48:28.456Z,2022-11-12T01:32:29Z,3909361701,178,,3909076751,140,3.5,3909076755,212,16.2,3909076753,141,45.2,3909076757,213,2.5,3909076749,56,Back,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484332601,28,1,1,2,15,af91jdcs6x0bqkmdb78rokod2,0,7.8,47.2,2022-11-11T19:48:33.800Z,2022-11-12T01:32:34Z,3909361717,178,,3909076867,140,33.0,3909076873,213,1.0,3909076875,1,,3909076871,212,45.6,3909076869,141,100.0,3909076863,155,,3909076865,56,Back,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
