id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2469635857,9,1,1,0,19,ap6blbxhq9elm62vw6tutzlwg,1,47.5,19.4,2022-10-09T13:00:25.478Z,2022-10-09T23:57:51Z,3831504473,213,2.1,3831504457,56,Back,3831504461,140,37.5,3831504465,141,48.7,3831504469,212,22.5,3834206463,178,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635925,10,1,1,0,22,ap6blbxhq9elm62vw6tutzlwg,1,37.7,50.4,2022-10-09T13:00:28.102Z,2022-10-09T23:57:54Z,3831504833,140,53.6,3831504831,56,Left,3831504839,213,1.0,3831504835,141,88.8,3834206505,178,,3831504837,212,31.0,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635989,11,1,1,0,26,ap6blbxhq9elm62vw6tutzlwg,1,54.8,89.4,2022-10-09T13:00:31.880Z,2022-10-09T23:57:59Z,3831505095,212,21.8,3831505091,140,42.7,3831505093,141,63.3,3831505097,213,4.1,3834206517,178,,3831505089,56,Back,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636103,12,1,1,0,30,ap6blbxhq9elm62vw6tutzlwg,1,45.7,59.1,2022-10-09T13:00:36.438Z,2022-10-09T23:58:05Z,3831505741,141,87.2,3831505743,212,26.6,3831505737,56,Left,3831505745,213,0.8,3831505739,140,63.3,3834206521,178,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636175,13,1,1,0,35,ap6blbxhq9elm62vw6tutzlwg,0,66.7,72.9,2022-10-09T13:00:41.192Z,2022-10-09T23:58:08Z,3831506135,1,,3831506123,196,,3834206767,178,,3831506121,155,,3831506133,213,5.2,3831506129,141,0.0,3831506125,56,Right,3831506131,212,57.9,c39nv7jn5c3qzglosgzigif2t,S. Verdi,3831506127,140,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636477,3,5,1,0,39,49rkyo4do8uwj06geomw0xr4i,1,8.2,101.8,2022-10-09T13:00:45.642Z,2022-10-09T23:58:13Z,3831507581,56,Back,3831507583,347,,3831507619,233,14,,,,,,,,,,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636183,14,5,1,0,39,ap6blbxhq9elm62vw6tutzlwg,0,91.8,-1.8,2022-10-09T13:00:45.642Z,2022-10-09T23:58:13Z,3831507663,233,3,3831506175,56,Right,3831506177,347,,,,,,,,,,,,,,,,,c39nv7jn5c3qzglosgzigif2t,S. Verdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636567,4,1,1,0,54,49rkyo4do8uwj06geomw0xr4i,0,14.4,100,2022-10-09T13:01:00.512Z,2022-10-09T23:58:18Z,3831507985,1,,3831507977,140,39.5,3831507983,213,6.2,3831507981,212,26.5,3831507973,107,,3831507979,141,96.5,3831507975,56,Back,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636561,15,44,1,0,56,ap6blbxhq9elm62vw6tutzlwg,1,59.6,5.8,2022-10-09T13:01:02.164Z,2022-10-10T00:41:48Z,3831508145,233,5,3831507963,286,,3831507961,56,Right,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636581,5,44,1,0,56,49rkyo4do8uwj06geomw0xr4i,0,40.4,94.2,2022-10-09T13:01:02.165Z,2022-10-09T23:58:23Z,3831508045,285,,3831508195,233,15,3831508043,56,Back,,,,,,,,,,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636579,16,8,1,0,56,ap6blbxhq9elm62vw6tutzlwg,1,58.8,8,2022-10-09T13:01:02.192Z,2022-10-10T00:41:48Z,3831508035,56,Right,3834207165,388,,3832772445,385,,3831508051,15,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636631,17,49,1,0,57,ap6blbxhq9elm62vw6tutzlwg,1,42.7,10.3,2022-10-09T13:01:03.357Z,2022-10-09T23:58:33Z,,,,,,,,,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636737,18,1,1,0,59,ap6blbxhq9elm62vw6tutzlwg,1,42.1,10.9,2022-10-09T13:01:05.161Z,2022-10-09T23:58:37Z,3831508769,140,19.9,3831508775,213,2.4,3831508767,56,Back,3831508773,212,31.4,3831508771,141,41.8,3834207411,178,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636757,19,1,1,1,3,ap6blbxhq9elm62vw6tutzlwg,1,19.9,41.8,2022-10-09T13:01:09.757Z,2022-10-09T23:58:43Z,3831508871,212,15.5,3831508867,140,29.1,3831508873,213,0.9,3834207593,178,,3831508865,56,Back,3831508869,141,59.6,,,,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636811,20,1,1,1,6,ap6blbxhq9elm62vw6tutzlwg,1,29.1,59.6,2022-10-09T13:01:12.758Z,2022-10-09T23:58:48Z,3831509203,56,Back,3834207691,178,,3831509205,140,32.2,3831509211,213,4.8,3831509209,212,28.1,3831509207,141,18.5,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636927,21,1,1,1,12,ap6blbxhq9elm62vw6tutzlwg,1,35.7,17,2022-10-09T13:01:18.369Z,2022-10-09T23:58:51Z,3831509771,212,29.0,3831509773,213,1.5,3831509767,140,36.4,3834207723,178,,3831509769,141,59.6,3831509765,56,Back,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636971,22,1,1,1,14,ap6blbxhq9elm62vw6tutzlwg,1,36.4,59.6,2022-10-09T13:01:20.785Z,2022-10-09T23:58:54Z,3831509965,213,0.9,3834207783,178,,3831509959,140,52.1,3831509963,212,27.4,3831509961,141,91.8,3831509957,56,Left,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636991,23,1,1,1,18,ap6blbxhq9elm62vw6tutzlwg,0,52.6,92.6,2022-10-09T13:01:24.545Z,2022-10-09T23:58:59Z,3831510057,141,93.8,3831510059,212,1.0,3831510055,140,53.2,3831510061,213,0.9,3834207907,178,,3831510053,56,Left,3831510179,286,,3831510175,233,6,9mldc318nq0tli73wjh6ueket,F. Ceccherini,3831510173,236,,3831510051,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637007,6,74,1,1,18,49rkyo4do8uwj06geomw0xr4i,1,43,3.1,2022-10-09T13:01:24.640Z,2022-10-09T23:59:03Z,3831510151,285,,3831510147,56,Back,3834207941,178,,3831510213,233,23,,,,,,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637045,7,5,1,1,19,49rkyo4do8uwj06geomw0xr4i,0,40.8,-1.6,2022-10-09T13:01:25.470Z,2022-10-09T23:59:08Z,3831510385,233,24,3831510333,347,,3831510331,56,Back,,,,,,,,,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637041,24,5,1,1,19,ap6blbxhq9elm62vw6tutzlwg,1,59.2,101.6,2022-10-09T13:01:25.470Z,2022-10-09T23:59:08Z,3831510347,233,7,3831510321,56,Left,3831510323,347,,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637157,25,1,1,1,24,ap6blbxhq9elm62vw6tutzlwg,1,58.3,100,2022-10-09T13:01:30.362Z,2022-10-09T23:59:16Z,3831513185,189,,3831510939,212,18.0,3831510935,140,44.1,3831510931,107,,3831510933,56,Back,3831510941,213,3.7,3831510937,141,87.3,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637169,26,1,1,1,26,ap6blbxhq9elm62vw6tutzlwg,1,44.2,87.2,2022-10-09T13:01:31.994Z,2022-10-09T23:59:13Z,3831510997,141,42.7,3831511001,213,4.4,3834208057,178,,3831510999,212,32.0,3831510995,140,34.3,3831513127,189,,3831510993,56,Back,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637181,27,43,1,1,29,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-09T13:01:35.793Z,2022-10-09T13:58:01Z,3831511049,213,5.2,3831511045,141,27.5,3831517261,189,0,3831511041,56,Back,3831842887,144,1,3831511043,140,42.0,3831511047,212,19.6,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637233,28,1,1,1,30,ap6blbxhq9elm62vw6tutzlwg,1,42.4,27.7,2022-10-09T13:01:36.313Z,2022-10-09T23:59:20Z,3831511269,212,18.1,3831511265,140,55.8,3831511263,56,Right,3834208195,178,,3831511271,213,5.6,3831511267,141,11.0,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637267,29,1,1,1,34,ap6blbxhq9elm62vw6tutzlwg,1,56.5,12.1,2022-10-09T13:01:40.577Z,2022-10-09T23:59:25Z,3834208281,178,,3831511387,141,29.3,3831511391,212,13.0,3831511393,213,2.0,3831511383,56,Center,3831511385,140,51.1,,,,,,,2zwe056wfzof0v5jv01dv9uc5,A. Hrustić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637349,30,1,1,1,36,ap6blbxhq9elm62vw6tutzlwg,1,45.3,29.5,2022-10-09T13:01:42.677Z,2022-10-09T23:59:28Z,3834208353,178,,3831511807,212,38.1,3831511811,1,,3831511805,141,82.2,3831511809,213,1.2,3831511801,56,Left,3831511803,140,57.5,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637413,31,1,1,1,40,ap6blbxhq9elm62vw6tutzlwg,1,58.1,85.4,2022-10-09T13:01:46.801Z,2022-10-09T23:59:33Z,3831512145,140,62.9,3831512149,212,8.5,3831512151,213,0.9,3831512143,56,Left,3834208483,178,,3831512147,141,95.4,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637509,32,1,1,1,43,ap6blbxhq9elm62vw6tutzlwg,1,61.3,95.4,2022-10-09T13:01:49.751Z,2022-10-09T23:59:37Z,3831512597,213,3.6,3831512589,56,Back,3834208537,178,,3831512591,140,42.7,3831512593,141,82.4,3831512595,212,21.4,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637623,33,1,1,1,46,ap6blbxhq9elm62vw6tutzlwg,1,41.6,79.2,2022-10-09T13:01:52.641Z,2022-10-09T23:59:40Z,3834208611,178,,3831513085,56,Back,3831513089,141,34.6,3831513091,212,30.7,3831513093,213,4.6,3831513087,140,37.0,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637691,34,1,1,1,50,ap6blbxhq9elm62vw6tutzlwg,1,39.9,18.2,2022-10-09T13:01:56.648Z,2022-10-09T23:59:43Z,3831513399,213,6.1,3831513395,141,14.0,3831513391,56,Right,3831513393,140,53.5,3831513397,212,14.6,3834208679,178,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637789,35,1,1,1,51,ap6blbxhq9elm62vw6tutzlwg,1,53.5,14,2022-10-09T13:01:57.495Z,2022-10-09T23:59:48Z,3831513845,140,55.7,3831513849,212,8.1,3831513843,56,Center,3831513851,213,1.3,3834208767,178,,3831513847,141,25.4,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469637941,36,1,1,1,57,ap6blbxhq9elm62vw6tutzlwg,1,43.2,5.2,2022-10-09T13:02:03.257Z,2022-10-09T23:59:52Z,3831514561,141,7.4,3834208821,389,,3831514563,212,20.8,3831514555,56,Back,3831514565,213,3.1,3831514557,140,23.4,,,,,,,2zwe056wfzof0v5jv01dv9uc5,A. Hrustić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638139,37,1,1,2,4,ap6blbxhq9elm62vw6tutzlwg,1,32.3,8,2022-10-09T13:02:10.584Z,2022-10-09T23:59:57Z,3831515497,140,26.1,3831515501,212,17.0,3831515503,213,2.0,3834208889,178,,3831515495,56,Back,3831515499,141,31.1,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638197,38,1,1,2,16,ap6blbxhq9elm62vw6tutzlwg,1,57.9,85.8,2022-10-09T13:02:22.557Z,2022-10-10T00:00:02Z,3831515857,213,3.6,3834209001,178,,3831515851,140,42.4,3831515853,141,72.9,3831515849,56,Back,3831515855,212,18.5,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638317,39,1,1,2,20,ap6blbxhq9elm62vw6tutzlwg,0,43,69,2022-10-09T13:02:26.065Z,2022-10-10T00:00:07Z,3831516603,56,Right,3831516601,196,,3831516611,213,5.6,3831516609,212,74.3,3831516605,140,97.5,3831516613,1,,3831516607,141,0.0,3834209095,178,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,3831516595,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638861,8,5,1,2,26,49rkyo4do8uwj06geomw0xr4i,1,2.4,101,2022-10-09T13:02:31.826Z,2022-10-10T00:00:17Z,3831519247,347,,3831519297,233,40,3831519245,56,Back,,,,,,,,,,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638331,40,5,1,2,26,ap6blbxhq9elm62vw6tutzlwg,0,97.6,-1,2022-10-09T13:02:31.826Z,2022-10-10T00:00:18Z,3831519317,233,8,3831516663,347,,3831516661,56,Right,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638931,9,1,1,2,52,49rkyo4do8uwj06geomw0xr4i,1,4.1,100,2022-10-09T13:02:58.610Z,2022-10-10T00:00:23Z,3831519557,140,23.2,3831519553,107,,3831519561,212,20.8,3831519563,213,6.0,3831519555,56,Back,3831519559,141,93.3,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638961,10,1,1,2,54,49rkyo4do8uwj06geomw0xr4i,0,23.2,93.3,2022-10-09T13:03:00.236Z,2022-10-10T00:00:27Z,3831519681,56,Back,3834209487,388,,3831519697,213,5.7,3831519677,3,,3831519685,140,34.1,3831519689,141,82.7,3831522779,168,,3831519693,212,13.5,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469638975,41,1,1,2,56,ap6blbxhq9elm62vw6tutzlwg,0,59.3,15.5,2022-10-09T13:03:01.940Z,2022-10-10T00:00:32Z,3831519767,56,Center,3831519773,212,12.1,3831519771,141,24.7,3831519775,213,0.5,3834209581,388,,3831519761,3,,3831519769,140,69.2,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469639035,11,1,1,2,57,49rkyo4do8uwj06geomw0xr4i,0,23.9,73,2022-10-09T13:03:03.074Z,2022-10-10T00:00:36Z,3831520053,212,9.2,3831520043,56,Back,3834209625,178,,3831520051,141,80.2,3831520055,213,0.6,3831520049,140,31.3,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469639081,42,1,1,2,57,ap6blbxhq9elm62vw6tutzlwg,1,66.4,22.9,2022-10-09T13:03:03.652Z,2022-10-10T00:00:40Z,3831520337,140,85.2,3834209721,178,,3831520341,212,22.9,3831520343,213,5.8,3831520333,3,,3831520335,56,Right,3831520339,141,5.8,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
