id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,keyPass,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/17/value,qualifier/18/value
2494961789,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-04T10:31:31.065Z,2023-01-04T11:33:04Z,3965219477,59,"13, 6, 3, 17, 16, 66, 18, 10, 29, 99, 8, 1, 2, 5, 9, 11, 14, 20, 28, 35, 39, 71, 98",3965219483,194,3ftcqipzb86lzdztg4j1oz2s5,3965219485,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965219481,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965219479,130,12,3965231505,197,3166,3965219473,30,"2luxnwcabb7msig7odfq5p5g5, ezpkmoz1z08da3o3g45m12lzp, b0e6d3zgwzbzysmt9b2ycvf56, 3ftcqipzb86lzdztg4j1oz2s5, rnahabpvj34tsl9q53gt2rit, 4b7yhrh526hzn4vj8bh395v8q, 7pg1pu4ptby6hi0rp29hv4jxl, 7j0c36u6kk97eur4virjoka8l, 3mqhkh4iz4kesvmqui3hupgmi, 240qnsj5nj6l6s3cc618691at, d6sstsibcsfxporots5k9cicp, 68jk3onf54kl1mdfz8zuicvkl, blo3zmhar2mujyp9z7kjnsut, 4u281v53ges3kimtgac0tidm2, 19gglji6ai70jiu7iqpkaxbyt, 53dvtfms2uxd500y87x5jf2eh, bhu3hiq2ln2cso48ndqe17bvt, drljavudmjvyj9mvyzq7gz2s5, 6lev0lne8w9snmho4a6hjiifp, 91dt2qi4j797auqtkydbdlel0, 488q58xm2ahxuvpeyfpgwfklw, 635lkjxjnrk1ytgjmz5qcr4a2, 3coml6cxqa86px9up8yy3oz1m",3965219475,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494962465,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-04T10:36:17.508Z,2023-01-04T10:44:49Z,3965223325,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965223323,130,8,3965223319,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3965223321,59,"1, 2, 19, 8, 20, 23, 56, 4, 9, 10, 17, 94, 7, 14, 21, 22, 28, 32, 40, 46, 83, 90, 92",3965223317,30,"7kph61hobc93t2c2tl8l5j105, e2vtm1318mm61db2wtj4m5p79, 3tpmw6tlijytn0ahwztvedkut, 9sxg58hszjq17avxgumftdu22, b33rlpjo3kx4477alx82si5wq, 3sezchmdtivxl4kusvgc6j7x1, 9vnr9uog5fmggich2i4vjxwbt, cknjube5flk1r5ppqthj82c5, 5awkzgwwh48prwgvxwewuc5hx, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, 1xc40u07ey12xs2y6l0zh0kr8, 9ncagt0ezp4f41hz3b64af1t5, wr2f0yl1bf68r73hkjee2pqt, b0me6l44boibnwpbtasxoy02x, b0vrtr2ie4fyllp34g9zq1qi2, cfpaejad8i9p2r1fj0wx0g222, ch5rw8dgb6wh99wyhd8o3t1pl, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be, 6cowiesazkskzzljywnix5ous",3965223329,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965230175,197,579,3965223327,194,e2vtm1318mm61db2wtj4m5p79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494971777,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-04T11:32:03.790Z,2023-01-04T11:32:05Z,3965273087,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494971773,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-04T11:32:03.790Z,2023-01-04T18:01:45Z,3965273073,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494971781,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,49.9,50.1,2023-01-04T11:32:03.793Z,2023-01-04T18:25:44Z,3965273091,56,Back,3965273095,141,61.2,3965273093,140,37.7,3965273103,279,S,3965273099,213,2.6,3965711739,178,,3965273097,212,14.9,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494971795,4,1,1,0,2,49rkyo4do8uwj06geomw0xr4i,1,36.6,57.5,2023-01-04T11:32:05.836Z,2023-01-04T18:25:48Z,3965273163,212,12.2,3965273165,213,4.1,3965273161,141,42.4,3965273159,140,30.3,3965711809,178,,3965273157,56,Back,,,,,,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494971803,5,1,1,0,4,49rkyo4do8uwj06geomw0xr4i,0,29.7,38.3,2023-01-04T11:32:08.282Z,2023-01-04T18:25:52Z,3965273219,56,Center,3965273227,213,6.1,3965273225,212,31.1,3965273223,141,32.2,3965273217,155,,3965273221,140,59.1,3965711877,178,,,,,rnahabpvj34tsl9q53gt2rit,I. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494971807,3,1,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,0,40.4,69,2023-01-04T11:32:10.040Z,2023-01-04T18:26:01Z,3965273257,140,55.5,3965712019,178,,3965273253,3,,3965273255,56,Left,3965273263,213,0.4,3965273261,212,17.6,3965273259,141,80.1,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494971815,6,1,1,0,8,49rkyo4do8uwj06geomw0xr4i,1,47.4,19.8,2023-01-04T11:32:12.532Z,2023-01-04T18:26:09Z,3965273305,213,5.6,3965273303,212,9.7,3965273301,141,10.7,3965273297,56,Right,3965712213,178,,3965273299,140,54.5,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494971819,7,1,1,0,11,49rkyo4do8uwj06geomw0xr4i,1,56.8,6.4,2023-01-04T11:32:15.321Z,2023-01-04T18:26:14Z,3965273321,56,Right,3965273323,140,56.3,3965273325,141,11.3,3965273329,213,1.7,3965273327,212,3.4,3965712367,178,,,,,,,,ezpkmoz1z08da3o3g45m12lzp,J. Sambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
