id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2462396159,945,43,1,0,8,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-09-18T18:47:03.691Z,2022-09-19T01:28:00Z,3793024743,178,0,3793024805,144,82,,,,,,,,,,,,,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215769,7,1,1,0,9,9dntj5dioj5ex52yrgwzxrq9l,1,63.5,7.3,2022-09-18T18:47:05.026Z,2022-09-19T01:01:21Z,3792005587,140,73.4,3792005593,213,6.2,3792005589,141,6.5,3792005591,212,10.4,3792005585,56,Right,3792975585,178,,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215799,8,1,1,0,11,9dntj5dioj5ex52yrgwzxrq9l,1,73.5,6.4,2022-09-18T18:47:06.701Z,2022-09-19T01:01:29Z,3792005709,141,17.8,3792005713,212,14.9,3792005705,56,Right,3792005717,213,2.6,3792975915,178,,3792005707,140,61.4,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215829,9,1,1,0,13,9dntj5dioj5ex52yrgwzxrq9l,1,60.8,15.2,2022-09-18T18:47:08.771Z,2022-09-19T01:01:34Z,3792005857,140,39.2,3792005859,141,25.0,3792976067,178,,3792005861,212,23.6,3792005863,213,2.9,3792005855,56,Back,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215871,10,1,1,0,15,9dntj5dioj5ex52yrgwzxrq9l,1,39.2,25,2022-09-18T18:47:10.357Z,2022-09-19T01:01:42Z,3792006087,56,Back,3792976367,178,,3792006093,212,26.9,3792006089,140,30.2,3792006095,213,1.9,3792006091,141,62.0,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215905,11,1,1,0,19,9dntj5dioj5ex52yrgwzxrq9l,1,31.7,62.9,2022-09-18T18:47:15.239Z,2022-09-19T01:01:47Z,3792006315,141,28.9,3792006313,140,33.0,3792976555,178,,3792006311,56,Back,3792006319,213,4.8,3792006317,212,23.2,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215951,12,1,1,0,23,9dntj5dioj5ex52yrgwzxrq9l,0,34,28,2022-09-18T18:47:18.372Z,2022-09-19T01:01:51Z,3792006649,56,Right,3792006657,213,6.2,3792976693,178,,3792006659,1,,3792006651,140,93.0,3792006655,212,62.2,3792006647,155,,3792006653,141,19.7,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215967,5,59,1,0,28,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-09-18T18:47:23.522Z,2022-09-19T01:01:57Z,3792006737,56,Back,,,,,,,,,,,,,,,,,,,,,,af58rhtg8ck7c8g7nwfs67d91,A. Meret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462215979,6,49,1,0,28,gi0l1habji5hpgar77dl5jqe,1,5.9,80.5,2022-09-18T18:47:24.019Z,2022-09-19T01:02:02Z,,,,,,,,,,,,,,,,,,,,,,,,,af58rhtg8ck7c8g7nwfs67d91,A. Meret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216019,7,1,1,0,28,gi0l1habji5hpgar77dl5jqe,1,5.9,80.5,2022-09-18T18:47:24.082Z,2022-09-19T01:02:05Z,3792007083,157,,3792007091,212,37.9,3792007085,56,Back,3792007089,141,85.3,3792007095,1,,3792007093,213,0.1,3792007087,140,41.9,3792977117,178,,af58rhtg8ck7c8g7nwfs67d91,A. Meret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216021,8,3,1,0,34,gi0l1habji5hpgar77dl5jqe,0,71.2,92.6,2022-09-18T18:47:29.762Z,2022-09-19T01:02:16Z,3792977623,178,,3792007113,286,,3792514447,465,,3792007111,56,Left,3792007139,211,,,,,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216035,13,49,1,0,37,9dntj5dioj5ex52yrgwzxrq9l,1,18.6,10.9,2022-09-18T18:47:32.851Z,2022-09-19T01:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216093,14,1,1,0,39,9dntj5dioj5ex52yrgwzxrq9l,1,8.3,17.5,2022-09-18T18:47:34.505Z,2022-09-19T01:02:27Z,3792007539,140,3.0,3792007541,141,33.1,3792007537,56,Back,3792978055,178,,3792007545,213,2.1,3792007543,212,12.0,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216117,15,1,1,0,43,9dntj5dioj5ex52yrgwzxrq9l,1,4.2,34.7,2022-09-18T18:47:38.271Z,2022-09-19T01:02:31Z,3792978263,178,,3792007645,56,Back,3792007649,141,17.8,3792007647,140,4.3,3792007653,213,4.7,3792007651,212,11.5,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216147,16,1,1,0,43,9dntj5dioj5ex52yrgwzxrq9l,1,4.3,17.8,2022-09-18T18:47:38.273Z,2022-09-19T01:02:35Z,3792007855,140,18.2,3792007853,56,Back,3792007861,213,0.1,3792978387,178,,3792007859,212,14.6,3792007857,141,19.6,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216149,17,61,1,0,49,9dntj5dioj5ex52yrgwzxrq9l,1,20.7,19.7,2022-09-18T18:47:44.335Z,2022-09-19T01:02:44Z,3792007867,56,Back,3792007951,238,,3792978797,178,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216449,9,5,1,0,49,gi0l1habji5hpgar77dl5jqe,1,78.2,101.2,2022-09-18T18:47:45.112Z,2022-09-19T01:02:46Z,3792009553,233,18,3792009547,56,Left,3792009549,347,,,,,,,,,,,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216155,18,5,1,0,49,9dntj5dioj5ex52yrgwzxrq9l,0,21.8,-1.2,2022-09-18T18:47:45.112Z,2022-09-19T01:02:47Z,3792007899,56,Back,3792007901,347,,3792009569,233,9,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216457,10,1,1,1,17,gi0l1habji5hpgar77dl5jqe,0,79.1,100,2022-09-18T18:48:13.012Z,2022-09-19T01:02:52Z,3792009597,213,5.6,3792009695,238,,3792009587,107,,3792009593,141,86.2,3792009589,56,Left,3792009595,212,15.9,3792009591,140,90.6,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216471,19,49,1,1,19,9dntj5dioj5ex52yrgwzxrq9l,1,13.9,17.5,2022-09-18T18:48:14.892Z,2022-09-19T01:03:01Z,,,,,,,,,,,,,,,,,,,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216521,20,1,1,1,21,9dntj5dioj5ex52yrgwzxrq9l,1,13.5,17.5,2022-09-18T18:48:16.471Z,2022-09-19T01:03:04Z,3792009907,56,Back,3792979439,178,,3792009911,141,44.0,3792009915,213,2.0,3792009909,140,4.7,3792009913,212,20.3,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216565,21,1,1,1,25,9dntj5dioj5ex52yrgwzxrq9l,0,6.6,49.6,2022-09-18T18:48:20.770Z,2022-09-19T01:03:13Z,3792010145,212,34.8,3792010143,141,76.5,3792010141,140,34.8,3792010137,155,,3792010149,1,,3792010139,56,Back,3792010147,213,0.6,3792979713,178,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216569,11,44,1,1,28,gi0l1habji5hpgar77dl5jqe,1,62.8,20.6,2022-09-18T18:48:23.327Z,2022-09-19T03:45:06Z,3792010159,286,,3792010195,233,22,3792010157,56,Right,,,,,,,,,,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216573,22,44,1,1,28,9dntj5dioj5ex52yrgwzxrq9l,0,37.2,79.4,2022-09-18T18:48:23.328Z,2022-09-19T01:03:22Z,3792010175,56,Back,3792010177,285,,3792010281,233,11,,,,,,,,,,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216587,12,1,1,1,28,gi0l1habji5hpgar77dl5jqe,0,60.4,17.7,2022-09-18T18:48:23.368Z,2022-09-19T03:45:06Z,3792010239,3,,3792010247,212,13.1,3792980235,388,,3792010241,56,Right,3792010249,213,4.8,3792010245,141,0.0,3792010243,140,61.0,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216597,13,5,1,1,29,gi0l1habji5hpgar77dl5jqe,0,61.7,-1.5,2022-09-18T18:48:25.161Z,2022-09-19T01:03:30Z,3792010301,347,,3792010299,56,Right,3792010323,233,23,,,,,,,,,,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216599,23,5,1,1,29,9dntj5dioj5ex52yrgwzxrq9l,1,38.3,101.5,2022-09-18T18:48:25.161Z,2022-09-19T01:03:30Z,3792010305,347,,3792010303,56,Back,3792010313,233,13,,,,,,,,,,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216659,24,1,1,1,38,9dntj5dioj5ex52yrgwzxrq9l,1,40.1,100,2022-09-18T18:48:33.411Z,2022-09-19T01:03:37Z,3792010711,107,,3792010719,212,17.8,3792010715,140,23.3,3792010713,56,Back,3792010721,213,3.3,3792010717,141,96.3,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216705,25,1,1,1,41,9dntj5dioj5ex52yrgwzxrq9l,1,23.3,96.3,2022-09-18T18:48:36.643Z,2022-09-19T01:03:45Z,3792010999,56,Back,3792980779,178,,3792011007,213,4.1,3792011001,140,7.7,3792011005,212,30.3,3792011003,141,58.8,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216727,26,1,1,1,45,9dntj5dioj5ex52yrgwzxrq9l,1,8.1,56,2022-09-18T18:48:40.651Z,2022-09-19T01:03:50Z,3792011201,213,4.8,3792011199,212,20.2,3792011191,56,Back,3792980997,178,,3792011193,140,9.3,3792011195,141,26.3,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216733,27,1,1,1,49,9dntj5dioj5ex52yrgwzxrq9l,1,6.6,24.1,2022-09-18T18:48:44.673Z,2022-09-19T01:03:53Z,3792011223,56,Back,3792011225,140,2.4,3792011229,212,13.2,3792011227,141,42.4,3792981083,178,,3792011231,213,1.9,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216799,28,1,1,1,51,9dntj5dioj5ex52yrgwzxrq9l,1,2.4,42.4,2022-09-18T18:48:46.362Z,2022-09-19T01:03:58Z,3792011585,212,56.3,3792011577,157,,3792011591,1,,3792011583,141,31.9,3792011581,140,55.6,3792011587,213,6.2,3792981201,178,,3792011579,56,Center,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462397051,975,43,1,1,54,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-09-18T18:48:49.916Z,2022-09-19T01:31:00Z,3793029037,144,82,3793028861,21,0,3793028859,178,0,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216813,29,1,1,1,54,9dntj5dioj5ex52yrgwzxrq9l,1,55.6,31.9,2022-09-18T18:48:49.924Z,2022-09-19T01:04:10Z,3792981611,21,,3792011673,212,9.5,3792011675,213,3.9,3792011669,140,49.3,3792011671,141,21.8,3792981609,178,,3792011667,56,Back,3792011693,156,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216877,30,1,1,2,0,9dntj5dioj5ex52yrgwzxrq9l,1,69.3,19.6,2022-09-18T18:48:56.221Z,2022-09-19T01:04:13Z,3792012055,140,79.2,3792012051,56,Center,3792012059,212,10.7,3792012061,213,0.2,3792981685,178,,3792012057,141,23.2,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216885,31,61,1,2,1,9dntj5dioj5ex52yrgwzxrq9l,0,79.8,22.7,2022-09-18T18:48:56.970Z,2022-09-19T01:04:17Z,3792012093,56,Center,3792981827,178,,,,,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462410255,1339,67,1,2,2,gi0l1habji5hpgar77dl5jqe,1,23.2,79.1,2022-09-18T18:48:57.946Z,2022-09-19T03:45:06Z,3793099257,233,1426,,,,,,,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462410253,1426,67,1,2,2,9dntj5dioj5ex52yrgwzxrq9l,0,76.8,20.9,2022-09-18T18:48:57.947Z,2022-09-19T02:44:41Z,3793099261,233,1339,,,,,,,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216881,14,12,1,2,2,gi0l1habji5hpgar77dl5jqe,1,22.1,78.4,2022-09-18T18:48:57.972Z,2022-09-19T03:45:07Z,3792012107,167,,3792012087,213,1.5,3792981965,178,,3792012083,141,100.0,3792012085,212,15.8,3792012077,56,Back,3792012081,140,23.0,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216889,15,5,1,2,4,gi0l1habji5hpgar77dl5jqe,0,20,101.2,2022-09-18T18:48:59.262Z,2022-09-19T01:04:24Z,3792012105,347,,3792012517,233,32,3792012103,56,Back,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462216947,32,5,1,2,4,9dntj5dioj5ex52yrgwzxrq9l,1,80,-1.2,2022-09-18T18:48:59.262Z,2022-09-19T01:04:23Z,3792012505,233,15,3792012497,347,,3792012495,56,Right,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462217039,33,1,1,2,25,9dntj5dioj5ex52yrgwzxrq9l,0,86.5,0,2022-09-18T18:49:20.961Z,2022-09-19T01:04:28Z,3792013185,56,Center,3792013191,212,22.4,3792013187,140,95.8,3792013183,107,,3792013193,213,1.1,3792013195,1,,3792013189,141,28.4,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462217075,16,12,1,2,27,gi0l1habji5hpgar77dl5jqe,1,6.7,74.4,2022-09-18T18:49:22.435Z,2022-09-19T01:04:34Z,3792013469,167,,3792013437,141,82.8,3792013441,212,10.2,3792013433,140,0.0,3792982309,178,,3792013431,56,Back,3792013445,213,2.5,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462217077,17,6,1,2,28,gi0l1habji5hpgar77dl5jqe,0,1.8,78.4,2022-09-18T18:49:23.962Z,2022-09-19T01:04:43Z,3792013447,56,Back,3792013449,73,,3792013709,233,34,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
