id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/15/value,qualifier/16/value,qualifier/17/value
2503910035,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-02-04T16:13:38.287Z,2023-02-04T16:57:39Z,4012183653,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012183645,30,"h12c7ocq35slzrop3ltnrsnp, f0o0jfa9hp54otpnwe09d591, 8dgh4fzut8khpt32d6dsrljsa, 9cy6lgb0e0cq4a7ht389qaklx, 95r0jtkw03vjohzwc8os8ielm, cnk07o3823zl5gd7qr2bdks7p, cxjuod6b1ro67656dxwhpqqc5, bk1gdyxtfp4drwb0yotwerbsa, c68syh6axbkqmcmvrpumqb8mi, mh8eevw5lj4i9c7ue5n9j845, 1lota2za1imhl3oydwa89u5l, 9jx56wcoj1htd69i749wfwkx5, an5eip4p2zmw49hh9eqksigo9, dnk24js88d4ie661mwo7jkq95, 2l87vg4m0glbbdvnrg4zud51x, 2hbduprkyabq8g1nhe6b4g3bp, 6e9fu9o226zn6jzx02jutvi3u, 4494989zl7g13nw17wan5adp1, d5m5q6dlc7vnbs634dinbsuwa, dmza22ad3iars2svmghrwhfit, d7xfjvw4kun7fx4j9ldr6cb11, 5vyszdd8h7l79tlwy40lgimfo, d6vg86aml1ttoyks4vvvk0smh, 31b0dvddmki2b2zvumesyrx4a",4012183651,130,23,4012183647,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4012183649,59,"13, 24, 65, 18, 6, 33, 11, 35, 9, 19, 25, 1, 3, 4, 8, 14, 21, 22, 28, 30, 32, 36, 55, 91",4012603613,197,11835,4012183655,194,1lota2za1imhl3oydwa89u5l,4012183657,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503911687,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-02-04T16:14:28.540Z,2023-02-04T16:56:49Z,4012192301,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012192303,194,57bin6he6kbdo2bs4i78z2k0l,4012192295,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4012192297,59,"1, 59, 92, 3, 6, 23, 4, 8, 9, 21, 7, 11, 14, 18, 19, 20, 24, 52, 62, 63, 68, 74, 99",4012599593,197,8380,4012192299,130,17,4012192305,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012192293,30,"7gu0t0g8nej405k918fwsf8id, du4ciqofpkn3nei5q3huwlnje, a1iz91ed6hus61yhhk2r0vkd1, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, c5a7z6vphv9tp9ddid5jnrnx1, 363nsa82dww242zeo09wpcslx, 93i0gcndi2m8giqqcm4knduxh, 57bin6he6kbdo2bs4i78z2k0l, 97mmzzi3dwdos6jtj2m05w4ph, 9ao7l82r1xd2rjnvv5u6plcr9, 54c43p8ykqxjtbmy2z5nakijt, 1pkymw7biivk760rxhubin1ed, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 4cu8rbv55v6f6jiq50c4xatqs, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, 3wyqo8jkjt41b45ui1vadl2qc, el58uxf7oaqu95yx1vbgmr7it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503989231,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-02-04T17:00:12.755Z,2023-02-04T17:00:12Z,4012611667,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503989241,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-02-04T17:00:12.755Z,2023-02-05T00:26:45Z,4012611691,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503989251,3,1,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,49.9,50.1,2023-02-04T17:00:12.893Z,2023-02-05T03:26:45Z,4012611785,140,31.8,4013890355,178,,4012611787,141,48.7,4012611789,212,19.0,4012611783,56,Back,4012611793,279,S,4012611791,213,3.2,,,,bk1gdyxtfp4drwb0yotwerbsa,T. Baldanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503989269,4,1,1,0,3,8le3orkfz6iix3jns6g9ojqjg,1,33.7,43.2,2023-02-04T17:00:16.273Z,2023-02-05T03:26:48Z,4012611917,140,73.6,4012611919,141,20.7,4012611915,56,Right,4012611925,1,,4012611913,155,,4012611923,213,5.9,4013890409,178,,4012611921,212,44.6,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503989271,5,44,1,0,6,8le3orkfz6iix3jns6g9ojqjg,1,76.6,20,2023-02-04T17:00:19.031Z,2023-02-05T04:21:55Z,4012611947,233,3,4012611929,56,Right,4012611931,286,,,,,,,,,,,,,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503989265,3,44,1,0,6,2tk2l9sgktwc9jhzqdd4mpdtb,0,23.4,80,2023-02-04T17:00:19.032Z,2023-02-05T03:26:52Z,4012611971,233,5,4012611907,56,Back,4012611909,285,,,,,,,,,,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503989281,6,1,1,0,6,8le3orkfz6iix3jns6g9ojqjg,0,73.6,20.7,2023-02-04T17:00:19.119Z,2023-02-05T04:21:55Z,4012612017,141,47.3,4012612019,212,18.1,4012612015,140,72.7,4012612013,56,Center,4013890475,388,,4012612011,3,,4012612021,213,1.6,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503989289,4,1,1,0,8,2tk2l9sgktwc9jhzqdd4mpdtb,0,25.3,63.1,2023-02-04T17:00:21.303Z,2023-02-05T03:27:00Z,4012612095,213,0.5,4012612089,140,34.4,4012612087,56,Back,4012612085,3,,4013890557,178,,4012612091,141,70.3,4012612093,212,10.7,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
