id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/15/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/17/value,qualifier/18/value
2445451213,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-08-13T15:42:53.849Z,2022-08-13T16:26:45Z,3702834193,130,18,3702834183,30,"7drgir9lcwfst8vxz07jboe6t, 1oflzbi4gq8wdjlmpa865jj6d, 6lfje6glfgycun47flgmc9jvt, 2idy9ngk2rojseoxxw9n98c7p, e5nv028chtw0955vhnh74ukbu, cm6iy4b06qv9y6ww0hthqlwb9, 9q01y4w4dwpaqf8lmpv9wnmc5, 2ugzqrpaooto1r24a6kvqf2ll, 2fsgc0b4mvwpenawmit0q0bmd, ds719g843vjs279iine5otgid, 30gsjr0xlmjulnz227zfxga8l, 8d04q3yp2kouwog0lj0s7ew2x, 42m78ny1ggvmzmjtka7exyzqi, 7mvqysbmyf6uj3jny3qpqw2ga, 2fqlri41xq6p924kine7pjr2t, 4euxcqawlks4c56pqj8xvwbf9, 9sdrd6flk2jene11v193nm1n9, 4cejhrr3ji36591xf54jue3ca, 3ww5879aay1xf2a20nl9ihwid",3703032033,197,549,3702834197,194,cm6iy4b06qv9y6ww0hthqlwb9,3702834189,59,"1, 33, 3, 19, 5, 2, 15, 7, 88, 9, 91, 11, 21, 22, 10, 18, 31, 42, 57",3702834199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3702834187,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3702834195,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445457901,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-08-13T15:46:28.739Z,2022-08-13T17:41:13Z,3702871015,130,7,3702871011,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3702871009,30,"e2dn4s6p2f6xnbaje17wd3jyt, jk8n72zhngmdw2ek47zx7f11, 14vhrqvqomi57x5mtsawm44b9, cxb8ue6jhyzcnacu7k4jy2ne1, 5sxy1z2pz5bhlp767lyjte76d, 2bitk8s7gg2o7sjnjmolnw9ud, 6u6mobmk6lpvwebo76ddxr3s9, 3yl0m3n14kek9pwkp7catyh9l, mh8eevw5lj4i9c7ue5n9j845, eqggzoepu1d4t13fw6ybebtn9, c87f30rukjnu7v3f3iqxpkxqt, bh4a2zneilpvi1t7etuhkfl61, bg7t6yere90otrlaxeu636q51, dvvtx09hkl46bnq5fqjqbd8tl, 2q0bx5wsc6b68vpps79hosnah, bf67gbxjr8fkha0e59fs6qok5, 1wnzwoisg4ctvcxsh2xnrkj4l, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, awpcf5w245iug4znjqctuebpx, crqk7tlewkn3ayk042yo1bfv8",3702871017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3702871021,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3702871019,194,jk8n72zhngmdw2ek47zx7f11,3702871013,59,"1, 24, 3, 14, 25, 15, 37, 11, 10, 8, 7, 4, 5, 9, 12, 21, 23, 27, 28, 29, 30, 31",3703044451,197,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490527,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-08-13T16:30:17.576Z,2022-08-13T16:30:17Z,3703041435,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490563,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-08-13T16:30:17.576Z,2022-08-14T00:21:29Z,3703041507,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490569,3,1,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,49.8,50.1,2022-08-13T16:30:17.674Z,2022-08-14T01:14:37Z,3703041543,213,2.9,3703041539,141,52.8,3705015745,178,,3703041547,278,,3703041537,140,43.3,3703041541,212,7.1,3703041545,279,S,3703041535,56,Back,30gsjr0xlmjulnz227zfxga8l,D. Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490591,4,1,1,0,1,e75syeuawg3ql8nwpi3vr2btz,1,41.9,50.5,2022-08-13T16:30:19.057Z,2022-08-14T03:59:51Z,3705016487,178,,3703041661,140,41.5,3703041665,212,14.5,3703041659,56,Back,3703041663,141,71.8,3703041667,213,1.6,,,,,,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490609,5,1,1,0,4,e75syeuawg3ql8nwpi3vr2btz,1,42.8,72,2022-08-13T16:30:21.641Z,2022-08-14T03:59:50Z,3703041741,212,16.0,3703041735,56,Back,3703041743,213,1.7,3705017147,178,,3703041739,141,95.3,3703041737,140,41.0,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490625,6,1,1,0,5,e75syeuawg3ql8nwpi3vr2btz,1,44.9,93.6,2022-08-13T16:30:23.348Z,2022-08-14T03:59:49Z,3703041817,141,93.9,3703041819,212,19.2,3703041821,213,3.1,3703041813,56,Back,3705017527,178,,3703041815,140,26.6,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490647,7,1,1,0,8,e75syeuawg3ql8nwpi3vr2btz,1,28.3,86.5,2022-08-13T16:30:25.692Z,2022-08-14T03:59:49Z,3703041927,213,3.9,3705018117,178,,3703041923,141,62.0,3703041921,140,13.0,3703041919,56,Back,3703041925,212,23.1,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490663,8,1,1,0,10,e75syeuawg3ql8nwpi3vr2btz,1,12.7,61.1,2022-08-13T16:30:28.356Z,2022-08-14T03:59:48Z,3705018403,178,,3703041993,140,7.9,3703041999,213,4.5,3703041997,212,23.7,3703041995,141,27.1,3703041991,56,Back,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
