id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value
2482387697,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-11-06T13:07:56.056Z,2022-11-06T14:16:31Z,3898920893,59,"1, 24, 3, 2, 15, 25, 37, 4, 10, 34, 7, 8, 14, 21, 22, 23, 27, 28, 29, 31, 32, 70",3898920889,30,"e2dn4s6p2f6xnbaje17wd3jyt, jk8n72zhngmdw2ek47zx7f11, 14vhrqvqomi57x5mtsawm44b9, e8c2o47zyuqa07lcrgzusn97u, 2bitk8s7gg2o7sjnjmolnw9ud, 5sxy1z2pz5bhlp767lyjte76d, 6u6mobmk6lpvwebo76ddxr3s9, bh4a2zneilpvi1t7etuhkfl61, mh8eevw5lj4i9c7ue5n9j845, bllfrubt6iz8m2rq7m1nbg8ic, c87f30rukjnu7v3f3iqxpkxqt, eqggzoepu1d4t13fw6ybebtn9, cxb8ue6jhyzcnacu7k4jy2ne1, bf67gbxjr8fkha0e59fs6qok5, dz33ybo9w22154xeaiteuca8l, 1wnzwoisg4ctvcxsh2xnrkj4l, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, crqk7tlewkn3ayk042yo1bfv8, dumjj0zbq26m2ub29d86sooic, 888tdbsmzpau9eixoty8slpwq",3899131057,197,587,3898920895,130,10,3898920901,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898920891,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3898920897,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898920899,194,jk8n72zhngmdw2ek47zx7f11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482393739,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-11-06T13:14:24.192Z,2022-11-06T14:38:21Z,3899129567,197,17640,3898951121,59,"1, 2, 3, 32, 4, 28, 5, 38, 7, 11, 99, 8, 9, 14, 15, 16, 23, 27, 31, 34, 42, 43, 72, 95, 98",3898951127,194,66at96kfhvigkny465lkmrnbp,3898951129,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898951123,130,4,3898951125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898951117,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, 6mit9txkiacrr2dq1i27rm76d, bhi4ivjgojkot4d7za72gu2nd, eq7q971ebxu7ipqbyvj5n4c15, euibd75fsyggns1w3xerzzrh1, dpnp9rguhhs04of6vmlw5spg5, 21pztrby95djexvw3m9hhzgt1, b5cqy1xamdj38bh87gvz4iac5, 6gjn7pt0i34q45g4porckuj8p, 6gab9bfl0kj0hy1z0u75pl42d, 4mk6bbc9a8rhtmk8f4jj6onvt, d9sakxlp96siw0z1jltszdlgp, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, 1i47csjlvcikfs4wixzserend, f8kcf2l4h2qzdww1vof5x9t5, 4kfx8fzf54bli2a2o0i3fvhed, 5bi4t2dob5mo0okdbv6sna6fo, eawzwll559k910exi1u6zccno, 963czsr3yecwk4s3p1wby5x3p, u60zu48a4zqnupyxp2d0mqqd, acg898oezqn7590ue8x8aik89",3898951119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482429779,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-11-06T14:00:08.933Z,2022-11-06T21:28:32Z,3899133633,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482429735,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-11-06T14:00:08.933Z,2022-11-06T14:00:08Z,3899133441,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482429825,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,50,50,2022-11-06T14:00:08.961Z,2022-11-06T21:40:58Z,3899133831,213,3.0,3901287123,178,,3899133833,279,S,3899133827,141,52.8,3899133829,212,19.1,3899133823,56,Back,3899133825,140,31.9,,,,21pztrby95djexvw3m9hhzgt1,L. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482429875,4,1,1,0,1,4raiad4l2j5lkfaz92pk4osb,1,30.6,53.3,2022-11-06T14:00:10.611Z,2022-11-06T21:41:02Z,3899134007,56,Back,3899134009,140,26.2,3899134013,212,8.2,3899134015,213,4.1,3899134011,141,43.4,3901287281,178,,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482429993,5,1,1,0,7,4raiad4l2j5lkfaz92pk4osb,1,30.8,43.4,2022-11-06T14:00:15.988Z,2022-11-06T21:41:05Z,3899134575,212,22.6,3899134573,141,76.3,3899134577,213,1.4,3899134571,140,33.8,3901287381,178,,3899134569,56,Back,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430029,6,1,1,0,13,4raiad4l2j5lkfaz92pk4osb,1,38.4,52.7,2022-11-06T14:00:22.175Z,2022-11-06T21:41:08Z,3899134765,141,10.7,3901287603,178,,3899134763,140,45.7,3899134761,56,Back,3899134767,212,29.6,3899134769,213,5.0,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430067,7,1,1,0,16,4raiad4l2j5lkfaz92pk4osb,1,46.6,8.5,2022-11-06T14:00:25.392Z,2022-11-06T21:41:10Z,3899134923,140,64.3,3899134925,141,5.2,3901287685,178,,3899134927,212,18.7,3899134921,56,Right,3899134929,213,6.2,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430081,8,3,1,0,17,4raiad4l2j5lkfaz92pk4osb,0,66.2,4,2022-11-06T14:00:26.776Z,2022-11-06T21:41:14Z,3899134979,56,Right,3901287811,178,,3899134985,211,,3900418835,464,,3899134981,286,,,,,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
