id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2510096243,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-02-19T18:51:38.090Z,2023-02-19T19:45:40Z,4044756893,194,6fttn5mk6n1lstqt0dl5xzn4l,4044756895,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044756889,130,17,4044756887,59,"1, 2, 37, 3, 6, 23, 4, 52, 9, 18, 92, 7, 8, 11, 14, 19, 20, 24, 25, 59, 62, 63, 68, 77, 99",4044756891,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044756883,30,"7gu0t0g8nej405k918fwsf8id, 8lgsqmwavspz4fv7t11rb6j9, 9ka7y81b5kst146mhq7mom5ed, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, 4cu8rbv55v6f6jiq50c4xatqs, 363nsa82dww242zeo09wpcslx, 54c43p8ykqxjtbmy2z5nakijt, a1iz91ed6hus61yhhk2r0vkd1, 57bin6he6kbdo2bs4i78z2k0l, c5a7z6vphv9tp9ddid5jnrnx1, 97mmzzi3dwdos6jtj2m05w4ph, 9ao7l82r1xd2rjnvv5u6plcr9, 1pkymw7biivk760rxhubin1ed, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 2lyib1m8bhrkcc3ukk12fbefp, du4ciqofpkn3nei5q3huwlnje, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, c3mxgqtx2a7xeb84xpol050k4, el58uxf7oaqu95yx1vbgmr7it",4044756885,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4044919447,197,8380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510097903,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-02-19T18:55:29.844Z,2023-02-19T19:48:17Z,4044765707,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4044765717,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044928669,197,16330,4044765713,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044765711,130,17,4044765715,194,bo98qzo4gu0npm4pewc25ovyt,4044765705,30,"c7fky0h6gi7wmibnv2tzf6mz9, 2q0bx5wsc6b68vpps79hosnah, 7uf7y7xa6hy3gieetcte3td2i, 3tuxipzf6pqvga0a12422gatx, 130pg17ru5fzq4igokx0k73e1, m7fe173js8on94ag3htziy8l, 9sjt5rv156hr2llfu241r6cph, g64b8x11ndowv2zj29r9i311, 83kdacraf2mcnbg038ld68ne2, a9z0jsjwfteq974bxwucvc4ix, bo98qzo4gu0npm4pewc25ovyt, 6mybntbgl188coqd2dl6ulhm2, kc4qkj63uqu3wnkydxtvmwh5, 5uro3xukpb1lsnwepj06lgzit, 68etig279gs3btjb7fv6rvfth, c39nv7jn5c3qzglosgzigif2t, e5ccnxgbz5jmqwy6fza3gdsl, 9mldc318nq0tli73wjh6ueket, co1vwppy1870xm5iymj3wmp5h, 20f5apcbciifqyln8hp3cziwa, 448dubo3a0ty03v6ajxpw2k2c, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 8o8o4rxbdhv002pj0q21l0f84",4044765709,59,"1, 29, 3, 27, 6, 23, 61, 33, 38, 26, 8, 25, 28, 2, 5, 7, 11, 17, 22, 24, 30, 32, 34, 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126209,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-02-19T19:46:21.173Z,2023-02-20T03:41:52Z,4044921947,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126235,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-02-19T19:46:21.173Z,2023-02-19T19:46:22Z,4044922059,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126259,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,50.2,50.1,2023-02-19T19:46:21.241Z,2023-02-20T04:11:03Z,4045712931,178,,4044922213,279,S,4044922199,141,56.9,4044922207,213,2.9,4044922197,140,32.6,4044922203,212,19.0,4044922195,56,Back,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126309,4,1,1,0,3,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.7,52.1,2023-02-19T19:46:24.284Z,2023-02-20T04:11:06Z,4044922569,141,8.9,4045712947,178,,4044922571,212,42.0,4044922565,56,Right,4044922563,155,,4044922575,1,,4044922567,140,61.3,4044922573,213,5.5,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126315,5,3,1,0,9,2tk2l9sgktwc9jhzqdd4mpdtb,0,59.8,5.8,2023-02-19T19:46:30.177Z,2023-02-20T04:11:13Z,4045712997,178,,4044922625,211,,4044922611,56,Right,4045303577,465,,4044922613,286,,,,,,,,,,,54c43p8ykqxjtbmy2z5nakijt,O. Solbakken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126447,3,5,1,0,9,ap6blbxhq9elm62vw6tutzlwg,1,40.2,101.4,2023-02-19T19:46:31.096Z,2023-02-20T04:11:17Z,4044923305,56,Back,4044923307,347,,4044923337,233,6,,,,,,,,,,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126321,6,5,1,0,9,2tk2l9sgktwc9jhzqdd4mpdtb,0,59.8,-1.4,2023-02-19T19:46:31.096Z,2023-02-20T04:11:18Z,4044923369,233,3,4044922645,56,Right,4044922647,347,,,,,,,,,,,,,,,,,54c43p8ykqxjtbmy2z5nakijt,O. Solbakken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510126477,4,1,1,0,22,ap6blbxhq9elm62vw6tutzlwg,1,42.3,100,2023-02-19T19:46:44.161Z,2023-02-20T04:11:25Z,4044923451,107,,4044923459,212,15.8,4044923461,213,3.4,4044923457,141,94.0,4044923453,56,Back,4044923455,140,27.9,,,,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
