id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2461793013,5,1,1,0,13,3vo5mpj7catp66nrwwqiuhuup,1,3.7,47.2,2022-09-18T10:31:15.465Z,2022-09-18T17:56:29Z,3789758117,140,19.6,3789758115,56,Back,3789758113,123,,3791849143,178,,3789758119,141,21.3,3789758123,213,5.5,3789758121,212,24.3,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793027,6,1,1,0,16,3vo5mpj7catp66nrwwqiuhuup,1,20.4,21.3,2022-09-18T10:31:18.676Z,2022-09-18T17:56:35Z,3789758197,56,Back,3789758205,213,2.6,3789758201,141,27.6,3789758203,212,7.7,3791849479,178,,3789758199,140,14.3,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793051,7,1,1,0,19,3vo5mpj7catp66nrwwqiuhuup,1,14.3,29.2,2022-09-18T10:31:21.600Z,2022-09-18T17:56:39Z,3789758317,141,70.5,3789758315,140,8.3,3789758313,56,Back,3789758319,212,28.8,3791849637,178,,3789758321,213,1.8,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793067,8,1,1,0,22,3vo5mpj7catp66nrwwqiuhuup,1,8.4,71.1,2022-09-18T10:31:24.383Z,2022-09-18T17:56:44Z,3789758393,141,92.1,3789758395,212,14.3,3789758391,140,8.7,3789758397,213,1.5,3789758389,56,Back,3791849811,178,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793087,9,1,1,0,25,3vo5mpj7catp66nrwwqiuhuup,0,8.7,90.9,2022-09-18T10:31:27.280Z,2022-09-18T17:56:47Z,3789758463,213,6.2,3791849945,178,,3789758459,212,5.0,3789758453,140,13.5,3789758457,141,90.6,3789758449,56,Back,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793081,7,61,1,0,25,dxq76zcvnokq07cszdx0i6kve,1,89,9.1,2022-09-18T10:31:27.343Z,2022-09-18T17:56:53Z,3791850171,21,,3789758441,56,Right,3791850173,178,,,,,,,,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793091,8,5,1,0,26,dxq76zcvnokq07cszdx0i6kve,0,81.8,-1.6,2022-09-18T10:31:28.954Z,2022-09-18T17:56:56Z,3789758579,233,10,3789758497,347,,3789758495,56,Right,,,,,,,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793111,10,5,1,0,26,3vo5mpj7catp66nrwwqiuhuup,1,18.2,101.6,2022-09-18T10:31:28.954Z,2022-09-18T17:56:55Z,3789758571,233,8,3789758569,347,,3789758567,56,Back,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793203,11,1,1,0,41,3vo5mpj7catp66nrwwqiuhuup,1,22.5,100,2022-09-18T10:31:42.970Z,2022-09-18T17:56:58Z,3789758969,213,5.3,3789758963,140,29.2,3789758961,56,Back,3789758965,141,85.3,3789758959,107,,3789758967,212,12.8,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793243,12,1,1,0,42,3vo5mpj7catp66nrwwqiuhuup,1,29.5,85.3,2022-09-18T10:31:43.968Z,2022-09-18T17:57:04Z,3791850543,178,,3789759189,213,4.6,3789759187,212,26.8,3789759183,140,27.7,3789759181,56,Back,3789759185,141,46.0,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793285,13,1,1,0,47,3vo5mpj7catp66nrwwqiuhuup,1,39.5,30.4,2022-09-18T10:31:49.487Z,2022-09-18T17:57:14Z,3789759419,140,47.3,3789759423,212,19.1,3789759425,213,5.2,3789759421,141,5.0,3789759417,56,Back,3791851081,178,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793303,14,1,1,0,52,3vo5mpj7catp66nrwwqiuhuup,1,56.1,5.3,2022-09-18T10:31:54.134Z,2022-09-18T17:57:25Z,3789759489,212,13.5,3789759491,213,2.8,3789759487,141,12.3,3789759485,140,44.1,3789759483,56,Back,3791851457,178,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793337,15,1,1,0,53,3vo5mpj7catp66nrwwqiuhuup,1,43.7,12.5,2022-09-18T10:31:55.925Z,2022-09-18T17:57:30Z,3789759647,141,16.4,3789759643,56,Right,3789759645,140,50.5,3791851697,178,,3789759649,212,7.6,3789759651,213,0.4,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793357,16,1,1,0,57,3vo5mpj7catp66nrwwqiuhuup,1,44.4,17.1,2022-09-18T10:31:59.728Z,2022-09-18T17:57:34Z,3789759787,212,8.6,3789759781,56,Back,3789759785,141,10.6,3789759783,140,37.4,3789759789,213,3.7,3791851887,178,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793415,17,1,1,1,0,3vo5mpj7catp66nrwwqiuhuup,1,36.4,16.1,2022-09-18T10:32:02.754Z,2022-09-18T17:57:39Z,3789760151,140,32.6,3789760155,212,27.1,3789760153,141,55.5,3791851997,178,,3789760149,56,Back,3789760157,213,1.7,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793439,18,1,1,1,7,3vo5mpj7catp66nrwwqiuhuup,1,36.9,65.8,2022-09-18T10:32:09.080Z,2022-09-18T17:57:43Z,3791852123,178,,3789760309,141,17.4,3789760307,140,31.8,3789760305,56,Back,3789760315,1,,3789760311,212,33.3,3789760313,213,4.6,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793521,19,1,1,1,10,3vo5mpj7catp66nrwwqiuhuup,1,31.8,17,2022-09-18T10:32:12.513Z,2022-09-18T17:57:46Z,3791852227,178,,3789760779,141,4.6,3789760783,213,5.6,3789760781,212,14.0,3789760777,140,42.4,3789760775,56,Back,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793525,20,61,1,1,12,3vo5mpj7catp66nrwwqiuhuup,0,43.1,3.7,2022-09-18T10:32:14.099Z,2022-09-18T17:58:01Z,3791852651,178,,3789760799,56,Back,,,,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793539,9,5,1,1,12,dxq76zcvnokq07cszdx0i6kve,1,55.9,101.1,2022-09-18T10:32:14.834Z,2022-09-18T17:58:11Z,3789760869,233,21,3789760853,56,Left,3789760855,347,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793529,21,5,1,1,12,3vo5mpj7catp66nrwwqiuhuup,0,44.1,-1.1,2022-09-18T10:32:14.834Z,2022-09-18T17:58:12Z,3789760809,56,Back,3789760891,233,9,3789760811,347,,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793685,10,1,1,1,28,dxq76zcvnokq07cszdx0i6kve,1,55.1,100,2022-09-18T10:32:30.874Z,2022-09-18T17:58:18Z,3789761747,212,18.8,3789761743,140,37.8,3789761745,141,94.1,3789761741,56,Back,3789761739,107,,3789761749,213,3.4,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793733,11,1,1,1,32,dxq76zcvnokq07cszdx0i6kve,1,29.8,92.5,2022-09-18T10:32:34.771Z,2022-09-18T17:58:24Z,3789761971,1,,3789761961,56,Back,3789761965,141,57.9,3789761963,140,6.4,3789761969,213,3.9,3789761967,212,34.0,3791853299,178,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793757,12,1,1,1,37,dxq76zcvnokq07cszdx0i6kve,0,7,52.8,2022-09-18T10:32:39.397Z,2022-09-18T17:58:27Z,3789762089,140,45.2,3791853367,178,,3789762097,1,,3789762091,141,35.3,3789762095,213,6.0,3789762093,212,41.8,3789770069,157,,3789762087,56,Back,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793823,22,1,1,1,40,3vo5mpj7catp66nrwwqiuhuup,0,58.3,67,2022-09-18T10:32:42.724Z,2022-09-18T17:58:37Z,3789762391,212,17.9,3791853607,388,,3789762393,213,0.7,3789762389,141,83.2,3789762385,56,Left,3789762383,3,,3789762387,140,71.7,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793831,13,1,1,1,44,dxq76zcvnokq07cszdx0i6kve,1,30.4,11.9,2022-09-18T10:32:46.425Z,2022-09-18T17:58:44Z,3789762409,141,6.5,3789762407,140,35.7,3789762405,56,Back,3789762411,212,6.7,3791853783,178,,3789762413,213,5.7,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793839,14,1,1,1,45,dxq76zcvnokq07cszdx0i6kve,1,35.2,5.5,2022-09-18T10:32:47.283Z,2022-09-18T17:58:47Z,3789762463,213,0.7,3789762461,212,6.7,3789762453,140,40.1,3789762451,56,Back,3789762457,141,11.7,3791853889,178,,3789762449,168,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793855,15,61,1,1,46,dxq76zcvnokq07cszdx0i6kve,0,39.9,11.9,2022-09-18T10:32:48.023Z,2022-09-18T17:59:58Z,3791854013,178,,3789762523,56,Back,,,,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462250161,1379,67,1,1,46,3vo5mpj7catp66nrwwqiuhuup,1,63,84.3,2022-09-18T10:32:48.593Z,2022-09-18T19:48:16Z,3792193637,233,1229,,,,,,,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462250153,1229,67,1,1,46,dxq76zcvnokq07cszdx0i6kve,0,37,15.7,2022-09-18T10:32:48.594Z,2022-09-18T19:37:05Z,3792193645,233,1379,,,,,,,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461794771,39,61,1,1,46,3vo5mpj7catp66nrwwqiuhuup,0,54.6,79.1,2022-09-18T10:32:48.649Z,2022-09-18T19:48:17Z,3789767315,56,Left,3791854141,178,,,,,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793901,16,1,1,1,48,dxq76zcvnokq07cszdx0i6kve,1,53.8,2.5,2022-09-18T10:32:50.691Z,2022-09-18T18:00:16Z,3791855469,178,,3789762777,141,4.4,3789762773,140,66.0,3789762771,56,Right,3789762785,213,0.1,3789762781,212,12.9,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793949,17,1,1,1,53,dxq76zcvnokq07cszdx0i6kve,1,89.3,17.8,2022-09-18T10:32:55.744Z,2022-09-18T18:00:34Z,3789762981,140,82.1,3789763761,210,13,3789762985,212,16.5,3789762983,141,39.4,3789763763,154,,3789762979,56,Center,3789762987,213,2.0,3791856683,178,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793955,18,13,1,1,55,dxq76zcvnokq07cszdx0i6kve,1,81.8,38.6,2022-09-18T10:32:56.996Z,2022-09-18T18:00:34Z,3789763773,29,,3789763777,55,17,3789763783,103,11.1,3789763897,18,,3789763119,20,,3789763787,230,98.2,3789763025,22,,3791857027,178,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,3789763775,154,3789763771,83,3789763789,231,47.5,3789763781,102,57.5,3789763785,328,3789764067,215,3789763029,56,Center,,,,,,,,,,,,,,,,,,,,,,
2461793965,19,5,1,1,55,dxq76zcvnokq07cszdx0i6kve,0,100.6,54,2022-09-18T10:32:57.804Z,2022-09-18T18:00:36Z,3789763069,346,,3789763105,233,23,3789763065,56,Center,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461793939,23,5,1,1,55,3vo5mpj7catp66nrwwqiuhuup,1,-0.6,46,2022-09-18T10:32:57.804Z,2022-09-18T18:00:37Z,3789762963,346,,3789763097,233,19,3789762961,56,Back,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461794247,24,1,1,2,26,3vo5mpj7catp66nrwwqiuhuup,1,3.5,50.4,2022-09-18T10:33:28.782Z,2022-09-18T18:00:39Z,3789764589,237,,3789764577,56,Back,3789764575,124,,3789764579,140,15.4,3789764581,141,57.5,3789764585,213,0.4,3789767831,189,,3789764583,212,13.4,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461794257,25,1,1,2,26,3vo5mpj7catp66nrwwqiuhuup,1,16,58.2,2022-09-18T10:33:28.783Z,2022-09-18T18:00:45Z,3789764629,212,14.0,3789768145,189,,3789764631,213,1.5,3789764627,141,78.7,3789764625,140,17.1,3789764623,56,Back,3791857497,178,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461794265,26,1,1,2,29,3vo5mpj7catp66nrwwqiuhuup,0,16.7,83.7,2022-09-18T10:33:31.770Z,2022-09-18T18:00:50Z,3789764669,140,53.4,3789764675,213,6.1,3789764671,141,73.6,3789764673,212,39.1,3789764665,155,,3791857651,178,,3789764667,56,Center,3789764677,1,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461794295,20,1,1,2,32,dxq76zcvnokq07cszdx0i6kve,1,46.4,14.7,2022-09-18T10:33:34.389Z,2022-09-18T18:00:53Z,3789764817,212,24.4,3789764815,141,39.5,3789764811,56,Center,3789764813,140,63.2,3789764819,213,0.8,3789764809,3,,3791857763,388,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461794297,21,61,1,2,34,dxq76zcvnokq07cszdx0i6kve,0,63.6,39.7,2022-09-18T10:33:36.448Z,2022-09-18T18:01:03Z,3791858113,21,,3791858115,178,,3789764825,56,Center,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461794331,27,1,1,2,35,3vo5mpj7catp66nrwwqiuhuup,1,36,67.3,2022-09-18T10:33:37.744Z,2022-09-18T18:01:08Z,3789765011,213,3.3,3789765003,56,Back,3789765005,140,27.6,3789765007,141,65.4,3791858269,178,,3789765009,212,8.9,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461794373,28,1,1,2,39,3vo5mpj7catp66nrwwqiuhuup,1,27.4,63.4,2022-09-18T10:33:41.024Z,2022-09-18T18:01:12Z,3789765217,56,Back,3789765225,213,4.7,3789765221,141,25.9,3789765223,212,25.5,3791858481,178,,3789765219,140,27.4,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
