id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2530277291,7,1,1,0,10,e75syeuawg3ql8nwpi3vr2btz,0,58.5,31,2023-04-08T14:31:41.912Z,2023-04-08T21:46:27Z,4172452267,213,1.3,4172452263,141,35.9,4172452725,233,5,4172452261,140,59.5,4172446267,56,Center,4172452729,286,,4174125749,178,,4172452723,236,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,4172452265,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277367,5,74,1,0,10,ej5er0oyngdw138yuumwqbyqt,1,41.8,67,2023-04-08T14:31:42.047Z,2023-04-08T20:56:59Z,4172452761,233,7,4172446635,56,Back,4172448781,285,,4174126085,21,,4174126087,388,,,,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277301,8,61,1,0,11,e75syeuawg3ql8nwpi3vr2btz,1,61.8,32.2,2023-04-08T14:31:42.504Z,2023-04-08T20:57:05Z,4174126331,178,,4172446355,56,Center,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277373,9,1,1,0,12,e75syeuawg3ql8nwpi3vr2btz,1,52.1,34.3,2023-04-08T14:31:44.012Z,2023-04-08T20:57:12Z,4172446673,212,13.2,4172446669,141,28.6,4172446675,213,3.4,4172446663,56,Back,4174126577,178,,4172446665,140,40.1,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277385,6,43,1,0,13,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-04-08T14:31:45.402Z,2023-04-08T15:28:12Z,4172446777,56,Back,4172792633,144,61,,,,,,,,,,,,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277383,10,1,1,0,16,e75syeuawg3ql8nwpi3vr2btz,1,40.1,28.3,2023-04-08T14:31:47.730Z,2023-04-08T20:57:17Z,4172446753,141,17.4,4172446755,212,7.5,4172446751,140,41.2,4172446759,213,4.9,4172446749,56,Back,4174126743,178,,,,,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277403,11,1,1,0,17,e75syeuawg3ql8nwpi3vr2btz,1,41.4,17.1,2023-04-08T14:31:49.287Z,2023-04-08T20:57:36Z,4172446885,213,1.0,4172446881,141,30.9,4172446883,212,11.0,4172446879,140,46.8,4174127363,178,,4172446877,56,Back,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277421,12,1,1,0,18,e75syeuawg3ql8nwpi3vr2btz,1,46.9,30.9,2023-04-08T14:31:49.937Z,2023-04-08T20:57:40Z,4172446965,140,56.2,4174127525,178,,4172446963,56,Right,4172446967,141,4.7,4172446971,213,5.2,4172446969,212,20.3,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277449,13,1,1,0,21,e75syeuawg3ql8nwpi3vr2btz,1,60.4,6.1,2023-04-08T14:31:53.175Z,2023-04-08T20:57:46Z,4172447175,140,66.3,4172447173,56,Right,4172447181,213,0.9,4172447177,141,17.9,4174127779,178,,4172447179,212,10.1,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277455,14,3,1,0,22,e75syeuawg3ql8nwpi3vr2btz,0,68.6,13.6,2023-04-08T14:31:53.946Z,2023-04-08T20:57:52Z,4173278733,464,,4172447189,56,Right,4172447191,286,,4172447323,233,7,4174127913,178,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277473,7,7,1,0,22,ej5er0oyngdw138yuumwqbyqt,0,31.4,86.4,2023-04-08T14:31:54.022Z,2023-04-08T20:57:56Z,4172447275,285,,4174128049,178,,4172447285,233,14,4172447273,56,Back,4173278833,384,,,,,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277459,15,61,1,0,22,e75syeuawg3ql8nwpi3vr2btz,1,67,14.1,2023-04-08T14:31:54.374Z,2023-04-08T20:58:04Z,4174128265,178,,4172447213,56,Right,,,,,,,,,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277495,8,49,1,0,23,ej5er0oyngdw138yuumwqbyqt,1,28.3,89.3,2023-04-08T14:31:54.662Z,2023-04-08T21:40:25Z,,,,,,,,,,,,,,,,,,,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277521,9,1,1,0,23,ej5er0oyngdw138yuumwqbyqt,1,28.3,89.3,2023-04-08T14:31:55.192Z,2023-04-08T20:58:19Z,4172447535,140,39.7,4174128861,178,,4172447533,56,Back,4172447537,141,95.1,4172447541,213,0.3,4172447539,212,12.6,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277531,10,1,1,0,25,ej5er0oyngdw138yuumwqbyqt,1,38.6,96.6,2023-04-08T14:31:56.601Z,2023-04-08T20:58:24Z,4172447615,141,82.6,4174129125,178,,4172447613,140,38.6,4172447609,56,Back,4172447617,212,9.5,4172447619,213,4.7,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277571,11,1,1,0,27,ej5er0oyngdw138yuumwqbyqt,1,38.7,77.5,2023-04-08T14:31:58.760Z,2023-04-08T20:58:29Z,4172447823,213,3.2,4172447817,140,25.6,4172447821,212,13.8,4174129313,178,,4172447819,141,76.9,4172447815,56,Back,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277595,12,1,1,0,29,ej5er0oyngdw138yuumwqbyqt,1,20.9,83.3,2023-04-08T14:32:00.779Z,2023-04-08T20:58:33Z,4174129495,178,,4172447935,56,Back,4172447943,213,1.0,4172447937,140,25.1,4172447939,141,93.3,4172447941,212,8.1,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277615,13,1,1,0,32,ej5er0oyngdw138yuumwqbyqt,0,25.1,93.3,2023-04-08T14:32:03.666Z,2023-04-08T20:58:38Z,4172448063,212,31.2,4172448057,56,Center,4172448065,213,5.9,4174129657,178,,4172448059,140,53.0,4172448061,141,77.7,4172448055,155,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277641,16,1,1,0,34,e75syeuawg3ql8nwpi3vr2btz,1,47,27,2023-04-08T14:32:05.831Z,2023-04-08T20:58:45Z,4174129849,178,,4172448199,213,4.9,4172448197,212,12.5,4172448193,140,48.7,4172448189,3,,4172448195,141,8.8,4172448191,56,Back,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277645,17,49,1,0,35,e75syeuawg3ql8nwpi3vr2btz,1,48.7,8.8,2023-04-08T14:32:06.873Z,2023-04-08T20:58:50Z,,,,,,,,,,,,,,,,,,,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277677,18,1,1,0,36,e75syeuawg3ql8nwpi3vr2btz,0,51.4,5.8,2023-04-08T14:32:08.126Z,2023-04-08T20:58:54Z,4172448369,140,66.1,4172448381,213,0.6,4172448373,141,21.9,4172448377,212,18.9,4174130043,178,,4172448365,56,Center,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277709,14,49,1,0,37,ej5er0oyngdw138yuumwqbyqt,1,35.3,82.1,2023-04-08T14:32:09.458Z,2023-04-08T20:58:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277743,15,1,1,0,39,ej5er0oyngdw138yuumwqbyqt,0,37.1,82.7,2023-04-08T14:32:11.046Z,2023-04-08T20:59:04Z,4172448695,140,45.7,4172448701,213,5.5,4172448693,56,Back,4172448697,141,68.4,4174130347,178,,4172448699,212,13.3,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277745,19,8,1,0,40,e75syeuawg3ql8nwpi3vr2btz,1,53.3,32.2,2023-04-08T14:32:12.173Z,2023-04-08T20:59:10Z,4172448703,56,Center,4174130537,178,,4173286635,384,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530609875,1203,67,1,0,42,e75syeuawg3ql8nwpi3vr2btz,1,52,15.9,2023-04-08T14:32:13.683Z,2023-04-08T21:46:27Z,4174195335,233,1224,,,,,,,,,,,,,,,,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530609869,1224,67,1,0,42,ej5er0oyngdw138yuumwqbyqt,0,48,84.1,2023-04-08T14:32:13.684Z,2023-04-08T21:41:28Z,4174195339,233,1203,,,,,,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277763,20,1,1,0,42,e75syeuawg3ql8nwpi3vr2btz,0,52.1,14.7,2023-04-08T14:32:13.689Z,2023-04-08T21:46:28Z,4174130883,178,,4172448801,140,55.2,4172448953,236,,4172448803,141,13.5,4172448811,213,6.0,4172448799,56,Right,4172448807,212,3.4,4172448965,286,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,4172448957,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277779,16,74,1,0,42,ej5er0oyngdw138yuumwqbyqt,1,47.3,85.4,2023-04-08T14:32:13.730Z,2023-04-08T20:59:26Z,4172448901,285,,4172448899,56,Back,4172449017,233,20,4174131067,178,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277813,17,1,1,0,42,ej5er0oyngdw138yuumwqbyqt,1,48.1,76.5,2023-04-08T14:32:14.335Z,2023-04-08T20:59:32Z,4173290801,212,18.1,4173290797,140,64.0,4173290799,141,86.6,4173290803,213,0.4,4174131237,178,,4172449041,56,Left,,,,,,,5j7hbe94ewys7hkd04ay5bpw5,N. Sansone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277927,18,3,1,0,45,ej5er0oyngdw138yuumwqbyqt,1,70,86.4,2023-04-08T14:32:16.975Z,2023-04-08T20:59:37Z,4172449617,286,,4174131361,178,,4173291113,465,,4172449629,233,21,4172449615,56,Left,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277831,21,45,1,0,45,e75syeuawg3ql8nwpi3vr2btz,0,30,13.6,2023-04-08T14:32:16.975Z,2023-04-08T20:59:38Z,4172449115,285,,4172449641,233,18,4172449113,56,Back,,,,,,,,,,,,,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530277995,19,1,1,0,49,ej5er0oyngdw138yuumwqbyqt,0,94.2,82.5,2023-04-08T14:32:21.476Z,2023-04-08T20:59:43Z,4172449929,212,33.9,4174131547,178,,4172449927,141,33.7,4173291983,224,,4172449923,56,Center,4173291991,72,,4172449931,213,4.9,4172449925,140,100.0,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,4172449921,155,,4172449919,2,4172449933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278005,20,5,1,0,52,ej5er0oyngdw138yuumwqbyqt,0,100.8,32,2023-04-08T14:32:23.862Z,2023-04-08T20:59:47Z,4172450113,233,22,4172449953,346,,4172449951,56,Center,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278009,22,5,1,0,52,e75syeuawg3ql8nwpi3vr2btz,1,-0.8,68,2023-04-08T14:32:23.862Z,2023-04-08T20:59:47Z,4172449983,56,Back,4172450073,233,20,4172449985,346,,,,,,,,,,,,,,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278543,23,1,1,1,15,e75syeuawg3ql8nwpi3vr2btz,1,5.2,49.4,2023-04-08T14:32:47.174Z,2023-04-08T20:59:53Z,4172452851,1,,4172452843,140,62.9,4172452855,74,,4172452839,124,,4172452845,141,41.3,4172452841,56,Center,4172452849,213,6.2,4172452847,212,60.8,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278561,24,44,1,1,19,e75syeuawg3ql8nwpi3vr2btz,1,58.4,39.2,2023-04-08T14:32:50.847Z,2023-04-08T21:46:28Z,4172452951,56,Center,4172452953,286,,4172453225,233,21,,,,,,,,,,,,,,,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278593,21,44,1,1,19,ej5er0oyngdw138yuumwqbyqt,0,41.6,60.8,2023-04-08T14:32:50.848Z,2023-04-08T20:59:57Z,4172453119,285,,4172453261,233,24,4172453117,56,Back,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278587,25,1,1,1,19,e75syeuawg3ql8nwpi3vr2btz,0,61.7,50.3,2023-04-08T14:32:50.889Z,2023-04-08T21:46:28Z,4172453081,212,1.9,4172453073,168,,4172453071,3,,4172453075,56,Center,4172453083,213,0,4172453079,141,50.3,4172453077,140,63.5,4174132041,388,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530348899,526,61,1,1,19,ej5er0oyngdw138yuumwqbyqt,1,38.9,49.8,2023-04-08T14:32:50.914Z,2023-04-08T21:00:10Z,4174132187,15,,4172803701,56,Back,4174132189,388,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278615,22,49,1,1,21,ej5er0oyngdw138yuumwqbyqt,1,40.2,28.7,2023-04-08T14:32:52.487Z,2023-04-08T21:00:24Z,,,,,,,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278629,23,1,1,1,21,ej5er0oyngdw138yuumwqbyqt,0,36.3,40.4,2023-04-08T14:32:52.516Z,2023-04-08T21:00:21Z,4174132551,178,,4172453335,212,16.6,4172453323,56,Center,4172453331,141,39.6,4172453327,140,52.1,4172453339,213,6.3,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530442149,942,49,1,1,21,e75syeuawg3ql8nwpi3vr2btz,1,46.6,59.9,2023-04-08T14:32:53.395Z,2023-04-08T21:00:29Z,,,,,,,,,,,,,,,,,,,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530278651,26,1,1,1,22,e75syeuawg3ql8nwpi3vr2btz,1,48.3,60.8,2023-04-08T14:32:53.484Z,2023-04-08T21:00:36Z,4172453435,212,11.2,4172453431,140,54.7,4172453433,141,74.0,4172453437,213,0.9,4172453429,56,Center,4174132937,178,,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
