id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2522704627,3,44,1,0,18,3vo5mpj7catp66nrwwqiuhuup,1,54.5,76.8,2023-03-19T19:46:24.337Z,2023-03-20T03:38:24Z,4111466123,233,9,4111466041,286,,4111466039,56,Center,,,,,,,,,,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704633,9,44,1,0,18,bqbbqm98ud8obe45ds9ohgyrd,0,45.5,23.2,2023-03-19T19:46:24.338Z,2023-03-20T00:46:27Z,4111466103,233,3,4111466083,56,Back,4111466085,285,,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522773789,1036,1,1,0,18,3vo5mpj7catp66nrwwqiuhuup,0,53.4,87.6,2023-03-19T19:46:24.387Z,2023-03-20T03:38:24Z,4111833425,213,5.9,4111833423,212,3.0,4111833421,141,85.9,4112017989,388,,4111833419,140,56.0,4111833415,3,,4111833417,56,Left,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704645,10,61,1,0,18,bqbbqm98ud8obe45ds9ohgyrd,1,47.6,16.7,2023-03-19T19:46:24.402Z,2023-03-20T00:46:44Z,4111466125,56,Back,4112018355,15,,4112018357,388,,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704683,11,1,1,0,19,bqbbqm98ud8obe45ds9ohgyrd,1,44.7,9.9,2023-03-19T19:46:25.636Z,2023-03-20T00:46:49Z,4111466369,213,5.0,4111466363,140,46.0,4111466365,141,3.4,4112018507,178,,4111466361,56,Back,4111466367,212,4.6,,,,,,,erwh25hbq259kqdirfufnbcb8,M. Soulé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704687,12,4,1,0,21,bqbbqm98ud8obe45ds9ohgyrd,1,55.4,5.5,2023-03-19T19:46:28.003Z,2023-03-20T00:46:54Z,4111466513,233,4,4111466399,286,,4111466397,265,,4111466391,13,,4111466393,56,Right,4111466395,152,,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704709,4,4,1,0,21,3vo5mpj7catp66nrwwqiuhuup,0,44.6,94.5,2023-03-19T19:46:28.004Z,2023-03-20T00:46:53Z,4111466491,285,,4112018565,178,,4111466489,265,,4111466485,56,Back,4111466547,233,12,4111466483,13,,4111466487,152,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704841,13,1,1,0,35,bqbbqm98ud8obe45ds9ohgyrd,1,55,4.6,2023-03-19T19:46:41.929Z,2023-03-20T00:46:55Z,4111467239,141,23.0,4112018619,178,,4111467487,189,,4111467229,152,,4111467223,5,,4111467243,213,2.6,4111467237,140,35.6,4111467241,212,23.9,9pe3yqjsmcjtxdx7bdne3d4ut,M. De Sciglio,4111467233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704879,14,1,1,0,39,bqbbqm98ud8obe45ds9ohgyrd,1,35.5,28.5,2023-03-19T19:46:45.572Z,2023-03-20T00:46:58Z,4111467455,140,37.0,4111467463,1,,4111467453,56,Back,4111467457,141,90.8,4111467451,196,,4111467461,213,1.5,4112018691,178,,4111467459,212,42.4,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704939,15,1,1,0,43,bqbbqm98ud8obe45ds9ohgyrd,0,37,90.8,2023-03-19T19:46:49.269Z,2023-03-20T00:47:01Z,4111467773,1,,4111467761,56,Left,4111467767,212,50.2,4111467765,141,100.0,4111467763,140,84.3,4111467759,155,,4111467769,213,0.2,4112018801,178,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704997,5,5,1,0,49,3vo5mpj7catp66nrwwqiuhuup,1,15,-1.6,2023-03-19T19:46:55.143Z,2023-03-20T00:47:03Z,4111468085,56,Back,4111468973,233,16,4111468087,347,,,,,,,,,,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522704943,16,5,1,0,49,bqbbqm98ud8obe45ds9ohgyrd,0,85,101.6,2023-03-19T19:46:55.143Z,2023-03-20T00:47:03Z,4111468991,233,5,4111467783,347,,4111467781,56,Left,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705003,6,1,1,0,52,3vo5mpj7catp66nrwwqiuhuup,1,11.2,0,2023-03-19T19:46:58.895Z,2023-03-20T00:47:06Z,4111468141,140,17.3,4111468147,213,1.0,4111468143,141,15.2,4111468145,212,12.7,4111468137,107,,4111468139,56,Back,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705011,7,1,1,0,54,3vo5mpj7catp66nrwwqiuhuup,1,19.9,12.8,2023-03-19T19:47:00.556Z,2023-03-20T00:47:09Z,4112019105,178,,4111468209,141,4.6,4111468213,213,3.8,4111468207,140,13.2,4111468205,56,Back,4111468211,212,9.0,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705031,8,1,1,0,55,3vo5mpj7catp66nrwwqiuhuup,1,16.5,6.4,2023-03-19T19:47:01.314Z,2023-03-20T00:47:12Z,4111468311,141,8.1,4111468305,157,,4111468317,1,,4111468307,56,Back,4111468315,213,0.1,4111468313,212,21.9,4111468309,140,37.3,4112019177,178,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705039,9,1,1,0,58,3vo5mpj7catp66nrwwqiuhuup,0,38.6,2.3,2023-03-19T19:47:04.342Z,2023-03-20T00:47:16Z,4111468369,140,37.2,4111468497,286,,4112019347,178,,4111468367,56,Back,4111468491,236,,4111468493,233,17,4111468375,213,2.1,4111468373,212,2.8,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,4111468371,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705051,17,74,1,0,58,bqbbqm98ud8obe45ds9ohgyrd,1,60.6,96.9,2023-03-19T19:47:04.510Z,2023-03-20T00:47:24Z,4112019637,178,,4111468433,56,Left,4111468435,285,,4111468511,233,9,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705111,10,5,1,0,59,3vo5mpj7catp66nrwwqiuhuup,1,34.4,-1.2,2023-03-19T19:47:05.618Z,2023-03-20T00:47:27Z,4111468835,233,18,4111468821,56,Back,4111468823,347,,,,,,,,,,,,,,,,,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705061,18,5,1,0,59,bqbbqm98ud8obe45ds9ohgyrd,0,65.6,101.2,2023-03-19T19:47:05.618Z,2023-03-20T00:47:27Z,4111468505,347,,4111468871,233,10,4111468503,56,Left,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705137,11,1,1,1,4,3vo5mpj7catp66nrwwqiuhuup,1,35,0,2023-03-19T19:47:10.184Z,2023-03-20T00:47:28Z,4111469039,212,16.8,4111469041,213,2.6,4111837595,189,,4111469033,56,Back,4111469035,140,21.2,4111469037,141,11.4,4111469031,107,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705189,12,1,1,1,7,3vo5mpj7catp66nrwwqiuhuup,1,24.4,16.5,2023-03-19T19:47:13.752Z,2023-03-20T00:47:32Z,4111469351,56,Back,4112019877,178,,4111469357,212,37.0,4111469353,140,27.8,4111469355,141,70.7,4111469359,213,1.5,4111837679,1,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705217,13,1,1,1,13,3vo5mpj7catp66nrwwqiuhuup,1,35.3,70.5,2023-03-19T19:47:19.705Z,2023-03-20T00:47:36Z,4111469477,213,3.7,4111469471,140,14.7,4111469473,141,49.7,4111469475,212,25.8,4111469469,56,Back,4112020061,178,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705229,14,1,1,1,17,3vo5mpj7catp66nrwwqiuhuup,1,17.5,48.2,2023-03-19T19:47:23.734Z,2023-03-20T00:47:41Z,4112020207,178,,4111469539,56,Back,4111469545,212,13.6,4111469543,141,29.5,4111469547,213,5.1,4111469541,140,22.1,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705301,15,1,1,1,20,3vo5mpj7catp66nrwwqiuhuup,1,22.1,30.5,2023-03-19T19:47:26.812Z,2023-03-20T00:47:45Z,4111469977,56,Back,4111469981,141,45.2,4111469979,140,12.5,4111469985,213,2.4,4112020295,178,,4111469983,212,14.2,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705425,16,1,1,1,24,3vo5mpj7catp66nrwwqiuhuup,1,12.6,38.9,2023-03-19T19:47:30.937Z,2023-03-20T00:47:49Z,4111470659,212,14.8,4112020401,178,,4111470661,213,5.9,4111470657,141,30.5,4111470655,140,25.6,4111470653,56,Back,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705469,17,1,1,1,34,3vo5mpj7catp66nrwwqiuhuup,1,68.2,43.4,2023-03-19T19:47:40.747Z,2023-03-20T00:47:53Z,4111470889,213,5.0,4112020503,178,,4111470887,212,15.3,4111470881,56,Center,4111470885,141,21.7,4111470883,140,72.0,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705519,18,1,1,1,37,3vo5mpj7catp66nrwwqiuhuup,1,72.1,16,2023-03-19T19:47:43.186Z,2023-03-20T00:47:57Z,4112020633,178,,4111471075,212,14.8,4111471073,141,6.7,4111471071,140,84.8,4111471069,56,Right,4111471079,213,5.8,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705557,19,1,1,1,40,3vo5mpj7catp66nrwwqiuhuup,1,89,8.3,2023-03-19T19:47:46.572Z,2023-03-20T00:48:02Z,4112020809,178,,4111471313,212,13.0,4111471309,141,9.5,4111471307,140,76.6,4111471317,213,3.1,4111471305,56,Right,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705575,20,1,1,1,41,3vo5mpj7catp66nrwwqiuhuup,1,73.2,7.7,2023-03-19T19:47:48.041Z,2023-03-20T00:48:08Z,4111471371,141,17.0,4111471375,213,2.2,4111471373,212,8.0,4111471367,56,Right,4111471369,140,68.6,4112020941,178,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705617,21,1,1,1,44,3vo5mpj7catp66nrwwqiuhuup,1,68.6,17,2023-03-19T19:47:50.459Z,2023-03-20T00:48:11Z,4112020983,178,,4111471639,213,1.5,4111471631,56,Center,4111471637,212,36.2,4111471635,141,70.1,4111471633,140,71.0,4111471641,1,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705621,22,1,1,1,48,3vo5mpj7catp66nrwwqiuhuup,1,74.1,83.4,2023-03-19T19:47:54.622Z,2023-03-20T00:48:20Z,4111471679,140,76.2,4112021257,178,,4111471685,213,1.2,4111471683,212,6.9,4111471681,141,93.0,4111471677,56,Left,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705647,23,1,1,1,49,3vo5mpj7catp66nrwwqiuhuup,1,73.1,92.1,2023-03-19T19:47:55.372Z,2023-03-20T00:48:28Z,4111471839,212,13.5,4111471831,56,Center,4111471843,213,4.2,4111471833,140,67.2,4111471835,141,74.4,4112021619,178,,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705703,24,1,1,1,52,3vo5mpj7catp66nrwwqiuhuup,1,70.1,69.5,2023-03-19T19:47:58.111Z,2023-03-20T00:48:34Z,4111472129,213,4.9,4112021733,178,,4111472589,210,15,4111472127,212,22.0,4111472121,56,Center,4111472125,141,37.7,4111472123,140,74.0,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705705,25,15,1,1,54,3vo5mpj7catp66nrwwqiuhuup,1,74.9,35.3,2023-03-19T19:48:00.414Z,2023-03-20T00:48:35Z,4111472625,103,20.3,4111472645,233,19,4111472621,102,52.6,4111472145,18,,4111472143,22,,4111472303,20,,4111472615,29,,4111472613,77,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,4112021849,178,,,4111472147,56,Center,4111472633,147,49.3,4111472627,215,4111472617,55,24,4111472629,146,97.6,,,,,,,,,,,,,,,,,
2522705713,19,10,1,1,55,bqbbqm98ud8obe45ds9ohgyrd,1,2.6,50,2023-03-19T19:48:01.220Z,2023-03-20T00:48:38Z,4111840093,378,,4111472199,182,,4111472201,56,Back,4111472195,173,,4111472473,179,,4111472491,233,25,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705737,20,6,1,1,57,bqbbqm98ud8obe45ds9ohgyrd,0,14.2,56.4,2023-03-19T19:48:03.187Z,2023-03-20T00:48:40Z,4111472295,56,Back,4111472349,233,26,4111472299,73,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522705717,26,6,1,1,57,3vo5mpj7catp66nrwwqiuhuup,1,85.8,43.6,2023-03-19T19:48:03.187Z,2023-03-20T00:48:40Z,4111472341,233,20,4111472209,73,,4111472207,56,Center,,,,,,,,,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522706047,27,1,1,2,29,3vo5mpj7catp66nrwwqiuhuup,1,99.5,99.5,2023-03-19T19:48:35.232Z,2023-03-20T00:48:43Z,4112022133,178,,4111474117,6,,4111474123,141,72.2,4111474125,212,23.0,4111474127,213,4.1,4111474119,56,Center,4111474121,140,86.6,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522706061,28,1,1,2,30,3vo5mpj7catp66nrwwqiuhuup,1,85.8,74.4,2023-03-19T19:48:36.958Z,2023-03-20T00:48:47Z,4112022183,178,,4111474195,212,10.1,4111474193,141,88.6,4111474189,56,Left,4111474197,213,1.3,4111474191,140,88.6,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522706083,29,1,1,2,32,3vo5mpj7catp66nrwwqiuhuup,0,85.8,84.7,2023-03-19T19:48:38.062Z,2023-03-20T00:48:51Z,4111474359,212,21.6,4111474357,141,54.4,4111474361,213,5.0,4112022313,178,,4111841017,20,,4111474349,2,,4111841015,223,,4111474351,155,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,4111474353,56,Center,,4111474355,140,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522706089,21,44,1,2,33,bqbbqm98ud8obe45ds9ohgyrd,1,8.4,44,2023-03-19T19:48:39.117Z,2023-03-20T03:38:25Z,4111474379,56,Back,4111474381,285,,4111474401,233,30,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522706091,30,44,1,2,33,3vo5mpj7catp66nrwwqiuhuup,0,91.6,56,2023-03-19T19:48:39.118Z,2023-03-20T00:48:55Z,4111499457,233,21,4111474383,56,Center,4111474385,286,,,,,,,,,,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522706105,22,12,1,2,33,bqbbqm98ud8obe45ds9ohgyrd,1,9.2,41.8,2023-03-19T19:48:39.174Z,2023-03-20T03:38:25Z,4111474447,56,Back,4111474453,212,15.5,4111474455,213,6.0,4111474451,141,36.4,4111474449,140,23.5,4111474499,15,,4112022475,388,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
