id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2483286551,19,1,1,1,49,4klvxyeh3xcus4ongu7c00mgc,0,24.2,86.3,2022-11-08T17:32:15.646Z,2022-11-09T00:47:19Z,3903687429,141,84.3,3903687437,1,,3903687419,155,,3904638041,178,,3903687435,213,6.3,3903687433,212,45.4,3903687425,140,67.4,3903687423,56,Left,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286547,18,49,1,1,53,dxq76zcvnokq07cszdx0i6kve,1,32.5,19.3,2022-11-08T17:32:19.337Z,2022-11-09T00:47:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286581,19,1,1,1,55,dxq76zcvnokq07cszdx0i6kve,1,32.1,19.4,2022-11-08T17:32:20.805Z,2022-11-09T00:47:28Z,3903687567,141,39.8,3903687569,212,25.2,3903687563,56,Back,3903687565,140,12.1,3904638123,178,,3903687571,213,2.6,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286599,20,1,1,1,58,dxq76zcvnokq07cszdx0i6kve,1,12.2,40.3,2022-11-08T17:32:24.194Z,2022-11-09T00:47:30Z,3904638165,178,,3903687631,56,Back,3903687637,212,14.8,3903687639,213,5.2,3903687635,141,21.4,3903687633,140,19.1,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286635,21,1,1,2,1,dxq76zcvnokq07cszdx0i6kve,1,19.1,21.4,2022-11-08T17:32:27.114Z,2022-11-09T00:47:34Z,3904638203,178,,3903687809,213,5.6,3903687807,212,17.8,3903687797,56,Back,3903687801,140,32.1,3903687803,141,4.6,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286719,22,1,1,2,7,dxq76zcvnokq07cszdx0i6kve,1,33.7,2.8,2022-11-08T17:32:33.431Z,2022-11-09T00:47:37Z,3903688211,140,25.5,3903688219,213,2.8,3903688209,56,Back,3903688215,212,9.0,3904638219,178,,3903688213,141,6.7,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286749,23,1,1,2,15,dxq76zcvnokq07cszdx0i6kve,1,32.5,15.1,2022-11-08T17:32:40.975Z,2022-11-09T00:47:39Z,3903688347,141,35.8,3903688349,212,16.4,3903688343,56,Back,3904638227,178,,3903688345,140,24.5,3903688351,213,2.1,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286793,24,1,1,2,17,dxq76zcvnokq07cszdx0i6kve,1,23,42.7,2022-11-08T17:32:43.672Z,2022-11-09T00:47:42Z,3903688517,56,Back,3903688521,141,86.0,3903688519,140,27.9,3904638263,178,,3903688525,213,1.4,3903688523,212,29.9,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286819,25,1,1,2,21,dxq76zcvnokq07cszdx0i6kve,1,27.7,84.8,2022-11-08T17:32:47.368Z,2022-11-09T00:47:44Z,3903688641,56,Back,3903688647,212,20.1,3903688649,213,4.4,3904638319,178,,3903688645,141,56.7,3903688643,140,21.7,,,,,,,7wjzrrcy3fp8nq6dlanfxvqhh,B. Nuytinck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286859,26,1,1,2,24,dxq76zcvnokq07cszdx0i6kve,1,18.5,54.2,2022-11-08T17:32:50.141Z,2022-11-09T00:47:48Z,3903688781,140,21.7,3903688787,213,4.8,3904638371,178,,3903688785,212,24.8,3903688783,141,18.1,3903688779,56,Back,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286885,27,1,1,2,27,dxq76zcvnokq07cszdx0i6kve,1,23.1,23.6,2022-11-08T17:32:53.071Z,2022-11-09T00:47:51Z,3903688905,141,21.7,3903688903,140,32.9,3904638395,178,,3903688901,56,Back,3903688907,212,10.4,3903688909,213,6.2,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286895,28,1,1,2,29,dxq76zcvnokq07cszdx0i6kve,1,31.8,18.5,2022-11-08T17:32:54.822Z,2022-11-09T00:47:55Z,3903688943,140,28.4,3903688945,141,2.0,3903688941,56,Back,3904638427,178,,3903688949,212,11.8,3903688953,213,4.4,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286911,29,1,1,2,29,dxq76zcvnokq07cszdx0i6kve,0,28.8,4.1,2022-11-08T17:32:55.523Z,2022-11-09T00:47:59Z,3903688993,213,0.7,3903688985,56,Back,3903688983,155,,3904638453,178,,3903688989,141,26.9,3903688991,212,22.8,3903688987,140,44.7,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286913,20,49,1,2,31,4klvxyeh3xcus4ongu7c00mgc,1,59.1,74.7,2022-11-08T17:32:56.951Z,2022-11-09T00:48:01Z,,,,,,,,,,,,,,,,,,,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286921,21,1,1,2,31,4klvxyeh3xcus4ongu7c00mgc,1,59.1,74.7,2022-11-08T17:32:57.136Z,2022-11-09T00:48:20Z,3903689015,56,Center,3904638485,178,,3903689023,213,5.9,3903689017,140,64.3,3903689019,141,71.4,3903689021,212,5.9,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286925,22,1,1,2,32,4klvxyeh3xcus4ongu7c00mgc,1,64.3,71.4,2022-11-08T17:32:58.091Z,2022-11-09T00:48:12Z,3903689049,212,7.7,3903689047,141,73.2,3904638629,178,,3903689051,213,3.0,3903689043,56,Center,3903689059,156,,3903689045,140,57.1,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483478973,877,43,1,2,32,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-11-08T17:32:58.643Z,2022-11-09T04:59:14Z,3904752633,144,67,3904661043,233,931,,,,,,,,,,,,,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
