id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2483277239,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-11-08T16:25:26.915Z,2022-11-08T17:33:36Z,3903635635,194,e4cwx5r9hrvip371egldkc6ol,3903635633,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903635625,30,"bmqg7owjivu1f3grdigkid0b9, awf3x41nsz8m73bhte5wlz6ui, 545o5sllzb34kosvbw3fxhc5x, 89z0ym1zvwp7rikmd0kvpcq8l, 8585juruxxi6z8ih6kfqvrj6x, f1ma05bi3t1hfbflylx5d9tyh, 6n7sw8r0fhcoa8hfuxrtm96tx, 72sbeqsrvv64vwiec51r9g1k9, 8zltxvt0rcrcv96x1wmdhlrrp, e4cwx5r9hrvip371egldkc6ol, 6ehsdxl74v0qtlbjjjbu0r0t1, 4ypa8ma678embtagi427eg4id, 399j815r2akyfreynjrouwbmx, 9n2nm6smh0txgv2482qbwhixg, yau2ry4oz8da3etdtf5td0id, 9casrbyhvk5woencvp365fnmy, 2s9ko6yxyi95jybzguru8g3bp, 7u9bpiajlgr3zibj89pub7wbu, 6sejjyqssbr3olctm9nkq2v9x, 1fsum47fkh62rer9xxe3smctm, 44t0ew97eyl8ww00sgusx00a2, b7togay3w05jtjngrz9xliay1, q86iuo0cn7dlhvgwz6ix1mqy, eprihatu8znb0vq6kuaj38z1m, 4g0d51pqr4grzoe9cx7do6pxx, 9wek84cn7z0ou46623nlo876y",3903635631,130,12,3903635629,59,"1, 2, 13, 43, 14, 4, 8, 33, 18, 10, 6, 7, 15, 16, 20, 21, 27, 28, 29, 30, 31, 39, 40, 44, 69, 89",3903635637,197,14656,3903635639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903635627,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483277607,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-11-08T16:29:07.912Z,2022-11-08T17:28:47Z,3903637621,194,b881arnahhahg0iaix4mx266t,3903637619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903637611,30,"93237ztqyi3r4hu3rmgzrgudx, b881arnahhahg0iaix4mx266t, e2xiayt8k5tv4dw5hjop71fqh, 7wjzrrcy3fp8nq6dlanfxvqhh, ah0f7tonnst92d8q91j1wll62, 4h1jj93i0v1pfemnjydnoc0dl, 13o5eskqs8b88yerwltk0tivp, 8zyg5zuzyr6t0idi5od2ypvbp, 5152de1kfmrihdzbdotpeo8ut, cjm9hrspcnmjhqttuiz5fkgr9, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 22pxty2g6hhtifl32avf4mxud, 6z3a27dxffwacyxof0imvcfvu, 8e4wkgb71btkez592um5vts0k, ar0g6o07dm7nwcf2dyzux8ay2, dfckk0xst90yjlep74tvups5x, al3t9fzj4ab55yux0zkd1jkr9, bl76cebhta912vfi9z7ky32p6, ewt8nxg2m27fj0n7dr9hbul05, hhv3h90gifzevkeqh97cb504",3903637617,130,12,3903637625,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903637623,197,16667,3903637615,59,"1, 37, 23, 17, 29, 18, 4, 5, 7, 10, 11, 2, 8, 9, 14, 15, 19, 20, 24, 30, 99",3903637613,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285479,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-11-08T17:30:25.714Z,2022-11-08T23:41:25Z,3903682659,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285483,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-11-08T17:30:25.714Z,2022-11-08T17:30:27Z,3903682677,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285493,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,50.1,50,2022-11-08T17:30:25.743Z,2022-11-09T00:44:47Z,3903682731,212,19.8,3903682729,141,35.2,3903682727,140,33.9,3903682733,213,3.7,3903682735,279,S,3904636041,178,,3903682725,56,Back,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285507,4,1,1,0,3,dxq76zcvnokq07cszdx0i6kve,0,36.4,35.2,2022-11-08T17:30:29.691Z,2022-11-09T00:44:49Z,3903682803,212,53.5,3903682795,155,,3903682805,213,0.7,3903682797,56,Left,3904636061,178,,3903682807,1,,3903682801,141,86.3,3903682799,140,75.1,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285539,3,1,1,0,6,4klvxyeh3xcus4ongu7c00mgc,1,24.7,16.7,2022-11-08T17:30:32.661Z,2022-11-09T00:44:56Z,3903682945,1,,3903682937,140,26.7,3903682943,213,1.4,3903682939,141,38.5,3903682935,56,Back,3903682941,212,15.0,3903682933,157,,3904636091,388,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285545,4,44,1,0,9,4klvxyeh3xcus4ongu7c00mgc,1,26.1,34.5,2022-11-08T17:30:35.409Z,2022-11-09T06:01:05Z,3903682953,285,,3903682951,56,Back,3903682973,233,5,,,,,,,,,,,,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285537,5,44,1,0,9,dxq76zcvnokq07cszdx0i6kve,0,73.9,65.5,2022-11-08T17:30:35.410Z,2022-11-09T00:45:00Z,3903682929,56,Center,3903682987,233,4,3903682931,286,,,,,,,,,,,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285561,5,1,1,0,9,4klvxyeh3xcus4ongu7c00mgc,0,26.8,38.3,2022-11-08T17:30:35.507Z,2022-11-09T06:01:05Z,3903683015,213,5.1,3903683013,212,8.5,3903683005,3,,3904636125,388,,3903683009,140,30.2,3903683007,56,Back,3903683011,141,26.9,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285581,6,1,1,0,11,dxq76zcvnokq07cszdx0i6kve,1,69.4,78.9,2022-11-08T17:30:37.342Z,2022-11-09T00:45:08Z,3904636237,388,,3903683085,140,75.6,3903683083,56,Center,3903683089,212,8.8,3903683081,3,,3903683091,213,5.6,3903683087,141,70.3,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483497219,1553,67,1,0,12,dxq76zcvnokq07cszdx0i6kve,1,78.5,71.6,2022-11-08T17:30:38.282Z,2022-11-09T06:01:05Z,3904751565,233,1441,,,,,,,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483497217,1441,67,1,0,12,4klvxyeh3xcus4ongu7c00mgc,0,21.5,28.4,2022-11-08T17:30:38.283Z,2022-11-09T04:57:05Z,3904751569,233,1553,,,,,,,,,,,,,,,,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483497275,1442,83,1,0,13,4klvxyeh3xcus4ongu7c00mgc,1,23.4,25.1,2022-11-08T17:30:39.505Z,2022-11-09T04:57:31Z,3904751787,399,173514,,,,,,,,,,,,,,,,,,,,,,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285595,7,1,1,0,13,dxq76zcvnokq07cszdx0i6kve,1,76.2,73.7,2022-11-08T17:30:39.575Z,2022-11-09T00:45:16Z,3903683133,56,Center,3903683141,213,3.5,3903683135,140,72.2,3903683139,212,4.4,3903683137,141,71.7,3904636311,178,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285601,8,1,1,0,14,dxq76zcvnokq07cszdx0i6kve,1,72.9,71.1,2022-11-08T17:30:40.157Z,2022-11-09T00:45:19Z,3904636355,178,,3903683165,141,84.3,3903683163,140,72.5,3903683169,213,1.6,3903683161,56,Left,3903683167,212,9.0,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285619,9,1,1,0,16,dxq76zcvnokq07cszdx0i6kve,1,73.6,86.6,2022-11-08T17:30:41.873Z,2022-11-09T00:45:23Z,3903683261,140,73.5,3903683267,213,4.7,3903683259,56,Left,3903683265,212,3.6,3903683263,141,81.3,3904636431,178,,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285621,10,4,1,0,17,dxq76zcvnokq07cszdx0i6kve,1,73.8,80.6,2022-11-08T17:30:43.705Z,2022-11-09T00:45:27Z,3903683279,286,,3903683277,265,,3903683271,13,,3903683273,56,Left,3903683275,152,,3903683291,233,6,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285623,6,4,1,0,17,4klvxyeh3xcus4ongu7c00mgc,0,26.2,19.4,2022-11-08T17:30:43.706Z,2022-11-09T00:45:26Z,3903683283,56,Back,3903683285,152,,3904636479,178,,3903683289,285,,3903683325,233,10,3903683287,265,,3903683281,13,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285949,11,1,1,1,1,dxq76zcvnokq07cszdx0i6kve,0,70.7,83.4,2022-11-08T17:31:27.709Z,2022-11-09T00:45:28Z,3903684777,141,52.5,3903684773,56,Center,3903684775,140,91.3,3903684769,155,,3904148531,20,,3903684765,2,,3903684779,212,30.2,3904148525,223,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,3903684771,152,3903684767,5,3904636509,178,3903684781,213,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285961,7,12,1,1,3,4klvxyeh3xcus4ongu7c00mgc,1,8.3,47.9,2022-11-08T17:31:29.110Z,2022-11-09T00:45:36Z,3903684833,213,5.4,3903685553,15,,3903684825,56,Back,3903684829,141,46.1,3903684831,212,1.6,3903684827,140,9.3,3904636613,388,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285965,8,61,1,1,3,4klvxyeh3xcus4ongu7c00mgc,1,9.8,45.8,2022-11-08T17:31:29.261Z,2022-11-09T00:45:46Z,3904636715,388,,3903684847,56,Back,3904636713,21,,,,,,,,,,,,,,,,,8zltxvt0rcrcv96x1wmdhlrrp,M'Bala Nzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286027,9,12,1,1,4,4klvxyeh3xcus4ongu7c00mgc,1,11.4,43.9,2022-11-08T17:31:30.047Z,2022-11-09T00:45:51Z,3904636789,178,,3903685113,140,34.7,3903685115,141,17.6,3903685117,212,30.3,3903685111,56,Back,3903685119,213,5.7,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286019,12,1,1,1,7,dxq76zcvnokq07cszdx0i6kve,0,66.1,80.1,2022-11-08T17:31:33.540Z,2022-11-09T00:45:58Z,3903685065,213,0.2,3903685063,212,29.4,3903685055,3,,3904636881,178,,3903685061,141,90.6,3903685057,56,Left,3903685059,140,93.3,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286035,10,49,1,1,10,4klvxyeh3xcus4ongu7c00mgc,1,4.3,13,2022-11-08T17:31:36.133Z,2022-11-09T00:46:01Z,,,,,,,,,,,,,,,,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286065,11,1,1,1,11,4klvxyeh3xcus4ongu7c00mgc,0,4.3,13,2022-11-08T17:31:37.229Z,2022-11-09T00:46:05Z,3903685247,140,15.9,3903685241,157,,3903685255,1,,3904636965,178,,3903685249,141,0.0,3903685253,213,5.6,3903685245,56,Back,3903685251,212,15.6,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286067,12,5,1,1,14,4klvxyeh3xcus4ongu7c00mgc,0,17.2,-1.4,2022-11-08T17:31:39.825Z,2022-11-09T00:46:12Z,3903685263,56,Back,3903685355,233,13,3903685265,347,,,,,,,,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286075,13,5,1,1,14,dxq76zcvnokq07cszdx0i6kve,1,82.8,101.4,2022-11-08T17:31:39.825Z,2022-11-09T00:46:12Z,3903685289,56,Left,3903685307,233,12,3903685291,347,,,,,,,,,,,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286159,14,1,1,1,18,dxq76zcvnokq07cszdx0i6kve,1,80.3,100,2022-11-08T17:31:44.672Z,2022-11-09T00:46:14Z,3903685733,56,Left,3903685735,140,91.2,3903685749,213,5.9,3903685731,107,,3903685745,212,12.3,3903685739,141,94.4,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286163,15,50,1,1,22,dxq76zcvnokq07cszdx0i6kve,1,88.8,93.4,2022-11-08T17:31:48.177Z,2022-11-09T00:46:22Z,3903685757,286,,3903685755,56,Left,3903685829,233,13,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286175,13,7,1,1,22,4klvxyeh3xcus4ongu7c00mgc,0,11.2,6.6,2022-11-08T17:31:48.500Z,2022-11-09T00:46:26Z,3903685803,56,Back,3903685805,285,,3904637249,178,,3904153427,384,,3903685811,233,15,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286221,16,61,1,1,23,dxq76zcvnokq07cszdx0i6kve,0,80.3,89.1,2022-11-08T17:31:48.795Z,2022-11-09T00:46:48Z,3904637553,389,,3903685961,56,Left,,,,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286251,14,4,1,1,24,4klvxyeh3xcus4ongu7c00mgc,1,18,10,2022-11-08T17:31:50.193Z,2022-11-09T00:47:03Z,3903686105,152,,3903686103,56,Back,3903686101,10,,3903686129,233,17,3903686107,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286249,17,4,1,1,24,dxq76zcvnokq07cszdx0i6kve,0,82,90,2022-11-08T17:31:50.194Z,2022-11-09T00:47:02Z,3903686093,286,,3903686085,10,,3904637805,389,,3903686091,152,,3903686087,56,Left,3903686145,233,14,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286371,15,1,1,1,38,4klvxyeh3xcus4ongu7c00mgc,1,26.5,18.4,2022-11-08T17:32:04.052Z,2022-11-09T00:47:06Z,3903686663,56,Back,3903686665,140,19.5,3904637859,178,,3903686671,212,13.2,3903686667,141,34.6,3903686661,152,,3903686673,213,2.2,3903686659,5,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286399,16,1,1,1,40,4klvxyeh3xcus4ongu7c00mgc,1,20.4,32.2,2022-11-08T17:32:06.382Z,2022-11-09T00:47:09Z,3903686779,213,4.9,3903686771,56,Back,3903686777,212,11.9,3904637893,178,,3903686775,141,15.1,3903686773,140,23.0,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286423,17,1,1,1,43,4klvxyeh3xcus4ongu7c00mgc,1,24.4,15.7,2022-11-08T17:32:09.342Z,2022-11-09T00:47:12Z,3903686863,56,Back,3904637913,178,,3903686865,140,14.3,3903686871,213,2.5,3903686867,141,26.5,3903686869,212,12.9,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483286493,18,1,1,1,46,4klvxyeh3xcus4ongu7c00mgc,1,14,27.4,2022-11-08T17:32:11.727Z,2022-11-09T00:47:16Z,3904637967,178,,3903687183,140,21.3,3903687185,141,79.2,3903687193,1,,3903687189,213,1.4,3903687187,212,36.0,3903687181,56,Back,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
