id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2473596299,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-10-17T17:40:28.337Z,2022-10-17T18:58:50Z,3852526837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3852526829,30,"3nfxhugbxid6o0r92txslivh1, bkz9b4cqf8f970myv8r49f561, 1oszv53od5pulbhx566ht984q, 6e4y15kfry8fzixh99zpala6t, 8j498fkairlyk82v1qprc13op, 8mlps3xgwbxa7svajxfk2exud, 5cjx2i2perp5vr62en4cyer1m, dd7i0ps16hldpriliccyvxct0, cv8wgka2bmkeqajg3eo9lb4k5, 44f0q2ucrld1rwcwx63vgs7hl, cntcffa67r95rbcf1154r92zu, 90pjbz2aq8vz4qapqu1yt2ynd, 3iveuhunq47tg8lg0lm3d31sl, ec54xqrudky37k619x2anhrkl, b3x2ne9udyi7aguwu5sw97rop, cnexf6pdh1piheuuqzrbb1t61, 46yp8iqh0qm7i75d98tfrsbxm, 6gjr3yxp34gj52xx8xfm9nt91, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, a9jc36ub52lh0jgq2ya56wyui, almqs7iwjgmimcpmegdkoh3o5, 9t753r5hnyq6qe5o7csuurw15, 9ik51limpi4f3blp1r60hb27d, a6jwnrv86cly1ti085c9dnn6c, 6dioxrahqm3l316lwtvqstnxm",3852526835,130,4,3852526833,59,"30, 6, 25, 29, 5, 93, 7, 16, 77, 27, 22, 97, 1, 3, 4, 8, 9, 11, 13, 14, 17, 19, 21, 28, 31, 99",3852613287,197,16732,3852526841,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3852526839,194,44f0q2ucrld1rwcwx63vgs7hl,3852526831,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473596857,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-10-17T17:42:37.654Z,2022-10-17T21:41:32Z,3852529977,59,"1, 2, 3, 72, 28, 98, 22, 38, 7, 5, 99, 4, 8, 9, 11, 15, 23, 27, 31, 32, 42",3852619877,197,563,3852529973,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, 963czsr3yecwk4s3p1wby5x3p, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, eh1ul4duphy1iz4odwx9tkjjd, dpnp9rguhhs04of6vmlw5spg5, 21pztrby95djexvw3m9hhzgt1, euibd75fsyggns1w3xerzzrh1, 6gjn7pt0i34q45g4porckuj8p, bhi4ivjgojkot4d7za72gu2nd, 6gab9bfl0kj0hy1z0u75pl42d, 4mk6bbc9a8rhtmk8f4jj6onvt, b5cqy1xamdj38bh87gvz4iac5, 3jtsqwoi9w0dxxneld0mt5rs9, i4yzdkusjs6qn4v06oxj6qxh, 1i47csjlvcikfs4wixzserend, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, 5bi4t2dob5mo0okdbv6sna6fo",3852529981,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3852529975,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3852529985,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3852529983,194,66at96kfhvigkny465lkmrnbp,3852529979,130,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473614623,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-10-17T18:50:42.364Z,2022-10-17T18:50:45Z,3852630673,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473614617,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-10-17T18:50:42.364Z,2022-10-17T23:48:30Z,3852630631,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473614637,3,1,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,50,49.8,2022-10-17T18:50:42.520Z,2022-10-18T00:02:23Z,3852630757,279,S,3852630747,56,Back,3852630749,140,29.6,3852630751,141,49.8,3852630755,213,3.1,3852945439,178,,3852630753,212,21.4,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473614651,4,1,1,0,3,bi1fxjrncd0ram0oi7ja1jyuo,1,30.4,55.8,2022-10-17T18:50:45.581Z,2022-10-18T00:02:26Z,3852630875,141,90.8,3852630873,140,41.0,3852630879,213,1.1,3852630871,56,Back,3852945555,178,,3852630877,212,26.3,,,,,,,8j498fkairlyk82v1qprc13op,M. Pongračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473614665,5,1,1,0,6,bi1fxjrncd0ram0oi7ja1jyuo,1,43.9,91,2022-10-17T18:50:49.123Z,2022-10-18T00:02:33Z,3852945671,178,,3852630947,141,87.2,3852630945,140,63.2,3852630951,213,6.2,3852630941,56,Left,3852630949,212,20.4,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473614713,6,1,1,0,8,bi1fxjrncd0ram0oi7ja1jyuo,1,64.6,87.8,2022-10-17T18:50:51.116Z,2022-10-18T00:02:38Z,3852631169,213,1.1,3852631161,56,Left,3852631165,141,97.2,3852945719,178,,3852631163,140,67.9,3852631167,212,7.3,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473614717,7,50,1,0,13,bi1fxjrncd0ram0oi7ja1jyuo,1,89,97.4,2022-10-17T18:50:56.281Z,2022-10-18T00:02:52Z,3852631185,56,Left,3852631187,286,,3852631325,233,3,,,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473614733,3,7,1,0,15,4raiad4l2j5lkfaz92pk4osb,1,11,2.6,2022-10-17T18:50:57.535Z,2022-10-18T00:02:57Z,3852631251,285,,3852631249,56,Back,3852833697,385,,3852946121,178,,3852631291,233,7,,,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
