id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2538867911,5,1,1,0,6,e75syeuawg3ql8nwpi3vr2btz,0,26.2,26.3,2023-04-24T18:45:16.744Z,2023-04-25T02:05:27Z,4218657527,178,,4218185509,1,,4218185507,213,0.2,4218185501,140,48.0,4218185505,212,23.2,4218185503,141,31.4,4218185497,157,,4218185499,56,Back,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538867917,7,1,1,0,8,2tk2l9sgktwc9jhzqdd4mpdtb,1,59.1,68.1,2023-04-24T18:45:18.356Z,2023-04-25T02:05:31Z,4218657607,388,,4218185535,56,Center,4218185533,3,,4218185543,213,0,4218185539,141,68.1,4218185537,140,67.7,4218185541,212,9.0,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538867933,8,1,1,0,9,2tk2l9sgktwc9jhzqdd4mpdtb,1,67.7,68.1,2023-04-24T18:45:19.657Z,2023-04-25T02:05:35Z,4218185607,212,19.1,4218657663,388,,4218185605,141,46.1,4218185599,3,,4218185601,56,Center,4218185611,213,4.0,4218185603,140,56.4,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538867937,9,49,1,0,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,57.5,43.7,2023-04-24T18:45:21.156Z,2023-04-25T02:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538867975,10,1,1,0,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,61.7,30.8,2023-04-24T18:45:23.673Z,2023-04-25T02:05:43Z,4218657789,178,,4218185771,141,23.6,4218185767,56,Center,4218185769,140,71.8,4218185775,213,5.9,4218185773,212,11.7,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538867983,11,1,1,0,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,71.6,23.8,2023-04-24T18:45:24.623Z,2023-04-25T02:05:47Z,4218185807,212,16.3,4218185809,213,3.9,4218657881,178,,4218185857,156,,4218185805,141,6.5,4218185801,56,Right,4218185803,140,60.8,,,,54c43p8ykqxjtbmy2z5nakijt,O. Solbakken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868049,12,1,1,0,17,2tk2l9sgktwc9jhzqdd4mpdtb,1,60.5,6.5,2023-04-24T18:45:27.395Z,2023-04-25T02:05:50Z,4218657947,178,,4218186161,56,Back,4218186165,141,17.3,4218186163,140,39.4,4218186169,213,2.8,4218186167,212,23.3,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868069,13,1,1,0,19,2tk2l9sgktwc9jhzqdd4mpdtb,1,38.9,19.9,2023-04-24T18:45:30.010Z,2023-04-25T02:06:00Z,4218186295,141,73.8,4218186291,56,Back,4218186301,1,,4218658127,178,,4218186293,140,38.6,4218186299,213,1.6,4218186297,212,36.7,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868089,14,1,1,0,23,2tk2l9sgktwc9jhzqdd4mpdtb,1,38.7,72.5,2023-04-24T18:45:33.314Z,2023-04-25T02:06:04Z,4218186397,56,Back,4218186399,140,31.7,4218186409,213,4.0,4218658181,178,,4218186401,141,60.8,4218186405,212,10.8,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868129,15,1,1,0,25,2tk2l9sgktwc9jhzqdd4mpdtb,1,30.7,57.9,2023-04-24T18:45:35.468Z,2023-04-25T02:06:07Z,4218186635,141,22.9,4218186631,56,Back,4218186633,140,37.3,4218658265,178,,4218186639,213,5.0,4218186637,212,24.8,,,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868165,16,1,1,0,27,2tk2l9sgktwc9jhzqdd4mpdtb,0,36.6,21.5,2023-04-24T18:45:38.032Z,2023-04-25T02:06:12Z,4218658381,178,,4218186813,212,40.2,4218186805,155,,4218186815,213,6.1,4218186811,141,7.9,4218186817,1,,4218186809,140,73.9,4218186807,56,Right,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868201,6,1,1,0,30,e75syeuawg3ql8nwpi3vr2btz,1,26.2,86.4,2023-04-24T18:45:40.583Z,2023-04-25T02:06:17Z,4218187025,3,,4218187031,141,97.8,4218187027,56,Back,4218187035,213,0.9,4218187029,140,32.5,4218658435,388,,4218187033,212,10.2,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868203,7,49,1,0,33,e75syeuawg3ql8nwpi3vr2btz,1,32.5,97.8,2023-04-24T18:45:43.697Z,2023-04-25T02:06:21Z,,,,,,,,,,,,,,,,,,,,,,,,,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868209,8,4,1,0,34,e75syeuawg3ql8nwpi3vr2btz,1,33.8,95.8,2023-04-24T18:45:44.060Z,2023-04-25T02:06:27Z,4218187109,13,,4218187117,152,,4218187247,233,17,4218187121,265,,4218187251,286,,4218187113,56,Back,,,,,,,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868227,17,4,1,0,34,2tk2l9sgktwc9jhzqdd4mpdtb,0,66.2,4.2,2023-04-24T18:45:44.061Z,2023-04-25T02:06:27Z,4218658567,178,,4218187207,152,,4218187209,265,,4218187201,13,,4218187211,285,,4218187285,233,8,4218187203,56,Right,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868319,9,1,1,0,41,e75syeuawg3ql8nwpi3vr2btz,1,33,96.9,2023-04-24T18:45:51.850Z,2023-04-25T02:06:32Z,4218187679,213,3.3,4218187677,212,9.7,4218658641,178,,4218187669,152,,4218187667,5,,4218187675,141,94.4,4218187671,56,Back,4218187673,140,23.9,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868331,10,1,1,0,44,e75syeuawg3ql8nwpi3vr2btz,1,23.3,94.2,2023-04-24T18:45:54.808Z,2023-04-25T02:06:35Z,4218187747,213,3.8,4218658729,178,,4218187743,141,75.6,4218187739,56,Back,4218187745,212,20.4,4218187741,140,8.1,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868371,11,1,1,0,46,e75syeuawg3ql8nwpi3vr2btz,1,5.6,71.3,2023-04-24T18:45:57.010Z,2023-04-25T02:06:39Z,4218187921,212,19.9,4218187919,141,42.1,4218187917,140,4.8,4218187923,213,4.7,4218658783,178,,4218187915,56,Back,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868395,12,1,1,0,49,e75syeuawg3ql8nwpi3vr2btz,1,6.9,38,2023-04-24T18:45:59.515Z,2023-04-25T02:06:45Z,4218658849,178,,4218188037,213,5.2,4218188025,56,Back,4218188033,212,18.4,4218188027,140,15.2,4218188031,141,14.2,,,,,,,3ww5879aay1xf2a20nl9ihwid,M. Sportiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868425,13,1,1,0,52,e75syeuawg3ql8nwpi3vr2btz,0,19.7,12.4,2023-04-24T18:46:02.152Z,2023-04-25T02:06:49Z,4218188195,140,60.0,4218188201,213,0.6,4218188193,56,Center,4218188203,1,,4218188199,212,52.9,4218188197,141,59.1,4218658957,178,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868421,18,49,1,0,55,2tk2l9sgktwc9jhzqdd4mpdtb,1,39.2,32.9,2023-04-24T18:46:05.721Z,2023-04-25T02:06:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538939679,1033,3,1,0,58,2tk2l9sgktwc9jhzqdd4mpdtb,0,43.8,36,2023-04-24T18:46:08.620Z,2023-04-25T02:07:13Z,4218594707,56,Back,4218594709,286,,4218594713,467,2ugzqrpaooto1r24a6kvqf2ll,4218659389,178,,4218594711,465,,,,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868477,19,4,1,0,58,2tk2l9sgktwc9jhzqdd4mpdtb,1,48.8,34.6,2023-04-24T18:46:08.922Z,2023-04-25T02:07:17Z,4218188635,233,14,4218188495,286,,4218188491,152,,4218188489,56,Back,4218188487,13,,4218188493,265,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868507,14,4,1,0,58,e75syeuawg3ql8nwpi3vr2btz,0,51.2,65.4,2023-04-24T18:46:08.923Z,2023-04-25T02:07:17Z,4218188607,56,Center,4218188609,152,,4218188655,233,19,4218188613,285,,4218659445,178,,4218188605,13,,4218188611,265,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538868979,15,27,1,1,38,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-04-24T18:46:48.879Z,2023-04-25T02:07:22Z,4218191223,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869005,20,27,1,1,38,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-04-24T18:46:48.879Z,2023-04-25T02:07:22Z,4218191213,41,Injury,4218191253,233,15,4218191215,53,6fttn5mk6n1lstqt0dl5xzn4l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869585,16,28,1,2,48,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-04-24T18:47:58.469Z,2023-04-25T02:07:29Z,4218194303,55,15,4218207609,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869529,21,28,1,2,48,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-04-24T18:47:58.469Z,2023-04-25T02:07:30Z,4218193993,55,20,4218207633,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869615,22,1,1,2,56,2tk2l9sgktwc9jhzqdd4mpdtb,1,52.4,37.6,2023-04-24T18:48:06.375Z,2023-04-25T02:07:36Z,4218194473,152,,4218194469,5,,4218194471,155,,4218194477,140,54.7,4218194485,1,,4218194475,56,Left,4218659787,178,,4218194483,213,1.5,1ftejgsl4hho40cceqne1hcyd,B. Cristante,4218194479,141,90.0,4218194481,212,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869649,23,1,1,3,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,44.8,86.3,2023-04-24T18:48:10.389Z,2023-04-25T02:07:40Z,4218194633,212,13.4,4218659815,178,,4218194631,141,78.6,4218194635,213,3.5,4218194627,56,Back,4218194629,140,33.1,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869673,24,1,1,3,5,2tk2l9sgktwc9jhzqdd4mpdtb,0,31.6,84.6,2023-04-24T18:48:15.590Z,2023-04-25T02:07:44Z,4218659871,178,,4218194773,140,83.6,4218194769,155,,4218194775,141,85.8,4218194771,56,Left,4218194779,213,0.0,4218194777,212,54.6,4218194781,1,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869701,17,12,1,3,9,e75syeuawg3ql8nwpi3vr2btz,1,12.8,17.8,2023-04-24T18:48:19.874Z,2023-04-25T02:07:54Z,4218660039,388,,4218194915,56,Back,4218194925,15,,4218194917,140,8.7,4218194919,141,8.8,4218194921,212,7.5,4218194923,213,4.1,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869721,25,3,1,3,14,2tk2l9sgktwc9jhzqdd4mpdtb,0,88.2,88.4,2023-04-24T18:48:24.615Z,2023-04-25T02:07:59Z,4218195219,233,18,4218660149,178,,4218195061,56,Left,4218469951,465,,4218195063,286,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869739,18,7,1,3,15,e75syeuawg3ql8nwpi3vr2btz,1,11.8,11.6,2023-04-24T18:48:25.376Z,2023-04-25T02:08:03Z,4218660233,178,,4218469955,384,,4218195161,285,,4218195157,56,Back,4218195197,233,25,,,,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869745,19,49,1,3,15,e75syeuawg3ql8nwpi3vr2btz,1,13.2,17.2,2023-04-24T18:48:25.979Z,2023-04-25T02:08:10Z,,,,,,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869761,20,1,1,3,17,e75syeuawg3ql8nwpi3vr2btz,1,13.2,17.2,2023-04-24T18:48:27.189Z,2023-04-25T02:08:15Z,4218195271,56,Back,4218195275,140,15.0,4218660433,178,,4218195281,212,8.9,4218195279,141,4.4,4218195283,213,4.9,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869769,21,1,1,3,19,e75syeuawg3ql8nwpi3vr2btz,0,15,4.4,2023-04-24T18:48:29.070Z,2023-04-25T02:08:22Z,4218195351,213,0.2,4218195343,56,Back,4218660601,178,,4218195345,140,33.9,4218195349,212,20.2,4218195347,141,9.8,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869775,26,49,1,3,20,2tk2l9sgktwc9jhzqdd4mpdtb,1,63.6,88.4,2023-04-24T18:48:30.779Z,2023-04-25T02:08:26Z,,,,,,,,,,,,,,,,,,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869811,27,1,1,3,23,2tk2l9sgktwc9jhzqdd4mpdtb,1,59.8,83.9,2023-04-24T18:48:33.272Z,2023-04-25T02:08:29Z,4218195583,141,28.0,4218195577,56,Center,4218195581,140,55.4,4218195585,212,38.3,4218195587,213,4.6,4218195589,1,,4218660741,178,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869821,28,1,1,3,26,2tk2l9sgktwc9jhzqdd4mpdtb,1,55.3,29,2023-04-24T18:48:36.544Z,2023-04-25T02:08:32Z,4218195661,213,2.3,4218195659,212,12.7,4218195657,141,42.8,4218660823,178,,4218195653,56,Back,4218195655,140,47.2,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869841,29,1,1,3,27,2tk2l9sgktwc9jhzqdd4mpdtb,0,47.2,42.8,2023-04-24T18:48:37.838Z,2023-04-25T02:08:37Z,4218660945,178,,4218195741,141,19.6,4218195745,213,5.8,4218195737,56,Right,4218195739,140,79.5,4218195735,155,,4218195743,212,37.4,4218195747,1,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869867,22,1,1,3,29,e75syeuawg3ql8nwpi3vr2btz,1,25.1,83.4,2023-04-24T18:48:39.546Z,2023-04-25T02:08:44Z,4218195953,213,0.6,4218195945,56,Back,4218195951,212,11.4,4218661089,388,,4218195947,140,33.9,4218195949,141,93.2,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538869869,23,49,1,3,30,e75syeuawg3ql8nwpi3vr2btz,1,33.9,93.2,2023-04-24T18:48:40.649Z,2023-04-25T02:08:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
