id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/11/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2537937553,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-04-23T12:18:12.037Z,2023-04-23T13:02:11Z,4213160717,59,"1, 2, 3, 38, 4, 28, 99, 34, 9, 72, 8, 7, 10, 11, 15, 16, 22, 31, 32, 33, 42, 48, 51, 98",4213160713,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, dpnp9rguhhs04of6vmlw5spg5, bhi4ivjgojkot4d7za72gu2nd, eq7q971ebxu7ipqbyvj5n4c15, 6gjn7pt0i34q45g4porckuj8p, 4kfx8fzf54bli2a2o0i3fvhed, 4mk6bbc9a8rhtmk8f4jj6onvt, 963czsr3yecwk4s3p1wby5x3p, 6gab9bfl0kj0hy1z0u75pl42d, 21pztrby95djexvw3m9hhzgt1, f0d8cjxx5cw5i22m0yy6azb2t, b5cqy1xamdj38bh87gvz4iac5, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, eh1ul4duphy1iz4odwx9tkjjd, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, b7vmywgydbcs4m9pcjcoabt62, 5bi4t2dob5mo0okdbv6sna6fo, 471t4engadct4su6thk5r5qtw, d5qnt7begrpds3mwx0s3rwh78, acg898oezqn7590ue8x8aik89",4213160721,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213160715,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213160723,194,66at96kfhvigkny465lkmrnbp,4213160719,130,8,4213160725,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213203117,197,18187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537940611,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-04-23T12:21:12.868Z,2023-04-23T12:25:16Z,4213177025,194,2qdgfxqyh0bjn3alkz97py8k5,4213177023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213177019,59,"16, 84, 30, 5, 3, 55, 6, 32, 47, 28, 17, 2, 4, 7, 9, 10, 11, 12, 19, 22, 26, 37, 77, 80, 89, 91",4213177015,30,"b3hr4q25jvqr7565z5ydqylt5, bcqsti42fhzap385lnfe4auhh, 4d17grk2qflzake218uz76uei, av8588qp8e5wz3s7cg1n2qgnp, erdqr6vrr5tlfypbks3og0dlh, thnje2i2s96fcbuscj57053p, 79e6khfyg3rdauul0yjlixv8q, 2qdgfxqyh0bjn3alkz97py8k5, dq037w5t3ht5zgd75mue4p1pl, duqiler25n63ksi0fxreo50mi, 6ck9f1ppvl65nui0x71q80jx1, annamxplmbyakvo2akw63xxw5, ejgtltbsu0djglqw98gywgu6t, 4vonqsqrzoyye4vs6n7dud2p5, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, ejmdm3h3oxr0fqubd5sbozq0a, 64z85woxiowxzod5e0g0x77x1, 721e4tx2wrwb4kd9w80fcq19l, 2zk88fh1e5js1g2jmfkrjmxka, 1b8uwkohkevu6ltjex0liklpl, 91sgvwun5559mwe9bszj4xql1, 18yip8wsirmu6s0idhvapnaad, rblijalj0qnu455jtjoi3pjo, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",4213196939,197,8477,4213177017,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213177029,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213177021,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978095,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-04-23T13:01:04.906Z,2023-04-23T13:01:05Z,4213372273,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978115,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-04-23T13:01:04.906Z,2023-04-23T20:59:54Z,4213372355,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978181,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,49.9,50.3,2023-04-23T13:01:04.926Z,2023-04-23T21:06:27Z,4213372663,213,2.8,4213372655,140,27.8,4213372665,279,S,4213372657,141,64.3,4213372653,56,Back,4215739955,178,,4213372661,212,25.1,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978251,4,1,1,0,3,4raiad4l2j5lkfaz92pk4osb,1,29.4,63.9,2023-04-23T13:01:08.205Z,2023-04-23T21:06:31Z,4213373005,141,4.0,4213373007,212,55.4,4213372999,155,,4213373003,140,65.1,4215740067,178,,4213373011,1,,4213373009,213,5.5,4213373001,56,Right,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978259,5,61,1,0,6,4raiad4l2j5lkfaz92pk4osb,0,65.1,4,2023-04-23T13:01:10.976Z,2023-04-23T21:06:40Z,4215740451,388,,4215740449,15,,4213373047,56,Right,,,,,,,,,,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978547,3,5,1,0,7,67z1gqyiuzpmmb15q5fy7ntc4,1,34.7,101.8,2023-04-23T13:01:12.328Z,2023-04-23T21:06:42Z,4213374327,56,Back,4213374329,347,,4213374337,233,6,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978273,6,5,1,0,7,4raiad4l2j5lkfaz92pk4osb,0,65.3,-1.8,2023-04-23T13:01:12.328Z,2023-04-23T21:06:43Z,4213373101,347,,4213374349,233,3,4213373099,56,Right,,,,,,,,,,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978599,4,1,1,0,20,67z1gqyiuzpmmb15q5fy7ntc4,1,41.2,100,2023-04-23T13:01:25.098Z,2023-04-23T21:06:46Z,4213374569,213,5.4,4213374561,56,Left,4213374559,107,,4213374563,140,51.5,4213374567,212,17.5,4213374565,141,81.5,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978629,5,61,1,0,21,67z1gqyiuzpmmb15q5fy7ntc4,1,51.5,81.5,2023-04-23T13:01:26.327Z,2023-04-23T21:06:57Z,4213374745,56,Left,4215741139,178,,,,,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978635,6,50,1,0,22,67z1gqyiuzpmmb15q5fy7ntc4,1,44,82.8,2023-04-23T13:01:27.342Z,2023-04-23T21:07:05Z,4213374785,56,Back,4213375079,233,7,4213374787,286,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978671,7,7,1,0,22,4raiad4l2j5lkfaz92pk4osb,1,56,17.2,2023-04-23T13:01:27.488Z,2023-04-23T21:07:10Z,4214385053,384,,4213375019,285,,4213375017,56,Right,4215741777,178,,4213375061,233,6,,,,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978677,8,49,1,0,24,4raiad4l2j5lkfaz92pk4osb,1,53.7,28.2,2023-04-23T13:01:28.933Z,2023-04-23T21:07:16Z,,,,,,,,,,,,,,,,,,,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978703,9,1,1,0,24,4raiad4l2j5lkfaz92pk4osb,1,53.4,27.6,2023-04-23T13:01:29.050Z,2023-04-23T21:07:20Z,4213375195,212,24.5,4213375193,141,21.8,4213375197,213,3.3,4213375189,56,Back,4215742233,178,,4213375191,140,30.4,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978819,10,1,1,0,26,4raiad4l2j5lkfaz92pk4osb,1,29.4,21.9,2023-04-23T13:01:31.620Z,2023-04-23T21:07:24Z,4213375779,56,Back,4213375781,140,12.8,4213375787,213,2.4,4213375783,141,45.1,4215742485,178,,4213375785,212,23.5,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978851,11,1,1,0,31,4raiad4l2j5lkfaz92pk4osb,0,15.4,50.7,2023-04-23T13:01:35.973Z,2023-04-23T21:07:29Z,4213375941,141,100.0,4213375937,56,Back,4213375939,140,33.4,4215742693,178,,4213375943,212,39.7,4213375947,1,,4213375945,213,1.1,,,,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979033,7,5,1,0,34,67z1gqyiuzpmmb15q5fy7ntc4,1,66,-2,2023-04-23T13:01:39.311Z,2023-04-23T21:07:36Z,4213376789,56,Right,4213376791,347,,4213376793,233,12,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978859,12,5,1,0,34,4raiad4l2j5lkfaz92pk4osb,0,34,102,2023-04-23T13:01:39.311Z,2023-04-23T21:07:36Z,4213375985,56,Back,4213376823,233,7,4213375987,347,,,,,,,,,,,,,,,,,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979121,8,1,1,0,41,67z1gqyiuzpmmb15q5fy7ntc4,1,68.1,0,2023-04-23T13:01:46.272Z,2023-04-23T21:07:38Z,4213377217,56,Back,4213377221,141,6.7,4213377215,107,,4213377227,1,,4213377223,212,25.7,4213377219,140,44.3,4213377225,213,2.9,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979153,9,1,1,0,44,67z1gqyiuzpmmb15q5fy7ntc4,1,44.3,6.7,2023-04-23T13:01:49.616Z,2023-04-23T21:07:42Z,4213377385,212,27.4,4215743267,178,,4213377387,213,2.1,4213377383,141,41.5,4213377379,56,Back,4213377381,140,31.1,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979205,10,1,1,0,47,67z1gqyiuzpmmb15q5fy7ntc4,1,31.1,41.5,2023-04-23T13:01:52.731Z,2023-04-23T21:07:46Z,4213377635,141,65.6,4213377637,212,17.2,4213377633,140,26.1,4215743461,178,,4213377631,56,Back,4213377639,213,1.9,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979265,11,1,1,0,50,67z1gqyiuzpmmb15q5fy7ntc4,1,24.7,88.2,2023-04-23T13:01:55.783Z,2023-04-23T21:07:50Z,4213377953,213,0.5,4213377937,56,Back,4213377941,140,33.1,4213377949,212,9.8,4213377945,141,94.5,4215743627,178,,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
