id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2504663717,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-02-05T18:52:47.574Z,2023-02-05T18:52:47Z,4016141949,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4016141957,194,7r2tgpdrr4v6n9d2gkzwmlazt,4016141955,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016141961,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016141951,59,"24, 36, 32, 95, 15, 37, 23, 22, 10, 9, 20, 1, 2, 5, 6, 8, 12, 14, 21, 33, 45, 46, 77, 90",4016141953,130,12,4016141947,30,"8kttsnok9bbh7kpy3zz3j2xg5, asyzhp3qu95vmzdbau6nmoic5, 19856wqwrmzmvfw9thf0tzrv9, q6ns1fyw7w10xkkubh8etfc9, ujb2hkujcnwnyrbsgk3ilmtx, 4j1oq24pfi728zyl2zkpptpsl, ahgd3on22t4h7gg9ipnj1itw5, 1xscywgyfqisqexmpfvbf9g45, 7r2tgpdrr4v6n9d2gkzwmlazt, a5eki9p236y4zxmp9qz202pcl, botfgp0oq4wqlwtcs9m90kded, c9lu69xk59a75bnpzgalh1kut, 2r6hs8npijvt4wekd059t6tx, ci37qg2uu0z3nppxvn0z9034l, by2gxuixij1eciu56k8mb3cgl, 9qow77e16pvlb3860yjpydryt, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, 84so0uovope0pkt6cz2iisbth, 6zcok1vbaitp91a9nrac20t05, 6vz9qzgtbh3iqzv73xw2xaiok, 7agtkarul2qlsc20avvj45w8a, 3ddsnnhxo0mem95lcph71ix1x, 8qgbxff7xlg0zjtyees7ljljp",4016141959,197,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504664649,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-05T18:55:06.117Z,2023-02-05T20:02:34Z,4016147683,59,"1, 2, 19, 46, 24, 20, 30, 8, 27, 9, 33, 5, 7, 10, 12, 14, 17, 28, 32, 40, 56, 77, 83, 90",4016147689,194,e2vtm1318mm61db2wtj4m5p79,4016147685,130,12,4016147691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016147687,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016147681,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4016147679,30,"7kph61hobc93t2c2tl8l5j105, e2vtm1318mm61db2wtj4m5p79, 3tpmw6tlijytn0ahwztvedkut, enqcaecpt5hy0qv9x5pzmkjc9, ehztjmhg6fsddm1fqb00547o5, b33rlpjo3kx4477alx82si5wq, 17au7v1ocl4zab872g59821yi, 9sxg58hszjq17avxgumftdu22, 1dwwsz1i6v8zwh802ujwf7emt, 5awkzgwwh48prwgvxwewuc5hx, 3v1fnp5e9pxfzgou5ebrgprrp, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, 3jln1gzc0859ymphvq83i0mp5, eyra5urhrm92240e7qbll736d, wr2f0yl1bf68r73hkjee2pqt, 11o903vztwpnmvgrinn208qnd, cfpaejad8i9p2r1fj0wx0g222, ch5rw8dgb6wh99wyhd8o3t1pl, 72vim7cq99zdjjwivwtr773vu, 9vnr9uog5fmggich2i4vjxwbt, fb1s5est3fuw1flrjl9isusp, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be",4016170391,197,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684843,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-02-05T19:46:47.191Z,2023-02-06T00:58:30Z,4016265581,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684851,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-05T19:46:47.191Z,2023-02-05T19:46:49Z,4016265615,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684873,3,1,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,49.9,49.9,2023-02-05T19:46:47.216Z,2023-02-06T01:43:37Z,4016265711,212,16.3,4016793819,178,,4016265713,213,3.0,4016265709,141,52.4,4016265707,140,34.5,4016265715,279,S,4016265705,56,Back,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684883,4,1,1,0,1,3vo5mpj7catp66nrwwqiuhuup,1,33.7,50.9,2023-02-05T19:46:48.659Z,2023-02-06T01:43:42Z,4016265773,213,4.4,4016265767,140,30.8,4016265765,56,Back,4016265771,212,10.3,4016793979,178,,4016265769,141,36.4,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684897,5,1,1,0,3,3vo5mpj7catp66nrwwqiuhuup,1,30.8,36.4,2023-02-05T19:46:50.229Z,2023-02-06T01:43:45Z,4016265863,212,13.2,4016265865,213,5.1,4016265859,140,35.9,4016265861,141,18.6,4016794055,178,,4016265857,56,Back,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684923,6,1,1,0,7,3vo5mpj7catp66nrwwqiuhuup,1,39.6,29.1,2023-02-05T19:46:54.327Z,2023-02-06T01:43:48Z,4016794121,178,,4016266035,140,44.1,4016266043,213,1.4,4016266039,141,69.1,4016266041,212,27.6,4016266031,56,Back,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684931,7,1,1,0,12,3vo5mpj7catp66nrwwqiuhuup,0,57.1,70.3,2023-02-05T19:46:59.756Z,2023-02-06T01:43:51Z,4016266099,56,Center,4016266103,141,29.7,4016794191,178,,4016266109,1,,4016266107,213,5.6,4016266105,212,41.7,4016266097,155,,4016266101,140,86.9,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684947,3,12,1,0,15,9dntj5dioj5ex52yrgwzxrq9l,1,12.4,71.1,2023-02-05T19:47:02.460Z,2023-02-06T01:43:56Z,4016266181,213,5.8,4016794267,388,,4016266175,140,14.7,4016266177,141,69.2,4016266179,212,2.7,4016266173,56,Back,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
