id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/12/value,keyPass,qualifier/16/value
2530370131,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-04-08T15:51:41.357Z,2023-04-08T16:30:07Z,4172917979,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172917975,130,17,4172917977,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172951509,194,6fttn5mk6n1lstqt0dl5xzn4l,4172917971,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172917969,30,"7gu0t0g8nej405k918fwsf8id, du4ciqofpkn3nei5q3huwlnje, 9ka7y81b5kst146mhq7mom5ed, 9ao7l82r1xd2rjnvv5u6plcr9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, 2lyib1m8bhrkcc3ukk12fbefp, 54c43p8ykqxjtbmy2z5nakijt, 93i0gcndi2m8giqqcm4knduxh, a1iz91ed6hus61yhhk2r0vkd1, ab4kuqa33849h6z77ksuqhdk9, 57bin6he6kbdo2bs4i78z2k0l, c5a7z6vphv9tp9ddid5jnrnx1, 363nsa82dww242zeo09wpcslx, 97mmzzi3dwdos6jtj2m05w4ph, 1pkymw7biivk760rxhubin1ed, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 4cu8rbv55v6f6jiq50c4xatqs, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, el58uxf7oaqu95yx1vbgmr7it",4172917973,59,"1, 59, 37, 14, 6, 23, 4, 25, 18, 21, 92, 3, 7, 8, 9, 11, 19, 20, 24, 52, 62, 63, 68, 99",4173030347,197,10734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530371641,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-04-08T15:53:29.035Z,2023-04-08T16:26:45Z,4172926115,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172926125,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172926119,130,17,4172926121,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172926113,30,"5syage212151fcixahbq3k8ut, f065kc6qn2cpxjxcm6i08rz3e, 9ak3zczupeken1itsmkherbh1, 22x1ucwwak58wi6r5x1j6ohk9, 2j09251upkf2aid3lfyyos0dl, 9p5jc07qnxrzpcmnh1cp6b3l5, e2oeysariwd866ksilu3t4m7e, 6egg2gwvxxqv2i9hrr0zg4yz8, e7tz6hxliohn3gkj4cgl3j1ed, 5wdqva17qr5j2kqbmfi9o91x, 1tztnrv51q99ewl193qk526z9, 21p37y6mra4u9kcg35z5dm4q2, ez8vzwaf7iuiv2ceetiwg6ymt, ds0ka65ypjubtgp60kupc7dnt, ebgkv548xih19m8uza7bgrvmd, 866f0f7taqhae91o3cjnnx0ph, 43rid94d7jz7u5ba4xzb8bbe2, a2rjxibqk9d2yatzz2dx04nx0, 8z1ukxgc8mxiyw9udbpwr4ct1, 16kv5p8we3pwqpt5ktwrb7mj9, dnqd5s61ssjofdtgrcfiii8lw, 6ol411t0mogw6m83heiqd0m39, 7p19t0mn8cq7xum09nv2u2lt5",4172926123,194,9ak3zczupeken1itsmkherbh1,4172926117,59,"32, 17, 13, 4, 3, 5, 28, 66, 9, 59, 49, 2, 7, 11, 16, 19, 21, 23, 26, 27, 73, 77, 89",4173023953,197,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391803,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-04-08T16:30:41.939Z,2023-04-08T22:52:14Z,4173032045,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391777,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-04-08T16:30:41.939Z,2023-04-08T16:30:42Z,4173031853,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391795,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,50,50,2023-04-08T16:30:42.014Z,2023-04-09T02:10:10Z,4173031987,279,S,4173031981,141,47.0,4173031979,140,42.2,4174945499,178,,4173031983,212,8.4,4173031977,56,Back,4173031985,213,3.4,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391843,4,1,1,0,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,42.2,47,2023-04-08T16:30:43.649Z,2023-04-09T02:10:13Z,4173032155,213,2.2,4173032147,56,Back,4173032153,212,20.2,4173032149,140,31.3,4174945599,178,,4173032151,141,71.4,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391863,5,1,1,0,4,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.3,71.4,2023-04-08T16:30:46.761Z,2023-04-09T02:10:18Z,4173032247,140,35.0,4173032249,141,90.2,4173032253,213,1.3,4174945887,178,,4173032245,56,Back,4173032251,212,13.4,,,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391919,6,1,1,0,8,2tk2l9sgktwc9jhzqdd4mpdtb,0,40.9,88.5,2023-04-08T16:30:50.670Z,2023-04-09T02:10:21Z,4173032409,141,79.0,4173032407,140,65.4,4173032413,213,6.0,4174945997,178,,4173032403,155,,4173032411,212,26.5,4173032405,56,Left,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391979,3,49,1,0,10,7gnly6999wao1xarwct4p8fe9,1,30.5,19.8,2023-04-08T16:30:52.505Z,2023-04-09T02:10:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391983,4,1,1,0,13,7gnly6999wao1xarwct4p8fe9,1,27.9,12,2023-04-08T16:30:55.228Z,2023-04-09T02:12:45Z,4173032703,213,5.9,4173032697,140,36.3,4173032701,212,9.4,4173032695,56,Back,4173032699,141,7.1,4174952041,178,,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
