id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2519900675,12,1,1,0,29,9dntj5dioj5ex52yrgwzxrq9l,1,21.8,20.2,2023-03-13T19:49:08.169Z,2023-03-14T02:08:15Z,4096645907,212,26.6,4097113637,178,,4096645901,56,Back,4096645903,140,4.7,4096645909,213,2.3,4096645905,141,49.1,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900689,13,1,1,0,31,9dntj5dioj5ex52yrgwzxrq9l,1,6.1,46.8,2023-03-13T19:49:10.443Z,2023-03-14T02:08:18Z,4096645977,140,9.4,4096645975,56,Back,4096645981,212,21.0,4096645983,213,1.4,4097113641,178,,4096645979,141,77.3,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900695,14,1,1,0,34,9dntj5dioj5ex52yrgwzxrq9l,1,9.7,82.4,2023-03-13T19:49:13.040Z,2023-03-14T02:08:21Z,4096646003,56,Back,4096646007,141,95.4,4096646005,140,18.5,4096646011,213,0.8,4097113671,178,,4096646009,212,12.8,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900735,15,1,1,0,36,9dntj5dioj5ex52yrgwzxrq9l,0,18.5,95.4,2023-03-13T19:49:14.929Z,2023-03-14T02:08:24Z,4096646287,212,40.2,4096646281,56,Left,4096646291,1,,4096646283,140,56.6,4097113679,178,,4096646279,155,,4096646289,213,0.1,4096646285,141,100.0,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900843,7,5,1,0,38,49rkyo4do8uwj06geomw0xr4i,1,53.2,-1.6,2023-03-13T19:49:17.110Z,2023-03-14T02:08:27Z,4096646901,56,Right,4096646903,347,,4096646905,233,16,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900739,16,5,1,0,38,9dntj5dioj5ex52yrgwzxrq9l,0,46.8,101.6,2023-03-13T19:49:17.110Z,2023-03-14T02:08:28Z,4096646311,347,,4096646309,56,Back,4096646909,233,7,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900847,8,1,1,0,52,49rkyo4do8uwj06geomw0xr4i,1,61.8,0,2023-03-13T19:49:31.047Z,2023-03-14T02:08:30Z,4096646945,212,9.5,4096646937,107,,4096646943,141,11.1,4096646939,56,Right,4096646941,140,66.8,4096646947,213,1.0,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900849,9,1,1,0,53,49rkyo4do8uwj06geomw0xr4i,0,66.8,11.4,2023-03-13T19:49:32.066Z,2023-03-14T02:08:35Z,4096646961,212,2.2,4096646957,140,68.9,4096646963,213,0.1,4096646959,141,11.7,4096646955,56,Right,4097113735,388,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900859,17,61,1,0,53,9dntj5dioj5ex52yrgwzxrq9l,1,33.2,90.5,2023-03-13T19:49:32.251Z,2023-03-14T02:08:41Z,4096646993,56,Back,4097113773,21,,4097113775,178,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900871,10,1,1,0,54,49rkyo4do8uwj06geomw0xr4i,1,69,8,2023-03-13T19:49:32.917Z,2023-03-14T02:08:46Z,4096647057,212,4.8,4097113799,178,,4096647053,140,66.3,4096647051,56,Right,4096647059,213,2.2,4096647055,141,13.7,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900881,11,1,1,0,54,49rkyo4do8uwj06geomw0xr4i,1,63.2,15.1,2023-03-13T19:49:33.350Z,2023-03-14T02:08:48Z,4096647097,140,68.8,4096647099,141,16.3,4096647103,213,0.1,4096647101,212,5.9,4097113837,178,,4096647095,56,Right,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900885,12,61,1,0,55,49rkyo4do8uwj06geomw0xr4i,0,70.3,18.5,2023-03-13T19:49:33.799Z,2023-03-14T02:08:52Z,4096647119,56,Right,4097113869,178,,,,,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519948213,1038,49,1,0,56,9dntj5dioj5ex52yrgwzxrq9l,1,31.7,78.1,2023-03-13T19:49:34.509Z,2023-03-14T02:08:55Z,,,,,,,,,,,,,,,,,,,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519909391,219,1,1,0,56,9dntj5dioj5ex52yrgwzxrq9l,1,33.8,81.4,2023-03-13T19:49:34.552Z,2023-03-14T02:08:57Z,4096691817,140,28.2,4096691821,212,6.4,4096691823,213,3.5,4096691819,141,77.7,4097113899,178,,4096691815,56,Back,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900899,19,61,1,0,56,9dntj5dioj5ex52yrgwzxrq9l,0,30.3,76.9,2023-03-13T19:49:35.263Z,2023-03-14T02:09:15Z,4097113963,178,,4096647169,56,Back,,,,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900895,18,43,1,0,57,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-03-13T19:49:35.794Z,2023-03-13T20:08:59Z,4096647149,212,4.9,4096691967,144,1,4096647151,213,3.5,4096647145,140,25.8,4096647147,141,76.0,4096647141,56,Back,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900903,13,49,1,0,57,49rkyo4do8uwj06geomw0xr4i,1,72.7,28.1,2023-03-13T19:49:36.308Z,2023-03-14T02:09:19Z,,,,,,,,,,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900919,14,3,1,0,58,49rkyo4do8uwj06geomw0xr4i,0,75.2,28.1,2023-03-13T19:49:36.924Z,2023-03-14T02:09:25Z,4096647307,233,20,4097113993,178,,4096647277,286,,4096900839,465,,4096647275,56,Center,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900913,20,7,1,0,58,9dntj5dioj5ex52yrgwzxrq9l,0,24.8,71.9,2023-03-13T19:49:36.973Z,2023-03-14T02:09:28Z,4097114011,178,,4096647259,285,,4096647289,233,14,4096900847,385,,4096647257,56,Back,,,,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519911901,269,43,1,0,58,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-03-13T19:49:37.341Z,2023-03-13T20:13:41Z,4096705389,144,7,4096705319,56,Back,4096705331,233,14,4096705321,285,0,,,,,,,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900959,15,1,1,1,0,49rkyo4do8uwj06geomw0xr4i,0,74.2,35.3,2023-03-13T19:49:38.531Z,2023-03-14T02:09:32Z,4096647505,141,35.1,4096647509,213,3.3,4097114021,178,,4096647503,140,73.1,4096647501,56,Center,4096647507,212,1.2,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519993681,1883,67,1,1,0,9dntj5dioj5ex52yrgwzxrq9l,1,25,66.1,2023-03-13T19:49:39.426Z,2023-03-14T03:19:17Z,4097147923,233,1194,,,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519993679,1194,67,1,1,0,49rkyo4do8uwj06geomw0xr4i,0,75,33.9,2023-03-13T19:49:39.427Z,2023-03-14T03:16:25Z,4097147931,233,1883,,,,,,,,,,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519925087,511,61,1,1,0,9dntj5dioj5ex52yrgwzxrq9l,0,30.8,63.5,2023-03-13T19:49:39.465Z,2023-03-14T03:19:18Z,4096775583,56,Back,4097114059,178,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519900977,16,1,1,1,2,49rkyo4do8uwj06geomw0xr4i,1,68,38.2,2023-03-13T19:49:40.787Z,2023-03-14T02:10:04Z,4097114135,178,,4096647597,140,69.8,4096647595,56,Center,4096647601,212,15.8,4096647599,141,61.2,4096647603,213,1.5,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901041,17,1,1,1,5,49rkyo4do8uwj06geomw0xr4i,1,68.7,66.4,2023-03-13T19:49:44.432Z,2023-03-14T02:10:17Z,4096647957,212,7.7,4096647953,140,62.7,4096647951,56,Center,4096647959,213,3.8,4097114167,178,,4096647955,141,59.9,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901053,18,1,1,1,7,49rkyo4do8uwj06geomw0xr4i,1,63.3,64.3,2023-03-13T19:49:45.570Z,2023-03-14T02:10:21Z,4097114189,178,,4096648013,212,22.8,4096648015,213,1.2,4096648009,140,70.6,4096648011,141,95.9,4096648007,56,Left,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901061,19,1,1,1,10,49rkyo4do8uwj06geomw0xr4i,1,70.7,95.9,2023-03-13T19:49:49.431Z,2023-03-14T02:10:25Z,4096648047,141,94.2,4097114209,178,,4096648043,56,Left,4096648049,212,7.3,4096648051,213,6.1,4096648045,140,77.6,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901065,20,1,1,1,11,49rkyo4do8uwj06geomw0xr4i,1,77.5,94.2,2023-03-13T19:49:49.967Z,2023-03-14T02:10:28Z,4096648085,213,3.0,4096648081,141,96.0,4096648083,212,10.3,4096648079,140,67.8,4096648075,56,Left,4097114247,178,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901089,21,1,1,1,13,49rkyo4do8uwj06geomw0xr4i,1,67.3,95.9,2023-03-13T19:49:51.530Z,2023-03-14T02:10:33Z,4096648223,141,89.3,4096648221,140,51.6,4097114267,178,,4096648225,212,17.1,4096648219,56,Left,4096648229,213,3.4,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901101,22,1,1,1,16,49rkyo4do8uwj06geomw0xr4i,0,52.3,89.6,2023-03-13T19:49:54.806Z,2023-03-14T02:10:36Z,4097114321,178,,4096648289,141,95.6,4096648285,56,Left,4096648287,140,70.2,4096648291,212,19.2,4096648293,213,0.2,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901119,21,49,1,1,18,9dntj5dioj5ex52yrgwzxrq9l,1,31.5,4.2,2023-03-13T19:49:56.574Z,2023-03-14T02:10:40Z,,,,,,,,,,,,,,,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901133,22,1,1,1,18,9dntj5dioj5ex52yrgwzxrq9l,1,35,6,2023-03-13T19:49:57.442Z,2023-03-14T02:10:44Z,4097114361,178,,4096648447,212,10.9,4096648443,140,43.4,4096648441,56,Back,4096648449,213,0.6,4096648445,141,15.5,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901113,23,43,1,1,19,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-03-13T19:49:57.746Z,2023-03-13T20:40:36Z,4096648349,141,97.1,4096648347,140,74.0,4096785317,144,1,4096648351,212,7.4,4096648345,56,Left,4096648353,213,0.0,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901139,23,50,1,1,20,9dntj5dioj5ex52yrgwzxrq9l,1,41.5,13.4,2023-03-13T19:49:58.835Z,2023-03-14T02:10:48Z,4096648479,286,,4096648603,233,24,4096648477,56,Back,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901151,24,7,1,1,20,49rkyo4do8uwj06geomw0xr4i,1,58.5,86.6,2023-03-13T19:49:58.870Z,2023-03-14T02:10:53Z,4096648587,233,23,4096648543,56,Left,4096648545,285,,4096901873,384,,4097114417,178,,,,,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901163,25,61,1,1,21,49rkyo4do8uwj06geomw0xr4i,0,58.4,90.7,2023-03-13T19:49:59.771Z,2023-03-14T02:10:56Z,4096648615,56,Left,4097114473,178,,,,,,,,,,,,,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519901161,24,3,1,1,22,9dntj5dioj5ex52yrgwzxrq9l,0,42.8,12.8,2023-03-13T19:50:00.572Z,2023-03-14T02:11:01Z,4096648601,56,Back,4096902041,465,,4097114509,178,,4096777649,286,,4096786499,233,26,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
