id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/12/value,keyPass,qualifier/13/value,qualifier/17/value,qualifier/15/value
2445558973,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-08-13T17:55:42.778Z,2022-08-13T18:48:06Z,3703404705,59,"30, 17, 25, 42, 4, 6, 8, 16, 77, 27, 11, 1, 9, 10, 14, 19, 21, 22, 24, 26, 29, 31, 80, 83, 99",3703404703,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3703632351,197,5190,3703404711,194,4x1tm440b5cshi5gxkx5k9m95,3703404709,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703404701,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 1oszv53od5pulbhx566ht984q, 4x1tm440b5cshi5gxkx5k9m95, b3x2ne9udyi7aguwu5sw97rop, bkz9b4cqf8f970myv8r49f561, cnexf6pdh1piheuuqzrbb1t61, dd7i0ps16hldpriliccyvxct0, cv8wgka2bmkeqajg3eo9lb4k5, 44f0q2ucrld1rwcwx63vgs7hl, 6gjr3yxp34gj52xx8xfm9nt91, 3iveuhunq47tg8lg0lm3d31sl, 46yp8iqh0qm7i75d98tfrsbxm, 2mgepod6sdahftk2yzu657f11, 3ail949zww61xhkymcg66bca1, almqs7iwjgmimcpmegdkoh3o5, 9t753r5hnyq6qe5o7csuurw15, cntcffa67r95rbcf1154r92zu, 81z0wow5khv1ciq38xsjisdex, f5fzod0s2epaiscc2wenycc2c, 6e4y15kfry8fzixh99zpala6t, a6jwnrv86cly1ti085c9dnn6c, d12unjo4sk39iix9of2yfask4, 40g1jre7l8d2efvx9961kyqga, 6dioxrahqm3l316lwtvqstnxm",3703404713,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703404707,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445559319,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-08-13T17:56:31.178Z,2022-08-13T18:43:38Z,3703406709,194,c9lu69xk59a75bnpzgalh1kut,3703619331,197,8378,3703406701,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3703406707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703406705,130,12,3703406699,30,"c9lu69xk59a75bnpzgalh1kut, asyzhp3qu95vmzdbau6nmoic5, 9qow77e16pvlb3860yjpydryt, 19856wqwrmzmvfw9thf0tzrv9, by2gxuixij1eciu56k8mb3cgl, 4j1oq24pfi728zyl2zkpptpsl, ahgd3on22t4h7gg9ipnj1itw5, botfgp0oq4wqlwtcs9m90kded, 7r2tgpdrr4v6n9d2gkzwmlazt, 8qgbxff7xlg0zjtyees7ljljp, 3ddsnnhxo0mem95lcph71ix1x, 2r6hs8npijvt4wekd059t6tx, ci37qg2uu0z3nppxvn0z9034l, a5eki9p236y4zxmp9qz202pcl, 6d7rip50yu2j7vyk76zokeehh, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, 84so0uovope0pkt6cz2iisbth, 1xscywgyfqisqexmpfvbf9g45, 8kttsnok9bbh7kpy3zz3j2xg5, 7agtkarul2qlsc20avvj45w8a, 99gk3o7eh6m02n9ggj3ixprvu, q6ns1fyw7w10xkkubh8etfc9",3703406703,59,"1, 36, 8, 32, 6, 37, 23, 20, 10, 90, 77, 2, 5, 9, 11, 12, 14, 21, 22, 24, 46, 47, 95",3703406711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604181,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-08-13T18:47:04.897Z,2023-02-08T10:11:18Z,3703651179,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604199,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-08-13T18:47:04.897Z,2022-08-13T18:47:06Z,3703651271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604231,3,1,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,49.9,50,2022-08-13T18:47:05.739Z,2022-08-14T03:00:56Z,3703651441,141,39.2,3703651439,140,35.0,3703651437,56,Back,3703651447,279,S,3705314215,178,,3703651443,212,17.3,3703651445,213,3.6,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604259,4,1,1,0,1,bi1fxjrncd0ram0oi7ja1jyuo,1,35,39.2,2022-08-13T18:47:06.805Z,2022-08-14T03:01:02Z,3703651595,56,Back,3705314325,178,,3703651603,213,1.7,3703651599,141,47.8,3703651597,140,34.4,3703651601,212,5.9,,,,,,,b3x2ne9udyi7aguwu5sw97rop,M. Çetin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604325,5,1,1,0,3,bi1fxjrncd0ram0oi7ja1jyuo,1,34.4,47.8,2022-08-13T18:47:08.335Z,2022-08-14T03:01:07Z,3704403933,157,,3703651969,212,38.5,3703651973,213,0.4,3703651961,56,Center,3703651975,1,,3703651965,141,72.0,3703651963,140,67.5,3705314433,178,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604347,6,1,1,0,6,bi1fxjrncd0ram0oi7ja1jyuo,0,67.5,72,2022-08-13T18:47:11.112Z,2022-08-14T03:01:18Z,3703652117,213,6.2,3703652111,140,79.4,3703652109,56,Center,3703652107,3,,3703652115,212,12.5,3705314727,388,,3703652113,141,70.8,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604413,3,1,1,0,7,3vo5mpj7catp66nrwwqiuhuup,1,19.8,34.2,2022-08-13T18:47:12.251Z,2022-08-14T03:01:33Z,3703652451,140,14.1,3703711515,3,,3703652457,213,2.2,3703652455,212,10.1,3703652453,141,46.1,3703652449,56,Back,3705315107,178,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604423,4,52,1,0,9,3vo5mpj7catp66nrwwqiuhuup,1,14.1,46.1,2022-08-13T18:47:14.242Z,2022-08-14T03:01:42Z,3704405465,376,,3705315331,178,,,,,,,,,,,,,,,,,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
