id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId
2458608443,425,12,2,47,35,af91jdcs6x0bqkmdb78rokod2,1,14.9,56.3,2022-09-11T11:34:23.289Z,2022-09-11T17:11:46Z,3774238755,178,,3772841713,56,Back,3772841739,15,,3772841715,140,42.5,3772841721,213,5.7,3772841717,141,27.4,3772841719,212,35.0,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608473,448,1,2,47,39,e75syeuawg3ql8nwpi3vr2btz,1,55.7,80.1,2022-09-11T11:34:27.023Z,2022-09-11T17:11:52Z,3772841897,213,4.1,3772841889,56,Back,3772841895,212,18.3,3774239397,178,,3772841891,140,45.8,3772841893,141,57.9,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608525,449,1,2,47,42,e75syeuawg3ql8nwpi3vr2btz,1,46.7,64.3,2022-09-11T11:34:29.965Z,2022-09-11T17:11:55Z,3772842101,56,Left,3772842103,140,52.4,3772842105,141,89.4,3772842107,212,18.1,3772842109,213,1.2,3774239653,178,,,,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608607,450,1,2,47,45,e75syeuawg3ql8nwpi3vr2btz,1,55.2,88.1,2022-09-11T11:34:33.003Z,2022-09-11T17:11:57Z,3772842499,212,16.7,3774239889,178,,3772842497,141,89.1,3772842493,56,Left,3772842495,140,71.1,3772842501,213,0.0,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608625,451,1,2,47,50,e75syeuawg3ql8nwpi3vr2btz,1,67.4,90.5,2022-09-11T11:34:38.139Z,2022-09-11T17:12:01Z,3772842611,212,11.7,3772842613,213,3.2,3774240175,178,,3772842605,140,56.3,3772842603,56,Left,3772842609,141,90.0,,,,,,,8d04q3yp2kouwog0lj0s7ew2x,A. Lookman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608669,452,1,2,47,53,e75syeuawg3ql8nwpi3vr2btz,1,47.1,90.2,2022-09-11T11:34:41.138Z,2022-09-11T17:12:03Z,3772842789,141,55.1,3772842787,140,30.8,3772842785,56,Back,3772842793,213,4.1,3772842791,212,29.4,3774240427,178,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608691,453,1,2,47,56,e75syeuawg3ql8nwpi3vr2btz,1,30.8,52.8,2022-09-11T11:34:44.498Z,2022-09-11T17:12:06Z,3774240733,178,,3772842901,213,4.8,3772842893,56,Back,3772842895,140,32.5,3772842899,212,16.3,3772842897,141,29.0,,,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608733,454,1,2,47,59,e75syeuawg3ql8nwpi3vr2btz,1,33,28.9,2022-09-11T11:34:47.218Z,2022-09-11T17:12:09Z,3772843123,212,26.9,3772843125,213,5.6,3772843121,141,4.6,3772843119,140,53.2,3772843117,56,Right,3774241043,178,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608735,455,61,2,48,2,e75syeuawg3ql8nwpi3vr2btz,0,58.4,5.8,2022-09-11T11:34:50.244Z,2022-09-11T17:12:17Z,3774241699,178,,3772843135,56,Right,,,,,,,,,,,,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458904481,804,67,2,48,3,af91jdcs6x0bqkmdb78rokod2,1,20.4,79.7,2022-09-11T11:34:51.258Z,2022-09-11T18:54:25Z,3774392203,233,962,,,,,,,,,,,,,,,,,,,,,,360knvg4k1yywxnb8o1mlyggl,V. Chiricheș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458904473,962,67,2,48,3,e75syeuawg3ql8nwpi3vr2btz,0,79.6,20.3,2022-09-11T11:34:51.259Z,2022-09-11T17:42:36Z,3774392247,233,804,,,,,,,,,,,,,,,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608777,426,1,2,48,3,af91jdcs6x0bqkmdb78rokod2,1,21.7,78.7,2022-09-11T11:34:51.277Z,2022-09-11T18:54:26Z,3774241891,178,,3772843317,140,33.3,3772843319,141,69.4,3772843323,213,5.8,3772843321,212,13.7,3772843315,56,Back,,,,,,,360knvg4k1yywxnb8o1mlyggl,V. Chiricheș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608781,427,49,2,48,4,af91jdcs6x0bqkmdb78rokod2,1,34.4,66.7,2022-09-11T11:34:52.875Z,2022-09-11T17:12:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608803,428,1,2,48,7,af91jdcs6x0bqkmdb78rokod2,0,43.6,68.8,2022-09-11T11:34:55.584Z,2022-09-11T17:12:34Z,3774243161,178,,3772843441,213,0.8,3772843433,56,Left,3772843435,140,55.1,3772843437,141,88.4,3772843439,212,18.0,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608823,456,8,2,48,8,e75syeuawg3ql8nwpi3vr2btz,1,45.4,12.6,2022-09-11T11:34:56.707Z,2022-09-11T17:12:54Z,3774244907,178,,3773630903,383,,3772843567,56,Back,,,,,,,,,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608827,457,49,2,48,10,e75syeuawg3ql8nwpi3vr2btz,1,45.3,4.6,2022-09-11T11:34:58.084Z,2022-09-11T17:12:58Z,,,,,,,,,,,,,,,,,,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458986729,1148,83,2,48,11,af91jdcs6x0bqkmdb78rokod2,1,40,92.9,2022-09-11T11:34:59.718Z,2022-09-11T19:56:27Z,3774862833,399,204644,,,,,,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608883,458,1,2,48,12,e75syeuawg3ql8nwpi3vr2btz,1,59.1,2.2,2022-09-11T11:35:00.692Z,2022-09-11T17:13:00Z,3772843839,140,51.9,3772843837,56,Right,3772843845,213,3.1,3772843843,212,7.6,3772843841,141,3.2,3774245459,178,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608933,459,1,2,48,15,e75syeuawg3ql8nwpi3vr2btz,1,52.6,3.8,2022-09-11T11:35:03.138Z,2022-09-11T17:13:04Z,3772844107,56,Right,3772844109,140,58.1,3774245737,178,,3772844113,212,5.9,3772844111,141,1.9,3772844115,213,6.1,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458904931,967,43,2,48,17,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T11:35:05.012Z,2022-09-11T17:43:24Z,3774395239,144,82,3774394913,178,0,,,,,,,,,,,,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458608957,460,1,2,48,19,e75syeuawg3ql8nwpi3vr2btz,1,60.3,1.9,2022-09-11T11:35:07.012Z,2022-09-11T17:13:06Z,3772844235,56,Center,3772844243,213,1.0,3772844241,212,20.3,3772844239,141,27.2,3772844237,140,70.5,3774245863,178,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609001,461,1,2,48,20,e75syeuawg3ql8nwpi3vr2btz,1,68.4,16.6,2022-09-11T11:35:08.855Z,2022-09-11T17:13:09Z,3774246165,178,,3772844437,213,2.1,3772844429,56,Center,3772844435,212,6.4,3772844433,141,24.5,3772844431,140,65.1,,,,,,,ds719g843vjs279iine5otgid,L. Muriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609007,462,61,2,48,21,e75syeuawg3ql8nwpi3vr2btz,0,67.1,30.1,2022-09-11T11:35:09.510Z,2022-09-11T17:13:19Z,3772844457,56,Center,3774246939,178,,,,,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609085,429,1,2,48,23,af91jdcs6x0bqkmdb78rokod2,0,26.4,50.1,2022-09-11T11:35:11.271Z,2022-09-11T17:13:22Z,3774247311,178,,3772844825,141,31.9,3772844823,140,43.7,3772844821,56,Back,3772844831,1,,3772844819,157,,3772844829,213,5.7,3772844827,212,22.0,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609089,463,4,2,48,26,e75syeuawg3ql8nwpi3vr2btz,1,55.3,71,2022-09-11T11:35:14.560Z,2022-09-11T17:13:38Z,3772844845,152,,3772844843,56,Center,3772844841,294,,3772844877,233,430,3772844847,286,,3772844839,13,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609093,430,4,2,48,26,af91jdcs6x0bqkmdb78rokod2,0,44.7,29,2022-09-11T11:35:14.561Z,2022-09-11T17:13:37Z,3772844865,152,,3772844925,233,463,3772844863,56,Back,3772844855,13,,3772844867,285,,3772844859,294,,3774248693,178,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609317,464,1,2,48,44,e75syeuawg3ql8nwpi3vr2btz,1,53,67.4,2022-09-11T11:35:32.700Z,2022-09-11T17:13:44Z,3774249263,178,,3772845963,213,1.2,3772845961,212,17.5,3772845951,5,,3772845955,56,Left,3772845953,152,,3772845957,140,59.4,3772845959,141,91.1,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609365,465,1,2,48,48,e75syeuawg3ql8nwpi3vr2btz,1,59.4,91.1,2022-09-11T11:35:36.013Z,2022-09-11T17:13:48Z,3772846171,213,5.8,3772846163,56,Left,3772846165,140,66.1,3774249559,178,,3772846169,212,8.1,3772846167,141,85.2,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458907211,807,83,2,48,51,af91jdcs6x0bqkmdb78rokod2,1,31.6,9.4,2022-09-11T11:35:39.076Z,2022-09-11T17:46:37Z,3774408409,399,476883,,,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609359,431,43,2,48,52,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-11T11:35:40.265Z,2022-09-11T14:40:47Z,3772846137,285,0,3772846135,56,Back,3773636317,144,45,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609371,466,43,2,48,52,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T11:35:40.265Z,2022-09-11T14:40:45Z,3773636033,144,3,3772846189,286,0,3772846185,56,Left,3772849721,233,431,,,,,,,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609411,467,1,2,48,52,e75syeuawg3ql8nwpi3vr2btz,1,64.4,91.7,2022-09-11T11:35:40.620Z,2022-09-11T17:13:51Z,3774249781,178,,3772846419,140,48.9,3772846425,212,16.5,3772846421,141,87.6,3772846415,56,Back,3772846427,213,3.3,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609495,468,1,2,48,55,e75syeuawg3ql8nwpi3vr2btz,1,48.3,84.7,2022-09-11T11:35:42.957Z,2022-09-11T17:13:53Z,3772846831,1,,3772846819,56,Back,3772846823,141,53.4,3772846825,212,37.2,3772846821,140,19.2,3772846827,213,3.8,3774250011,178,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609527,469,1,2,48,59,e75syeuawg3ql8nwpi3vr2btz,1,18.5,51.3,2022-09-11T11:35:47.172Z,2022-09-11T17:13:55Z,3774250197,178,,3772847027,56,Back,3772847037,212,27.2,3772847039,213,4.9,3772847035,141,12.4,3772847031,140,24.4,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609573,470,1,2,49,1,e75syeuawg3ql8nwpi3vr2btz,1,24.4,12.4,2022-09-11T11:35:49.659Z,2022-09-11T17:13:58Z,3774250453,178,,3772847283,213,5.9,3772847275,56,Back,3772847281,212,13.3,3772847277,140,36.0,3772847279,141,4.7,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609615,471,1,2,49,5,e75syeuawg3ql8nwpi3vr2btz,1,36,4.7,2022-09-11T11:35:53.769Z,2022-09-11T17:14:01Z,3772847469,140,24.0,3772847467,56,Back,3772847475,213,2.4,3772847473,212,16.7,3772847471,141,20.9,3774250679,178,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609643,472,1,2,49,8,e75syeuawg3ql8nwpi3vr2btz,1,24,20.9,2022-09-11T11:35:56.591Z,2022-09-11T17:14:04Z,3772847657,56,Back,3772847659,140,23.2,3772847667,213,1.6,3772847663,141,63.5,3772847665,212,29.0,3774250979,178,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609665,473,1,2,49,12,e75syeuawg3ql8nwpi3vr2btz,1,25.1,64.7,2022-09-11T11:36:00.379Z,2022-09-11T17:14:07Z,3772847777,140,23.5,3772847779,141,81.2,3774251235,178,,3772847773,56,Back,3772847783,213,1.7,3772847781,212,11.3,,,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609691,474,1,2,49,14,e75syeuawg3ql8nwpi3vr2btz,1,23.5,81.2,2022-09-11T11:36:02.530Z,2022-09-11T17:14:09Z,3772847915,213,0.8,3772847913,212,9.6,3772847911,141,91.8,3774251545,178,,3772847909,140,29.6,3772847907,56,Back,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609757,475,1,2,49,15,e75syeuawg3ql8nwpi3vr2btz,1,29.6,91.8,2022-09-11T11:36:03.569Z,2022-09-11T17:14:13Z,3772848259,155,,3772848269,213,5.6,3772848267,212,44.9,3772848271,1,,3772848265,141,52.2,3774252019,178,,3772848263,140,63.8,3772848261,56,Center,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609761,476,61,2,49,18,e75syeuawg3ql8nwpi3vr2btz,0,63.8,52.2,2022-09-11T11:36:06.763Z,2022-09-11T17:14:24Z,3772848287,56,Center,3774252937,178,,,,,,,,,,,,,,,,,,,,ds719g843vjs279iine5otgid,L. Muriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458908435,808,67,2,49,20,af91jdcs6x0bqkmdb78rokod2,1,27.8,36.8,2022-09-11T11:36:08.351Z,2022-09-11T18:54:26Z,3774415631,233,984,,,,,,,,,,,,,,,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458908429,984,67,2,49,20,e75syeuawg3ql8nwpi3vr2btz,0,72.2,63.2,2022-09-11T11:36:08.352Z,2022-09-11T17:48:34Z,3774415651,233,808,,,,,,,,,,,,,,,,,,,,,,ds719g843vjs279iine5otgid,L. Muriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609789,432,12,2,49,20,af91jdcs6x0bqkmdb78rokod2,1,28.6,36,2022-09-11T11:36:08.389Z,2022-09-11T18:54:26Z,3772848493,213,5.5,3772848491,212,11.8,3772848485,56,Back,3772848487,140,36.5,3774253575,389,,3772848489,141,23.6,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609781,477,61,2,49,22,e75syeuawg3ql8nwpi3vr2btz,0,63.3,70.1,2022-09-11T11:36:09.989Z,2022-09-11T17:14:37Z,3772848441,56,Center,3774254171,178,,,,,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609801,433,49,2,49,23,af91jdcs6x0bqkmdb78rokod2,1,28.1,30.4,2022-09-11T11:36:11.511Z,2022-09-11T17:14:40Z,,,,,,,,,,,,,,,,,,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609839,434,1,2,49,23,af91jdcs6x0bqkmdb78rokod2,1,28.1,30.4,2022-09-11T11:36:11.587Z,2022-09-11T17:14:43Z,3774254653,178,,3772848685,213,5.1,3772848683,212,17.7,3772848681,141,6.7,3772848679,140,35.0,3772848677,56,Back,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609871,435,1,2,49,27,af91jdcs6x0bqkmdb78rokod2,0,37,6.7,2022-09-11T11:36:15.262Z,2022-09-11T17:14:46Z,3774254915,178,,3772848813,56,Right,3772848815,140,51.6,3772848821,213,0.5,3772848817,141,20.1,3772848819,212,17.8,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609879,478,8,2,49,28,e75syeuawg3ql8nwpi3vr2btz,1,48.4,73.8,2022-09-11T11:36:16.417Z,2022-09-11T17:14:55Z,3774255805,178,,3772848871,56,Back,3773641781,384,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609907,479,49,2,49,29,e75syeuawg3ql8nwpi3vr2btz,1,45,86.1,2022-09-11T11:36:17.195Z,2022-09-11T17:14:59Z,,,,,,,,,,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458609991,480,1,2,49,31,e75syeuawg3ql8nwpi3vr2btz,1,45,86.1,2022-09-11T11:36:19.486Z,2022-09-11T17:15:02Z,3772849331,56,Back,3772849335,141,66.9,3772849333,140,43.7,3772849337,212,13.1,3772849339,213,4.6,3774256391,178,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610039,481,1,2,49,36,e75syeuawg3ql8nwpi3vr2btz,1,54.3,67.1,2022-09-11T11:36:23.997Z,2022-09-11T17:15:05Z,3772849583,212,19.8,3772849573,56,Center,3772849579,141,40.7,3774256613,178,,3772849577,140,62.2,3772849587,213,5.1,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610041,482,1,2,49,38,e75syeuawg3ql8nwpi3vr2btz,0,64,45,2022-09-11T11:36:26.390Z,2022-09-11T17:15:09Z,3772849607,213,0.5,3774257095,178,,3772849603,141,52.4,3772849605,212,9.7,3772849601,140,71.9,3772849599,56,Center,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610257,438,61,2,49,39,af91jdcs6x0bqkmdb78rokod2,1,28.3,47.6,2022-09-11T11:36:27.055Z,2022-09-11T17:15:17Z,3772850553,56,Back,3774257863,178,,,,,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610111,436,49,2,49,40,af91jdcs6x0bqkmdb78rokod2,1,26.9,61,2022-09-11T11:36:27.960Z,2022-09-11T17:15:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610127,437,1,2,49,41,af91jdcs6x0bqkmdb78rokod2,0,27.9,68.1,2022-09-11T11:36:29.284Z,2022-09-11T17:15:29Z,3774258897,178,,3772849963,141,70.2,3772849961,140,29.8,3772849965,212,2.5,3772850013,236,,3772850015,233,483,3772849967,213,0.6,3772849959,56,Back,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,3772850019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610117,483,74,2,49,41,e75syeuawg3ql8nwpi3vr2btz,1,68,23.2,2022-09-11T11:36:29.300Z,2022-09-11T17:15:33Z,3774259265,178,,3772849931,56,Center,3772849933,285,,3772850053,233,437,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610149,484,49,2,49,44,e75syeuawg3ql8nwpi3vr2btz,1,61.7,7.1,2022-09-11T11:36:32.179Z,2022-09-11T17:15:44Z,,,,,,,,,,,,,,,,,,,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610209,485,1,2,49,44,e75syeuawg3ql8nwpi3vr2btz,1,61.7,7.1,2022-09-11T11:36:32.247Z,2022-09-11T17:15:48Z,3772850329,213,2.9,3772850327,212,41.4,3774260595,178,,3772850325,141,22.6,3772850323,140,23.6,3772850321,56,Back,3772850331,1,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610239,486,1,2,49,49,e75syeuawg3ql8nwpi3vr2btz,1,24,22.6,2022-09-11T11:36:37.527Z,2022-09-11T17:15:52Z,3772850501,213,1.4,3772850495,140,27.9,3772850493,56,Back,3772850497,141,54.6,3774261043,178,,3772850499,212,22.1,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610249,487,1,2,49,53,e75syeuawg3ql8nwpi3vr2btz,1,28.5,57.9,2022-09-11T11:36:41.230Z,2022-09-11T17:15:55Z,3774261421,178,,3772850539,212,19.1,3772850537,141,83.3,3772850535,140,36.3,3772850541,213,1.1,3772850533,56,Back,,,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610323,488,1,2,49,55,e75syeuawg3ql8nwpi3vr2btz,1,37.3,83.9,2022-09-11T11:36:43.710Z,2022-09-11T17:15:58Z,3774261757,178,,3772850873,213,4.2,3772850871,212,11.4,3772850865,56,Back,3772850867,140,32.1,3772850869,141,69.2,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610371,489,1,2,50,1,e75syeuawg3ql8nwpi3vr2btz,1,43.6,53.2,2022-09-11T11:36:49.269Z,2022-09-11T17:16:02Z,3774262055,178,,3772851135,213,5.1,3772851131,141,5.0,3772851133,212,34.8,3772851129,140,54.7,3772851127,56,Right,3772851137,1,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458909345,998,43,2,50,3,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T11:36:51.278Z,2022-09-11T17:50:12Z,3774421081,178,0,3774421361,144,82,,,,,,,,,,,,,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458610409,490,1,2,50,3,e75syeuawg3ql8nwpi3vr2btz,1,55.1,3.8,2022-09-11T11:36:51.295Z,2022-09-11T17:16:10Z,3774263109,178,,3772851265,56,Right,3772851271,212,5.5,3772851273,213,6.2,3772851267,140,60.3,3772851269,141,2.8,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
