id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2513394467,1,34,16,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-02-27T18:50:36.358Z,2023-02-27T22:48:11Z,4062186259,59,"94, 29, 77, 32, 15, 4, 21, 10, 17, 7, 9, 1, 3, 5, 6, 11, 18, 20, 23, 26, 31, 34, 88, 96",4062186257,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4062186263,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062186265,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062186255,30,"8n4rruxbnzvjgdomxslnmcno5, 8w2rfa3vnu6t1a37510374nv9, a22hb1s02edsj7t38out5r3rp, 6hlutndh6zstrpi5i0u0mxyvp, 1x10v3yh4e3f1p2ndhtxcck4p, 3l76cgequy3tjhhudqnrejglx, dkifo6kxxxsv1hr0rzk1q8afp, 3v6az10hxcowqkewd809cri6t, 5o80hrbyw554cetm1rbbns0k5, bj2ymzuyq3zxbfjs3xrt3ss7p, d02p1ldr57bkxcpmq12vtvhsl, 71p9z7bqvgzb5t115fmos6fop, d7xdtkzw3h749ngi4sobn6kmh, 9462218yklkts6mod3cbfryz9, 5e13xwlorl1gjrnjjtfnzawa1, ho87m362sey4msdjp4n180oa, 6eb3jpi6t6z2ergmgzcpckdpm, cfzvplhlvlfvau521u6b86xud, 62uaf4amxdyz6j2fuvadp0no5, bpzzhdpqxmp8bef77m7pr2r4l, b62gjcajugddud630e9b7ptjp, 5gond4ss348863bc1768s4q, 7y5qwgl0xu7btfd7yxgeb2gut, aaokzl1u7cev2dbn7p09cfx05",4062262047,197,572,4062191867,194,5o80hrbyw554cetm1rbbns0k5,4062186261,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513395269,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-02-27T18:54:07.434Z,2023-02-27T19:59:25Z,4062190009,197,16458,4062189999,30,"e2dn4s6p2f6xnbaje17wd3jyt, 6u6mobmk6lpvwebo76ddxr3s9, 14vhrqvqomi57x5mtsawm44b9, e8c2o47zyuqa07lcrgzusn97u, 7wjzrrcy3fp8nq6dlanfxvqhh, 7kbn6vt37rfgd9yszzvx9idm2, 5qfa3h4gut5jlnfkexq5m1djp, eqggzoepu1d4t13fw6ybebtn9, rktyecx75c47pgwyt4vm3i7d, 1wnzwoisg4ctvcxsh2xnrkj4l, ewwo2c7kw1b1okrngjl4j4dm1, ceq2btvla862pon3xhcxogdlh, dvvtx09hkl46bnq5fqjqbd8tl, 3yl0m3n14kek9pwkp7catyh9l, 34fm990bf5wm1xkdig1pjon6y, 8vom3bt6es2kp5sdl98az6gwk, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, awpcf5w245iug4znjqctuebpx, crqk7tlewkn3ayk042yo1bfv8, 5enlho0lp6pftf8pc2q2xewpg, x1qsrbva1nlv7nvmk2an19ed",4062190007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062190001,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4062190003,59,"1, 37, 3, 2, 17, 59, 20, 8, 80, 23, 10, 5, 9, 11, 22, 26, 28, 29, 30, 31, 36, 99",4062313325,194,e2dn4s6p2f6xnbaje17wd3jyt,4062190011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062190005,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513413077,2,32,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-02-27T19:45:48.513Z,2023-02-28T01:58:18Z,4062287033,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513413089,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-02-27T19:45:48.513Z,2023-02-27T19:45:50Z,4062287087,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513413093,3,1,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,50,50.3,2023-02-27T19:45:48.613Z,2023-02-28T02:03:35Z,4062287109,213,3.1,4062287107,212,12.6,4062287101,56,Back,4062765881,178,,4062287103,140,38.0,4062287111,279,S,4062287105,141,51.4,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513413099,4,1,1,0,1,btcy9nra9ak4m22ovr2ia6m5v,1,37.8,51.4,2023-02-27T19:45:49.842Z,2023-02-28T02:03:41Z,4062287133,213,1.3,4062287127,140,38.4,4062287129,141,55.3,4062287131,212,2.7,4062765925,178,,4062287125,56,Back,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513413119,5,1,1,0,2,btcy9nra9ak4m22ovr2ia6m5v,1,37.9,54.2,2023-02-27T19:45:50.955Z,2023-02-28T02:03:45Z,4062765961,178,,4062287237,155,,4062287239,56,Right,4062287243,141,3.4,4062287245,212,51.6,4062287249,1,,4062287241,140,74.4,4062287247,213,5.5,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513413129,6,44,1,0,6,btcy9nra9ak4m22ovr2ia6m5v,1,76.2,5.6,2023-02-27T19:45:54.612Z,2023-02-28T04:56:31Z,4062287297,56,Right,4062287299,286,,4062287429,233,3,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513413135,3,44,1,0,6,4plikfte18rv8v4l89z803d4y,0,23.8,94.4,2023-02-27T19:45:54.613Z,2023-02-28T02:03:47Z,4062287341,233,6,4062287311,285,,4062287307,56,Back,,,,,,,,,,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513413825,17,1,1,0,6,btcy9nra9ak4m22ovr2ia6m5v,0,76.4,3.4,2023-02-27T19:45:54.664Z,2023-02-28T04:56:31Z,4062291109,56,Right,4062291115,212,1.2,4062291107,168,,4062766011,388,,4062291113,141,3.1,4062291117,213,6.1,4062291111,140,77.5,4062291105,3,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
