id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/10/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/value,assist,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2497265087,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-01-14T15:30:53.428Z,2023-01-14T16:59:36Z,3977317487,130,4,3977317483,59,"30, 17, 97, 42, 6, 93, 29, 16, 9, 27, 11, 1, 7, 8, 13, 14, 19, 21, 22, 25, 28, 31, 32, 77, 83, 99",3977317479,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3977317491,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3978031013,197,5190,3977317493,194,4x1tm440b5cshi5gxkx5k9m95,3977317495,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977317475,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 90pjbz2aq8vz4qapqu1yt2ynd, 4x1tm440b5cshi5gxkx5k9m95, bkz9b4cqf8f970myv8r49f561, 8mlps3xgwbxa7svajxfk2exud, 6e4y15kfry8fzixh99zpala6t, dd7i0ps16hldpriliccyvxct0, 46yp8iqh0qm7i75d98tfrsbxm, 44f0q2ucrld1rwcwx63vgs7hl, 6gjr3yxp34gj52xx8xfm9nt91, 3iveuhunq47tg8lg0lm3d31sl, 5cjx2i2perp5vr62en4cyer1m, cnexf6pdh1piheuuqzrbb1t61, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, almqs7iwjgmimcpmegdkoh3o5, 9t753r5hnyq6qe5o7csuurw15, cntcffa67r95rbcf1154r92zu, 1oszv53od5pulbhx566ht984q, 9ik51limpi4f3blp1r60hb27d, a6jwnrv86cly1ti085c9dnn6c, d9sakxlp96siw0z1jltszdlgp, cv8wgka2bmkeqajg3eo9lb4k5, 40g1jre7l8d2efvx9961kyqga, 6dioxrahqm3l316lwtvqstnxm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266999,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-14T15:31:54.418Z,2023-01-14T17:06:28Z,3977328021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977328015,130,8,3978046957,197,579,3977328009,59,"1, 2, 19, 32, 20, 23, 56, 4, 9, 10, 17, 94, 7, 14, 21, 24, 27, 28, 30, 40, 46, 77, 83, 90",3977328029,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977328001,30,"7kph61hobc93t2c2tl8l5j105, e2vtm1318mm61db2wtj4m5p79, 3tpmw6tlijytn0ahwztvedkut, ch5rw8dgb6wh99wyhd8o3t1pl, b33rlpjo3kx4477alx82si5wq, 3sezchmdtivxl4kusvgc6j7x1, 9vnr9uog5fmggich2i4vjxwbt, cknjube5flk1r5ppqthj82c5, 5awkzgwwh48prwgvxwewuc5hx, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, 1xc40u07ey12xs2y6l0zh0kr8, 9ncagt0ezp4f41hz3b64af1t5, wr2f0yl1bf68r73hkjee2pqt, b0me6l44boibnwpbtasxoy02x, ehztjmhg6fsddm1fqb00547o5, 1dwwsz1i6v8zwh802ujwf7emt, cfpaejad8i9p2r1fj0wx0g222, 17au7v1ocl4zab872g59821yi, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, fb1s5est3fuw1flrjl9isusp, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be",3977328005,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3977328025,194,e2vtm1318mm61db2wtj4m5p79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497397361,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-01-14T17:00:06.164Z,2023-01-14T19:56:24Z,3978032383,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497397407,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-14T17:00:06.164Z,2023-01-14T17:00:14Z,3978032637,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497401935,105,1,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,50.2,49.7,2023-01-14T17:00:06.300Z,2023-01-15T01:52:32Z,3978057089,212,18.8,3978057081,140,32.5,3978057085,141,53.4,3978057091,213,3.0,3978057191,279,S,3978811715,178,,3978057079,56,Back,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497402161,109,1,1,0,2,9dntj5dioj5ex52yrgwzxrq9l,1,31.9,52.7,2023-01-14T17:00:08.593Z,2023-01-15T01:53:31Z,3978058097,140,36.8,3978058095,56,Back,3978058101,212,13.9,3978058103,213,5.1,3978058099,141,33.7,3978812621,178,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403247,160,1,1,0,4,9dntj5dioj5ex52yrgwzxrq9l,1,36.7,34,2023-01-14T17:00:10.443Z,2023-01-15T01:53:36Z,3978063999,56,Center,3978064007,213,0.4,3978064005,212,40.7,3978064003,141,57.5,3978812705,178,,3978063997,155,,3978064001,140,72.3,3978064009,1,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497402891,140,1,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,0,71.8,63.9,2023-01-14T17:00:12.928Z,2023-01-15T01:53:47Z,3978062211,213,5.7,3978062205,140,83.1,3978062203,56,Center,3978062207,141,51.3,3978062201,3,,3978812859,388,,3978062209,212,14.6,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497397451,3,12,1,0,8,bi1fxjrncd0ram0oi7ja1jyuo,1,16,42.9,2023-01-14T17:00:14.726Z,2023-01-15T01:53:55Z,3978032859,213,5.2,3978032851,56,Back,3978813015,178,,3978032855,141,19.2,3978032853,140,24.6,3978032857,212,18.5,,,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497397435,3,61,1,0,9,9dntj5dioj5ex52yrgwzxrq9l,1,73.1,79.8,2023-01-14T17:00:15.994Z,2023-01-15T01:54:02Z,3978813131,178,,3978032785,56,Left,,,,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
