id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515914237,9,1,1,0,15,4plikfte18rv8v4l89z803d4y,1,29.9,54.5,2023-03-05T14:00:43.730Z,2023-03-05T21:40:28Z,4075465857,140,31.9,4077334683,178,,4075465859,141,89.6,4075465861,212,24.0,4075465863,213,1.5,4075465855,56,Back,,,,,,,7wjzrrcy3fp8nq6dlanfxvqhh,B. Nuytinck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914279,10,1,1,0,18,4plikfte18rv8v4l89z803d4y,1,28.8,90.5,2023-03-05T14:00:46.525Z,2023-03-05T21:40:31Z,4075466057,141,97.5,4075466053,56,Back,4077334805,178,,4075466059,212,8.6,4075466061,213,0.6,4075466055,140,35.6,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914363,11,1,1,0,19,4plikfte18rv8v4l89z803d4y,1,36.6,95,2023-03-05T14:00:47.915Z,2023-03-05T21:40:34Z,4075466485,212,14.4,4075466479,56,Back,4075466487,213,3.3,4075466481,140,23.1,4075466483,141,91.4,4077334887,178,,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914423,12,1,1,0,21,4plikfte18rv8v4l89z803d4y,1,21.1,88,2023-03-05T14:00:50.384Z,2023-03-05T21:40:40Z,4075466763,140,3.3,4075466761,56,Back,4075466767,212,29.1,4075466769,213,4.0,4075466765,141,55.2,4077335107,178,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914501,13,1,1,0,27,4plikfte18rv8v4l89z803d4y,1,3.3,55.2,2023-03-05T14:00:55.614Z,2023-03-05T21:40:42Z,4077335173,178,,4075467139,213,1.4,4075467135,141,82.9,4075467137,212,19.1,4075467131,56,Back,4075467133,140,6.3,,,,,,,e2dn4s6p2f6xnbaje17wd3jyt,E. Audero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914507,14,1,1,0,30,4plikfte18rv8v4l89z803d4y,0,12.2,91.9,2023-03-05T14:00:59.117Z,2023-03-05T21:40:46Z,4077335299,178,,4075467173,213,0,4075467275,233,3,4075467161,56,Back,4075467171,212,1.7,4075467169,141,91.9,4075467165,140,13.8,4075467273,236,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,4075467281,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914511,3,74,1,0,30,49rkyo4do8uwj06geomw0xr4i,1,86,6.4,2023-03-05T14:00:59.229Z,2023-03-05T21:40:51Z,4075467185,56,Right,4075467187,285,,4077335491,389,,4075467289,233,14,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914539,4,5,1,0,31,49rkyo4do8uwj06geomw0xr4i,0,84.3,-1.6,2023-03-05T14:00:59.982Z,2023-03-05T21:40:56Z,4075467345,56,Right,4075467347,347,,4075467557,233,15,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914565,15,5,1,0,31,4plikfte18rv8v4l89z803d4y,1,15.7,101.6,2023-03-05T14:00:59.982Z,2023-03-05T21:40:56Z,4075467463,347,,4075467461,56,Back,4075467493,233,4,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914765,16,1,1,0,42,4plikfte18rv8v4l89z803d4y,1,25.5,100,2023-03-05T14:01:11.323Z,2023-03-05T21:41:00Z,4075468451,213,4.1,4075468427,107,,4075468433,140,21.1,4075468445,212,8.5,4075468429,56,Back,4075468437,141,91.1,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914833,17,1,1,0,43,4plikfte18rv8v4l89z803d4y,0,20.9,91.3,2023-03-05T14:01:12.125Z,2023-03-05T21:41:05Z,4077336149,178,,4075468785,1,,4075468761,157,,4075468777,141,94.8,4075468773,140,25.1,4075468781,212,5.0,4075468783,213,0.5,4075468767,56,Back,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914803,5,44,1,0,46,49rkyo4do8uwj06geomw0xr4i,1,73.6,4.2,2023-03-05T14:01:15.341Z,2023-03-05T22:25:09Z,4075468645,286,,4075469847,233,18,4075468643,56,Right,,,,,,,,,,,,,,,,ezpkmoz1z08da3o3g45m12lzp,J. Sambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914881,18,44,1,0,46,4plikfte18rv8v4l89z803d4y,0,26.4,95.8,2023-03-05T14:01:15.342Z,2023-03-05T21:41:10Z,4075469883,233,5,4075469019,285,,4075469017,56,Back,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914857,6,1,1,0,47,49rkyo4do8uwj06geomw0xr4i,0,74.5,6.4,2023-03-05T14:01:15.465Z,2023-03-05T22:25:10Z,4075468883,213,0.1,4075468871,140,100.0,4075468867,56,Right,4075468863,3,,4077336469,388,,4075468875,141,12.0,4075468879,212,29.0,,,,ezpkmoz1z08da3o3g45m12lzp,J. Sambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914861,7,5,1,0,50,49rkyo4do8uwj06geomw0xr4i,0,100.9,14.8,2023-03-05T14:01:19.039Z,2023-03-05T21:41:31Z,4075468907,56,Right,4075468909,346,,4075469123,233,19,,,,,,,,,,,,,,,,ezpkmoz1z08da3o3g45m12lzp,J. Sambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914893,19,5,1,0,50,4plikfte18rv8v4l89z803d4y,1,-0.9,85.2,2023-03-05T14:01:19.039Z,2023-03-05T21:41:31Z,4075469087,346,,4075469083,56,Back,4075469113,233,7,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915303,20,1,1,1,5,4plikfte18rv8v4l89z803d4y,1,3.5,50,2023-03-05T14:01:33.480Z,2023-03-05T21:41:40Z,4075471201,124,,4075471219,213,1.4,4075471223,237,,4075471217,212,7.9,4075471205,56,Back,4075471209,140,4.6,4075471213,141,61.5,4075471269,189,,e2dn4s6p2f6xnbaje17wd3jyt,E. Audero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915413,21,1,1,1,6,4plikfte18rv8v4l89z803d4y,1,4.6,61.5,2023-03-05T14:01:34.933Z,2023-03-05T21:41:45Z,4075471705,213,4.8,4077337655,178,,4075471697,56,Back,4075471701,141,18.8,4075471703,212,29.3,4075471699,140,8.0,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915441,22,1,1,1,9,4plikfte18rv8v4l89z803d4y,1,8,18.8,2023-03-05T14:01:38.173Z,2023-03-05T21:41:53Z,4075471849,56,Back,4075471855,212,20.9,4077337969,178,,4075471853,141,5.6,4075471851,140,26.0,4075471857,213,5.8,,,,,,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915485,23,1,1,1,12,4plikfte18rv8v4l89z803d4y,1,26,5.6,2023-03-05T14:01:40.999Z,2023-03-05T21:41:56Z,4075472045,212,19.1,4077338043,178,,4075472047,213,3.1,4075472041,140,7.8,4075472039,56,Back,4075472043,141,5.8,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915497,24,1,1,1,14,4plikfte18rv8v4l89z803d4y,0,7.7,3.4,2023-03-05T14:01:43.224Z,2023-03-05T21:42:02Z,4075472111,141,3.4,4075472113,212,3.7,4075472165,286,,4077338317,178,,4075472109,140,11.2,4075472105,155,,4075472107,56,Back,4075472115,213,0,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,4075472159,236,4075472161,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915477,8,74,1,1,14,49rkyo4do8uwj06geomw0xr4i,1,88.6,97.3,2023-03-05T14:01:43.351Z,2023-03-05T21:42:07Z,4075472017,285,,4077338459,388,,4075472201,233,24,4075472015,56,Left,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915519,9,5,1,1,16,49rkyo4do8uwj06geomw0xr4i,0,100.7,92.5,2023-03-05T14:01:45.440Z,2023-03-05T21:42:10Z,4075472229,56,Left,4075472231,346,,4075472343,233,25,,,,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915529,25,5,1,1,16,4plikfte18rv8v4l89z803d4y,1,-0.7,7.5,2023-03-05T14:01:45.440Z,2023-03-05T21:42:09Z,4075472321,233,9,4075472289,346,,4075472287,56,Back,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916293,26,1,1,1,43,4plikfte18rv8v4l89z803d4y,1,5.3,46.1,2023-03-05T14:02:11.964Z,2023-03-05T21:42:29Z,4075475837,56,Right,4075475845,213,5.9,4075475847,1,,4075475835,124,,4075475851,74,,4075475843,212,54.5,4075475839,140,54.3,4075475841,141,19.8,e2dn4s6p2f6xnbaje17wd3jyt,E. Audero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916367,27,1,1,1,47,4plikfte18rv8v4l89z803d4y,0,52.1,19,2023-03-05T14:02:15.605Z,2023-03-05T21:42:37Z,4077339695,388,,4075476195,56,Right,4075476199,141,2.5,4075476197,140,77.5,4075476201,212,28.9,4075476203,213,5.9,4075476193,3,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916373,10,12,1,1,50,49rkyo4do8uwj06geomw0xr4i,1,23.2,95.8,2023-03-05T14:02:18.453Z,2023-03-05T21:42:47Z,4075476251,140,24.8,4075476265,213,1.2,4077340113,178,,4075476255,141,100.0,4075476311,167,,4075476245,56,Back,4075476261,212,4.3,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916379,11,5,1,1,50,49rkyo4do8uwj06geomw0xr4i,0,25,102,2023-03-05T14:02:19.237Z,2023-03-05T21:42:50Z,4075476283,347,,4075476281,56,Back,4075476599,233,28,,,,,,,,,,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916431,28,5,1,1,50,4plikfte18rv8v4l89z803d4y,1,75,-2,2023-03-05T14:02:19.237Z,2023-03-05T21:42:50Z,4075476573,233,11,4075476525,347,,4075476523,56,Right,,,,,,,,,,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916471,29,1,1,1,52,4plikfte18rv8v4l89z803d4y,1,77.2,0,2023-03-05T14:02:21.116Z,2023-03-05T21:42:56Z,4075476737,107,,4075476747,213,2.8,4075476743,141,1.5,4075476741,140,71.8,4075476739,56,Right,4075476745,212,6.0,,,,,,,x1qsrbva1nlv7nvmk2an19ed,Jesé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916521,30,1,1,1,54,4plikfte18rv8v4l89z803d4y,1,65.2,4,2023-03-05T14:02:23.311Z,2023-03-05T21:42:58Z,4075476955,213,2.3,4075476945,140,60.7,4075476951,212,7.2,4075476943,56,Right,4077340615,178,,4075476947,141,12.0,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916597,31,1,1,1,56,4plikfte18rv8v4l89z803d4y,1,60.1,17.4,2023-03-05T14:02:25.313Z,2023-03-05T21:43:00Z,4075477369,140,43.2,4075477375,213,2.4,4077340711,178,,4075477373,212,23.1,4075477367,56,Back,4075477371,141,39.1,,,,,,,5qfa3h4gut5jlnfkexq5m1djp,H. Winks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916713,32,1,1,1,59,4plikfte18rv8v4l89z803d4y,1,43.9,45.5,2023-03-05T14:02:28.280Z,2023-03-05T21:43:03Z,4075478001,213,1.4,4075477999,212,15.8,4075477995,140,46.1,4075477997,141,68.5,4077340791,178,,4075477993,56,Back,,,,,,,7wjzrrcy3fp8nq6dlanfxvqhh,B. Nuytinck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916779,33,1,1,2,4,4plikfte18rv8v4l89z803d4y,1,55.9,73.8,2023-03-05T14:02:33.133Z,2023-03-05T21:43:06Z,4075478375,213,1.1,4077340875,178,,4075478369,141,97.1,4075478365,56,Left,4075478373,212,17.8,4075478367,140,63.6,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916823,34,1,1,2,6,4plikfte18rv8v4l89z803d4y,1,65.2,96,2023-03-05T14:02:35.376Z,2023-03-05T21:43:08Z,4075478605,140,70.5,4075478609,141,88.1,4077340959,178,,4075478617,213,5.5,4075478613,212,7.7,4075478601,56,Left,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916841,35,1,1,2,9,4plikfte18rv8v4l89z803d4y,1,70.8,89.7,2023-03-05T14:02:37.571Z,2023-03-05T21:43:11Z,4077341103,178,,4075478697,141,96.9,4075478693,56,Left,4075478701,213,1.2,4075478699,212,5.3,4075478695,140,72.7,,,,,,,3yl0m3n14kek9pwkp7catyh9l,A. Sabiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916929,36,1,1,2,9,4plikfte18rv8v4l89z803d4y,1,72.7,97.4,2023-03-05T14:02:38.264Z,2023-03-05T21:43:15Z,4075479177,141,92.1,4075479181,213,3.4,4075479173,56,Left,4077341243,178,,4075479179,212,16.4,4075479175,140,57.5,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516270009,929,67,1,2,12,4plikfte18rv8v4l89z803d4y,1,54.5,91.1,2023-03-05T14:02:41.063Z,2023-03-05T22:25:10Z,4077384691,233,807,,,,,,,,,,,,,,,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516270001,807,67,1,2,12,49rkyo4do8uwj06geomw0xr4i,0,45.5,8.9,2023-03-05T14:02:41.064Z,2023-03-05T22:03:47Z,4077384723,233,929,,,,,,,,,,,,,,,,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916939,37,61,1,2,12,4plikfte18rv8v4l89z803d4y,0,55.3,91.2,2023-03-05T14:02:41.066Z,2023-03-05T22:25:10Z,4075479209,56,Left,4077341511,178,,,,,,,,,,,,,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916935,12,49,1,2,13,49rkyo4do8uwj06geomw0xr4i,1,54.3,17.9,2023-03-05T14:02:42.203Z,2023-03-05T21:43:43Z,,,,,,,,,,,,,,,,,,,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917063,13,1,1,2,18,49rkyo4do8uwj06geomw0xr4i,1,60.4,39.1,2023-03-05T14:02:46.758Z,2023-03-05T21:43:46Z,4077342531,178,,4075479801,212,7.8,4075479803,213,4.3,4075479795,56,Center,4075479799,141,28.6,4075479797,140,57.5,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917087,14,1,1,2,19,49rkyo4do8uwj06geomw0xr4i,0,57.5,21.3,2023-03-05T14:02:48.262Z,2023-03-05T21:43:50Z,4075479909,56,Right,4075479921,213,6.0,4077342613,178,,4075479911,140,64.0,4075479919,212,7.1,4075479915,141,18.2,,,,,,,2zgjwhl5i4lya4hh7xed1jefp,D. Črnigoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917641,39,61,1,2,19,4plikfte18rv8v4l89z803d4y,1,36.6,77.1,2023-03-05T14:02:48.414Z,2023-03-05T21:43:54Z,4075482663,56,Back,4077342711,178,,,,,,,,,,,,,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516254957,802,3,1,2,22,49rkyo4do8uwj06geomw0xr4i,0,75.6,19.2,2023-03-05T14:02:50.676Z,2023-03-05T21:43:57Z,4077298995,56,Right,4077298999,464,,4077299001,467,7wjzrrcy3fp8nq6dlanfxvqhh,4077342787,178,,4077298997,286,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917157,15,4,1,2,22,49rkyo4do8uwj06geomw0xr4i,1,75.9,20.4,2023-03-05T14:02:50.899Z,2023-03-05T21:44:01Z,4075480463,233,38,4075480275,13,,4075480279,152,,4075480281,265,,4075480277,56,Right,4075480287,286,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
