id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2458674391,15,5,1,0,56,67z1gqyiuzpmmb15q5fy7ntc4,0,81.8,-2,2022-09-11T13:01:16.407Z,2022-09-11T18:21:12Z,3773163195,347,,3773163191,56,Right,3773164035,233,9,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674589,10,1,1,1,5,bi1fxjrncd0ram0oi7ja1jyuo,1,21.8,100,2022-09-11T13:01:25.445Z,2022-09-11T18:21:19Z,3773164207,107,,3773164211,140,3.6,3773164217,212,20.6,3773164209,56,Back,3773164213,141,89.2,3773428601,189,,3773164221,213,3.5,,,,90pjbz2aq8vz4qapqu1yt2ynd,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674635,11,1,1,1,7,bi1fxjrncd0ram0oi7ja1jyuo,1,8.3,83.5,2022-09-11T13:01:28.325Z,2022-09-11T18:21:26Z,3773164411,141,50.3,3773164407,56,Back,3773164415,213,4.4,3773164409,140,1.8,3774510173,178,,3773164413,212,23.6,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674643,12,1,1,1,9,bi1fxjrncd0ram0oi7ja1jyuo,0,1.7,56.3,2022-09-11T13:01:30.110Z,2022-09-11T18:21:38Z,3773164463,140,40.7,3773164459,157,,3773164475,1,,3773164471,213,0.6,3774510935,178,,3773164465,141,100.0,3773164469,212,51.3,3773164461,56,Back,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674645,13,5,1,1,13,bi1fxjrncd0ram0oi7ja1jyuo,0,38.1,101,2022-09-11T13:01:33.780Z,2022-09-11T18:21:49Z,3773165513,233,16,3773164483,56,Back,3773164485,347,,,,,,,,,,,,,,,,,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674833,16,5,1,1,13,67z1gqyiuzpmmb15q5fy7ntc4,1,61.9,-1,2022-09-11T13:01:33.780Z,2022-09-11T18:21:49Z,3773165509,233,13,3773165485,56,Right,3773165491,347,,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674873,17,1,1,1,26,67z1gqyiuzpmmb15q5fy7ntc4,0,61.2,0,2022-09-11T13:01:46.598Z,2022-09-11T18:22:01Z,3773165743,141,31.3,3773165737,107,,3773165747,213,1.9,3773165739,56,Center,3773165741,140,53.4,3773165749,1,,3773165745,212,23.8,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458725455,368,8,1,1,28,bi1fxjrncd0ram0oi7ja1jyuo,1,46.1,70.3,2022-09-11T13:01:48.668Z,2022-09-11T18:22:15Z,3773876563,383,,3773429891,56,Back,3774513223,388,,,,,,,,,,,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674889,14,49,1,1,29,bi1fxjrncd0ram0oi7ja1jyuo,1,43,67.6,2022-09-11T13:01:49.939Z,2022-09-11T18:22:30Z,,,,,,,,,,,,,,,,,,,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674957,15,1,1,1,31,bi1fxjrncd0ram0oi7ja1jyuo,1,39.3,66.1,2022-09-11T13:01:51.414Z,2022-09-11T18:22:38Z,3773166141,56,Back,3773166145,141,50.4,3773166149,213,3.5,3773166143,140,14.3,3774514765,178,,3773166147,212,28.3,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675013,16,1,1,1,34,bi1fxjrncd0ram0oi7ja1jyuo,1,13.8,46,2022-09-11T13:01:54.792Z,2022-09-11T18:22:47Z,3773166415,213,5.2,3773166403,56,Back,3773166409,141,15.0,3773166405,140,23.7,3774515439,178,,3773166413,212,23.5,,,,,,,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675045,17,1,1,1,38,bi1fxjrncd0ram0oi7ja1jyuo,1,33.4,10.9,2022-09-11T13:01:59.085Z,2022-09-11T18:22:56Z,3773166579,140,46.5,3773166583,212,14.5,3773166585,213,6.0,3773166577,56,Back,3773166581,141,4.1,3774516003,178,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675079,18,1,1,1,40,bi1fxjrncd0ram0oi7ja1jyuo,0,46.5,4.1,2022-09-11T13:02:00.765Z,2022-09-11T18:23:10Z,3773166815,56,Center,3773166819,141,25.5,3773166823,213,0.5,3773166817,140,70.7,3774516897,178,,3773166813,155,,3773166821,212,29.3,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675117,18,1,1,1,43,67z1gqyiuzpmmb15q5fy7ntc4,1,28.6,73.9,2022-09-11T13:02:03.548Z,2022-09-11T18:23:36Z,3773167007,141,84.4,3773167011,213,0.4,3773167003,56,Back,3773167009,212,18.0,3773167005,140,44.3,3774518563,178,,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675121,19,49,1,1,44,67z1gqyiuzpmmb15q5fy7ntc4,1,47.1,85.4,2022-09-11T13:02:05.006Z,2022-09-11T20:24:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675165,20,1,1,1,45,67z1gqyiuzpmmb15q5fy7ntc4,1,47.1,85.4,2022-09-11T13:02:06.166Z,2022-09-11T18:24:37Z,3773167223,56,Back,3773167243,212,8.1,3773167237,141,73.6,3773167245,213,4.6,3774521699,178,,3773167225,140,46.0,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675187,21,1,1,1,47,67z1gqyiuzpmmb15q5fy7ntc4,0,52.9,67.5,2022-09-11T13:02:08.225Z,2022-09-11T18:25:05Z,3774523325,178,,3773167355,56,Center,3773167363,213,5.1,3773167359,141,54.6,3773167361,212,9.6,3773167357,140,56.6,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675247,19,49,1,1,48,bi1fxjrncd0ram0oi7ja1jyuo,1,38,44.2,2022-09-11T13:02:09.056Z,2022-09-11T18:25:13Z,,,,,,,,,,,,,,,,,,,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675263,20,1,1,1,50,bi1fxjrncd0ram0oi7ja1jyuo,0,37.7,44.2,2022-09-11T13:02:11.125Z,2022-09-11T18:25:21Z,3773167725,212,7.8,3773167721,141,33.0,3773167715,56,Back,3773167719,140,35.9,3773167727,213,4.5,3774524029,178,,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675267,22,49,1,1,51,67z1gqyiuzpmmb15q5fy7ntc4,1,66.5,73.2,2022-09-11T13:02:12.062Z,2022-09-11T18:25:37Z,,,,,,,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675309,23,50,1,1,52,67z1gqyiuzpmmb15q5fy7ntc4,1,68.9,63.2,2022-09-11T13:02:13.167Z,2022-09-11T18:25:44Z,3773167975,233,21,3773167935,286,,3773167933,56,Center,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675313,21,7,1,1,53,bi1fxjrncd0ram0oi7ja1jyuo,0,31.1,36.8,2022-09-11T13:02:13.886Z,2022-09-11T18:25:51Z,3773167939,285,,3773167945,233,23,3774525595,178,,3773167937,56,Back,3773878969,384,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675459,24,1,1,1,56,67z1gqyiuzpmmb15q5fy7ntc4,1,70.9,41.5,2022-09-11T13:02:17.038Z,2022-09-11T18:26:00Z,3773168641,141,18.0,3773168645,213,5.4,3773168631,56,Right,3774526157,178,,3773168637,140,84.4,3773168643,212,21.4,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458971341,918,83,1,2,1,bi1fxjrncd0ram0oi7ja1jyuo,1,4.2,76.5,2022-09-11T13:02:21.976Z,2022-09-11T19:34:19Z,3774780835,399,241711,,,,,,,,,,,,,,,,,,,,,,90pjbz2aq8vz4qapqu1yt2ynd,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675487,25,1,1,2,1,67z1gqyiuzpmmb15q5fy7ntc4,0,96.8,21.2,2022-09-11T13:02:21.988Z,2022-09-11T18:26:08Z,3773168807,213,1.6,3773168797,155,,3773880727,20,,3773168803,141,37.9,3774526555,178,,3773168801,140,96.2,3773168795,2,,3773168805,212,11.4,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,3773168799,56,Center,3773880725,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675481,22,52,1,2,2,bi1fxjrncd0ram0oi7ja1jyuo,1,2.3,58.5,2022-09-11T13:02:23.028Z,2022-09-11T18:26:14Z,3774526861,178,,3773881005,377,,,,,,,,,,,,,,,,,,,,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675745,23,1,1,2,10,bi1fxjrncd0ram0oi7ja1jyuo,1,13.7,50.1,2022-09-11T13:02:30.947Z,2022-09-11T18:27:17Z,3773170127,123,,3773170137,141,34.5,3774530563,178,,3773170135,140,26.8,3773170139,212,17.4,3773170131,56,Back,3773173895,189,,3773170141,213,5.6,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675767,24,1,1,2,13,bi1fxjrncd0ram0oi7ja1jyuo,1,32,25.8,2022-09-11T13:02:33.524Z,2022-09-11T18:27:28Z,3773170235,56,Back,3773174895,189,,3773170239,141,18.8,3773170241,212,18.7,3773170243,213,3.4,3773170237,140,14.8,3774531363,178,,,,,3ail949zww61xhkymcg66bca1,Þ. Helgason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675783,25,1,1,2,17,bi1fxjrncd0ram0oi7ja1jyuo,1,11.8,18.9,2022-09-11T13:02:37.628Z,2022-09-11T18:27:34Z,3773170337,213,2.0,3773170325,140,3.3,3773170329,141,48.7,3774531745,178,,3773170321,56,Back,3773170333,212,22.1,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675839,26,1,1,2,18,bi1fxjrncd0ram0oi7ja1jyuo,1,3.3,48.8,2022-09-11T13:02:39.153Z,2022-09-11T18:27:43Z,3773170637,213,1.1,3773170633,141,77.0,3773170629,56,Back,3773170635,212,21.9,3774532293,178,,3773170631,140,13.3,,,,,,,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675947,27,1,1,2,26,bi1fxjrncd0ram0oi7ja1jyuo,1,36.6,76.4,2022-09-11T13:02:46.449Z,2022-09-11T18:27:50Z,3773171233,213,0.5,3773171227,140,61.0,3774532741,178,,3773171231,212,28.9,3773171225,56,Left,3773171229,141,96.0,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
