id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2458637019,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-09-11T12:10:45.951Z,2022-09-11T13:01:03Z,3772976677,194,4x1tm440b5cshi5gxkx5k9m95,3772976673,130,4,3772976669,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3772976671,59,"30, 17, 97, 42, 5, 6, 14, 8, 77, 11, 22, 93, 28, 1, 7, 9, 13, 16, 19, 21, 25, 29, 83, 99",3772976675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772997701,197,5190,3772976679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772976667,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 90pjbz2aq8vz4qapqu1yt2ynd, 4x1tm440b5cshi5gxkx5k9m95, 8j498fkairlyk82v1qprc13op, bkz9b4cqf8f970myv8r49f561, 3ail949zww61xhkymcg66bca1, cnexf6pdh1piheuuqzrbb1t61, cv8wgka2bmkeqajg3eo9lb4k5, 6gjr3yxp34gj52xx8xfm9nt91, cntcffa67r95rbcf1154r92zu, 8mlps3xgwbxa7svajxfk2exud, 9ik51limpi4f3blp1r60hb27d, 3iveuhunq47tg8lg0lm3d31sl, 5cjx2i2perp5vr62en4cyer1m, 46yp8iqh0qm7i75d98tfrsbxm, 44g3gj1lpougjwjpq9houab4l, dd7i0ps16hldpriliccyvxct0, almqs7iwjgmimcpmegdkoh3o5, 9t753r5hnyq6qe5o7csuurw15, 1oszv53od5pulbhx566ht984q, 6e4y15kfry8fzixh99zpala6t, 40g1jre7l8d2efvx9961kyqga, 6dioxrahqm3l316lwtvqstnxm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458638021,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-09-11T12:11:47.315Z,2022-09-11T12:57:46Z,3772981247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772981243,59,"16, 19, 30, 55, 3, 4, 32, 12, 17, 47, 6, 5, 7, 8, 9, 10, 22, 26, 28, 34, 38, 44, 79, 80, 84, 89",3772981251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772981249,194,2qdgfxqyh0bjn3alkz97py8k5,3772981245,130,12,3772981241,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3773151301,197,16793,3772981239,30,"b3hr4q25jvqr7565z5ydqylt5, 721e4tx2wrwb4kd9w80fcq19l, 4d17grk2qflzake218uz76uei, thnje2i2s96fcbuscj57053p, erdqr6vrr5tlfypbks3og0dlh, ejgtltbsu0djglqw98gywgu6t, 2qdgfxqyh0bjn3alkz97py8k5, 64z85woxiowxzod5e0g0x77x1, 6ck9f1ppvl65nui0x71q80jx1, dq037w5t3ht5zgd75mue4p1pl, 79e6khfyg3rdauul0yjlixv8q, av8588qp8e5wz3s7cg1n2qgnp, 4vonqsqrzoyye4vs6n7dud2p5, 1muwnu7rq4feejspx7no203px, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, 2zk88fh1e5js1g2jmfkrjmxka, 1b8uwkohkevu6ltjex0liklpl, duqiler25n63ksi0fxreo50mi, aqihfinmho5z4o2r2umpddsyd, 98x5xrku2jffo0in2u2htazca, chjjcy789cuwlsik2ibmubtyi, 42kcyb3d0nlrld251epht6lsl, rblijalj0qnu455jtjoi3pjo, bcqsti42fhzap385lnfe4auhh, 6jwy293owzzhldv4i9wxntjv9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673555,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-09-11T13:00:20.364Z,2022-09-11T18:02:32Z,3773159057,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673583,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-09-11T13:00:20.364Z,2022-09-11T13:00:22Z,3773159203,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673605,3,1,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,50,50,2022-09-11T13:00:20.396Z,2022-09-11T19:11:07Z,3774480145,178,,3773159281,141,43.1,3773159285,213,3.4,3773159277,56,Back,3773159283,212,17.7,3773159279,140,33.7,3773159287,279,S,,,,3ail949zww61xhkymcg66bca1,Þ. Helgason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673631,4,1,1,0,1,bi1fxjrncd0ram0oi7ja1jyuo,1,33.7,43.3,2022-09-11T13:00:21.883Z,2022-09-11T18:13:28Z,3774481345,178,,3773159395,56,Back,3773159403,213,1.9,3773159399,141,53.4,3773159401,212,7.2,3773159397,140,31.5,,,,,,,8j498fkairlyk82v1qprc13op,M. Pongračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673655,5,1,1,0,2,bi1fxjrncd0ram0oi7ja1jyuo,0,31.5,55.1,2022-09-11T13:00:23.041Z,2022-09-11T18:13:33Z,3773159513,1,,3773159501,157,,3773159509,212,46.6,3773159505,140,73.4,3774481805,178,,3773159503,56,Center,3773159511,213,0.3,3773159507,141,77.8,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673747,3,4,1,0,5,67z1gqyiuzpmmb15q5fy7ntc4,1,29.8,21.7,2022-09-11T13:00:25.421Z,2022-09-11T18:14:54Z,3773159903,13,,3773159907,56,Back,3773159911,285,,3773160121,233,6,3773159909,152,,3773159905,294,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673781,6,4,1,0,5,bi1fxjrncd0ram0oi7ja1jyuo,0,70.2,78.3,2022-09-11T13:00:25.422Z,2022-09-11T18:14:54Z,3773160079,294,,3773160083,152,,3773160081,56,Center,3773160077,13,,3773160085,286,,3773160143,233,3,3774487209,178,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673853,4,1,1,0,16,67z1gqyiuzpmmb15q5fy7ntc4,1,28.7,26.7,2022-09-11T13:00:36.395Z,2022-09-11T18:15:11Z,3773160493,213,1.8,3773160473,152,,3773160489,212,14.5,3773160477,56,Back,3774488377,178,,3773160483,140,25.9,3773160471,5,,3773160487,141,47.6,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673925,5,1,1,0,18,67z1gqyiuzpmmb15q5fy7ntc4,1,28.5,54,2022-09-11T13:00:39.361Z,2022-09-11T18:15:20Z,3773160839,141,69.3,3773160835,56,Back,3773160841,212,11.7,3773160843,213,1.1,3774488907,178,,3773160837,140,33.7,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673997,6,1,1,0,24,67z1gqyiuzpmmb15q5fy7ntc4,1,41,78.4,2022-09-11T13:00:44.589Z,2022-09-11T18:15:32Z,3773161199,213,4.6,3773161195,141,27.7,3773161191,56,Back,3773161201,1,,3773161193,140,37.7,3773161197,212,34.6,3774489525,178,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674011,7,1,1,0,29,67z1gqyiuzpmmb15q5fy7ntc4,1,39.2,32.1,2022-09-11T13:00:49.688Z,2022-09-11T18:15:46Z,3773161273,140,48.2,3773161277,212,9.8,3774489869,178,,3773161271,56,Back,3773161275,141,36.0,3773161279,213,0.3,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674045,8,1,1,0,30,67z1gqyiuzpmmb15q5fy7ntc4,1,48.2,32.5,2022-09-11T13:00:50.606Z,2022-09-11T18:16:11Z,3773161487,212,20.8,3773161483,140,52.3,3773161489,213,4.9,3773161485,141,2.6,3773161481,56,Right,3774491683,178,,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674071,9,1,1,0,32,67z1gqyiuzpmmb15q5fy7ntc4,1,53.1,4,2022-09-11T13:00:53.135Z,2022-09-11T18:16:27Z,3773161607,213,0.8,3773161603,141,29.3,3773161599,56,Center,3774492663,178,,3773161605,212,25.0,3773161601,140,70.4,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674083,10,43,1,0,34,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-09-11T13:00:54.404Z,2022-09-11T13:04:52Z,3773161663,213,0.8,3773161659,141,34.3,3773161655,56,Center,3773161651,3,0,3773161653,168,0,3773183107,144,1,3773161661,212,9.1,3773161657,140,68.7,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674095,11,1,1,0,34,67z1gqyiuzpmmb15q5fy7ntc4,0,68.7,34.3,2022-09-11T13:00:54.787Z,2022-09-11T18:16:35Z,3773161723,140,77.9,3773161727,212,12.1,3774493107,178,,3773161721,56,Center,3773161729,213,5.6,3773161725,141,23.6,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674133,7,12,1,0,36,bi1fxjrncd0ram0oi7ja1jyuo,1,20.2,74.4,2022-09-11T13:00:56.871Z,2022-09-11T18:16:50Z,3774493835,178,,3773161915,56,Back,3773161923,213,2.0,3773161919,141,100.0,3773161921,212,19.9,3773161949,167,,3773161917,140,13.1,,,,8j498fkairlyk82v1qprc13op,M. Pongračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674139,8,5,1,0,37,bi1fxjrncd0ram0oi7ja1jyuo,0,14.7,101.7,2022-09-11T13:00:58.165Z,2022-09-11T18:16:59Z,3773161943,347,,3773162187,233,12,3773161941,56,Back,,,,,,,,,,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674175,12,5,1,0,37,67z1gqyiuzpmmb15q5fy7ntc4,1,85.3,-1.7,2022-09-11T13:00:58.165Z,2022-09-11T18:16:58Z,3773162105,56,Right,3773162107,347,,3773162179,233,8,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674371,13,1,1,0,53,67z1gqyiuzpmmb15q5fy7ntc4,1,88.9,0,2022-09-11T13:01:14.353Z,2022-09-11T18:21:00Z,3773163109,141,6.2,3773163105,56,Right,3773163113,213,1.7,3773163107,140,88.0,3773163111,212,5.6,3773163103,107,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674387,14,1,1,0,55,67z1gqyiuzpmmb15q5fy7ntc4,0,88,6.2,2022-09-11T13:01:15.393Z,2022-09-11T18:21:06Z,3773163183,141,0.0,3774508931,178,,3773163175,56,Right,3773163179,140,84.3,3773163187,213,4.1,3773163185,212,6.7,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674557,9,5,1,0,56,bi1fxjrncd0ram0oi7ja1jyuo,1,18.2,102,2022-09-11T13:01:16.407Z,2022-09-11T18:21:12Z,3773164029,233,15,3773164015,347,,3773164011,56,Back,,,,,,,,,,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
