id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value
2516107907,6,1,1,0,27,3vo5mpj7catp66nrwwqiuhuup,1,43.1,67.3,2023-03-05T17:00:55.043Z,2023-03-06T01:20:21Z,4076490263,212,29.1,4076490259,140,64.6,4077628141,178,,4076490261,141,94.3,4076490265,213,0.7,4076490257,56,Left,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516107923,7,1,1,0,30,3vo5mpj7catp66nrwwqiuhuup,1,67,94.6,2023-03-05T17:00:57.827Z,2023-03-06T01:20:48Z,4076490371,212,7.4,4076490367,140,61.4,4077628271,178,,4076490365,56,Left,4076490373,213,3.8,4076490369,141,88.1,,,,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516107949,8,1,1,0,31,3vo5mpj7catp66nrwwqiuhuup,1,60.7,88.3,2023-03-05T17:00:59.331Z,2023-03-06T01:20:54Z,4076490483,213,4.3,4076490479,141,74.3,4076490475,56,Center,4077628343,178,,4076490477,140,57.2,4076490481,212,10.2,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516107997,9,1,1,0,35,3vo5mpj7catp66nrwwqiuhuup,1,59,73.3,2023-03-05T17:01:03.368Z,2023-03-06T01:20:56Z,4076490697,213,4.0,4076490689,56,Back,4076490693,141,42.5,4076490695,212,28.7,4076490691,140,40.3,4077628925,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108007,10,1,1,0,38,3vo5mpj7catp66nrwwqiuhuup,1,40.3,42.5,2023-03-05T17:01:05.919Z,2023-03-06T01:20:59Z,4076490763,140,41.7,4077628969,178,,4076490767,212,12.5,4076490765,141,24.3,4076490761,56,Back,4076490769,213,4.8,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108029,11,1,1,0,40,3vo5mpj7catp66nrwwqiuhuup,1,41.7,24.3,2023-03-05T17:01:07.886Z,2023-03-06T01:21:01Z,4076490917,140,57.8,4076490923,213,5.6,4076490921,212,21.7,4076490919,141,4.3,4076490915,56,Right,4077629027,178,,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108055,12,1,1,0,42,3vo5mpj7catp66nrwwqiuhuup,0,57.8,4.3,2023-03-05T17:01:09.708Z,2023-03-06T01:21:03Z,4076491045,140,81.3,4077629087,178,,4076491047,141,0.0,4076491049,212,24.9,4076491051,213,6.1,4076491043,56,Right,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108197,6,5,1,0,44,bi1fxjrncd0ram0oi7ja1jyuo,1,21.6,100.6,2023-03-05T17:01:11.527Z,2023-03-06T01:21:06Z,4076491751,56,Back,4076491811,233,13,4076491753,347,,,,,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108059,13,5,1,0,44,3vo5mpj7catp66nrwwqiuhuup,0,78.4,-0.6,2023-03-05T17:01:11.527Z,2023-03-06T01:21:07Z,4076491067,347,,4076491065,56,Right,4076491831,233,6,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108221,7,1,1,0,54,bi1fxjrncd0ram0oi7ja1jyuo,1,30.6,100,2023-03-05T17:01:21.494Z,2023-03-06T01:21:11Z,4076491873,107,,4076491881,212,5.6,4076491877,140,31.6,4076491883,213,4.9,4076491875,56,Back,4076491879,141,93.1,,,,,,,90pjbz2aq8vz4qapqu1yt2ynd,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108267,8,1,1,0,54,bi1fxjrncd0ram0oi7ja1jyuo,0,33.5,91.7,2023-03-05T17:01:22.274Z,2023-03-06T01:21:14Z,4076492125,212,40.7,4076492121,140,67.5,4076492129,1,,4076492119,56,Center,4076492127,213,5.8,4076492117,157,,4077629301,178,,4076492123,141,62.9,d9sakxlp96siw0z1jltszdlgp,Y. Maleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108263,14,1,1,0,57,3vo5mpj7catp66nrwwqiuhuup,1,33.9,34.2,2023-03-05T17:01:25.021Z,2023-03-06T01:21:18Z,4076492107,212,23.6,4076492095,3,,4076492099,56,Back,4076492103,140,11.5,4076492109,213,3.2,4076492105,141,31.6,4077629453,178,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108275,15,49,1,1,0,3vo5mpj7catp66nrwwqiuhuup,1,13.3,42.5,2023-03-05T17:01:27.878Z,2023-03-06T01:21:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108343,16,1,1,1,2,3vo5mpj7catp66nrwwqiuhuup,1,13.3,42.5,2023-03-05T17:01:30.033Z,2023-03-06T01:21:30Z,4076492535,212,20.1,4076492531,140,26.1,4077629757,178,,4076492537,213,0.8,4076492529,56,Back,4076492533,141,64.5,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108403,17,1,1,1,9,3vo5mpj7catp66nrwwqiuhuup,1,40.6,68.1,2023-03-05T17:01:36.925Z,2023-03-06T01:21:33Z,4076492809,155,,4076492817,212,46.6,4076492813,140,84.7,4076492819,213,0.1,4076492811,56,Center,4077629801,178,,4076492821,1,,4076492815,141,75.7,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108425,18,1,1,1,15,3vo5mpj7catp66nrwwqiuhuup,1,85.5,75.3,2023-03-05T17:01:42.797Z,2023-03-06T01:21:39Z,4076492921,140,96.1,4076492919,56,Left,4076492925,212,11.8,4077629865,178,,4076492927,213,0.3,4076492923,141,81.0,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108453,19,1,1,1,17,3vo5mpj7catp66nrwwqiuhuup,0,96.1,81,2023-03-05T17:01:44.481Z,2023-03-06T01:21:43Z,4076493047,140,94.5,4077063051,72,,4076493043,155,,4077629971,178,,4076493053,213,4.6,4076493049,141,45.0,4077063047,225,,4076493051,212,24.5,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,4076493041,2,4076493045,56,Center,4077063049,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108471,9,44,1,1,19,bi1fxjrncd0ram0oi7ja1jyuo,1,6.4,58.1,2023-03-05T17:01:46.468Z,2023-03-06T01:59:00Z,4076493149,285,,4076493175,233,20,4076493147,56,Back,,,,,,,,,,,,,,,,90pjbz2aq8vz4qapqu1yt2ynd,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108461,20,44,1,1,19,3vo5mpj7catp66nrwwqiuhuup,0,93.6,41.9,2023-03-05T17:01:46.469Z,2023-03-06T01:21:46Z,4076493235,233,9,4076493089,56,Center,4076493093,286,,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108489,10,12,1,1,19,bi1fxjrncd0ram0oi7ja1jyuo,1,7.2,61.2,2023-03-05T17:01:46.533Z,2023-03-06T01:59:01Z,4076493243,141,93.6,4077630207,388,,4076493239,56,Back,4076493247,213,1.5,4076493261,15,,4076493245,212,22.1,4076493241,140,9.3,,,,90pjbz2aq8vz4qapqu1yt2ynd,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108537,21,1,1,1,25,3vo5mpj7catp66nrwwqiuhuup,1,88,6,2023-03-05T17:01:52.597Z,2023-03-06T01:22:01Z,4076493497,141,4.8,4076493501,213,3.2,4076493493,56,Right,4076493495,140,76.0,4076493499,212,12.6,4077630501,178,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108583,22,1,1,1,28,3vo5mpj7catp66nrwwqiuhuup,1,76,4.8,2023-03-05T17:01:55.590Z,2023-03-06T01:22:04Z,4076493727,213,2.7,4077630579,178,,4076493723,141,10.8,4076493725,212,10.5,4076493721,140,66.8,4076493719,56,Right,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108615,23,1,1,1,30,3vo5mpj7catp66nrwwqiuhuup,1,61.8,15.6,2023-03-05T17:01:57.985Z,2023-03-06T01:22:07Z,4076493911,141,49.8,4076493907,56,Back,4076493915,213,2.4,4076493913,212,35.1,4076493917,1,,4076493909,140,36.8,4077630647,178,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108657,24,1,1,1,33,3vo5mpj7catp66nrwwqiuhuup,1,36.8,49.8,2023-03-05T17:02:01.361Z,2023-03-06T01:22:09Z,4077630731,178,,4076494125,213,1.5,4076494121,141,85.6,4076494119,140,38.1,4076494123,212,24.4,4076494117,56,Back,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108701,25,1,1,1,37,3vo5mpj7catp66nrwwqiuhuup,1,38.1,85.6,2023-03-05T17:02:04.839Z,2023-03-06T01:22:14Z,4076494267,155,,4076494271,140,69.6,4076494279,1,,4076494275,212,33.4,4076494273,141,92.8,4076494269,56,Left,4077630847,178,,4076494277,213,0.1,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108703,26,50,1,1,42,3vo5mpj7catp66nrwwqiuhuup,1,86.2,97.3,2023-03-05T17:02:10.320Z,2023-03-06T01:22:30Z,4076494751,286,,4076495469,233,11,4076494297,56,Left,,,,,,,,,,,,,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108795,11,7,1,1,43,bi1fxjrncd0ram0oi7ja1jyuo,1,13.8,2.7,2023-03-05T17:02:10.541Z,2023-03-06T01:22:37Z,4077064379,385,,4076495465,233,26,4076494849,56,Back,4077631389,178,,4076494851,285,,4076494847,167,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108797,12,5,1,1,43,bi1fxjrncd0ram0oi7ja1jyuo,0,13.1,-1.4,2023-03-05T17:02:11.269Z,2023-03-06T01:22:39Z,4076494855,56,Back,4076494857,347,,4076499551,233,27,,,,,,,,,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108773,27,5,1,1,43,3vo5mpj7catp66nrwwqiuhuup,1,86.9,101.4,2023-03-05T17:02:11.269Z,2023-03-06T01:22:40Z,4076499545,233,12,4076494747,56,Left,4076494749,347,,,,,,,,,,,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108849,28,1,1,1,54,3vo5mpj7catp66nrwwqiuhuup,1,88.3,100,2023-03-05T17:02:21.814Z,2023-03-06T01:22:45Z,4076495065,141,91.9,4076495069,213,3.4,4076495061,56,Left,4076495063,140,66.1,4076495071,1,,4076495059,107,,4076495067,212,24.2,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108871,29,1,1,1,58,3vo5mpj7catp66nrwwqiuhuup,1,65.8,90.9,2023-03-05T17:02:26.080Z,2023-03-06T01:22:48Z,4076495179,140,79.9,4076495183,212,23.0,4076495181,141,65.1,4076495177,56,Center,4076495185,213,5.4,4077631621,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108887,30,1,1,2,1,3vo5mpj7catp66nrwwqiuhuup,1,78.4,61.1,2023-03-05T17:02:28.728Z,2023-03-06T01:22:50Z,4076495253,56,Center,4076495257,141,43.8,4076495261,213,4.2,4077631667,178,,4076495259,212,13.5,4076495255,140,72.1,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108919,31,1,1,2,2,3vo5mpj7catp66nrwwqiuhuup,1,72.1,43.8,2023-03-05T17:02:30.177Z,2023-03-06T01:22:54Z,4076495417,141,13.6,4077631767,178,,4076495413,56,Right,4076495421,213,5.2,4076495419,212,23.9,4076495415,140,83.7,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108965,32,1,1,2,5,3vo5mpj7catp66nrwwqiuhuup,1,85.5,16,2023-03-05T17:02:33.137Z,2023-03-06T01:23:08Z,4076497821,210,15,4076495657,213,2.5,4076495649,56,Center,4076495653,141,29.6,4077631845,178,,4076495655,212,15.3,4076495651,140,73.9,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108969,33,15,1,2,7,3vo5mpj7catp66nrwwqiuhuup,1,75.4,30.3,2023-03-05T17:02:35.285Z,2023-03-06T01:23:08Z,4076495681,18,,4076497861,29,,4076497875,146,97.2,4076497859,81,,4076497869,103,25.9,4076497873,328,,4076495679,22,,4076497867,102,47.2,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,4076495901,233,4077632001,178,,4076497871,215,,13,4076495863,20,4076497877,147,48.7,4076497863,55,32,4076495683,56,Center,,,,,,,,,,,,,,,,,
2516108985,13,10,1,2,8,bi1fxjrncd0ram0oi7ja1jyuo,1,1.3,52.4,2023-03-05T17:02:36.102Z,2023-03-06T01:23:17Z,4076495781,56,Back,4076495923,233,33,4076495777,181,,4076495775,173,,4076495779,182,,4077065397,377,,,,,,,,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516109011,14,5,1,2,12,bi1fxjrncd0ram0oi7ja1jyuo,0,8.8,101,2023-03-05T17:02:39.915Z,2023-03-06T01:23:19Z,4076496031,233,34,4076495985,56,Back,4076495989,347,,,,,,,,,,,,,,,,,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516108993,34,5,1,2,12,3vo5mpj7catp66nrwwqiuhuup,1,91.2,-1,2023-03-05T17:02:39.915Z,2023-03-06T01:23:19Z,4076495819,56,Right,4076495821,347,,4076496007,233,14,,,,,,,,,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516109029,35,1,1,2,15,3vo5mpj7catp66nrwwqiuhuup,0,91.4,0,2023-03-05T17:02:43.035Z,2023-03-06T01:23:22Z,4076496137,1,,4076496129,140,92.2,4076496133,212,21.4,4076496125,107,,4076496135,213,1.5,4076496131,141,30.8,4076496127,56,Center,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516109035,15,12,1,2,17,bi1fxjrncd0ram0oi7ja1jyuo,1,4.1,74.7,2023-03-05T17:02:44.426Z,2023-03-06T01:23:30Z,4076496163,212,18.7,4076496199,167,,4076496159,140,9.8,4077632623,178,,4076496157,56,Back,4076496165,213,1.2,4076496161,141,100.0,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516109041,16,5,1,2,18,bi1fxjrncd0ram0oi7ja1jyuo,0,11.6,101.4,2023-03-05T17:02:46.306Z,2023-03-06T01:23:33Z,4076496185,347,,4076496353,233,36,4076496183,56,Back,,,,,,,,,,,,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516109069,36,5,1,2,18,3vo5mpj7catp66nrwwqiuhuup,1,88.4,-1.4,2023-03-05T17:02:46.306Z,2023-03-06T01:23:33Z,4076496335,56,Right,4076496345,233,16,4076496337,347,,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516109287,37,1,1,2,43,3vo5mpj7catp66nrwwqiuhuup,0,89.6,0,2023-03-05T17:03:10.645Z,2023-03-06T01:23:36Z,4076497405,141,38.0,4076497409,213,1.5,4076497401,56,Center,4076497411,1,,4076497407,212,27.1,4076497403,140,91.3,4076497399,107,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
