id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/8/value,qualifier/15/value,qualifier/13/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2473082049,3,1,1,0,14,gi0l1habji5hpgar77dl5jqe,0,54.1,34.3,2022-10-16T16:00:29.485Z,2022-10-17T00:54:27Z,3849846517,140,69.5,3849846513,3,,3849846515,56,Center,3849846519,141,43.4,3851372519,178,,3849846523,213,0.4,3849846521,212,17.3,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082093,9,1,1,0,16,ej5er0oyngdw138yuumwqbyqt,1,27.8,62.6,2022-10-16T16:00:31.511Z,2022-10-17T00:54:36Z,3851372655,178,,3849846755,212,18.2,3849846751,140,39.6,3849846749,56,Back,3849846747,3,,3849846753,141,82.2,3849846757,213,0.8,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082097,10,50,1,0,19,ej5er0oyngdw138yuumwqbyqt,1,38.3,85.8,2022-10-16T16:00:34.759Z,2022-10-17T00:54:43Z,3849846767,56,Back,3849846785,233,4,3849846769,286,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082095,4,7,1,0,19,gi0l1habji5hpgar77dl5jqe,0,61.7,14.2,2022-10-16T16:00:34.879Z,2022-10-17T00:54:52Z,3849846777,233,10,3850761113,384,,3849846763,56,Right,3851373043,178,,3849846765,285,,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473085361,48,61,1,0,19,ej5er0oyngdw138yuumwqbyqt,1,39.2,88.4,2022-10-16T16:00:34.958Z,2022-10-17T00:54:55Z,3849863733,56,Back,3851373077,178,,,,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082127,11,50,1,0,22,ej5er0oyngdw138yuumwqbyqt,1,27.6,94,2022-10-16T16:00:38.053Z,2022-10-17T00:55:17Z,3849846961,233,5,3849846915,56,Back,3849846917,285,,,,,,,,,,,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082123,5,7,1,0,23,gi0l1habji5hpgar77dl5jqe,0,72.4,6,2022-10-16T16:00:38.770Z,2022-10-17T00:55:21Z,3850761689,383,,3849846909,56,Right,3849846911,286,,3851373951,178,,3849846931,233,11,,,,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082145,12,1,1,0,24,ej5er0oyngdw138yuumwqbyqt,1,27.7,94.1,2022-10-16T16:00:39.832Z,2022-10-17T00:55:26Z,3849847037,213,6.2,3849847029,56,Back,3849847033,141,93.0,3851374073,178,,3849847035,212,6.1,3849847031,140,33.5,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082149,13,50,1,0,25,ej5er0oyngdw138yuumwqbyqt,1,34.5,90.1,2022-10-16T16:00:40.671Z,2022-10-17T00:55:38Z,3849847113,286,,3849847051,56,Back,3849847109,233,6,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082137,6,7,1,0,25,gi0l1habji5hpgar77dl5jqe,0,65.5,9.9,2022-10-16T16:00:41.232Z,2022-10-17T00:55:43Z,3849847003,285,,3849847001,56,Right,3851374611,178,,3850762173,384,,3849847105,233,13,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082161,14,1,1,0,27,ej5er0oyngdw138yuumwqbyqt,1,24.5,85.7,2022-10-16T16:00:43.086Z,2022-10-17T00:55:48Z,3849847145,212,6.9,3849847141,140,18.2,3849847147,213,3.5,3849847143,141,82.6,3851374731,178,,3849847139,56,Back,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082199,15,1,1,0,29,ej5er0oyngdw138yuumwqbyqt,1,15.2,85.8,2022-10-16T16:00:44.769Z,2022-10-17T00:55:53Z,3851374867,178,,3849847327,56,Back,3849847331,141,95.1,3849847335,213,0.8,3849847333,212,9.0,3849847329,140,21.3,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082221,16,1,1,0,34,ej5er0oyngdw138yuumwqbyqt,1,19.4,96.3,2022-10-16T16:00:49.344Z,2022-10-17T00:55:57Z,3849847509,56,Back,3849847517,213,3.1,3849847513,141,97.7,3849847511,140,7.6,3849847515,212,12.4,3851375021,178,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082247,17,1,1,0,35,ej5er0oyngdw138yuumwqbyqt,0,8.3,97.1,2022-10-16T16:00:51.045Z,2022-10-17T00:56:01Z,3849848603,286,,3849847651,56,Back,3849847657,212,1.2,3849848599,233,8,3849847661,1,,3851375213,178,,3849847655,141,97.5,3849847659,213,0.2,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,3849847649,157,3849847653,140,9.4,3849848597,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082415,8,74,1,0,35,gi0l1habji5hpgar77dl5jqe,1,87.6,1.3,2022-10-16T16:00:51.111Z,2022-10-17T00:56:06Z,3849848619,233,17,3851375321,178,,3849848459,285,,3849848457,56,Right,,,,,,,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082307,7,5,1,0,37,gi0l1habji5hpgar77dl5jqe,0,76.9,-1.2,2022-10-16T16:00:52.360Z,2022-10-17T00:56:13Z,3849847983,347,,3849848127,233,18,3849847981,56,Right,,,,,,,,,,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082253,18,5,1,0,37,ej5er0oyngdw138yuumwqbyqt,1,23.1,101.2,2022-10-16T16:00:52.360Z,2022-10-17T00:56:13Z,3849847683,347,,3849848079,233,7,3849847681,56,Back,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082441,19,1,1,0,48,ej5er0oyngdw138yuumwqbyqt,1,22.9,100,2022-10-16T16:01:03.719Z,2022-10-17T00:56:20Z,3849848587,212,10.4,3849848583,140,13.9,3849848585,141,94.5,3849848589,213,3.6,3849848581,56,Back,3849848579,107,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082481,20,1,1,0,53,ej5er0oyngdw138yuumwqbyqt,0,14.5,94.1,2022-10-16T16:01:09.113Z,2022-10-17T00:56:24Z,3849848791,1,,3849848775,56,Left,3849848779,140,56.2,3849848773,155,,3849848783,141,83.7,3849848787,212,44.4,3849848789,213,6.1,3851375829,178,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082505,9,1,1,0,56,gi0l1habji5hpgar77dl5jqe,1,42.5,22.5,2022-10-16T16:01:11.822Z,2022-10-17T00:56:32Z,3851376013,178,,3849848937,3,,3849848939,56,Right,3849848941,140,57.1,3849848945,212,18.1,3849848947,213,5.7,3849848943,141,8.3,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082507,10,61,1,0,57,gi0l1habji5hpgar77dl5jqe,0,57.1,8.3,2022-10-16T16:01:12.868Z,2022-10-17T00:56:41Z,3851376171,178,,3849848957,56,Right,,,,,,,,,,,,,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082529,21,1,1,0,59,ej5er0oyngdw138yuumwqbyqt,0,35,98.3,2022-10-16T16:01:15.080Z,2022-10-17T00:56:48Z,3849849067,213,4.2,3849849063,141,96.8,3849849061,140,34.4,3849849069,1,,3849849065,212,1.2,3849849057,157,,3849849059,56,Back,3851376309,178,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082523,11,61,1,0,59,gi0l1habji5hpgar77dl5jqe,1,61.3,7.1,2022-10-16T16:01:15.165Z,2022-10-17T00:56:54Z,3849849025,56,Right,3851376477,178,,3851376475,21,,,,,,,,,,,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082563,12,5,1,1,1,gi0l1habji5hpgar77dl5jqe,0,63.8,-0.8,2022-10-16T16:01:16.346Z,2022-10-17T00:56:59Z,3849849215,347,,3849849213,56,Right,3849849411,233,23,,,,,,,,,,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082573,23,5,1,1,1,ej5er0oyngdw138yuumwqbyqt,1,36.2,100.8,2022-10-16T16:01:16.346Z,2022-10-17T00:56:59Z,3849849279,56,Back,3849849401,233,12,3849849281,347,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082545,22,43,1,1,1,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-10-16T16:01:16.592Z,2022-10-16T16:02:35Z,3849849151,56,Back,3849854253,144,61,,,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082667,24,1,1,1,7,ej5er0oyngdw138yuumwqbyqt,1,33.5,100,2022-10-16T16:01:22.721Z,2022-10-17T00:57:05Z,3849849771,213,3.6,3849849761,107,,3849849769,212,13.8,3849849765,140,21.7,3849849763,56,Back,3849849767,141,92.1,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082703,25,1,1,1,10,ej5er0oyngdw138yuumwqbyqt,1,20.8,90.3,2022-10-16T16:01:26.143Z,2022-10-17T00:57:12Z,3849849897,56,Back,3849849899,140,19.4,3851376839,178,,3849849909,213,4.6,3849849907,212,17.1,3849849903,141,65.3,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082727,26,1,1,1,12,ej5er0oyngdw138yuumwqbyqt,1,19.4,65.3,2022-10-16T16:01:28.060Z,2022-10-17T00:57:16Z,3851376893,178,,3849850049,140,19.8,3849850051,141,81.0,3849850055,213,1.5,3849850047,56,Back,3849850053,212,10.7,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082761,27,1,1,1,16,ej5er0oyngdw138yuumwqbyqt,1,24.3,84.2,2022-10-16T16:01:31.242Z,2022-10-17T00:57:20Z,3849850271,213,1.0,3849850269,212,9.8,3849850265,140,29.6,3849850263,56,Back,3851376927,178,,3849850267,141,96.0,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082783,28,1,1,1,18,ej5er0oyngdw138yuumwqbyqt,0,36.9,95.1,2022-10-16T16:01:34.008Z,2022-10-17T00:57:28Z,3849850377,56,Left,3851377029,178,,3849850379,140,53.2,3849850385,213,6.2,3849850381,141,93.2,3849850383,212,17.2,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082789,13,49,1,1,19,gi0l1habji5hpgar77dl5jqe,1,46.7,8.5,2022-10-16T16:01:34.794Z,2022-10-17T00:57:34Z,,,,,,,,,,,,,,,,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082799,14,1,1,1,20,gi0l1habji5hpgar77dl5jqe,0,46.7,8.5,2022-10-16T16:01:35.965Z,2022-10-17T00:57:40Z,3851377233,178,,3849850461,212,21.4,3849850463,213,0.2,3849850459,141,14.0,3849850455,56,Right,3849850457,140,66.8,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082815,29,49,1,1,21,ej5er0oyngdw138yuumwqbyqt,1,32.6,89.1,2022-10-16T16:01:37.037Z,2022-10-17T00:57:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082833,30,1,1,1,22,ej5er0oyngdw138yuumwqbyqt,1,32.6,89.1,2022-10-16T16:01:38.230Z,2022-10-17T00:57:51Z,3849850653,141,96.5,3851377487,178,,3849850657,213,1.7,3849850655,212,5.0,3849850651,140,32.2,3849850649,56,Back,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082871,31,1,1,1,24,ej5er0oyngdw138yuumwqbyqt,1,32.2,96.5,2022-10-16T16:01:39.343Z,2022-10-17T00:57:55Z,3849850859,213,3.9,3849850851,56,Back,3849850855,141,79.5,3849850853,140,20.7,3849850857,212,16.7,3851377595,178,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082899,32,1,1,1,29,ej5er0oyngdw138yuumwqbyqt,1,21.9,72,2022-10-16T16:01:44.698Z,2022-10-17T00:58:07Z,3849850989,56,Back,3849850997,213,4.6,3849850993,141,59.4,3849850995,212,8.6,3849850991,140,20.8,3851377759,178,,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082915,33,1,1,1,31,ej5er0oyngdw138yuumwqbyqt,1,20.3,63.9,2022-10-16T16:01:46.777Z,2022-10-17T00:58:14Z,3849851107,213,1.7,3849851103,141,77.0,3849851099,56,Back,3849851105,212,9.0,3849851101,140,19.3,3851377913,178,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473082945,34,1,1,1,33,ej5er0oyngdw138yuumwqbyqt,1,19.8,77.1,2022-10-16T16:01:49.165Z,2022-10-17T00:58:21Z,3849851287,56,Back,3851378035,178,,3849851289,140,20.1,3849851295,213,1.5,3849851291,141,91.2,3849851293,212,9.6,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473083003,35,1,1,1,35,ej5er0oyngdw138yuumwqbyqt,1,19.6,93,2022-10-16T16:01:50.569Z,2022-10-17T00:58:25Z,3851378167,178,,3849851637,213,0.1,3849851633,212,15.9,3849851629,141,96.0,3849851625,140,34.6,3849851623,56,Back,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473083011,36,4,1,1,38,ej5er0oyngdw138yuumwqbyqt,1,35.8,96.3,2022-10-16T16:01:53.442Z,2022-10-17T00:58:31Z,3849885063,265,,3849852001,233,15,3849851671,56,Back,3849851969,286,,3849851967,152,,3849851963,13,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473083039,15,4,1,1,38,gi0l1habji5hpgar77dl5jqe,0,64.2,3.7,2022-10-16T16:01:53.443Z,2022-10-17T00:58:31Z,3851378337,178,,3849885353,265,,3849852117,233,36,3849851835,285,,3849851831,152,,3849851827,13,,3849851829,56,Right,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473083225,37,1,1,1,50,ej5er0oyngdw138yuumwqbyqt,1,37,97.1,2022-10-16T16:02:05.526Z,2022-10-17T00:58:35Z,3849852797,212,7.7,3849852791,56,Back,3849852787,5,,3849852793,140,32.2,3849852799,213,4.0,3849852795,141,88.5,3851378439,178,,3849852811,189,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,3849852789,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
