id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2459380985,880,67,1,0,16,8le3orkfz6iix3jns6g9ojqjg,1,53.4,11.6,2022-09-12T18:45:27.418Z,2022-09-13T02:01:47Z,3776945319,233,825,,,,,,,,,,,,,,,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459380983,825,67,1,0,16,2tk2l9sgktwc9jhzqdd4mpdtb,0,46.6,88.4,2022-09-12T18:45:27.419Z,2022-09-13T00:54:59Z,3776945323,233,880,,,,,,,,,,,,,,,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315567,3,8,1,0,16,8le3orkfz6iix3jns6g9ojqjg,1,53.2,12.8,2022-09-12T18:45:27.453Z,2022-09-13T02:01:47Z,3776856711,383,,3776918581,178,,3776588121,56,Right,,,,,,,,,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315577,4,49,1,0,18,8le3orkfz6iix3jns6g9ojqjg,1,56.9,7.1,2022-09-12T18:45:29.136Z,2022-09-13T00:07:59Z,,,,,,,,,,,,,,,,,,,,,,,,,d7xfjvw4kun7fx4j9ldr6cb11,N. Haas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315603,5,1,1,0,18,8le3orkfz6iix3jns6g9ojqjg,1,56.9,7.1,2022-09-12T18:45:29.227Z,2022-09-13T00:08:02Z,3776588313,213,3.0,3776918659,178,,3776588311,212,12.1,3776588309,141,9.7,3776588305,56,Back,3776588307,140,45.5,,,,,,,d7xfjvw4kun7fx4j9ldr6cb11,N. Haas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315619,6,1,1,0,19,8le3orkfz6iix3jns6g9ojqjg,1,45.5,9.7,2022-09-12T18:45:30.081Z,2022-09-13T00:08:06Z,3776588389,141,13.8,3776588385,56,Right,3776918703,178,,3776588391,212,6.6,3776588387,140,51.2,3776588393,213,0.4,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315627,7,1,1,0,19,8le3orkfz6iix3jns6g9ojqjg,0,51.2,13.8,2022-09-12T18:45:30.517Z,2022-09-13T00:08:11Z,3776918753,178,,3776588429,213,4.7,3776588421,56,Right,3776588425,141,0.0,3776588427,212,9.7,3776588423,140,51.5,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315635,8,5,1,0,21,8le3orkfz6iix3jns6g9ojqjg,0,52.4,-1.2,2022-09-12T18:45:32.390Z,2022-09-13T00:08:14Z,3776588451,347,,3776588951,233,9,3776588449,56,Right,,,,,,,,,,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315723,9,5,1,0,21,2tk2l9sgktwc9jhzqdd4mpdtb,1,47.6,101.2,2022-09-12T18:45:32.390Z,2022-09-13T00:08:14Z,3776588899,56,Back,3776588931,233,8,3776588901,347,,,,,,,,,,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315741,10,1,1,0,32,2tk2l9sgktwc9jhzqdd4mpdtb,1,53.8,100,2022-09-12T18:45:43.481Z,2022-09-13T00:08:19Z,3776589013,212,9.0,3776589009,140,53.0,3776589015,213,4.6,3776589011,141,88.8,3776589005,107,,3776589007,56,Left,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315765,11,1,1,0,33,2tk2l9sgktwc9jhzqdd4mpdtb,1,53,88.8,2022-09-12T18:45:44.479Z,2022-09-13T00:08:24Z,3776589143,140,71.0,3776918865,178,,3776589145,141,77.8,3776589141,56,Center,3776589149,213,5.9,3776589147,212,20.3,3776589139,155,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315769,12,61,1,0,35,2tk2l9sgktwc9jhzqdd4mpdtb,0,71,77.8,2022-09-12T18:45:45.648Z,2022-09-13T00:08:29Z,3776589171,56,Center,3776918919,388,,,,,,,,,,,,,,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315771,9,49,1,0,36,8le3orkfz6iix3jns6g9ojqjg,1,22,24.9,2022-09-12T18:45:46.825Z,2022-09-13T00:08:32Z,,,,,,,,,,,,,,,,,,,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315789,10,1,1,0,36,8le3orkfz6iix3jns6g9ojqjg,1,22.7,24.9,2022-09-12T18:45:46.970Z,2022-09-13T00:08:37Z,3776589269,213,2.3,3776589265,141,49.7,3776589261,56,Back,3776918969,178,,3776589267,212,23.1,3776589263,140,7.7,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315811,11,1,1,0,40,8le3orkfz6iix3jns6g9ojqjg,1,7.7,49.7,2022-09-12T18:45:51.024Z,2022-09-13T00:08:40Z,3776589407,212,31.7,3776589405,141,94.7,3776918995,178,,3776589401,56,Back,3776589409,213,1.3,3776589403,140,15.4,,,,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315829,12,1,1,0,43,8le3orkfz6iix3jns6g9ojqjg,1,15.4,94.7,2022-09-12T18:45:54.149Z,2022-09-13T00:08:45Z,3776589513,141,91.8,3776589519,1,,3776589509,56,Back,3776589515,212,32.7,3776589511,140,46.5,3776589517,213,6.2,3776589507,155,,3776919029,178,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315863,13,1,1,0,46,8le3orkfz6iix3jns6g9ojqjg,0,46.4,91.8,2022-09-12T18:45:56.811Z,2022-09-13T00:08:51Z,3776589655,140,64.9,3776589659,212,19.8,3776919117,388,,3776589653,56,Left,3776589661,213,0.2,3776589657,141,97.8,,,,,,,2hbduprkyabq8g1nhe6b4g3bp,M. Pjaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315859,13,49,1,0,48,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.5,3.4,2022-09-12T18:45:59.516Z,2022-09-13T00:08:56Z,,,,,,,,,,,,,,,,,,,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315915,14,1,1,0,49,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.5,3.4,2022-09-12T18:45:59.645Z,2022-09-13T00:09:00Z,3776589935,140,14.4,3776589939,212,25.9,3776589933,56,Back,3776589941,213,2.3,3776919217,178,,3776589937,141,30.8,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315979,15,1,1,0,53,2tk2l9sgktwc9jhzqdd4mpdtb,1,13.6,41.5,2022-09-12T18:46:04.468Z,2022-09-13T00:09:05Z,3776590277,212,23.2,3776590273,140,23.1,3776919229,178,,3776590279,213,1.1,3776590271,56,Back,3776590275,141,72.3,,,,,,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459315993,16,1,1,0,58,2tk2l9sgktwc9jhzqdd4mpdtb,1,27.1,68,2022-09-12T18:46:09.591Z,2022-09-13T00:09:07Z,3776590345,141,51.1,3776590341,56,Back,3776590349,213,4.4,3776919233,178,,3776590343,140,23.9,3776590347,212,12.0,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316027,17,1,1,1,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,25.1,46.4,2022-09-12T18:46:12.592Z,2022-09-13T00:09:11Z,3776590517,56,Back,3776590519,140,28.7,3776590521,141,17.6,3776590525,213,4.9,3776919247,178,,3776590523,212,19.9,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316041,18,1,1,1,4,2tk2l9sgktwc9jhzqdd4mpdtb,1,29.1,15,2022-09-12T18:46:15.404Z,2022-09-13T00:09:14Z,3776590627,213,0.3,3776590619,56,Back,3776590625,212,13.1,3776590621,140,40.9,3776919255,178,,3776590623,141,21.3,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316071,19,1,1,1,7,2tk2l9sgktwc9jhzqdd4mpdtb,1,34.9,26.8,2022-09-12T18:46:18.092Z,2022-09-13T00:09:16Z,3776590783,56,Back,3776590785,140,39.9,3776590781,196,,3776919263,178,,3776590789,212,42.4,3776590791,213,1.4,3776590787,141,88.7,3776590793,1,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316091,20,1,1,1,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,42.7,84.7,2022-09-12T18:46:22.567Z,2022-09-13T00:09:22Z,3776590887,56,Center,3776590891,141,70.9,3776590895,213,5.8,3776590893,212,20.1,3776919291,178,,3776590889,140,59.6,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316097,21,61,1,1,13,2tk2l9sgktwc9jhzqdd4mpdtb,0,59.4,70.9,2022-09-12T18:46:23.858Z,2022-09-13T00:10:19Z,3776919691,178,,3776590927,56,Center,,,,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316105,14,49,1,1,14,8le3orkfz6iix3jns6g9ojqjg,1,53.8,28.6,2022-09-12T18:46:25.169Z,2022-09-13T00:10:23Z,,,,,,,,,,,,,,,,,,,,,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316121,15,1,1,1,14,8le3orkfz6iix3jns6g9ojqjg,0,53.8,28.6,2022-09-12T18:46:25.289Z,2022-09-13T00:10:46Z,3776591025,213,2.7,3776591021,141,36.9,3776591019,140,43.4,3776920021,178,,3776591023,212,12.3,3776591017,56,Back,,,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316125,22,3,1,1,16,2tk2l9sgktwc9jhzqdd4mpdtb,1,55.9,67.3,2022-09-12T18:46:26.933Z,2022-09-13T00:10:51Z,3776599717,286,,3776591045,56,Center,3776920061,178,,3776599763,233,39,3776857229,464,,,,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459317707,39,45,1,1,16,8le3orkfz6iix3jns6g9ojqjg,0,44.1,32.7,2022-09-12T18:46:26.933Z,2022-09-13T00:10:51Z,3776599789,233,22,3776599445,56,Back,3776599447,285,,,,,,,,,,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316133,23,49,1,1,17,2tk2l9sgktwc9jhzqdd4mpdtb,1,59.4,62.3,2022-09-12T18:46:28.046Z,2022-09-13T00:10:54Z,,,,,,,,,,,,,,,,,,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316179,24,1,1,1,20,2tk2l9sgktwc9jhzqdd4mpdtb,1,71.6,76.4,2022-09-12T18:46:31.450Z,2022-09-13T00:10:58Z,3776591377,56,Left,3776591385,213,1.3,3776591381,141,93.9,3776591383,212,12.2,3776920145,178,,3776591379,140,74.2,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316181,25,3,1,1,23,2tk2l9sgktwc9jhzqdd4mpdtb,0,83.4,96.7,2022-09-12T18:46:34.448Z,2022-09-13T00:11:04Z,3776591393,56,Left,3776857251,465,,3776591395,286,,3776920203,178,,3776591483,233,16,,,,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316193,16,7,1,1,23,8le3orkfz6iix3jns6g9ojqjg,1,16.6,3.3,2022-09-12T18:46:34.621Z,2022-09-13T00:11:08Z,3776920255,178,,3776591457,285,,3776591477,233,25,3776591453,167,,3776857263,385,,3776591455,56,Back,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316195,17,5,1,1,24,8le3orkfz6iix3jns6g9ojqjg,0,17.3,-2,2022-09-12T18:46:35.566Z,2022-09-13T00:11:11Z,3776591461,56,Back,3776591905,233,26,3776591463,347,,,,,,,,,,,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316279,26,5,1,1,24,2tk2l9sgktwc9jhzqdd4mpdtb,1,82.7,102,2022-09-12T18:46:35.566Z,2022-09-13T00:11:11Z,3776591895,233,17,3776591879,56,Left,3776591881,347,,,,,,,,,,,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316287,27,1,1,1,34,2tk2l9sgktwc9jhzqdd4mpdtb,1,84.3,100,2022-09-12T18:46:45.514Z,2022-09-13T00:11:16Z,3776591923,212,6.1,3776593287,189,,3776591919,140,85.1,3776591921,141,91.9,3776591915,107,,3776591927,213,4.9,3776591917,56,Left,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316297,28,1,1,1,35,2tk2l9sgktwc9jhzqdd4mpdtb,1,85.1,91.9,2022-09-12T18:46:46.377Z,2022-09-13T00:11:54Z,3776593325,189,,3776591953,141,96.3,3776591949,56,Left,3776591955,212,4.8,3776591951,140,81.5,3776591957,213,2.5,3776920665,178,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316305,29,1,1,1,36,2tk2l9sgktwc9jhzqdd4mpdtb,1,81.5,96.3,2022-09-12T18:46:46.867Z,2022-09-13T00:11:59Z,3776591983,212,3.6,3776591979,140,81.9,3776920775,178,,3776591985,213,4.8,3776591981,141,91.0,3776591977,56,Left,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316329,30,1,1,1,37,2tk2l9sgktwc9jhzqdd4mpdtb,1,79.6,91.1,2022-09-12T18:46:48.595Z,2022-09-13T00:12:03Z,3776592117,213,3.1,3776920805,178,,3776592113,141,92.5,3776592115,212,23.7,3776592109,56,Left,3776592111,140,57.0,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316347,31,1,1,1,41,2tk2l9sgktwc9jhzqdd4mpdtb,1,52.8,89.6,2022-09-12T18:46:52.132Z,2022-09-13T00:12:57Z,3776921053,178,,3776592193,213,4.1,3776592191,212,18.0,3776592187,140,43.4,3776592185,56,Back,3776592189,141,67.5,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316373,32,1,1,1,43,2tk2l9sgktwc9jhzqdd4mpdtb,1,43.6,67.4,2022-09-12T18:46:54.014Z,2022-09-13T00:13:00Z,3776592329,212,13.3,3776592325,140,56.0,3776592331,213,6.1,3776592323,56,Center,3776921063,178,,3776592327,141,63.1,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459316379,33,61,1,1,44,2tk2l9sgktwc9jhzqdd4mpdtb,0,56,63.1,2022-09-12T18:46:54.907Z,2022-09-13T00:13:07Z,3776592361,56,Center,3776921093,178,,,,,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
